cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,81,42,34,176,127,208,157,96,32,241,21,21,85,10,124,25,28,24,248,7,9,3,356,37,111,73,137,19,72,101,183,462,5,152,284,91,15
-11,54,50,39,176,118,236,200,56,33,213,26,23,68,18,134,22,20,28,225,7,9,6,273,34,121,43,140,13,78,107,155,463,11,167,315,52,14
-10,77,62,40,183,149,211,191,83,23,213,17,24,58,13,142,25,27,27,237,4,6,2,334,30,135,80,142,13,66,82,156,539,7,166,303,67,16
-9,90,71,29,172,125,238,224,90,28,236,29,31,82,27,132,19,36,33,243,3,1,6,303,48,113,73,128,9,84,49,174,506,9,211,372,61,22
-8,53,53,14,139,95,218,152,56,17,177,27,15,59,21,103,18,21,24,175,5,2,7,232,34,86,73,94,19,72,38,127,386,3,144,246,50,17
-7,44,44,12,137,86,167,162,35,26,164,35,10,22,19,78,24,16,27,181,3,4,4,148,42,97,54,99,13,67,56,106,383,5,75,158,46,10
-6,95,62,15,189,129,232,197,55,31,219,40,29,50,24,119,13,34,28,217,3,4,8,246,38,142,89,145,12,61,182,162,537,11,109,316,61,18
-5,81,89,22,193,146,242,244,47,22,279,25,33,80,20,155,28,32,43,235,2,4,11,309,56,120,87,174,27,94,89,188,490,13,151,351,69,17
-4,88,55,21,149,125,269,213,48,28,295,16,22,66,23,125,22,20,38,152,1,3,7,281,30,112,75,133,16,84,81,164,496,11,190,359,69,13
-3,72,47,20,152,151,695,233,29,22,240,15,22,68,24,124,24,22,45,135,2,5,10,313,36,104,87,129,18,72,82,152,439,6,167,373,69,8
-2,80,47,28,136,124,215,218,35,17,254,16,32,69,23,136,27,27,27,143,1,4,7,288,28,121,77,120,12,97,109,175,443,7,168,373,59,15
-1,72,56,20,155,125,217,212,42,18,248,16,20,78,26,121,23,37,13,121,2,2,6,296,31,93,89,146,13,81,89,142,447,0,151,344,46,20
0,90,59,30,169,124,255,208,48,27,194,21,23,66,18,110,25,21,28,145,11,2,24,337,33,156,71,126,13,84,103,140,489,0,260,372,62,9
1,81,52,20,133,97,219,217,51,22,242,26,26,82,29,114,28,20,37,170,3,7,93,338,46,134,74,129,13,90,94,169,518,9,234,387,72,20
2,82,73,17,153,129,228,185,92,19,250,25,39,49,40,130,29,26,38,185,1,3,91,302,46,150,78,95,21,102,97,203,503,9,228,367,74,20
3,71,72,26,136,118,241,221,71,19,260,24,29,79,14,113,24,32,30,194,4,7,66,307,48,151,84,131,16,103,88,227,506,9,188,374,83,11
4,96,49,23,134,139,236,203,76,26,264,28,47,52,20,108,14,38,47,205,3,2,63,327,46,162,97,134,14,96,91,174,481,8,168,373,71,13
5,89,70,21,135,143,241,240,86,20,266,21,31,49,18,114,22,31,25,223,2,4,77,366,49,123,83,129,13,82,101,219,482,7,109,368,84,18
6,90,71,26,158,144,244,244,90,20,233,22,29,81,14,154,17,49,49,224,2,3,69,350,52,119,81,145,16,89,93,196,554,13,179,375,72,19
7,71,54,20,182,131,219,244,106,21,247,10,23,93,12,93,14,45,30,198,0,3,69,364,36,134,85,148,10,65,210,221,500,19,162,404,86,18
8,84,67,27,211,115,249,239,71,18,259,33,30,67,18,113,17,44,29,210,0,5,83,330,35,115,66,144,12,95,94,222,548,12,136,354,57,19
9,76,74,29,163,113,231,243,80,23,243,19,34,60,13,135,13,32,42,277,1,3,72,301,53,110,63,120,18,67,73,206,541,14,156,384,67,15
10,93,39,15,153,119,205,201,68,26,241,28,36,34,11,111,18,36,27,197,4,3,60,293,46,130,63,152,22,54,92,214,466,11,143,355,52,16
11,89,52,21,169,109,216,174,78,19,203,22,28,21,13,105,19,42,27,166,0,6,52,322,43,114,69,121,15,70,85,157,538,8,122,369,36,20
12,72,58,24,155,115,238,186,65,21,215,15,20,26,3,120,17,40,40,177,0,9,61,279,40,92,50,136,18,79,66,185,483,11,139,359,41,16
13,69,52,21,174,119,196,229,84,17,236,21,27,41,6,93,15,28,44,175,1,3,53,311,44,102,44,140,8,81,86,180,406,8,114,345,45,9
14,73,45,23,189,134,178,204,78,23,243,19,27,38,9,105,20,47,38,185,1,2,64,257,30,118,76,122,14,66,64,196,436,11,127,355,48,12
15,84,53,22,164,138,195,178,100,26,260,31,38,43,12,115,28,38,41,208,0,7,49,275,49,134,52,153,12,70,82,178,520,8,146,370,77,11
16,82,34,20,158,142,202,160,95,21,270,19,26,33,10,111,26,37,31,176,0,6,51,270,30,127,46,120,18,86,79,183,484,9,113,400,61,17
17,101,43,22,160,139,178,226,88,24,213,22,43,39,13,111,27,35,34,204,0,2,46,263,38,125,75,111,23,88,83,185,503,3,142,399,70,15
18,61,55,33,126,157,191,187,79,31,212,24,48,58,7,126,15,30,34,166,6,6,59,298,43,136,70,132,20,104,98,197,427,9,113,331,51,16
19,80,62,17,190,147,205,236,92,36,217,12,61,65,9,113,18,25,31,202,1,5,61,271,50,126,73,134,12,95,94,204,441,9,123,358,66,18
20,72,49,21,190,116,178,173,105,19,246,11,40,58,5,165,19,40,38,213,3,3,66,274,30,121,72,104,10,78,193,153,465,11,143,358,52,15
21,54,44,29,175,141,221,197,91,31,266,14,26,84,3,113,37,30,31,206,2,1,59,245,39,109,84,124,25,104,85,194,481,7,97,398,70,20
22,75,51,20,177,140,176,206,73,22,203,13,28,72,12,106,25,27,28,197,2,8,67,263,32,128,82,140,18,77,91,180,496,7,126,366,55,9
23,70,53,23,149,131,127,177,89,11,185,15,23,51,6,118,24,11,44,189,3,6,82,219,38,149,64,114,14,79,85,149,449,8,101,350,62,9
24,77,46,23,132,119,177,182,92,20,214,9,32,59,11,113,24,28,34,165,3,6,71,245,38,100,79,114,17,89,79,162,502,6,113,343,41,7
25,66,46,30,107,122,150,197,85,18,198,4,26,60,7,115,27,38,45,181,2,2,63,275,26,102,86,91,12,101,57,154,450,3,100,340,31,12
26,55,29,22,115,128,147,175,86,25,193,10,21,41,4,127,12,23,29,199,2,4,58,259,40,120,95,136,10,87,63,144,408,6,83,355,41,11
27,45,50,33,130,130,105,239,109,17,224,10,27,70,16,125,24,37,42,177,3,6,67,245,24,110,78,121,9,81,72,141,467,5,105,398,28,8
28,64,43,38,155,109,134,194,87,14,222,15,32,49,10,93,17,37,45,196,3,6,61,234,27,128,78,131,10,78,75,151,522,4,136,381,40,16
