cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,595,462,88,708,317,1410,1484,125,307,980,290,836,622,9,126,381,461,459,83,1332,89,278,98,1103,352,1340,240,919,39,364,364,654,1506,21,521,1479,213,430,15
-11,568,566,89,725,300,1328,1297,159,237,947,214,893,552,5,130,423,430,443,67,1148,104,277,134,1051,287,1555,232,843,45,372,250,671,1481,20,666,1474,113,237,11
-10,552,808,82,659,294,1964,1270,137,146,1005,208,948,535,5,89,408,418,478,67,1106,107,224,126,1087,361,1408,246,782,38,364,251,555,1494,14,710,1526,206,495,12
-9,526,607,88,688,295,1246,1298,136,186,883,213,809,529,9,98,399,417,434,72,1096,92,285,122,1066,292,1478,229,845,48,320,260,683,1489,13,673,1349,156,405,11
-8,500,609,79,692,291,1166,1236,140,181,872,186,793,486,4,108,391,382,400,45,950,82,236,103,921,293,1317,230,882,29,362,246,643,1521,0,651,1336,138,388,17
-7,476,561,101,655,280,1273,1294,126,192,803,174,744,506,6,115,337,427,352,88,883,77,237,3,978,269,1302,170,798,47,354,228,600,1358,0,580,1279,141,387,15
-6,493,565,73,667,316,1404,1272,184,221,879,209,851,567,4,117,372,427,428,100,1219,60,252,253,1077,327,1384,237,878,37,356,213,599,1518,0,665,1427,158,333,8
-5,581,697,77,735,302,1481,1326,195,222,878,203,903,620,6,114,351,405,456,88,1113,76,248,293,970,326,1331,255,877,38,344,264,620,1497,43,708,1367,177,411,9
-4,669,603,85,715,280,1472,1259,211,221,819,216,862,544,6,131,387,563,484,93,1305,67,277,277,1060,335,1248,235,794,51,345,245,643,1593,25,651,1409,107,375,16
-3,617,589,71,720,301,1530,1195,243,208,910,278,871,549,1,123,413,476,452,69,1382,75,241,292,982,272,1526,225,858,50,330,256,697,1711,22,706,1380,86,379,8
-2,618,585,78,535,301,1439,1284,223,215,926,274,853,395,4,123,369,462,425,71,1372,56,264,241,1084,370,1396,214,832,45,350,290,635,1601,11,548,1352,61,371,8
-1,525,666,88,684,253,1469,1226,240,199,814,277,778,521,9,152,357,454,421,40,1343,63,264,293,993,355,1435,214,888,40,333,254,623,1565,13,619,1383,79,357,28
0,477,589,68,576,262,1379,1196,233,222,863,285,742,634,3,134,375,401,390,15,1297,47,270,291,965,330,1326,217,909,47,275,259,650,1485,23,615,1354,72,375,10
1,521,592,84,641,252,1386,1248,238,233,988,298,884,618,3,143,383,462,496,11,1377,71,296,320,930,338,1436,192,1004,45,277,298,623,1513,8,638,1426,74,435,15
2,492,653,75,569,299,1319,1110,268,211,844,315,754,642,4,164,371,438,403,16,1483,64,234,332,1017,330,1377,225,1004,52,329,249,686,1496,16,589,1449,82,474,14
3,496,642,73,611,257,1254,1104,262,205,804,292,687,571,7,153,336,424,367,19,1431,59,271,299,895,314,1290,190,951,48,281,227,669,1636,21,575,1454,68,477,11
4,485,494,78,606,252,1275,1094,236,205,839,247,698,555,4,182,360,455,388,15,1276,72,239,276,830,329,1227,181,974,37,300,236,722,1502,12,545,1401,62,485,15
5,468,451,79,570,297,1266,1005,225,215,729,262,718,484,3,82,324,354,399,13,1325,46,234,316,858,281,1155,146,985,37,297,199,628,1350,17,541,1316,48,410,13
6,431,398,86,529,225,1257,1005,217,191,713,241,587,451,1,87,338,320,357,23,1137,35,221,286,753,313,1045,164,1004,41,256,199,542,1275,14,520,1326,60,370,12
7,473,516,58,585,250,1320,1115,206,233,820,231,737,516,4,91,332,419,377,20,1376,43,277,273,882,370,1149,148,1106,35,262,204,598,1439,13,596,1381,59,398,11
8,452,426,85,547,225,1326,1110,208,221,816,184,693,514,5,83,344,354,396,13,1470,51,249,298,789,302,1196,129,1019,54,315,216,657,1439,19,496,1361,61,437,9
9,506,472,93,610,268,1301,1047,260,255,873,202,745,530,10,93,367,366,430,22,1463,61,265,302,893,299,1367,119,1100,49,345,236,688,1513,11,572,1417,77,466,16
10,496,523,72,582,248,1360,1151,249,259,767,217,553,579,4,113,360,316,349,13,1549,31,321,304,879,307,1323,165,1071,56,350,243,641,1597,20,466,1351,53,438,10
11,475,504,75,550,264,1350,1145,258,259,878,176,1064,518,4,89,311,409,435,23,1399,50,230,354,883,301,1234,188,1014,40,333,275,654,1541,15,574,1279,67,449,12
12,463,528,68,578,210,1375,1085,239,284,832,173,862,518,5,88,334,359,431,21,1460,43,286,356,847,319,1316,164,967,38,302,239,620,1515,13,556,1363,77,434,10
13,457,528,82,556,218,1313,1154,258,255,928,125,926,543,0,71,344,369,387,17,1442,60,245,328,937,307,1332,167,1079,56,316,264,608,1587,19,569,1370,74,396,14
14,508,528,79,661,157,1267,1129,260,210,844,133,862,523,0,79,378,377,400,27,1470,47,225,369,881,295,1331,181,1071,57,325,281,656,1570,17,595,1286,79,490,10
15,450,482,84,611,149,1344,1044,274,259,856,139,866,526,0,62,353,342,410,30,1542,55,280,329,885,271,1315,164,1087,63,309,260,573,1627,20,540,1325,56,425,7
16,417,482,91,488,155,1231,994,256,235,859,121,833,511,0,83,364,339,395,16,1506,38,215,338,906,278,1332,129,1009,48,308,258,650,1595,12,514,1286,67,403,9
17,370,444,84,521,155,1189,972,235,247,775,114,720,491,0,79,344,343,367,12,1546,54,204,360,826,260,1227,140,1007,44,313,209,608,1525,16,502,1291,60,456,3
18,367,371,80,471,138,1132,899,177,242,659,109,744,456,0,62,288,262,346,15,1467,47,224,374,896,237,1041,123,962,41,280,205,577,1404,4,565,1179,56,372,3
19,360,356,75,412,150,1073,956,183,204,664,115,639,272,0,71,277,276,324,18,1304,44,201,334,798,201,1059,144,972,43,296,209,491,1255,7,428,1183,41,372,2
