cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.5817174515235457,0.6491525423728813,0.2619047619047619,0.4552058111380145,0.784452296819788,0.5916069600818833,0.47076023391812866,0.8095238095238095,0.460431654676259,0.502262443438914,0.7715736040609137,,0.5076335877862596,,,,0.426056338028169,0.6364347146207975,0.6,0.36046511627906974,0.6266556291390728,0.7987421383647799,0.7013574660633484,0.6347826086956522,0.8395953757225434,0.3191489361702128,0.40869565217391307,0.37142857142857144,0.7566137566137566,0.6579954093343535,0.5323076923076923,0.7355371900826446,0.7468354430379747,
-18,0.6053412462908012,0.6265060240963856,0.38028169014084506,0.45,0.7567567567567568,0.6322115384615384,0.49107142857142855,0.7941176470588235,0.5343511450381679,0.4769503546099291,0.7094594594594594,0.797752808988764,0.4714285714285714,,,,0.3972602739726027,0.6373147340889277,0.6308724832214765,0.47058823529411764,0.5803921568627451,0.7631578947368421,0.5730994152046783,0.6367713004484304,0.825,0.41935483870967744,0.526829268292683,0.42696629213483145,0.7,0.6733282090699462,0.5294117647058824,0.7375886524822695,0.6052631578947368,
-17,0.5483870967741935,0.5883668903803132,0.4492753623188406,0.4566929133858268,0.75,0.6221945137157108,0.4724264705882353,0.8503937007874016,0.5193798449612403,0.5268595041322314,0.7986111111111112,0.7878787878787878,0.5176151761517616,,0.5,,0.3853211009174312,0.6639757820383451,0.608,0.3013698630136986,0.5972568578553616,0.7593984962406015,0.5949367088607594,0.6440677966101694,0.8242990654205608,0.3333333333333333,0.4790697674418605,0.3826086956521739,0.7278688524590164,0.6561969439728353,0.516245487364621,0.6509433962264151,0.7222222222222222,
-16,0.5795795795795796,0.6420047732696897,0.3614457831325301,0.4852216748768473,0.7227722772277227,0.6140552995391705,0.46964285714285714,0.8861788617886179,0.5,0.5337301587301587,0.7536231884057971,0.7011494252873564,0.45365853658536587,,,,0.35766423357664234,0.657608695652174,0.6275862068965518,,0.560853199498118,0.8,0.6153846153846154,0.5981735159817352,0.8208333333333333,0.5,0.5180180180180181,0.3448275862068966,0.6931034482758621,0.6801007556675063,0.5778688524590164,0.7549019607843137,0.6483516483516484,
-15,0.6,0.6,0.21951219512195122,0.4389027431421446,0.7488151658767772,0.6018957345971564,0.4512,0.8584905660377359,0.4507042253521127,0.5149105367793241,0.7697841726618705,0.6794871794871795,0.4433497536945813,,,0.7701149425287356,0.4172661870503597,0.6641438032166509,0.5693430656934306,0.4782608695652174,0.5515643105446119,0.7426470588235294,0.5797872340425532,0.6048780487804878,0.7974683544303798,0.4722222222222222,0.502127659574468,0.3090909090909091,0.6981132075471698,0.6943722943722944,0.5402298850574713,0.7699115044247787,0.618421052631579,
-14,0.6008583690987125,0.638235294117647,0.3698630136986301,0.4872611464968153,0.8108108108108109,0.5818181818181818,0.46588693957115007,0.8135593220338984,0.5317460317460317,0.6524064171122995,0.7844827586206896,0.8621276595744681,0.4444444444444444,,,0.8118811881188119,0.4991304347826087,0.6939546599496221,0.5375,0.33962264150943394,0.5955056179775281,,0.6601307189542484,0.5827338129496403,0.7741935483870968,0.3409090909090909,0.48299319727891155,0.4642857142857143,0.7689873417721519,0.6897621509824199,0.705,0.7076923076923077,0.6470588235294118,
-13,0.603399433427762,0.6041189931350115,0.2926829268292683,0.49,0.7620967741935484,0.6760797342192691,0.5034883720930232,0.8682170542635659,0.45864661654135336,0.5849282296650717,0.7471264367816092,0.8473118279569892,0.4507512520868113,0.625,0.5882352941176471,0.798804780876494,0.40069686411149824,0.5489485134155185,0.3198757763975155,0.45045045045045046,0.5804816223067174,0.7731958762886598,0.6933187294633077,0.6188340807174888,0.810126582278481,0.45652173913043476,0.5023255813953489,0.25773195876288657,0.7192575406032483,0.6378286683630195,0.6449438202247191,0.7816901408450704,0.6025641025641025,0.8738738738738738
-12,0.5793650793650794,0.6193415637860082,0.38636363636363635,0.5061728395061729,0.7378277153558053,0.6729323308270677,0.5159165751920965,0.7222222222222222,0.44919786096256686,0.6136363636363636,0.6357388316151202,0.8051282051282052,0.458252427184466,,,0.8105515587529976,0.41047297297297297,0.6076595744680852,0.3333333333333333,0.42391304347826086,0.5909661229611042,0.7894736842105263,0.6541244573082489,0.5625,0.841313269493844,0.4358974358974359,0.45794392523364486,0.425,0.7518072289156627,0.6468401486988847,0.7010526315789474,0.8211382113821138,0.5384615384615384,0.865979381443299
-11,0.5921450151057401,0.6147368421052631,0.3409090909090909,0.3641160949868074,0.7746478873239436,0.6393782383419689,0.4723618090452261,0.8424657534246576,0.48880597014925375,0.6070133010882709,0.6905829596412556,0.8457888493475683,0.42538975501113585,,,0.8177966101694916,0.45342706502636204,0.5888030888030888,0.38372093023255816,0.29411764705882354,0.5910931174089069,0.7443609022556391,0.6465798045602605,0.63,0.8165680473372781,0.4444444444444444,0.4794520547945205,0.2608695652173913,0.6882494004796164,0.6155285313376988,0.6814988290398126,0.7410071942446043,0.6931818181818182,0.8986486486486487
-10,0.5734870317002881,0.6457023060796646,0.2682926829268293,0.37037037037037035,0.7547169811320755,0.7253433208489388,0.5013966480446927,0.8432835820895522,0.44776119402985076,0.5839909808342728,0.7560975609756098,0.8303370786516854,0.4470588235294118,,0.5,0.7823275862068966,0.4803921568627451,0.5908596300326442,0.3333333333333333,0.35514018691588783,0.5972045743329097,,0.6542857142857142,0.6446700507614214,0.8243451463790447,0.43243243243243246,0.43805309734513276,0.43636363636363634,0.7338308457711443,0.6693476318141197,0.5829307568438004,0.7534246575342466,0.7910447761194029,0.9050505050505051
