cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.407202216066482,0.3152542372881356,0.011904761904761904,0.19128329297820823,0.04946996466431095,0.38792221084953943,0.5219298245614035,0.16666666666666666,0.4748201438848921,0.4660633484162896,0.18274111675126903,,0.4847328244274809,,,,0.5598591549295775,0.3393275996872557,0.3,0.011627906976744186,0.32450331125827814,0.16352201257861634,0.26244343891402716,0.14782608695652175,0.0838150289017341,0.44680851063829785,0.5260869565217391,0.02857142857142857,0.2328042328042328,0.27314460596786533,0.4523076923076923,0.15702479338842976,0.24050632911392406,
-18,0.37091988130563797,0.3313253012048193,0.028169014084507043,0.17777777777777778,0.08558558558558559,0.35096153846153844,0.5035714285714286,0.18382352941176472,0.3893129770992366,0.4858156028368794,0.22297297297297297,0.19101123595505617,0.5261904761904762,,,,0.5799086757990868,0.3330427201394943,0.28187919463087246,0.014705882352941176,0.3633986928104575,0.2236842105263158,0.4093567251461988,0.18385650224215247,0.08958333333333333,0.41935483870967744,0.43902439024390244,0.0449438202247191,0.28055555555555556,0.2536510376633359,0.46638655462184875,0.1347517730496454,0.25,
-17,0.43548387096774194,0.35570469798657717,0.08695652173913043,0.17060367454068243,0.0778688524590164,0.36159600997506236,0.5238970588235294,0.13385826771653545,0.4186046511627907,0.45041322314049587,0.1736111111111111,0.19696969696969696,0.4742547425474255,,0.4375,,0.5779816513761468,0.3148335015136226,0.312,0.0410958904109589,0.3516209476309227,0.21804511278195488,0.36075949367088606,0.1638418079096045,0.08785046728971962,0.4358974358974359,0.4744186046511628,0.02608695652173913,0.26557377049180325,0.2707979626485569,0.4729241877256318,0.25471698113207547,0.23333333333333334,
-16,0.40540540540540543,0.3031026252983294,0.07228915662650602,0.18226600985221675,0.06930693069306931,0.3652073732718894,0.5232142857142857,0.0975609756097561,0.4672131147540984,0.42857142857142855,0.1956521739130435,0.27586206896551724,0.526829268292683,,,,0.6021897810218978,0.32608695652173914,0.3310344827586207,,0.3864491844416562,0.19285714285714287,0.3727810650887574,0.1689497716894977,0.10208333333333333,0.4642857142857143,0.45495495495495497,0.034482758620689655,0.29310344827586204,0.25524769101595296,0.39344262295081966,0.18627450980392157,0.2857142857142857,
-15,0.392,0.345679012345679,0.0975609756097561,0.2194513715710723,0.0947867298578199,0.37203791469194314,0.544,0.12264150943396226,0.47183098591549294,0.44731610337972166,0.16546762589928057,0.3076923076923077,0.5467980295566502,,,0.21839080459770116,0.564748201438849,0.31125827814569534,0.3284671532846715,0.014492753623188406,0.40324449594438005,0.22794117647058823,0.3776595744680851,0.1951219512195122,0.1240506329113924,0.3888888888888889,0.44680851063829785,0.05454545454545454,0.29874213836477986,0.2597402597402597,0.4425287356321839,0.1592920353982301,0.3157894736842105,
-14,0.3905579399141631,0.3235294117647059,0.0684931506849315,0.18152866242038215,0.10810810810810811,0.3933884297520661,0.5263157894736842,0.15254237288135594,0.42857142857142855,0.3114973262032086,0.16379310344827586,0.12680851063829787,0.5401234567901234,,,0.1716171617161716,0.4852173913043478,0.28211586901763225,0.3375,0.018867924528301886,0.350187265917603,,0.3006535947712418,0.17985611510791366,0.125,0.5227272727272727,0.47619047619047616,0.03571428571428571,0.22151898734177214,0.24715615305067218,0.2816666666666667,0.18461538461538463,0.3137254901960784,
-13,0.38243626062322944,0.34553775743707094,0.07317073170731707,0.176,0.07258064516129033,0.30398671096345514,0.49186046511627907,0.10077519379844961,0.48872180451127817,0.37559808612440193,0.21264367816091953,0.12688172043010754,0.5409015025041736,0.3125,0.23529411764705882,0.17729083665338646,0.5627177700348432,0.41479332849891226,0.5807453416149069,0.009009009009009009,0.37135614702154623,0.21649484536082475,0.28039430449069,0.17488789237668162,0.11139240506329114,0.391304347826087,0.4558139534883721,0.05154639175257732,0.26450116009280744,0.2875318066157761,0.34606741573033706,0.13380281690140844,0.3333333333333333,0.11211211211211211
-12,0.4021164021164021,0.33539094650205764,0.11363636363636363,0.1654320987654321,0.07116104868913857,0.3148496240601504,0.4796926454445664,0.2222222222222222,0.47058823529411764,0.3409090909090909,0.3470790378006873,0.16666666666666666,0.5300970873786408,,,0.1606714628297362,0.5692567567567568,0.3668085106382979,0.5681818181818182,0.010869565217391304,0.36260978670012545,0.19736842105263158,0.32850940665701883,0.1778846153846154,0.09165526675786594,0.38461538461538464,0.4953271028037383,0.025,0.236144578313253,0.2815985130111524,0.2863157894736842,0.08943089430894309,0.4230769230769231,0.11958762886597939
-11,0.38972809667673713,0.3410526315789474,0.06818181818181818,0.09762532981530343,0.07981220657276995,0.34196891191709844,0.5175879396984925,0.1506849315068493,0.4552238805970149,0.3518742442563482,0.2600896860986547,0.1257413997627521,0.5545657015590201,,,0.15677966101694915,0.5184534270650264,0.3754826254826255,0.4728682170542636,0.047058823529411764,0.36707152496626183,0.24812030075187969,0.3257328990228013,0.165,0.10207100591715976,0.3333333333333333,0.4611872146118721,0.021739130434782608,0.2805755395683453,0.2993451824134705,0.30210772833723654,0.15827338129496402,0.29545454545454547,0.0945945945945946
-10,0.41210374639769454,0.3081761006289308,0.06097560975609756,0.08641975308641975,0.09433962264150944,0.24406991260923847,0.4888268156424581,0.13432835820895522,0.4925373134328358,0.36302142051860203,0.22439024390243903,0.15168539325842698,0.5411764705882353,,0.375,0.1875,0.5,0.36887921653971706,0.5070422535211268,0.018691588785046728,0.3595933926302414,,0.3142857142857143,0.13705583756345177,0.1016949152542373,0.43243243243243246,0.5221238938053098,0.045454545454545456,0.2537313432835821,0.2546916890080429,0.4025764895330113,0.1780821917808219,0.1791044776119403,0.08080808080808081
