cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,567,575,42,246,107,934,611,155,65,464,115,115,312,44,273,92,74,70,529,15,61,95,549,78,331,215,106,22,214,346,235,767,32,240,87,122,21
-11,636,631,32,254,131,926,731,138,75,471,128,104,312,47,313,89,72,77,518,30,66,118,454,72,367,190,109,38,250,396,230,876,23,205,44,144,18
-10,565,669,44,231,119,811,639,133,78,479,122,110,295,49,314,74,109,69,511,23,62,115,482,68,350,246,119,24,197,313,240,910,20,221,68,136,18
-9,634,608,41,221,122,909,603,122,64,490,128,88,298,53,308,84,110,69,502,14,57,114,450,63,302,219,80,35,250,188,248,799,21,223,77,126,16
-8,500,451,38,169,89,572,456,80,70,375,92,75,241,34,202,73,65,34,376,13,40,58,321,48,243,149,74,22,156,143,179,603,18,183,64,118,20
-7,538,459,53,211,104,742,529,67,69,366,99,89,201,49,225,77,55,48,468,11,54,100,305,44,275,167,70,22,161,158,235,811,13,202,50,113,13
-6,592,617,58,283,144,893,615,82,90,476,124,111,264,47,315,92,91,66,566,29,65,123,430,87,326,257,95,23,219,487,253,962,28,166,143,153,27
-5,643,633,46,295,165,822,603,86,96,521,111,114,354,57,255,95,72,48,499,29,68,119,540,64,339,195,105,43,236,395,230,950,27,262,227,112,30
-4,676,577,47,326,143,859,635,89,96,518,88,116,253,44,285,90,54,55,445,34,63,143,487,88,345,186,96,31,217,409,218,921,23,203,196,131,24
-3,552,499,38,337,129,1164,606,73,70,417,92,92,242,31,282,86,105,58,403,14,55,133,425,88,320,213,90,24,237,371,213,963,20,207,209,140,22
-2,595,450,43,316,132,717,599,96,77,411,79,104,235,35,249,78,82,30,359,20,44,143,440,59,292,184,104,23,198,360,207,842,7,179,202,125,24
-1,555,525,36,310,116,794,575,92,95,389,89,75,190,41,261,80,83,3,306,16,57,25,447,74,287,207,92,23,227,383,206,851,0,178,189,114,18
0,495,478,48,322,134,888,570,71,91,416,88,85,203,31,250,80,81,21,384,24,47,79,488,83,274,141,110,21,208,337,202,822,0,220,191,117,23
1,620,572,45,304,152,952,612,143,107,520,96,113,261,49,293,81,99,18,475,24,57,166,455,89,280,186,122,24,251,362,222,995,30,224,225,135,19
2,701,620,57,318,134,990,624,141,113,459,118,118,249,65,290,85,119,24,501,16,78,198,520,87,323,220,86,38,224,351,230,968,29,249,242,145,33
3,545,626,38,345,156,975,560,164,93,444,99,97,276,55,272,99,120,23,570,20,68,206,523,85,288,203,126,30,237,385,245,944,32,187,212,134,18
4,598,534,39,321,165,984,552,155,113,517,114,98,195,46,239,89,108,19,610,22,57,259,496,73,348,181,92,24,191,342,224,970,27,240,242,104,19
5,581,500,43,314,151,900,564,150,120,440,82,99,202,48,249,80,113,23,627,25,61,216,492,98,285,163,110,24,134,348,221,930,24,185,259,96,19
6,470,581,48,319,146,888,610,160,118,431,89,126,265,49,236,104,113,29,608,20,70,289,435,73,294,198,91,29,165,350,193,911,26,185,249,100,27
7,500,557,32,370,163,903,508,155,142,511,93,89,272,42,262,68,110,16,592,17,51,287,467,85,299,188,107,26,111,482,241,867,10,186,271,107,26
8,582,643,44,374,160,850,568,154,80,470,92,98,250,49,245,88,119,20,594,20,78,280,441,92,280,183,157,37,152,308,244,996,30,172,226,98,21
9,464,531,35,341,98,866,480,151,109,448,81,86,217,51,225,67,93,16,603,23,50,269,485,73,289,164,126,42,117,323,231,1102,25,172,304,112,25
10,464,518,29,357,124,723,490,155,138,430,73,102,252,40,211,73,83,18,499,5,56,195,483,96,270,189,132,25,145,339,198,966,28,166,247,122,15
11,436,415,39,308,111,728,481,166,92,408,74,69,195,74,236,70,106,24,561,15,46,216,390,74,243,151,102,14,158,290,228,941,20,147,247,92,24
12,431,409,46,303,126,708,428,154,97,379,70,108,179,45,200,66,66,20,553,9,60,180,339,70,209,154,116,20,117,271,182,806,19,145,243,72,18
13,464,419,35,370,129,729,433,167,130,358,67,90,184,43,206,49,114,16,619,19,42,185,389,66,213,129,124,32,137,315,186,780,27,148,260,89,19
14,579,433,34,416,155,875,547,158,122,439,85,114,236,50,219,72,86,14,610,24,68,236,410,65,279,108,128,22,187,332,228,903,25,172,296,91,15
15,574,547,50,405,117,869,506,177,126,496,88,105,228,44,249,84,109,16,689,15,70,253,447,74,283,84,141,36,176,315,239,1050,27,167,277,110,19
16,570,454,36,421,143,827,496,185,100,507,89,85,262,62,237,74,134,17,644,15,79,298,404,70,313,59,146,16,172,317,203,999,16,162,265,101,34
17,602,502,48,393,180,820,627,171,110,438,75,122,253,49,219,67,90,8,705,23,61,255,407,60,258,167,168,25,177,324,224,958,21,177,285,106,20
18,614,506,33,391,159,896,562,159,119,445,79,115,257,53,239,65,118,18,661,11,49,263,425,61,267,105,201,28,149,315,219,992,15,139,288,118,29
19,541,545,35,408,167,876,584,192,108,393,52,101,224,26,209,62,96,14,646,16,68,306,435,66,264,145,171,27,104,300,202,978,16,140,309,104,40
20,563,543,34,416,115,844,615,181,137,446,34,123,242,26,230,76,87,17,605,17,85,331,433,64,287,141,175,29,178,424,216,911,10,144,289,100,29
21,544,513,36,403,110,796,487,183,84,423,27,102,220,30,216,86,102,23,688,9,55,306,433,70,294,157,203,37,159,305,197,1002,16,141,258,103,30
22,559,459,37,418,112,725,483,169,125,364,32,76,224,34,193,63,92,16,625,11,55,286,402,52,253,130,207,17,151,412,174,991,23,171,260,97,23
23,502,488,37,353,104,668,429,175,95,360,28,66,182,39,197,68,80,22,577,11,50,280,379,63,263,108,215,22,146,289,214,1002,11,131,245,79,28
24,469,405,40,321,111,669,440,183,95,318,35,72,193,23,213,78,59,16,555,15,32,299,390,47,219,120,213,17,151,265,210,943,18,128,233,85,33
25,451,355,37,267,99,617,370,146,86,256,35,84,153,30,162,70,65,24,512,10,40,266,346,39,198,110,163,17,135,306,187,868,13,101,214,68,32
26,449,411,41,328,115,606,471,180,97,340,32,48,162,33,183,52,75,10,598,6,62,253,411,55,227,117,187,18,160,271,170,889,16,131,246,103,32
27,440,390,33,283,134,641,452,168,116,263,38,53,225,34,198,62,96,18,516,9,56,290,342,61,236,131,236,19,135,269,178,962,14,113,257,88,25
28,383,402,31,337,107,599,443,172,105,326,27,64,190,34,165,62,91,16,556,7,46,292,418,40,243,122,178,15,193,264,190,947,12,105,239,63,32
