cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WY
-13,0.0830929024812464,0.06735950731331794,0.15137614678899083,0.10371318822023047,0.14390756302521007,0.07949662369551873,0.05316091954022988,0.12627986348122866,0.0979020979020979,0.08081600627697136,0.1167608286252354,0.0456754130223518,0.05770690964312832,0.08602150537634409,,0.07575757575757576,0.06060606060606061,0.04091653027823241,0.05555555555555555,0.12210251387528567,0.21,0.10455764075067024,0.1108433734939759,0.1467312348668281,0.0728744939271255,0.0735042735042735,0.08183079056865465,0.17393589069889648,0.02491103202846975,0.08179419525065963,0.2736077481840194,0.09793103448275862,0.07591207795150691,0.08383594692400483,0.10904255319148937,0.12639405204460966,0.07936507936507936
-12,0.094817195660908,0.07586206896551724,0.11003236245954692,0.11611161116111611,0.1581259150805271,0.07983905124947056,0.07244529424261738,0.09586056644880174,0.10648714810281518,0.08389955686853767,0.12606060606060607,0.10551558752997602,0.07371273712737128,0.13580246913580246,,0.1095890410958904,0.12573099415204678,0.07389162561576355,0.1686746987951807,0.1464922711058264,0.13076923076923078,0.08823529411764706,0.14261460101867574,0.14748132541658687,0.11128284389489954,0.1118800461361015,0.06201550387596899,0.15955882352941175,0.065625,0.08952380952380952,0.27993527508090615,0.10942100098135427,0.08434994771697456,0.09744779582366589,0.09574468085106383,0.14512195121951219,0.06578947368421052
-11,0.09003462870334744,0.07102653444116859,0.14473684210526316,0.11732081911262798,0.12830188679245283,0.0833510525196683,0.06630058979052268,0.08986175115207373,0.10299003322259136,0.09256142712891283,0.11218836565096953,0.11611374407582939,0.07112068965517242,0.125,,0.13541666666666666,0.11815561959654179,0.06016042780748663,0.07042253521126761,0.15898510242085662,0.18235294117647058,0.08490566037735849,0.12562814070351758,0.14306275187104203,0.09316770186335403,0.08956916099773243,0.07865168539325842,0.16893203883495145,0.053475935828877004,0.09233610341643583,0.28313253012048195,0.10956175298804781,0.08721422523285352,0.08588957055214724,0.13179916317991633,0.12962962962962962,0.047619047619047616
-10,0.0938985736925515,0.05536332179930796,0.1497005988023952,0.11060100166944908,0.12097407698350353,0.07484008528784648,0.0640888698995941,0.09448818897637795,0.08632286995515695,0.10355540214014498,0.08982035928143713,0.08949416342412451,0.07040572792362769,0.11494252873563218,,0.11607142857142858,0.09536784741144415,0.03699897225077081,0.13414634146341464,0.1302726637147518,0.15083798882681565,0.09979633401221996,0.1052158273381295,0.13288590604026845,0.09531502423263329,0.1032258064516129,0.0736196319018405,0.15070140280561123,0.058333333333333334,0.0869980879541109,0.2837370242214533,0.107799304520616,0.0828942746750966,0.07597173144876325,0.1630170316301703,0.13018433179723501,0.03614457831325301
-9,0.0810126582278481,0.0716741602750595,0.11320754716981132,0.1180975413139863,0.12798766383962992,0.07897435897435898,0.06681205392545599,0.1192214111922141,0.09943502824858758,0.09517241379310344,0.10099573257467995,0.09694555112881806,0.06422018348623854,0.14473684210526316,,0.088,0.060941828254847646,0.05767138193688792,0.109375,0.12934662236987818,0.12578616352201258,0.092,0.12708719851576994,0.12755519215044972,0.08141321044546851,0.10638297872340426,0.06881143878462913,0.15584415584415584,0.056910569105691054,0.07229965156794425,0.27694610778443113,0.11417697431018078,0.09656218402426693,0.06962864721485411,0.13986013986013987,0.10676156583629894,0.07692307692307693
-8,0.08886054421768708,0.07107075767063244,0.11935483870967742,0.1087669948429442,0.1454234388366125,0.07834211787254432,0.06948640483383686,0.1345565749235474,0.11958997722095673,0.11035267349260523,0.1187214611872146,0.09891808346213292,0.07810413885180241,0.12162162162162163,,0.045871559633027525,0.08917197452229299,0.056152927120669056,0.125,0.1315722631445263,0.15966386554621848,0.12989690721649486,0.15675057208237986,0.12952731737262124,0.07291666666666667,0.09057971014492754,0.08735868448098665,0.18056265984654732,0.06406685236768803,0.09364161849710982,0.26895306859205775,0.09591280653950954,0.07976394441271654,0.08763308763308764,0.15934065934065933,0.12903225806451613,0.07058823529411765
-7,0.0867370353373107,0.06709372892784896,0.09375,0.10110921501706485,0.11887382690302398,0.07682619647355164,0.06984010292225694,0.12742382271468145,0.10201342281879194,0.07430340557275542,0.09401709401709402,0.07467144563918758,0.04051495645588792,0.04216867469879518,,0.051643192488262914,0.09262010896483408,0.04825174825174825,0.1,0.12014489836989334,0.125,0.02610966057441253,0.14417989417989419,0.1391121985319818,0.07394957983193277,0.0767209668943773,0.0819277108433735,0.17144495412844038,0.05029585798816568,0.06896551724137931,0.30458715596330277,0.09353146853146853,0.07073534901082494,0.05564497585651874,0.1723076923076923,0.11485451761102604,0.08235294117647059
-6,0.10183150183150183,0.0738255033557047,0.13392857142857142,0.1016827783745077,0.13157894736842105,0.07065544197233915,0.06249122314281702,0.11750599520383694,0.07054455445544554,0.10089795918367347,0.08492429229756418,0.11355909152726779,0.06842619745845552,0.09322033898305085,0.06198347107438017,0.06329113924050633,0.12735849056603774,0.05919494869771113,0.06756756756756757,0.13696690851176782,0.12413793103448276,0.043588123815540114,0.15101721439749607,0.14740464582735877,0.10443864229765012,0.11359223300970873,0.09242957746478873,0.18950238582140422,0.08478802992518704,0.0809943865276664,0.2851351351351351,0.10078681153990258,0.07516514908052134,0.08859104282445243,0.20316027088036118,0.12428734321550741,0.14814814814814814
-5,0.09595100374276964,0.06854838709677419,0.11904761904761904,0.11189118034225537,0.1288732394366197,0.07916355489171023,0.06220588235294117,0.10945273631840796,0.08745059288537549,0.09308338720103426,0.09218612818261633,0.10558499796167957,0.07275953859804792,0.07971014492753623,0.11442786069651742,0.09090909090909091,0.11150864639236732,0.057971014492753624,0.14705882352941177,0.1329500538986705,0.14743589743589744,0.03934191702432046,0.15546218487394958,0.1459194214876033,0.09668508287292818,0.09995002498750624,0.08015267175572519,0.18158730158730158,0.06813186813186813,0.07984496124031008,0.3051643192488263,0.1087848932676519,0.08044788975021533,0.08882134414049307,0.18021978021978022,0.1351010101010101,0.1111111111111111
-4,0.08776685869196882,0.05788819875776398,0.10273972602739725,0.12730142030510258,0.13647058823529412,0.075951618641053,0.05747477835524305,0.12869565217391304,0.11097560975609756,0.08898233809924307,0.08868778280542987,0.10648473765649177,0.06401074306177261,0.056451612903225805,0.11557788944723618,0.05128205128205128,0.13179782469609724,0.05546288573811509,0.14285714285714285,0.13723608445297505,0.1588235294117647,0.042717086834733894,0.1403180542563143,0.1327409053040822,0.07441860465116279,0.09244917715392062,0.07302231237322515,0.18322082931533268,0.06862745098039216,0.0754863813229572,0.2978723404255319,0.09127954360228199,0.07409308692676249,0.07252514557967178,0.15577190542420027,0.1211031175059952,0.0625
