cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.32413793103448274,0.2179128348660536,0.4122137404580153,0.36299615877080665,0.44642857142857145,0.29793637145313845,0.2608962553713935,0.32764505119453924,0.27602905569007263,0.30162412993039445,0.3541147132169576,0.24903474903474904,0.25834658187599363,0.27956989247311825,,0.30303030303030304,0.322,0.1718494271685761,0.1388888888888889,0.37382895134481714,0.47,0.30294906166219837,0.344578313253012,0.42201834862385323,0.24696356275303644,0.3111111111111111,0.30374479889042993,0.44718864950078824,0.23843416370106763,0.29062870699881377,0.6295399515738499,0.32827586206896553,0.2373908826382153,0.40386571719226855,0.2617611580217129,0.3324468085106383,0.4043956043956044,0.36507936507936506
-12,0.31759018222387503,0.2079383886255924,0.3545706371191136,0.35553555355535554,0.43997071742313326,0.2848811780142878,0.275,0.27233115468409586,0.325,0.310192023633678,0.3693379790940767,0.2565947242206235,0.2683333333333333,0.38271604938271603,,0.273972602739726,0.3714759535655058,0.2115621156211562,0.3493975903614458,0.3874972289957881,0.3923076923076923,0.2920168067226891,0.3599320882852292,0.40741448499904453,0.34775888717156106,0.314878892733564,0.2548449612403101,0.42573529411764705,0.2375,0.2904040404040404,0.5744336569579288,0.3267909715407262,0.2398064961990325,0.42144452717795977,0.27958236658932717,0.29609929078014185,0.3997214484679666,0.3157894736842105
-11,0.30183823529411763,0.20411568409343714,0.3150684931506849,0.35793515358361777,0.4060377358490566,0.29639599222371765,0.25461655442102976,0.2857142857142857,0.2945205479452055,0.33423089868731065,0.35339638865004297,0.2796208530805687,0.25655326268823203,0.3020833333333333,,0.3020833333333333,0.3640856672158155,0.22727272727272727,0.19718309859154928,0.3892880470280862,0.4294117647058823,0.27169811320754716,0.36348408710217756,0.40816326530612246,0.32298136645962733,0.3231292517006803,0.27477017364657813,0.4170873786407767,0.2540106951871658,0.27218934911242604,0.625,0.2968127490039841,0.2490292081715347,0.4409722222222222,0.2838817624093698,0.3368200836820084,0.38865248226950355,0.17857142857142858
-10,0.33063328424153166,0.1951820421571311,0.3826530612244898,0.34015025041736224,0.38648860958366066,0.29178222157349293,0.26555732847048097,0.32808398950131235,0.2751322751322751,0.35277873662409387,0.3830570902394107,0.2594033722438392,0.2850061957868649,0.3333333333333333,,0.2767857142857143,0.3333333333333333,0.2147995889003083,0.45121951219512196,0.3745674740484429,0.39664804469273746,0.29327902240325865,0.3408273381294964,0.4078242229367631,0.2875605815831987,0.2989247311827957,0.25854513584574934,0.43607214428857716,0.275,0.2721145745577085,0.6055363321799307,0.3154495777446597,0.2470608878750658,0.4189294026377037,0.2968197879858657,0.40875912408759124,0.4064602960969044,0.26506024096385544
-9,0.3114004222378607,0.2101508916323731,0.29411764705882354,0.3639661426844015,0.41403238242097146,0.3004940014114326,0.2688559322033898,0.30170316301703165,0.2867132867132867,0.3520689655172414,0.3789198606271777,0.2749003984063745,0.24763593380614657,0.2236842105263158,,0.28,0.3518225039619651,0.1967391304347826,0.28125,0.3721796729455599,0.4025157232704403,0.336,0.39053803339517623,0.40217687074829933,0.31643625192012287,0.34988179669030733,0.2520107238605898,0.4497835497835498,0.2899728997289973,0.27041602465331277,0.6032934131736527,0.31351094196003804,0.25434412265758094,0.4297520661157025,0.2692307692307692,0.36363636363636365,0.38896366083445494,0.26373626373626374
-8,0.28810105949470255,0.1978128015439048,0.40168539325842695,0.3436474449132677,0.40975192472198463,0.294502179014415,0.2766758724579463,0.363914373088685,0.2720306513409962,0.354190367842245,0.3482224247948952,0.25656877897990726,0.2900343642611684,0.2972972972972973,,0.23853211009174313,0.3267504488330341,0.20430107526881722,0.4107142857142857,0.38023529411764706,0.42857142857142855,0.31752577319587627,0.38672768878718533,0.3802514566084023,0.3055555555555556,0.3285024154589372,0.2517985611510791,0.48286445012787726,0.2646239554317549,0.30425963488843816,0.5992779783393501,0.26430517711171664,0.23019017432646594,0.41226053639846744,0.30384930384930386,0.3626373626373626,0.4047976011994003,0.29411764705882354
-7,0.28302712160979876,0.19312261201806183,0.3684210526315789,0.35580204778157,0.3910323253388947,0.2968344577062792,0.26423243031016885,0.3545706371191136,0.3326133909287257,0.29168407856247386,0.33491012298959316,0.2502274042834698,0.20333207118515714,0.18674698795180722,,0.27699530516431925,0.3361569326794472,0.23426573426573427,0.32,0.36714358712314765,0.39285714285714285,0.29333333333333333,0.4126984126984127,0.4053109713487072,0.3025210084033613,0.3087248322147651,0.26987951807228916,0.4638761467889908,0.257396449704142,0.2558139534883721,0.6073394495412844,0.3098776223776224,0.22955607476635514,0.4380952380952381,0.2570705909404461,0.39692307692307693,0.413854351687389,0.29411764705882354
-6,0.27676696990902727,0.20256890553920257,0.40568475452196384,0.3501611170784103,0.40327169274537694,0.28496928960482093,0.26964809384164223,0.3405275779376499,0.2423780487804878,0.3204906431828904,0.3323353293413174,0.3192715839119612,0.2578005115089514,0.3305084745762712,0.256198347107438,0.29535864978902954,0.32623033992897005,0.21341222879684418,0.25675675675675674,0.36641836118381316,0.32413793103448274,0.3074433656957929,0.4061032863849765,0.41237113402061853,0.3237597911227154,0.3495440729483283,0.25088028169014087,0.47409679618268574,0.26433915211970077,0.2548877624909486,0.6067567567567568,0.28924690895466465,0.23606673766418176,0.41397849462365593,0.32592350441320694,0.43792325056433407,0.38333333333333336,0.2839506172839506
-5,0.2834467120181406,0.19112627986348124,0.375,0.33260201842913556,0.39225352112676054,0.29857082213103153,0.2649783817171093,0.3482587064676617,0.27402473834443386,0.31546134663341646,0.3030864197530864,0.3150630914826498,0.25114364135407136,0.2971014492753623,0.30845771144278605,0.30303030303030304,0.3478707029245767,0.22826086956521738,0.39705882352941174,0.3649230769230769,0.5256410256410257,0.30565371024734983,0.39915966386554624,0.4174832387828778,0.2983425414364641,0.32335329341317365,0.24236641221374045,0.4638095238095238,0.3076923076923077,0.2637992831541219,0.5837245696400626,0.30008210180623973,0.2281442392260334,0.42591404746632455,0.30158730158730157,0.4175824175824176,0.42550143266475643,0.29914529914529914
-4,0.25660501981505945,0.23973133557220355,0.3408450704225352,0.33035244608101,0.4196078431372549,0.28957169459962756,0.2543732948162414,0.3826086956521739,0.2725298588490771,0.3087019931939718,0.2856217616580311,0.31867535287730725,0.2724358974358974,0.21774193548387097,0.3417085427135678,0.3141025641025641,0.36120218579234975,0.2184243434764485,0.42857142857142855,0.3854121709106603,0.45294117647058824,0.3157894736842105,0.4078578110383536,0.40443213296398894,0.324031007751938,0.33866415804327377,0.2302231237322515,0.47380263580842175,0.28921568627450983,0.27102803738317754,0.6184397163120567,0.2722086389568052,0.22691431575258456,0.39567859554355167,0.27236633139227107,0.3963838664812239,0.40751043115438107,0.23214285714285715
