cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,316,555,57,270,194,794,484,7,118,715,165,84,347,24,107,121,6,686,56,0,1589,122,206,139,664,8,123,143,354,509,119,50,82
-11,271,631,48,264,166,781,511,9,150,773,165,82,371,20,101,112,1,709,46,0,889,134,233,139,661,10,118,125,359,491,134,75,81
-10,251,619,55,289,202,805,462,15,121,826,152,74,324,28,120,137,3,748,43,0,977,116,225,161,631,20,142,96,395,480,107,86,75
-9,309,595,62,258,180,769,505,17,129,832,169,83,306,25,111,133,5,738,51,0,971,110,192,154,606,15,156,135,366,459,111,80,101
-8,243,478,56,213,178,602,339,6,106,605,157,52,280,30,73,119,3,605,55,0,781,91,182,111,497,9,92,85,256,386,110,52,72
-7,270,549,54,281,161,556,450,8,87,764,151,47,260,22,117,103,3,627,60,0,751,112,203,163,536,8,125,111,306,669,124,64,59
-6,276,648,68,312,245,830,554,11,165,889,201,89,324,41,110,142,6,753,77,0,917,143,222,169,651,20,146,153,412,485,130,80,103
-5,316,709,68,261,202,792,570,16,146,862,177,86,332,22,129,144,3,730,58,0,1014,119,226,167,683,15,139,140,367,515,108,92,101
-4,318,643,65,221,198,815,515,15,111,793,181,70,294,18,98,61,8,488,49,0,911,107,193,161,652,14,133,141,360,440,115,78,94
-3,308,653,54,206,225,1434,495,11,123,788,191,85,302,12,118,150,5,487,59,0,893,131,203,180,654,20,137,149,365,441,121,118,81
-2,310,619,54,209,189,743,485,6,117,782,168,74,290,6,97,149,5,408,50,0,831,110,183,141,649,15,136,105,285,413,106,85,78
-1,323,662,54,182,200,699,451,14,117,772,164,83,272,15,138,129,1,471,60,0,818,118,166,119,603,17,135,121,340,400,102,108,84
0,284,573,51,166,211,756,474,8,111,759,149,64,300,8,114,174,0,466,68,0,890,143,196,136,667,16,132,125,346,470,115,101,96
1,303,630,70,171,239,738,525,14,132,769,185,73,310,54,129,181,3,520,65,12,924,152,204,129,656,18,140,137,362,477,122,111,84
2,752,637,66,152,196,755,511,13,106,804,166,80,305,59,134,189,2,527,94,99,856,150,179,158,450,15,136,131,409,551,150,88,79
3,340,622,59,146,223,776,492,6,126,815,190,78,303,55,115,170,3,757,65,127,833,173,196,164,727,8,142,157,444,491,144,102,92
4,359,548,58,138,211,847,536,9,139,877,172,76,348,39,150,159,6,849,47,102,909,182,197,168,698,10,129,122,442,478,118,113,75
5,359,535,56,154,196,825,515,13,139,853,171,76,311,36,141,216,4,796,73,120,968,173,215,160,700,13,117,136,430,453,117,90,98
6,336,598,50,145,196,815,476,18,129,912,196,66,315,61,126,178,1,810,97,106,957,163,195,161,656,25,111,136,450,485,127,121,101
7,360,575,56,128,191,768,464,10,129,908,163,78,315,36,114,197,4,810,61,146,848,159,184,153,753,21,115,137,384,455,130,91,103
8,367,573,57,133,185,781,466,8,113,877,181,72,357,57,109,186,2,769,67,110,876,156,197,160,738,20,124,142,451,460,104,99,100
