cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,325,502,64,330,173,588,536,25,66,522,152,80,397,0,15,97,154,0,904,45,0,1129,139,199,196,549,2,225,93,336,632,106,115,72,0
-11,306,496,81,386,163,589,524,26,48,475,132,77,338,0,23,97,144,1,869,56,0,759,135,154,201,484,5,189,109,307,566,114,96,84,0
-10,302,469,70,357,160,574,498,10,67,504,122,78,357,0,30,95,170,1,884,43,0,781,136,186,195,504,4,207,88,276,551,98,121,78,0
-9,339,401,65,359,145,607,555,10,51,455,119,59,342,0,32,82,170,2,865,45,0,742,128,151,204,394,3,215,94,290,538,93,93,77,0
-8,228,341,72,254,128,452,448,12,58,404,104,64,241,0,18,61,133,0,632,34,0,557,94,135,161,271,5,151,83,235,398,71,82,60,0
-7,284,388,88,381,148,566,676,8,69,879,136,1595,514,10,31,460,680,3,1071,31,12,620,127,697,160,281,11,162,85,400,642,657,81,66,732
-6,338,436,80,435,172,1064,852,8,213,854,255,827,450,6,41,417,527,3,1155,58,6,776,190,828,201,612,9,215,109,438,639,387,148,65,408
-5,369,439,93,326,179,805,803,8,146,821,231,802,464,9,36,415,490,3,1109,53,8,787,127,747,214,626,10,220,107,411,582,386,123,82,283
-4,340,884,71,334,160,775,716,37,124,838,203,882,409,4,14,386,470,1,969,62,6,720,156,1175,192,775,14,237,112,397,617,356,212,82,427
-3,327,629,87,339,167,1380,715,15,94,810,176,801,394,7,18,370,538,0,845,40,4,750,175,940,196,723,8,214,100,393,577,340,162,69,433
-2,300,584,88,328,140,661,702,18,98,752,204,755,367,6,12,352,402,1,816,47,5,728,123,899,174,769,10,192,104,336,595,319,170,63,391
-1,340,600,86,279,156,702,685,16,118,731,179,701,390,5,14,348,400,2,822,44,4,660,144,885,172,772,10,259,97,377,557,335,205,77,396
