cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-13,2.4595224228305184,2.608843537414966,2.94954128440367,3.8461538461538463,2.166301969365427,2.32129963898917,2.45074415308292,2.0409556313993176,2.004934210526316,2.984295415959253,2.289473684210526,2.4617706237424546,3.4903846153846154,2.6724137931034484,,2.5,1.8636363636363635,2.3300124533001245,1.78125,3.356727148236905,2.64,2.925619834710744,2.261764705882353,2.253366583541147,1.8975069252077563,2.2547332185886404,2.5454545454545454,3.534959349593496,1.3358490566037735,2.3333333333333335,3.204379562043796,3.275272161741835,2.2158323632130386,2.4701219512195123,2.0372340425531914,2.710112359550562,,1.6896551724137931
-12,2.3413344182262,2.4979544126241966,2.6623376623376624,3.5388914764788075,2.079066265060241,2.0964237211407877,2.328171692474871,2.0065359477124183,1.9763663220088625,2.8734426229508196,2.295289855072464,2.1409921671018277,3.4554122265844085,2.2830188679245285,,2.136986301369863,1.8903225806451613,2.2691315563198624,1.9324324324324325,3.126094570928196,2.0615384615384613,2.84468085106383,2.3097014925373136,2.5234133126934983,1.9176954732510287,2.175581395348837,2.3823178016726403,3.166218809980806,1.32,2.0454545454545454,2.9497568881685576,3.1515151515151514,2.034986474301172,2.2116402116402116,1.6785079928952042,2.503067484662577,,2.6578947368421053
-11,2.319157237612173,2.5443209541881266,2.5953947368421053,3.644620811287478,2.079131109387122,2.2439245968657735,2.4174707973590657,1.9792626728110598,1.9083333333333334,2.9277818717759763,2.2540687160940327,2.3230769230769233,3.349179400113186,2.380281690140845,,2.03125,1.9384288747346072,2.225,1.6349206349206349,3.0859528487229864,2.176470588235294,2.7547528517110265,2.2829827915869982,2.0224254942460904,2.047227926078029,2.1858608893956673,2.4525547445255476,3.249896907216495,1.2979942693409743,1.9839924670433144,3.0210843373493974,2.926166568222091,2.1181738366988587,2.272316384180791,1.6827731092436975,2.6362252663622527,,2.128205128205128
-10,2.2909163665466186,2.51441659929938,2.410179640718563,3.635064935064935,2.1263073209975865,2.1778638123434297,2.3208833151581243,2.207894736842105,1.9972677595628416,3.1301142646516773,2.3606870229007635,2.2220689655172414,3.3611977542108544,2.169491525423729,,2.4054054054054053,1.7965116279069768,2.3544891640866874,1.8783783783783783,3.112911143838979,2.2402234636871508,2.6714876033057853,2.3551797040169133,1.9895918926321556,1.8004385964912282,2.215065502183406,2.3737704918032785,3.2780816154816996,1.407079646017699,2.0225269343780607,2.7681660899653977,3.0426426426426425,2.125890736342043,2.2407847800237812,1.7128953771289537,2.5007256894049346,,1.9555555555555555
-9,2.360146252285192,2.4463806970509383,2.7767295597484276,3.4864978902953587,2.032695374800638,2.157332752233602,2.279177377892031,1.9902676399026764,1.872340425531915,3.2221399481673454,2.2795698924731185,2.223684210526316,3.2017857142857142,2.6,,2.336,1.9558823529411764,2.3783151326053042,1.9333333333333333,3.219775070290534,2.4842767295597485,2.7718940936863543,2.1786447638603694,1.9536497363308354,2.026052104208417,2.067857142857143,2.234856535600425,3.2457353619179345,1.396011396011396,2.002659574468085,2.8513513513513513,2.845285149632976,2.109725685785536,2.240268456375839,1.5560747663551402,2.699851411589896,,2.1041666666666665
-8,2.364542696142176,2.455527318932656,2.908196721311475,3.4602632862018528,2.77088948787062,3.5233333333333334,2.3499709808473592,2.0061349693251533,1.9863574351978173,3.272092067406494,2.3968253968253967,2.2833876221498373,3.9183253260123543,2.0416666666666665,,2.385321100917431,1.7959183673469388,2.3860103626943006,1.5961538461538463,3.169816488633251,2.327731092436975,2.6960167714884697,2.3940774487471526,1.9822097378277153,1.756440281030445,2.097560975609756,2.1338199513381997,3.5246880086814976,1.3727810650887573,2.0238095238095237,2.8826714801444044,2.7229072031148607,2.08607544141252,2.292320396366639,1.743801652892562,2.2739495798319327,,1.9523809523809523
-7,2.4995313964386128,2.6210732984293195,2.73125,3.7271517302573205,2.084967320261438,2.2179660102508767,2.5991418247515807,2.096952908587258,2.077294685990338,2.9480475382003397,2.450389105058366,3.2826237452405675,3.029051987767584,2.1777777777777776,,2.300469483568075,2.1978354978354977,2.5082074852265266,1.5319148936170213,4.485386690647482,2.4107142857142856,4.6158940397351,2.269902912621359,2.008568368439843,1.8762886597938144,2.403285638579756,2.652360515021459,3.6404761904761904,1.4585987261146496,2.1949238578680204,3.0458715596330275,2.7617224880382776,2.8881782945736436,3.6461794019933556,1.6975308641975309,2.5622489959839356,2.1606585296622196,2.6216216216216215
-6,2.2857142857142856,2.4776842642183117,2.4523809523809526,3.3344569288389514,2.037174721189591,2.429818990155605,2.3694073949012324,1.9688249400479616,3.76,2.645918169478379,2.6570098292809106,2.5692265345444536,3.4325535092085615,2.3763440860215055,4.4896265560165975,2.2067510548523206,1.8947089947089948,2.2612548741581,1.7941176470588236,3.1434418242058078,2.3517241379310345,2.824505928853755,2.265210608424337,2.002340550029257,1.928,1.9370388588293164,2.4041884816753925,3.2796123474515433,1.3368146214099217,1.950859950859951,2.7202702702702704,2.319982585981715,2.1676785714285716,2.7395659432387314,1.6923076923076923,2.822530864197531,1.907960199004975,2.5
-5,2.3622237569060776,2.410443995963673,2.5134328358208955,3.5177074885104083,2.962071480671043,2.0792197452229297,2.2721405521692364,2.017412935323383,2.749312809235844,2.616337591947348,2.383916990920882,2.599529672153825,3.191546762589928,2.287128712871287,2.613065326633166,1.8061224489795917,2.0379818594104306,2.2548810791622294,2.25,2.938073394495413,1.9487179487179487,2.8184281842818426,2.183574879227053,1.9671829876608034,1.7608286252354048,1.9133095359510455,2.2381477398015437,3.1051394020826337,1.3426573426573427,2.0165876777251186,2.835423197492163,2.1923614345598508,2.136703453186187,2.5725584594222832,1.6991150442477876,2.971993410214168,1.8753993610223643,2.3676470588235294
-4,2.366114561766736,2.495953464845726,2.5986159169550174,3.4208728652751423,5.503791069924179,2.154961400866127,2.198025551684088,2.008695652173913,2.3011879804332636,2.6862193652069104,2.315861130020422,2.6023854002011784,3.239075841285786,1.7340425531914894,2.808080808080808,1.8258064516129033,2.013937282229965,2.038216560509554,1.7384615384615385,2.9786628733997156,2.111764705882353,2.903342366757001,2.113138686131387,2.003403289846852,1.6904315196998123,1.9916461916461916,2.3575757575757574,3.1542087542087542,1.330749354005168,1.9204819277108434,2.7798295454545454,2.2828666350261035,2.515462095776639,2.564664502164502,2.3899721448467965,2.7420333839150226,1.9329512893982808,2.1454545454545455
