cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,353,619,42,158,42,531,414,21,54,429,110,111,236,0,7,78,107,1,471,31,0,354,70,117,169,97,1,174,143,156,622,134,1,94,0
-11,397,666,31,164,49,524,475,16,63,388,118,91,234,0,16,73,93,0,522,22,0,291,60,138,164,99,6,207,169,139,630,103,1,114,0
-10,372,685,44,131,41,457,433,13,66,408,105,101,232,0,17,64,138,2,469,26,0,302,60,141,195,106,4,158,132,158,594,114,1,90,0
-9,431,637,41,166,42,524,404,12,54,434,116,84,211,0,16,75,136,1,457,24,0,272,60,113,170,70,11,201,151,151,550,119,1,94,0
-8,330,474,38,105,35,334,340,12,55,316,94,70,189,0,7,56,83,0,382,15,0,212,46,94,111,62,7,126,100,106,429,88,2,97,0
-7,357,523,53,173,35,416,518,17,59,977,110,2322,262,6,22,413,581,0,512,24,9,192,41,458,139,61,4,150,131,271,613,691,0,94,362
-6,428,660,58,175,48,875,639,23,137,790,250,1160,343,1,22,309,447,0,589,22,4,243,84,511,218,92,3,185,176,230,669,345,3,115,262
-5,477,677,46,204,46,582,556,18,137,831,174,1124,349,4,26,273,465,1,544,27,9,338,55,495,159,107,6,204,152,210,597,320,3,77,165
-4,484,787,46,220,50,619,597,22,108,813,154,1123,288,3,20,269,462,1,443,23,3,317,86,744,149,146,7,195,165,217,597,304,24,105,193
-3,411,600,38,220,39,929,618,21,79,674,170,1020,259,1,9,261,485,0,425,14,6,271,77,549,171,153,4,197,145,170,611,346,26,127,250
-2,409,535,43,227,40,525,590,26,91,662,149,968,231,2,11,282,433,0,390,17,5,263,56,565,147,158,7,173,146,160,581,273,34,107,223
-1,364,646,36,174,41,586,541,23,104,670,175,972,219,3,14,352,470,0,364,25,8,276,71,520,186,136,7,191,141,179,572,243,28,94,201
0,313,570,47,200,43,595,492,12,103,630,170,939,195,0,10,333,371,0,428,21,2,307,83,510,113,169,2,182,144,171,603,305,27,93,231
1,391,724,45,165,44,577,626,23,115,792,200,1180,288,3,21,299,488,1,491,23,9,289,93,532,161,180,4,212,141,199,716,393,23,128,256
2,477,682,57,197,43,641,683,30,131,767,218,1159,250,2,34,412,507,1,501,42,25,347,82,488,205,148,6,196,135,200,710,412,41,113,242
3,429,702,38,204,44,626,915,30,106,699,214,1138,275,3,28,553,525,2,585,20,27,333,88,504,183,140,10,210,151,212,678,326,25,110,252
4,473,541,39,192,50,646,665,25,141,766,242,1152,242,2,31,530,510,2,630,32,36,351,73,513,179,144,6,177,145,197,730,352,21,98,225
5,463,495,43,189,37,614,618,22,149,729,154,1065,298,0,36,490,488,2,661,24,24,349,99,528,174,167,6,114,140,214,673,325,31,101,251
6,402,608,47,193,44,606,719,26,142,712,197,1126,308,2,32,570,465,3,583,24,36,296,73,535,177,128,12,135,139,180,617,350,32,98,232
7,420,517,32,195,44,638,673,27,160,759,218,1034,299,2,20,445,471,1,580,26,20,287,87,623,180,152,11,95,169,215,585,313,35,93,262
8,475,498,44,204,37,570,686,21,107,788,219,1076,285,2,25,465,457,1,570,24,25,277,85,586,176,194,9,131,127,222,661,305,34,93,265
9,378,481,35,207,23,555,620,20,127,712,188,1049,315,4,41,280,383,1,511,10,17,280,74,588,153,229,11,106,129,219,725,314,29,103,265
