cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-13,37.0,36.0,33.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,35.0,36.0,36.0,36.0,,36.0,38.0,35.0,36.0,35.0,35.0,38.0,34.0,35.0,37.0,35.0,36.0,35.0,34.0,35.0,33.0,36.0,34.0,36.0,36.0,35.0,,34.0
-12,37.0,36.0,34.0,36.0,36.0,36.0,34.0,36.0,33.0,34.0,36.0,36.0,35.0,36.0,,34.0,37.0,35.0,34.0,35.0,31.0,37.0,34.0,34.0,36.0,35.0,37.0,36.0,35.5,36.0,33.0,37.0,33.0,35.0,35.0,35.0,,34.5
-11,37.0,36.0,34.0,36.0,36.0,36.0,34.0,36.0,34.0,34.0,36.0,35.0,36.0,35.0,,32.0,38.0,35.0,33.0,36.0,33.0,36.0,35.0,35.0,35.0,34.0,37.0,36.0,35.0,34.0,33.0,37.0,33.0,35.0,35.0,35.0,,35.0
-10,37.0,35.0,35.0,35.0,35.0,36.0,34.0,35.0,33.0,35.0,36.0,36.0,36.0,35.0,,37.0,36.0,35.0,36.5,36.0,34.0,36.0,34.0,34.0,35.0,35.0,36.0,36.0,34.0,35.0,34.0,37.0,33.0,35.0,34.0,36.0,,36.0
-9,37.0,36.0,34.0,36.0,36.0,36.0,34.0,35.0,34.0,35.0,36.0,35.0,36.0,36.5,,35.0,37.0,35.0,35.0,36.0,33.0,37.0,35.0,35.0,36.0,34.0,37.0,35.0,35.0,36.0,33.0,36.0,34.0,35.0,35.0,36.0,,31.0
-8,37.0,36.0,35.0,36.0,36.0,36.0,34.0,35.0,33.0,35.0,35.0,36.0,35.0,37.0,,34.0,36.0,35.0,36.0,36.0,32.0,37.0,34.0,34.0,36.0,34.0,37.0,35.0,34.0,35.0,34.0,37.0,33.0,36.0,36.0,35.0,,33.0
-7,37.0,36.0,35.0,36.0,36.0,37.0,35.0,36.0,34.0,36.0,35.0,38.0,36.0,37.0,,36.0,37.0,35.0,35.0,35.0,31.5,34.0,35.0,35.0,35.0,37.0,37.0,35.0,34.0,36.0,34.0,37.0,34.0,37.0,37.0,37.0,37.0,34.0
-6,37.0,36.0,34.0,36.0,36.0,37.0,35.0,36.0,34.0,35.0,36.0,37.0,36.0,35.0,37.0,36.0,36.0,35.0,33.5,35.0,33.0,35.0,35.0,35.0,36.0,36.0,37.0,36.0,36.0,35.0,34.0,37.0,34.0,36.0,36.0,36.0,37.0,37.5
-5,37.0,36.0,35.0,36.0,36.0,37.0,35.0,35.0,34.0,36.0,36.0,38.0,36.0,35.0,39.0,35.5,36.0,35.0,37.5,35.0,34.0,35.0,36.0,35.0,36.0,36.0,37.0,36.0,35.0,35.0,33.0,37.0,34.0,36.0,34.0,36.0,38.0,38.0
-4,37.0,36.0,34.0,35.0,36.0,37.0,34.0,35.0,34.0,36.0,36.0,38.0,36.0,36.5,36.0,36.0,37.0,35.0,35.0,35.0,35.0,35.0,36.0,35.0,35.0,36.0,38.0,36.0,35.0,35.0,33.0,37.0,34.0,36.0,36.0,37.0,38.0,37.0
-3,37.0,36.0,34.0,35.0,35.0,36.0,34.0,35.0,34.0,36.0,35.0,38.0,36.0,37.0,34.0,34.0,37.0,35.0,33.0,35.0,34.0,35.0,35.0,35.0,36.0,37.0,37.0,36.0,34.5,34.0,34.0,37.0,34.0,37.0,36.0,35.0,38.0,40.0
