cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,94,57,5,92,57,322,703,27,132,180,44,212,95,1,14,172,102,35,43,200,28,52,40,62,36,206,49,67,11,154,85,68,206,3,169,142,17,32,5
-11,69,33,5,71,64,325,709,22,113,190,45,208,158,0,15,166,89,30,55,137,43,47,44,93,47,221,53,68,7,165,78,74,168,2,160,115,20,13,6
-10,77,46,4,75,52,619,709,24,130,164,40,182,118,1,9,176,123,26,48,106,26,54,39,72,22,260,46,64,7,152,96,65,175,1,202,169,17,37,9
-9,58,58,2,53,53,306,731,32,113,120,52,171,101,1,15,149,106,49,56,147,16,47,67,83,30,269,29,58,5,137,82,59,183,1,180,152,29,28,4
-8,65,45,4,73,40,280,666,21,129,164,41,169,116,2,24,180,105,38,64,138,23,49,43,69,28,239,31,60,8,158,61,56,150,0,201,184,22,21,7
-7,68,48,3,59,19,292,664,19,151,131,31,183,111,2,16,144,135,35,46,87,11,39,1,87,26,189,30,48,10,162,53,72,198,0,158,139,23,24,6
-6,58,49,8,60,50,395,784,33,151,180,34,209,112,1,12,166,126,45,92,118,22,52,17,79,34,240,25,75,13,161,107,60,199,0,180,176,27,18,4
-5,85,62,3,52,51,363,730,44,160,200,42,204,99,0,18,155,106,51,80,106,21,36,47,102,31,223,37,60,9,171,76,79,199,1,219,174,28,19,6
-4,72,53,4,62,43,426,791,52,192,186,39,278,124,0,13,152,178,37,71,129,23,46,36,99,40,194,31,64,14,203,97,89,200,1,209,180,18,20,8
-3,86,38,7,76,35,393,670,57,152,208,38,242,82,2,13,159,137,66,80,143,22,51,41,90,43,333,40,63,11,230,94,95,206,0,176,174,17,24,8
-2,94,51,3,56,45,406,707,60,202,193,32,221,54,1,10,134,130,51,77,162,39,48,52,128,32,238,29,61,8,200,84,72,220,1,172,190,16,21,4
-1,73,52,6,77,71,395,759,52,167,210,41,185,106,0,7,165,133,46,20,158,22,45,48,101,39,272,40,60,11,183,82,75,241,2,167,176,15,34,9
0,85,60,4,50,51,390,732,52,191,220,38,211,135,2,15,159,119,47,22,136,24,55,45,108,29,261,40,64,10,186,72,70,217,1,133,225,21,25,6
1,67,48,6,72,69,395,719,57,185,245,40,191,139,1,15,160,146,50,27,177,28,45,49,120,32,246,48,54,17,141,98,76,217,4,192,181,17,34,7
2,63,40,5,68,54,416,713,40,196,186,23,182,126,0,21,186,161,48,30,151,28,49,44,129,15,215,37,61,5,154,45,73,214,2,163,179,16,29,5
3,58,48,5,68,64,350,667,60,168,170,39,185,150,0,16,152,113,52,55,154,29,58,36,99,29,258,39,56,14,108,80,78,263,5,164,205,13,32,2
4,48,54,4,50,44,301,673,49,160,161,30,216,150,3,18,162,116,46,17,165,22,44,45,129,27,213,34,67,10,119,82,77,213,1,168,211,17,23,2
5,78,50,9,33,54,284,675,49,147,134,26,191,144,1,8,190,126,47,11,132,20,39,50,128,27,204,40,43,7,131,71,58,167,2,164,187,12,28,4
6,47,49,6,52,38,302,608,48,144,138,34,164,112,1,8,143,104,42,11,139,23,40,50,117,22,177,161,63,7,117,64,75,231,2,129,179,7,20,7
7,70,39,2,60,54,325,762,47,197,216,30,232,113,2,10,135,135,54,17,171,27,59,58,142,30,226,32,65,10,174,101,77,236,3,184,199,16,32,4
8,73,46,2,69,67,321,751,30,162,199,34,237,151,0,10,143,119,51,20,136,26,41,44,125,27,230,31,64,16,163,71,70,264,2,162,234,14,40,13
9,70,43,4,35,41,330,743,37,204,182,30,241,144,1,14,180,141,46,26,154,23,47,68,111,20,238,18,79,7,170,92,93,291,1,193,237,14,42,11
10,58,55,4,38,58,334,723,68,179,178,45,148,166,0,8,179,112,28,29,152,21,56,59,143,14,241,35,62,12,156,82,84,264,3,141,244,18,24,15
11,94,60,3,40,68,332,704,47,170,172,33,163,113,1,14,162,139,36,22,138,32,49,55,141,12,234,29,54,14,225,68,85,264,3,185,207,17,36,15
12,100,64,7,38,54,390,708,46,194,200,31,218,141,1,10,188,144,37,38,149,25,48,59,116,10,194,30,48,7,216,65,88,269,3,189,188,18,42,9
13,58,47,5,38,69,345,751,39,189,194,26,207,100,1,11,191,144,43,35,184,22,54,50,140,6,241,40,61,9,222,71,94,258,2,161,213,14,34,9
14,87,62,9,49,40,395,742,40,177,198,31,202,124,0,6,192,151,51,19,159,23,45,79,161,15,235,37,68,8,203,95,86,255,2,187,224,28,33,10
15,53,54,4,41,30,422,722,60,188,198,16,187,109,0,6,183,134,53,22,142,22,54,56,121,8,251,34,66,13,222,73,93,261,3,215,202,12,28,12
16,91,67,10,35,22,345,685,55,174,181,36,182,109,0,6,164,132,54,30,143,21,44,43,183,10,234,41,79,9,179,81,93,269,2,198,196,16,38,10
17,58,54,15,28,32,355,643,52,202,166,26,198,117,0,9,167,101,65,21,152,17,40,57,141,7,186,30,55,11,199,75,81,275,2,203,209,15,36,14
18,47,66,10,29,26,353,658,50,164,126,20,181,122,0,10,158,123,56,7,135,14,28,48,166,11,207,35,47,9,202,65,85,222,1,165,193,14,35,13
19,64,47,11,24,42,325,599,52,154,122,33,160,91,0,12,162,119,36,6,144,16,30,41,151,9,182,21,65,8,181,62,64,227,2,152,204,17,28,6
20,60,43,12,41,55,317,656,57,173,183,18,220,119,0,2,150,146,44,22,119,21,39,48,181,10,184,27,71,4,182,73,82,227,3,202,238,22,28,2
21,65,56,15,37,41,331,785,61,221,197,30,270,130,0,6,158,101,40,38,127,25,48,55,169,16,203,37,68,6,222,66,76,285,1,191,244,2,38,8
