cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-19,0.16530545573342045,0.12097407698350353,0.25790754257907544,0.2180508153204399,0.24925962487660414,0.16310834106882377,0.1332697807435653,0.18064516129032257,0.15477497255762898,0.15624131220461496,0.244106463878327,0.1411111111111111,0.13201970443349753,0.2,0.21296296296296297,0.20478325859491778,0.10250569476082004,0.189873417721519,0.2314302081344281,0.2926829268292683,0.18213660245183888,0.21524966261808368,0.24818739542665924,0.16429495472186287,0.18055555555555555,0.15779283639883834,0.25934861278648974,0.09828009828009827,0.1739799846035412,0.42754662840746055,0.18585237258347978,0.142633501478518,0.2452081956378057,0.15684575389948008,0.2716049382716049,0.21700620017714792,0.18446601941747573
-18,0.1804647785039942,0.12952223142778238,0.21629213483146068,0.2217741935483871,0.255827854154214,0.16237188872620792,0.14311350381336924,0.17558886509635974,0.1562867215041128,0.171342383107089,0.23892267593397046,0.18129988597491448,0.13680257510729613,0.14772727272727273,0.27058823529411763,0.215625,0.10076530612244898,0.23880597014925373,0.25180170342869623,0.2348993288590604,0.14484126984126985,0.24588880187940484,0.2604415274463007,0.20386904761904762,0.2045977011494253,0.1396917148362235,0.27703984819734345,0.1282051282051282,0.17217981340118746,0.44776119402985076,0.18924111431316043,0.1463063063063063,0.2631959508315257,0.15104477611940298,0.25,0.23113658070678128,0.10810810810810811
-17,0.18908382066276802,0.11741573033707865,0.21428571428571427,0.21407867494824018,0.25045703839122485,0.15830410248589294,0.13619990995047276,0.19451371571072318,0.16488730723606168,0.20230796970789758,0.2601260126012601,0.17941952506596306,0.15527950310559005,0.23655913978494625,0.18888888888888888,0.2293103448275862,0.13399503722084366,0.15789473684210525,0.2502212389380531,0.2073170731707317,0.18016194331983806,0.2384,0.25693673695893454,0.17077175697865354,0.18430034129692832,0.15531914893617021,0.28576737272389446,0.1284153005464481,0.1419031719532554,0.4592,0.18604651162790697,0.14601435587457498,0.2631970260223048,0.13871866295264623,0.30179028132992325,0.24432334241598547,0.09722222222222222
-16,0.18394415357766142,0.13366336633663367,0.22377622377622378,0.22179289026275115,0.25664251207729466,0.16507847533632286,0.14737991266375547,0.22556390977443608,0.15151515151515152,0.19348127600554785,0.24753363228699551,0.1656516443361754,0.14763897190675435,0.16666666666666666,0.15178571428571427,0.20606060606060606,0.09519136408243375,0.22988505747126436,0.2381852551984877,0.25862068965517243,0.17120622568093385,0.23006833712984054,0.24215842636895268,0.20443740095087162,0.19933920704845814,0.12427745664739884,0.2925632314080785,0.14745308310991956,0.17574257425742573,0.44992295839753466,0.2066193853427896,0.1503522432332221,0.2526614620298084,0.1415259172976121,0.275609756097561,0.24710080285459413,0.1346153846153846
-15,0.17665615141955837,0.12741203178206584,0.19021739130434784,0.2037037037037037,0.23441247002398083,0.15939915414904476,0.1433791917454858,0.21842105263157896,0.15903890160183065,0.1984235777930089,0.23875432525951557,0.1589958158995816,0.15102974828375287,0.25,0.1267605633802817,0.195,0.11123110151187905,0.24561403508771928,0.24392342439234244,0.25,0.21181262729124237,0.259581881533101,0.24098921336490398,0.16911764705882354,0.1958874458874459,0.1288102261553589,0.30357894736842106,0.12928759894459102,0.162428219852338,0.4331306990881459,0.18887262079062958,0.1473643709118892,0.24546722454672246,0.178979436405179,0.21709006928406466,0.23008849557522124,0.15
-14,0.16188413643746616,0.12102935263369521,0.255663430420712,0.1942826892535733,0.2563106796116505,0.16063919259882253,0.14655414908579464,0.2151394422310757,0.15,0.1547185095180235,0.232508073196986,0.11949298547871032,0.1368330464716007,0.06896551724137931,0.09876543209876543,0.14902943018159048,0.10156644770085901,0.2926829268292683,0.24668674698795182,0.2717391304347826,0.19365079365079366,0.24891461649782923,0.2371900826446281,0.15346534653465346,0.18513513513513513,0.1597444089456869,0.33019460138104206,0.1162079510703364,0.13984461709211987,0.4573304157549234,0.17048054919908467,0.11203423967774422,0.27355072463768115,0.11473465757485918,0.3048327137546468,0.2074788902291918,0.20930232558139536
-13,0.16931582584657912,0.12273476112026359,0.20863309352517986,0.19884038199181447,0.22717271727172716,0.14962210675484175,0.1343101343101343,0.2183406113537118,0.18360655737704917,0.1755287009063444,0.22171945701357465,0.1849066064936693,0.0958950201884253,0.14,0.13930348258706468,0.2033646709549728,0.10930047694753577,0.12121212121212122,0.2375225496091401,0.23809523809523808,0.15737704918032788,0.2490622655663916,0.2457579185520362,0.17034313725490197,0.18962075848303392,0.1487758945386064,0.3132335087009308,0.13544668587896252,0.15472779369627507,0.43059490084985835,0.1746268656716418,0.13393870601589103,0.23627390499691547,0.16776099803020356,0.29698375870069604,0.23801065719360567,0.13253012048192772
-12,0.16470203012442697,0.11960985626283367,0.25257731958762886,0.22205663189269748,0.2375923970432946,0.15248322147651006,0.12949052906596994,0.20833333333333334,0.14602215508559918,0.173298103823438,0.22684458398744112,0.18644507920020773,0.12052117263843648,0.1532258064516129,0.12264150943396226,0.20468127490039842,0.11776289877904687,0.21621621621621623,0.23842638585336778,0.2323943661971831,0.1744186046511628,0.2631200575125809,0.2596022882048488,0.16186556927297668,0.19487179487179487,0.12873326467559218,0.32590529247910865,0.14505494505494507,0.15350223546944858,0.44780635400907715,0.1895321173671689,0.13981042654028436,0.26081170991350633,0.17248189598420013,0.2876404494382023,0.23608768971332209,0.20192307692307693
-11,0.16638598854833278,0.12067556524107872,0.19329896907216496,0.21014492753623187,0.24528301886792453,0.16313236313236312,0.13128957014328557,0.2286282306163022,0.1684322033898305,0.1669095029949814,0.22382978723404257,0.1894653044978108,0.1273054430949168,0.15748031496062992,0.13612565445026178,0.2074688796680498,0.11506622516556292,0.2054794520547945,0.2393581457544016,0.34523809523809523,0.17915904936014626,0.25980392156862747,0.25013390465988217,0.18311874105865522,0.20914396887159534,0.14301310043668122,0.30893565111314425,0.16901408450704225,0.15455840455840456,0.43622047244094486,0.18329278183292783,0.1330313014827018,0.24172185430463577,0.17275862068965517,0.26605504587155965,0.22851919561243145,0.17647058823529413
-10,0.1586857742048235,0.1863201094391245,0.17784256559766765,0.19594594594594594,0.27691350342252646,0.11791383219954649,0.13045793397231098,0.23214285714285715,0.15175537938844846,0.15781758957654723,0.21282279608192342,0.1895055777441124,0.13642960812772134,0.1774193548387097,0.10655737704918032,0.2293773283661522,0.09776725304465494,0.19696969696969696,0.24496221662468515,0.23030303030303031,0.17269076305220885,0.2757130509939499,0.2484730705163798,0.16172106824925817,0.17094861660079053,0.13211845102505695,0.31388265469701826,0.1174934725848564,0.14483260553129548,0.4491180461329715,0.1735993208828523,0.12941621008879653,0.24259520451339917,0.15908519728575019,0.2847222222222222,0.22413793103448276,0.15517241379310345
-9,0.1512334644261709,0.125812167749557,0.21779141104294478,0.19691325172964344,0.26332094175960347,0.15087910590159465,0.12273745905878297,0.21304347826086956,0.17256162915326903,0.1735817104149026,0.2073170731707317,0.18339050886220698,0.15621788283658788,0.15873015873015872,0.16,0.205168776371308,0.10524372230428361,0.22950819672131148,0.24185951259471636,0.25,0.18253968253968253,0.2444253859348199,0.2512479201331115,0.15170278637770898,0.2081949058693245,0.12019826517967781,0.31880945075176437,0.11538461538461539,0.14992503748125938,0.43485342019543977,0.19248434237995823,0.13539967373572595,0.2429718875502008,0.1800822561692127,0.26126126126126126,0.23134328358208955,0.13924050632911392
-8,0.13667687595712097,0.12655007949125596,0.2573099415204678,0.1705255420801176,0.2411764705882353,0.1666909940154722,0.1352506801399145,0.22276029055690072,0.17511520737327188,0.17564575645756458,0.18297455968688844,0.19963002928934792,0.13252346769740475,0.16964285714285715,0.1791044776119403,0.19363839285714285,0.109765625,0.1276595744680851,0.24087078651685392,0.3194444444444444,0.17131474103585656,0.2380506091846298,0.2487029831387808,0.1762820512820513,0.19089759797724398,0.1364795918367347,0.3272669220945083,0.15,0.15,0.47560975609756095,0.17049632352941177,0.1334448860071115,0.24620689655172415,0.1998716714789862,0.3036093418259023,0.25833333333333336,0.15853658536585366
-7,0.13585069444444445,0.11352734250079949,0.21288515406162464,0.21352477999073646,0.2524146812620734,0.1676734934433476,0.1300750432942082,0.23529411764705882,0.18651685393258427,0.16974310180780208,0.14802631578947367,0.19661798616448886,0.13956043956043956,0.14035087719298245,0.15328467153284672,0.18425460636515914,0.11027253668763103,0.12698412698412698,0.24282888229475766,0.2222222222222222,0.16977225672877846,0.26576139670223087,0.23101175121811407,0.18864774624373956,0.18586088939566706,0.14348462664714495,0.3167902030293265,0.10512820512820513,0.145044319097502,0.45484949832775917,0.16413093591516828,0.12295768747381651,0.2594887683965918,0.18259677971908186,0.31773399014778325,0.23658269441401972,0.20270270270270271
-6,0.14099009900990098,0.16338924233661076,0.23376623376623376,0.22537792029317452,0.2563667232597623,0.1562176165803109,0.1268942851926237,0.23847695390781562,0.19556025369978858,0.1731896388731329,0.15625,0.20223912731448257,0.12807634354595682,0.14285714285714285,0.19298245614035087,0.24582463465553236,0.12045813586097946,0.19480519480519481,0.23232323232323232,0.3179190751445087,0.15430861723446893,0.24022743425728502,0.2454054054054054,0.17402945113788487,0.22259136212624583,0.1278772378516624,0.3306426575597641,0.17052023121387283,0.1527570789865872,0.4737631184407796,0.14888788016341353,0.12146065221636398,0.2614247311827957,0.19596020500452216,0.3228511530398323,0.24291115311909262,0.17391304347826086
-5,0.16181745715424473,0.1695501730103806,0.20388349514563106,0.22131541046567452,0.27387078330474557,0.15777141369435044,0.1286328460877042,0.21370967741935484,0.19573643410852712,0.1858508604206501,0.1673469387755102,0.19625286426742147,0.14988505747126438,0.16666666666666666,0.15202702702702703,0.21329365079365079,0.11477079796264855,0.21666666666666667,0.23553217320922704,0.2746478873239437,0.17419354838709677,0.25057471264367814,0.2362809212396929,0.20380434782608695,0.19305856832971802,0.12336892052194544,0.33440514469453375,0.13110539845758354,0.1518054532056006,0.47217806041335453,0.1326372776488786,0.13072266363980325,0.27053140096618356,0.17508850981654328,0.2986425339366516,0.21959183673469387,0.1875
-4,0.1171634121274409,0.15659777424483307,0.19473684210526315,0.23690004403346543,0.2673733804475854,0.16452908407824848,0.136118363794604,0.23917525773195877,0.19175257731958764,0.19089574155653452,0.22753988245172124,0.1984825904349004,0.15692901979719942,0.058823529411764705,0.17692307692307693,0.21067683508102955,0.1054823039555864,0.2857142857142857,0.24331000411692055,0.2534246575342466,0.1785028790786948,0.27426810477657937,0.25520555258942873,0.19047619047619047,0.20634920634920634,0.12382075471698113,0.33807959109163926,0.17766497461928935,0.14915254237288136,0.46932515337423314,0.1308411214953271,0.14103286384976527,0.2816711590296496,0.14445034519383962,0.27049180327868855,0.23590225563909775,0.15942028985507245
-3,0.16303960042811275,0.17985217629345743,0.20052083333333334,0.21939447125932426,0.2747957992998833,0.15625774473358117,0.14614270191959436,0.21850393700787402,0.21163490471414242,0.1821737005051328,0.23782467532467533,0.21037886872998932,0.17719218537028622,0.1935483870967742,0.1919191919191919,0.19094138543516873,0.11855500821018063,0.2692307692307692,0.2568205128205128,0.2014388489208633,0.1807465618860511,0.275095785440613,0.28418381731040315,0.20833333333333334,0.18191056910569106,0.1393643031784841,0.33033303330333036,0.15402843601895735,0.14065510597302505,0.4851063829787234,0.12812390003519888,0.1498776125023536,0.26715039577836414,0.16113744075829384,0.2884990253411306,0.2149122807017544,0.20270270270270271
-2,0.15491100856954515,0.10791993037423847,0.21052631578947367,0.2346368715083799,0.24932432432432433,0.15069341258048538,0.13224393530997305,0.24583333333333332,0.18214285714285713,0.17557626287395783,0.24480369515011546,0.2063885446785075,0.1774033696729435,0.16666666666666666,0.22885572139303484,0.20683287165281625,0.11327608982826949,0.1625,0.24118476727785615,0.22981366459627328,0.17543859649122806,0.23868312757201646,0.23015873015873015,0.19924812030075187,0.1791497975708502,0.1165644171779141,0.3390961480133455,0.16331658291457288,0.16155291170945524,0.46176046176046176,0.12677556818181818,0.1522398714974121,0.29208250166334,0.16709928617780662,0.27808471454880296,0.23507109004739338,0.14285714285714285
-1,0.15793251974156497,0.23864438691456813,0.23177083333333334,0.2184769038701623,0.26515151515151514,0.14753291497477544,0.1312091503267974,0.2389558232931727,0.18613138686131386,0.17996044825313118,0.2378472222222222,0.20056497175141244,0.17100694444444445,0.17006802721088435,0.2059800664451827,0.19928983577452286,0.1048149361283983,0.1839080459770115,0.2368268674001158,0.3128491620111732,0.1634980988593156,0.23362592842673868,0.2265836491608013,0.19205298013245034,0.189873417721519,0.11672278338945005,0.33454545454545453,0.1446700507614213,0.14073719483006222,0.46208869814020026,0.1306588148693412,0.1477779760842406,0.2916939175931982,0.15800135043889263,0.29259259259259257,0.23253757736516356,0.19318181818181818
0,0.15362213323625773,0.11032331253545094,0.22929936305732485,0.22332613390928727,0.25546218487394956,0.14630225080385853,0.12976046872307428,0.2528957528957529,0.20582706766917294,0.17902168431669188,0.24704956726986624,0.1856088026639641,0.17672413793103448,0.22962962962962963,0.17511520737327188,0.1925,0.09892086330935251,0.2261904761904762,0.2294499058774315,0.22297297297297297,0.1826086956521739,0.2598075499629904,0.2197246417533015,0.19863013698630136,0.1702355460385439,0.13242574257425743,0.337295690936107,0.15254237288135594,0.14545454545454545,0.4341736694677871,0.11869860564890955,0.14907425081122352,0.2740784780023781,0.15623895369388477,0.31261101243339257,0.20359281437125748,0.17857142857142858
1,0.14285714285714285,0.10560588901472254,0.20107238605898123,0.23386062419837536,0.2581333333333333,0.1418404295167936,0.12514484356894554,0.2109090909090909,0.19820627802690582,0.17130421265350537,0.2335231895850285,0.17471924784539045,0.13526159081242026,0.176,0.23015873015873015,0.20870626525630595,0.10115081768625075,0.2,0.2321464093892978,0.2198952879581152,0.1583629893238434,0.23478883321403007,0.21698930944813638,0.17747858017135862,0.1798780487804878,0.12598425196850394,0.3384121892542101,0.18508997429305912,0.15413070283600494,0.4741847826086957,0.11047874121191831,0.12966954022988506,0.2742927429274293,0.15436893203883495,0.32299270072992703,0.24310344827586206,0.16666666666666666
2,0.1697508896797153,0.18144943212547324,0.19559228650137742,0.2294566681634486,0.23342776203966006,0.14438104688662862,0.12357669122572003,0.21294363256784968,0.19256434699714015,0.16502184112603138,0.20365950676213207,0.1746077032810271,0.09780775716694773,0.17355371900826447,0.1897018970189702,0.19325842696629214,0.09753593429158111,0.22535211267605634,0.23139125025917479,0.2360248447204969,0.15212981744421908,0.23917525773195877,0.2067390062821245,0.1952191235059761,0.18762475049900199,0.10011248593925759,0.33725602755453504,0.12866817155756208,0.135498320268757,0.47068403908794787,0.11879432624113476,0.1236501079913607,0.2840346534653465,0.15863524446007737,0.3076923076923077,0.23041044776119404,0.18518518518518517
3,0.1685178092684795,0.09095845777898452,0.25732899022801303,0.22067160924552987,0.23955773955773957,0.1478689872550363,0.12373333333333333,0.2286282306163022,0.19523373052245646,0.16852561868246776,0.22698838248436104,0.18474499774334285,0.1265880217785844,0.21212121212121213,0.23745819397993312,0.17905405405405406,0.10672772102853118,0.22972972972972974,0.23785950023573785,0.2953020134228188,0.1951219512195122,0.2473444613050076,0.21137952956134776,0.18324607329842932,0.18211206896551724,0.1136653895274585,0.3404629358335775,0.1211340206185567,0.1547911547911548,0.443952802359882,0.10880640465793304,0.11414735385679696,0.2691309987029831,0.1713768115942029,0.30377358490566037,0.22367194780987884,0.14
