cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-3,1.0,0.9705882352941176,,0.7230769230769231,1.0,0.9938271604938271,0.980225988700565,,0.989247311827957,0.9935897435897436,1.0,0.9539748953974896,,,0.9907407407407407,0.9325842696629213,1.0,0.9803921568627451,,0.9010989010989011,0.9428571428571428,0.9416666666666667,1.0,0.926829268292683,1.0,0.8652482269503546,0.9710144927536232,0.9759036144578314,0.9703703703703703,0.9915966386554622,,,
-2,0.9859154929577465,1.0,,0.660377358490566,1.0,0.9908814589665653,0.9972144846796658,1.0,0.9871244635193133,0.993006993006993,1.0,0.9817351598173516,,,0.98,0.9390243902439024,0.9855072463768116,1.0,0.9791666666666666,0.90625,0.9583333333333334,0.9285714285714286,1.0,0.9607843137254902,1.0,0.9595959595959596,0.96875,0.9830508474576272,0.9746031746031746,0.958041958041958,1.0,1.0,
-1,1.0,,,,1.0,0.9827586206896551,0.9903381642512077,,0.9746192893401016,0.9873417721518988,,0.9447513812154696,,,1.0,0.9420289855072463,0.9881656804733728,0.9777777777777777,0.9534883720930233,0.9484536082474226,0.967741935483871,0.9196428571428571,0.9696969696969697,0.9411764705882353,1.0,0.9583333333333334,1.0,0.9333333333333333,0.9753846153846154,0.9928571428571429,0.9166666666666666,,1.0
0,1.0,0.9433962264150944,,,1.0,0.9937106918238994,0.9975186104218362,,0.9954545454545455,0.9941860465116279,0.9736842105263158,0.9710144927536232,,,1.0,0.9090909090909091,0.9859154929577465,0.9814814814814815,,0.9181818181818182,1.0,0.9333333333333333,0.9714285714285714,0.9622641509433962,1.0,0.9375,1.0,0.9272727272727272,0.9594594594594594,0.967741935483871,1.0,,
1,1.0,0.8823529411764706,,,1.0,0.9830028328611898,0.995,,0.9665071770334929,0.9947089947089947,0.9512195121951219,0.9787234042553191,1.0,,0.9482758620689655,0.961038961038961,0.9862068965517241,0.9772727272727273,0.9795918367346939,0.9344262295081968,0.9655172413793104,0.9285714285714286,1.0,0.95,1.0,0.9516129032258065,0.9701492537313433,0.9848484848484849,0.9742857142857143,0.9705882352941176,0.8823529411764706,,1.0
2,1.0,,,,1.0,0.9914040114613181,0.9899244332493703,,1.0,0.9938271604938271,,0.9664804469273743,,,0.9777777777777777,0.9873417721518988,0.9933333333333333,0.9787234042553191,,0.9473684210526315,,0.9519230769230769,1.0,0.9761904761904762,,0.961038961038961,0.9375,,0.9747634069400631,0.9848484848484849,,,1.0
3,1.0,1.0,,0.7719298245614035,1.0,0.9897959183673469,1.0,0.9545454545454546,0.9798994974874372,0.9657534246575342,,0.9672131147540983,0.9838709677419355,,0.989010989010989,1.0,0.9858156028368794,1.0,,0.9175257731958762,1.0,0.9482758620689655,1.0,0.975,1.0,0.9672131147540983,1.0,1.0,0.9786585365853658,0.9741379310344828,,,1.0
4,,,,0.66,,0.9883720930232558,0.989100817438692,,0.9798994974874372,0.9922480620155039,,0.9523809523809523,0.9705882352941176,,0.9894736842105263,1.0,0.9722222222222222,1.0,0.9565217391304348,0.8976377952755905,1.0,0.9239130434782609,1.0,0.9574468085106383,1.0,0.9516129032258065,1.0,1.0,0.9693877551020408,0.9910714285714286,1.0,,
5,,,,,1.0,0.9838709677419355,0.9896907216494846,,1.0,1.0,,0.9675675675675676,1.0,,,0.9722222222222222,0.9826086956521739,1.0,0.9736842105263158,0.9230769230769231,,0.978494623655914,1.0,1.0,1.0,0.9130434782608695,0.96,0.9387755102040817,0.9916317991631799,0.9847328244274809,,,1.0
6,0.9583333333333334,1.0,1.0,0.6,1.0,0.9759036144578314,0.9936305732484076,,0.9942528735632183,0.9819819819819819,0.9444444444444444,0.98125,1.0,,0.9753086419753086,0.9818181818181818,0.9831932773109243,1.0,0.9166666666666666,0.9298245614035088,,0.9655172413793104,0.15584415584415584,0.975,1.0,0.8620689655172413,0.9782608695652174,0.9473684210526315,0.9657534246575342,0.98,1.0,,1.0
7,1.0,1.0,,0.6923076923076923,1.0,0.98989898989899,0.9976470588235294,0.9230769230769231,0.9870689655172413,0.98,0.9696969696969697,0.9592760180995475,,,0.9908256880733946,1.0,0.993103448275862,0.9655172413793104,0.9795918367346939,0.9022556390977443,0.9629629629629629,0.9401709401709402,1.0,1.0,,0.970873786407767,0.9880952380952381,0.9649122807017544,0.9935897435897436,0.96,0.9411764705882353,,1.0
8,0.9830508474576272,1.0,,0.8478260869565217,0.9821428571428571,0.9828767123287672,0.9824561403508771,,0.9740932642487047,0.9849624060150376,0.9696969696969697,0.9612068965517241,0.967741935483871,,0.9574468085106383,1.0,0.9923664122137404,0.975,0.96875,0.9090909090909091,,0.9230769230769231,0.967741935483871,0.9791666666666666,1.0,,0.9607843137254902,0.9649122807017544,0.9878419452887538,0.9921259842519685,0.9285714285714286,,
9,1.0,0.96875,,,1.0,0.9732441471571907,0.9781659388646288,,0.9916317991631799,0.984375,0.9705882352941176,0.9612068965517241,,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,0.8849557522123894,,0.9694656488549618,1.0,1.0,1.0,0.883495145631068,0.9863013698630136,0.9701492537313433,0.9846547314578005,0.9865771812080537,1.0,,1.0
10,0.9824561403508771,1.0,,,0.9714285714285714,0.9661654135338346,0.9812206572769953,,1.0,0.9834710743801653,0.9333333333333333,0.9568345323741008,0.9818181818181818,,0.9882352941176471,0.9795918367346939,1.0,1.0,1.0,0.9071428571428571,,0.9411764705882353,1.0,,,0.9504950495049505,1.0,0.8688524590163934,0.9728260869565217,0.9435483870967742,0.9259259259259259,,1.0
11,0.9838709677419355,0.9743589743589743,,,,0.9851190476190477,0.9703703703703703,,1.0,1.0,0.9705882352941176,0.9735099337748344,,,0.9827586206896551,,0.9859154929577465,1.0,0.9859154929577465,0.8905109489051095,,0.963302752293578,1.0,0.96875,1.0,0.9302325581395349,1.0,0.9180327868852459,0.9658119658119658,0.9767441860465116,0.7333333333333333,1.0,1.0
12,1.0,0.9791666666666666,,0.5333333333333333,1.0,0.9826589595375722,0.9740932642487047,,0.9910714285714286,0.9788732394366197,1.0,0.966824644549763,,,0.9911504424778761,0.9838709677419355,0.9929078014184397,1.0,0.9655172413793104,0.9565217391304348,,0.9361702127659575,1.0,1.0,,0.9225806451612903,,0.9,0.9868073878627969,0.9710144927536232,1.0,,1.0
13,1.0,0.9705882352941176,,,,0.9828178694158075,0.9834905660377359,,0.9853658536585366,0.972027972027972,,0.9739583333333334,,,0.9849624060150376,1.0,0.9878787878787879,0.9814814814814815,0.9615384615384616,0.9253731343283582,,0.9344262295081968,0.975609756097561,,,0.9133858267716536,1.0,0.96,0.9931972789115646,0.9137931034482759,,1.0,1.0
14,1.0,,,,,0.9614147909967846,0.9825870646766169,1.0,0.9800995024875622,0.9784172661870504,0.9,0.9722222222222222,1.0,,0.9915254237288136,0.9841269841269841,0.9844961240310077,0.9767441860465116,,0.922077922077922,,0.943089430894309,1.0,0.9821428571428571,,0.8833333333333333,1.0,0.9605263157894737,0.9700598802395209,0.984,1.0,,
15,0.9821428571428571,,,,,0.9664634146341463,0.9771573604060914,,0.9953271028037384,0.9847328244274809,,0.9411764705882353,0.9166666666666666,,0.9807692307692307,0.9818181818181818,0.9921259842519685,0.9807692307692307,,0.8333333333333334,,0.9692307692307692,1.0,1.0,1.0,0.864,0.9767441860465116,0.9473684210526315,0.9756838905775076,0.9666666666666667,0.8,,
16,0.9871794871794872,0.9545454545454546,0.8888888888888888,,,0.9814126394052045,0.988950276243094,,0.9758454106280193,0.9851851851851852,0.8888888888888888,0.949685534591195,1.0,,1.0,0.9818181818181818,0.9907407407407407,1.0,,0.8994082840236687,,0.95,0.9787234042553191,0.9583333333333334,1.0,0.8916666666666667,0.9803921568627451,0.8904109589041096,0.9789156626506024,1.0,,1.0,1.0
