cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.0857064622124863,0.07700592353257943,0.09569377990430622,0.10692710430930326,0.1017023134002619,0.07040304445597648,0.06481974782454271,0.1417910447761194,0.12606837606837606,0.10260586319218241,0.08165487207403375,0.1545608108108108,0.1033210332103321,0.07010418506092177,0.0,0.06073752711496746,0.10427807486631016,0.11105424769703173,0.07062876830318691,0.06442953020134229,0.19135802469135801,0.14108391608391607,0.16363636363636364,0.16428571428571428,0.09682539682539683,0.14911811865312666,0.12992059469504985,0.12666666666666668,0.1128421052631579,0.07168458781362007,0.15630550621669628,0.07334525939177101,0.0876068376068376,0.22823218997361477,0.11509371917132523,0.0720498933202035,0.06852791878172589,0.13763066202090593,0.15832729030698575,0.1512481644640235,0.0,0.10526315789473684
-11,0.07941024314536989,0.06958959979607443,0.09695603156708005,0.10553490293267245,0.09602793539938892,0.06636786760903293,0.05687693898655636,0.15898825654923215,0.12133891213389121,0.11674347158218126,0.08931229532598987,0.12386457473162675,0.1108433734939759,0.07238409382444566,0.0,0.0787746170678337,0.12776412776412777,0.09952830188679246,0.06358381502890173,0.054929577464788736,0.12643678160919541,0.14674977738201248,0.1774891774891775,0.13870967741935483,0.07471264367816093,0.15196328403875572,0.12019109881820468,0.08735213830755233,0.10909090909090909,0.07204968944099378,0.1547319179560993,0.061488673139158574,0.0979020979020979,0.17730061349693252,0.1130204890945142,0.07238095238095238,0.05263157894736842,0.12737726669615215,0.15124045801526717,0.15165165165165165,0.0,0.09523809523809523
-10,0.07528332433890987,0.05228088159917991,0.08769931662870159,0.08114785252755606,0.08536045997346307,0.06590052073980966,0.053564965617082884,0.14604651162790697,0.09555555555555556,0.07339449541284404,0.09177409453652548,0.13181019332161686,0.07994579945799458,0.06448632668144863,0.0,0.06997742663656885,0.12469437652811736,0.09219190968955786,0.057515337423312884,0.028004667444574097,0.10333333333333333,0.11257102272727272,0.14222222222222222,0.11650485436893204,0.08607198748043818,0.13203577064702787,0.1041234738539507,0.08246445497630332,0.09217391304347826,0.06394984326018809,0.13565744600227359,0.05747126436781609,0.08434596140100072,0.14796747967479676,0.10316946959896507,0.055135135135135134,0.057441253263707574,0.1010004764173416,0.13264299802761342,0.12933526011560695,0.0,0.08547008547008547
-9,0.0674717773693883,0.06080206985769728,0.08828428650749584,0.09639040129058278,0.076544315129812,0.06712594947889065,0.05836646187206361,0.141804788213628,0.10065645514223195,0.12398042414355628,0.08221737776393646,0.1228813559322034,0.09103840682788052,0.06086624689944667,0.0,0.06881720430107527,0.09421841541755889,0.09985869053226566,0.0457190357439734,0.04774535809018567,0.15315315315315314,0.1257122507122507,0.09895833333333333,0.1368421052631579,0.07814992025518341,0.1406663141195135,0.10546780072904009,0.09542356377799416,0.10276143051154368,0.06702775897088693,0.14157119476268412,0.06,0.0777479892761394,0.25597269624573377,0.11491198937230156,0.06008376288659794,0.0759493670886076,0.11755403268318397,0.12238805970149254,0.12228057014253563,0.0,0.07563025210084033
-8,0.070446735395189,0.06415770609318996,0.06828193832599119,0.08221696874179144,0.09326113116726835,0.05726872246696035,0.05065710872162485,0.1402508551881414,0.10576923076923077,0.08955223880597014,0.09394654088050315,0.13205537806176784,0.09404990403071017,0.06167400881057269,0.0,0.07932692307692307,0.08238636363636363,0.08387516254876463,0.045657015590200446,0.048589341692789965,0.12037037037037036,0.12087390168606031,0.08484848484848485,0.11979166666666667,0.11359026369168357,0.14875389408099687,0.09935897435897435,0.09529860228716645,0.0894643908181283,0.07497656982193064,0.1530085959885387,0.05555555555555555,0.08978032473734479,0.24631268436578171,0.09855207846800561,0.052904564315352696,0.060126582278481014,0.05266853932584269,0.13876071193144363,0.1403985507246377,0.0,0.10989010989010989
-7,0.08283652337621587,0.0872093023255814,0.08803088803088803,0.09208059981255858,0.08487914558740865,0.07150050352467271,0.05887807139545665,0.1890798786653185,0.09178743961352658,0.11983471074380166,0.07641831852358168,0.11696428571428572,0.07331378299120235,0.05203282357329355,0.0,0.07676767676767676,0.09469153515064563,0.10371442354076219,0.07692307692307693,0.04673875130798744,0.09651474530831099,0.12891255243626976,0.153184165232358,0.11462450592885376,0.02981514609421586,0.14131897711978467,0.1302560859943092,0.08237747653806048,0.08832919474991131,0.07331975560081466,0.16445623342175067,0.04758064516129032,0.0780559646539028,0.2828535669586984,0.10014388489208634,0.05634620970084229,0.05202312138728324,0.05561451921035873,0.13647375504710632,0.12532865907099036,0.03978594695207073,0.10344827586206896
-6,0.09992505620784412,0.07627551020408163,0.07893242475865986,0.09712601326455417,0.09807073954983923,0.06555302455074664,0.06557958170861397,0.1794871794871795,0.10763209393346379,0.07174556213017752,0.0987219039224328,0.10583047525722684,0.11152764761012184,0.06391715765041957,0.04051863857374392,0.06576402321083172,0.09066305818673884,0.11530612244897959,0.10162287480680061,0.05711987127916331,0.09194395796847636,0.14898606704373016,0.2624521072796935,0.13220338983050847,0.046180159635119726,0.16090819348469892,0.13003748828491096,0.13171839515518546,0.11592221209358858,0.0946372239747634,0.17512043071691696,0.07794871794871795,0.08599895123230204,0.21000495294700347,0.10850956696878147,0.06985247761946792,0.05639913232104121,0.0858343337334934,0.17042520227233604,0.10980392156862745,0.06352377147423093,0.072
-5,0.08771929824561403,0.07824570147022178,0.07423053711526856,0.1007495206553948,0.09303230829116388,0.07378904481665913,0.061413526202258595,0.1526001705029838,0.0912863070539419,0.07478260869565218,0.09495591848533025,0.11953883495145631,0.10491455821963173,0.07224685883222469,0.03731343283582089,0.07194244604316546,0.1017191977077364,0.11314246291824767,0.08473282442748091,0.05638474295190713,0.1473053892215569,0.1338637632607482,0.20764119601328904,0.11006289308176101,0.04380952380952381,0.16311353495290035,0.12617621899059026,0.12243285939968404,0.11441283966311774,0.09184255561893896,0.1728629579375848,0.05976095617529881,0.08707264957264957,0.2621145374449339,0.11543624161073826,0.07579003749330476,0.06725663716814159,0.0959250822576563,0.16100712274308432,0.15006883891693437,0.08116677235256817,0.11510791366906475
-4,0.07895362663495838,0.061971830985915494,0.07571115973741795,0.10597156398104265,0.10938157341186369,0.07141792157447444,0.05424591481382266,0.15280898876404495,0.080338266384778,0.09916492693110647,0.08972809667673716,0.1105121293800539,0.10293124409023369,0.06961693195732027,0.05405405405405406,0.06545454545454546,0.09559939301972686,0.10656883298392732,0.0952561669829222,0.054498269896193774,0.11566265060240964,0.1320481229163647,0.2288488210818308,0.11654135338345864,0.044803982576229,0.15209302325581395,0.11386485854570962,0.10481099656357389,0.10175730230349085,0.07441327990841443,0.16719550890895776,0.07684426229508197,0.08337675872850443,0.24659771366358194,0.10731568460005693,0.0677988589624519,0.0836940836940837,0.09587449157466589,0.15594801732755748,0.13397901533494755,0.07360406091370558,0.07096774193548387
-3,0.0773871983210913,0.07443591532914631,0.08902439024390243,0.1028957528957529,0.10963597430406852,0.04719292638755726,0.05537069080260881,0.15458937198067632,0.05066079295154185,0.10507246376811594,0.08161974058842139,0.11566617862371889,0.0945366132723112,0.0631697687535251,0.08695652173913043,0.05225225225225225,0.10069444444444445,0.10881226053639846,0.08640458640458641,0.05273592386994449,0.10807453416149068,0.12538315574368705,0.20063694267515925,0.12110726643598616,0.04330708661417323,0.10294906166219839,0.11219396244354647,0.08688656476267095,0.10615406684837182,0.06216696269982238,0.18957816377171216,0.05084745762711865,0.08709853021230267,0.26783625730994154,0.09758203799654577,0.06585034013605442,0.08210180623973727,0.10330948121645796,0.14985830971828637,0.15186915887850466,0.07842401500938086,0.0873015873015873
