cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,1321,1811,116,805,1274,1954,3919,296,333,1757,835,3857,955,11,254,564,491,642,243,1973,139,291,121,1288,318,1881,278,1408,258,709,448,1162,1487,21,1268,1491,629,576,33
-11,1274,1932,96,741,1246,1761,3585,313,345,1633,663,3745,983,8,239,558,460,594,226,1612,114,244,158,1222,264,1923,291,1345,220,699,360,1069,1508,11,1501,1331,390,342,48
-10,1227,1941,78,722,1183,2416,3413,351,248,1635,619,3536,974,11,233,528,467,603,219,1313,144,232,165,1098,274,1786,273,1336,209,630,413,983,1465,8,1656,1399,649,696,68
-9,1281,1890,81,696,1123,1742,3516,352,288,1578,573,3489,873,15,221,509,484,638,210,1479,122,242,137,1110,284,1816,231,1343,201,696,390,1056,1402,9,1491,1388,622,619,52
-8,1120,1755,109,675,1082,1586,3047,295,288,1392,565,3135,856,11,206,478,392,604,160,1198,149,206,103,1002,254,1683,196,1213,200,685,366,916,1339,0,1411,1355,583,502,30
-7,975,1588,85,656,1095,1658,2944,276,287,1275,476,3151,818,13,207,485,458,620,201,1016,116,213,24,1064,236,1627,224,1280,199,667,393,933,1235,0,1286,1342,567,493,29
-6,1132,1818,104,719,1211,1989,3383,330,342,1573,606,3481,931,13,245,541,466,559,288,1475,149,274,126,1241,306,1720,228,1317,187,693,500,908,1330,0,1528,1464,582,446,42
-5,1141,2004,141,716,1203,1958,3589,424,347,1581,640,3597,923,12,278,535,419,658,254,1532,134,235,283,1125,291,1673,269,1264,201,679,478,1124,1516,48,1548,1385,635,595,35
-4,1374,1850,99,696,1149,1817,3634,430,352,1517,593,3679,920,17,239,537,515,606,262,1645,144,254,410,1228,308,1610,245,1089,191,736,431,1182,1555,24,1538,1480,488,613,29
-3,1149,1840,118,690,1206,1992,3432,434,374,1612,549,3655,879,11,282,542,502,697,274,1890,143,265,446,1134,247,2040,217,1332,243,703,503,1139,1572,14,1623,1495,389,538,38
-2,1346,1897,96,587,1078,1890,3511,421,381,1556,565,3486,693,13,250,520,469,697,237,1866,165,235,581,1240,283,1909,230,1276,215,626,497,1138,1598,12,1413,1464,321,492,49
-1,1203,2094,92,674,1104,1824,3286,421,413,1560,513,3651,897,12,272,531,451,650,135,1920,142,282,535,1103,270,1904,215,1228,216,907,505,1103,1514,17,1357,1563,382,581,36
0,1221,1947,100,648,1050,1728,3169,397,431,1502,536,3277,959,15,219,494,428,610,145,1846,111,257,426,1078,250,1773,218,1275,161,700,539,1017,1503,20,1271,1630,367,484,32
1,1242,1939,103,767,1104,1798,3295,533,412,1638,518,3648,983,14,243,514,520,670,135,1828,119,310,469,1119,268,1926,230,1405,192,703,551,1219,1472,32,1405,1622,335,559,48
2,1237,1980,100,674,1065,1809,3191,492,408,1548,530,3326,1399,8,265,527,455,682,130,1944,129,273,605,1179,254,1698,247,1275,219,745,488,1100,1461,19,1333,1555,320,592,32
3,1149,2023,74,678,1036,1590,2986,442,386,1491,509,3199,1002,16,276,500,456,669,135,1639,114,275,489,1039,249,1655,156,1279,192,645,449,1046,1489,18,1214,1505,304,635,28
4,1112,1749,119,645,998,1683,3188,417,373,1442,541,3065,865,7,277,494,388,641,118,1801,113,348,454,966,251,1610,190,1141,177,682,463,1132,1401,14,1288,1444,323,638,29
5,1054,1509,101,599,999,1482,2787,378,337,1369,486,2877,780,7,181,481,417,578,136,1675,92,360,450,882,210,1453,170,1137,207,632,395,995,1267,14,1201,1331,266,556,27
6,830,1265,100,619,982,1415,2501,360,346,1103,409,2387,725,6,151,425,350,541,137,1390,88,295,415,887,219,1375,132,1096,108,573,395,825,1208,18,918,1413,272,508,46
7,1082,1763,109,638,1080,1714,3179,376,336,1445,509,3259,857,14,163,496,474,717,158,1785,98,312,507,933,208,1622,141,1219,197,665,428,1131,1382,20,1347,1500,317,579,33
8,1034,1622,91,649,980,1770,3203,351,363,1419,507,3235,825,10,176,497,385,731,140,1876,101,346,497,938,184,1499,116,1170,190,722,430,1263,1441,25,1244,1449,258,630,33
9,1210,1688,96,666,1045,1832,3096,365,408,1355,557,3481,947,6,192,515,437,742,158,1830,99,345,510,918,202,1718,128,1241,172,787,448,1269,1521,14,1357,1589,302,700,53
10,1242,1818,120,658,1029,1785,3152,434,372,1113,536,2385,960,11,176,475,399,505,156,1860,77,301,683,884,211,1809,202,1175,203,790,485,1162,1528,16,1092,1481,301,678,31
11,1243,1789,105,588,1079,1729,3264,447,438,1378,541,3504,869,9,202,500,410,654,148,1775,99,319,627,1029,209,1774,202,1255,204,844,490,1229,1498,16,1401,1655,331,656,33
12,1115,1776,105,662,961,1839,3173,460,444,1367,408,3434,941,13,208,523,425,758,132,1842,155,334,621,1060,218,1741,185,1203,145,857,526,1146,1479,16,1325,1577,344,622,39
13,1065,1786,107,653,1035,1754,3224,472,348,1414,320,3355,993,5,156,508,367,873,148,1941,126,287,597,1045,240,1863,165,1268,244,851,509,1269,1438,12,1248,1683,381,621,30
14,1140,1834,118,679,844,1835,3139,528,371,1458,325,3350,963,1,177,551,431,952,164,1894,134,342,564,1043,236,1828,174,1224,237,786,623,1341,1454,19,1413,1712,347,640,37
15,994,1691,98,647,731,1769,3119,506,376,1336,356,3234,902,0,187,525,462,882,133,1744,128,309,523,886,217,1800,177,1304,202,764,514,1370,1514,16,1313,1733,301,598,23
16,991,1642,109,627,679,1658,3121,471,346,1261,338,2965,875,0,176,467,428,900,189,1752,114,266,489,982,212,1757,168,1161,190,754,524,1125,1490,14,1229,1411,318,661,22
17,1051,1553,97,497,727,1713,2875,447,428,1192,328,2801,841,0,151,514,434,765,138,1686,101,260,447,989,204,1603,164,1169,170,718,488,1138,1481,13,1225,1378,320,591,34
18,880,1472,90,474,651,1586,2774,414,388,1077,301,2622,709,0,130,444,394,651,119,1554,87,241,475,965,207,1534,134,1169,161,668,398,1105,1275,12,1366,1237,282,551,34
