cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.05045467879143444,0.02186930486852382,0.09144542772861357,0.07210750573582432,0.036326530612244896,0.06212930011862396,0.03408081705150977,0.08683068017366136,0.05122096486003574,0.0601027397260274,0.04829965500246427,0.034395750332005315,0.05967147167281261,0.10526315789473684,0.05923836389280677,0.06838021338506305,0.0839493136219641,0.04611764705882353,0.021705426356589147,0.10221611406974747,0.12966601178781925,0.05482456140350877,0.0803921568627451,0.10871003307607498,0.11403508771929824,0.07341106914107406,0.06493506493506493,0.122397155916709,0.013824884792626729,0.05654450261780105,0.07651006711409396,0.08562992125984252,0.0670750382848392,0.03636363636363636,0.052845528455284556,0.13193636010865348,0.04626773596545342,0.056624518966465094,0.015503875968992248
-11,0.05430825242718446,0.024726581074655255,0.11746987951807229,0.07316250842886042,0.04445385266723116,0.05984525501342176,0.03021037181996086,0.05441354292623942,0.06507105459985041,0.05964355037938945,0.044765342960288806,0.035028401406545846,0.0583363341735686,0.0625,0.052083333333333336,0.08898721730580138,0.09246009906439186,0.057085628442663995,0.02689873417721519,0.09116809116809117,0.10714285714285714,0.042366107114308556,0.0893760539629005,0.09952819591103122,0.11196172248803828,0.07600112803158489,0.06622516556291391,0.1224433388612493,0.05,0.05981112277019937,0.08296390120329322,0.07945205479452055,0.06521739130434782,0.011363636363636364,0.05207010414020828,0.13366133661336613,0.04789719626168224,0.03648068669527897,0.046875
-10,0.049241251161350266,0.039355581127733026,0.06666666666666667,0.08599419448476052,0.03996447602131439,0.043417667238421956,0.031137575983128645,0.0811138014527845,0.06616961789375582,0.05822601124614547,0.05,0.03441926345609065,0.05821665438467207,0.05714285714285714,0.05008635578583765,0.07298530157121136,0.10084507042253521,0.05098605098605099,0.0297339593114241,0.10201249132546843,0.08171206225680934,0.04324801412180053,0.0976027397260274,0.1022807430049377,0.13805970149253732,0.07383730222151191,0.04815864022662889,0.12005813953488371,0.03260869565217391,0.05400890868596882,0.09794437726723096,0.07513148009015777,0.06766091051805337,0.0125,0.0580188679245283,0.12360612360612361,0.04437086092715232,0.05136986301369863,0.04065040650406504
-9,0.045141065830721,0.03355539106834444,0.11538461538461539,0.07515282272563827,0.03413746017296313,0.06006893156080748,0.03014954172696575,0.07091346153846154,0.05800865800865801,0.06524608712049783,0.035364936042136946,0.033836238464918705,0.05675146771037182,0.10526315789473684,0.05699481865284974,0.06817016914402871,0.08031674208144797,0.04510921177587844,0.01788617886178862,0.10780585998658018,0.1146067415730337,0.03481012658227848,0.09830508474576272,0.10191082802547771,0.11349693251533742,0.07474187085837572,0.057172557172557176,0.1254460609387867,0.029649595687331536,0.052130044843049325,0.0775588048315321,0.07844498438042347,0.06863384414737529,0.0,0.05587618048268626,0.11429709279171645,0.04830188679245283,0.03924731182795699,0.0234375
-8,0.044107965766951945,0.037884767166535126,0.08974358974358974,0.07853403141361257,0.03662650602409639,0.05740870786516854,0.026572306048871678,0.07142857142857142,0.06631762652705062,0.06942453409789064,0.03456591639871383,0.03238993710691824,0.06123293338849814,0.08108108108108109,0.06312292358803986,0.0846194784459819,0.09026963657678781,0.04202101050525263,0.016055045871559634,0.09766615930999492,0.07725321888412018,0.047186932849364795,0.09782608695652174,0.10196494954859267,0.09863588667366212,0.0773604410751206,0.06740331491712707,0.13372093023255813,0.03076923076923077,0.051685393258426963,0.0836627140974967,0.08317436093094238,0.06795797767564019,0.0,0.05730737592541815,0.12446351931330472,0.04061738424045491,0.045710707576706325,0.009523809523809525
-7,0.051800146950771495,0.032327586206896554,0.10749185667752444,0.07892690513219285,0.035238095238095235,0.05966147142617731,0.03134410073911853,0.08321775312066575,0.06859504132231405,0.055387278234530504,0.03954305799648506,0.03018867924528302,0.05847707193941944,0.0,0.07190635451505016,0.06958904109589041,0.07096451774112944,0.04199475065616798,0.035781544256120526,0.08890147225368063,0.06403940886699508,0.03539019963702359,0.06521739130434782,0.09494752257749572,0.13013698630136986,0.07773251866938222,0.07074340527577938,0.11224193079383542,0.027472527472527472,0.05782312925170068,0.08281998631074607,0.08343079922027291,0.0632582322357019,0.0,0.06201550387596899,0.12706029626538703,0.03273322422258593,0.044444444444444446,0.047058823529411764
-6,0.05032301938116287,0.03053040103492885,0.09876543209876543,0.07692307692307693,0.03789198606271777,0.05964391691394659,0.02775012444001991,0.07403314917127071,0.06428571428571428,0.06325528700906344,0.030456852791878174,0.031739066842182244,0.05634342660022997,0.03333333333333333,0.06546644844517185,0.08515057113187954,0.07958656330749354,0.04969574036511156,0.02130681818181818,0.1009058352643775,0.04721030042918455,0.04219745222929936,0.11425339366515837,0.09645580978017047,0.10946196660482375,0.07125144652008597,0.0628385698808234,0.12538397095783302,0.03669724770642202,0.053775122216186855,0.08400247066090179,0.07853810264385692,0.06065392513031117,0.0,0.059904354392146995,0.1318958818958819,0.02517162471395881,0.05462490895848507,0.02702702702702703
-5,0.047284345047923323,0.04588394062078273,0.09803921568627451,0.07486437613019892,0.0375,0.05476794508282346,0.02905217286042852,0.08952551477170993,0.06141618497109826,0.05572289156626506,0.030456852791878174,0.030855732309380143,0.06066176470588235,0.0,0.06064690026954178,0.08790623335109217,0.07643979057591622,0.04376657824933687,0.0203125,0.09867452135493372,0.08225108225108226,0.038619556285949055,0.07793273174733388,0.0888404744613895,0.12333965844402277,0.07552083333333333,0.04995102840352596,0.1313277408157362,0.03867403314917127,0.05331882480957562,0.07934585099939431,0.06653019447287616,0.06291490645745323,0.05699481865284974,0.05587808417997097,0.12959650168952494,0.020905923344947737,0.05066079295154185,0.04950495049504951
-4,0.04227113556778389,0.03283508943886303,0.09119496855345911,0.07845303867403315,0.03475080018289895,0.056312981624184945,0.02858151023288638,0.08311229000884174,0.06571428571428571,0.05786407766990291,0.053206997084548104,0.033420079441172444,0.06020841373986878,0.0,0.06940509915014165,0.07132094424912104,0.099601593625498,0.04234234234234234,0.014970059880239521,0.10487757856178909,0.06048387096774194,0.05229283990345937,0.07714701601164484,0.09367894497498863,0.12602739726027398,0.07878568847126852,0.058300395256917,0.12559467174119887,0.046703296703296704,0.05093555093555094,0.0870105655686762,0.07135938004520503,0.0698121579647981,0.03305785123966942,0.04606910365548322,0.1279383429672447,0.023010546500479387,0.04415011037527594,0.018691588785046728
-3,0.052565707133917394,0.03373313343328336,0.12149532710280374,0.07559166372306605,0.041648590021691974,0.056630824372759854,0.032082859669066564,0.09287429943955164,0.07097680955727337,0.05728137906266834,0.05270655270655271,0.03296703296703297,0.06264964086193137,0.038461538461538464,0.06648936170212766,0.0647628760836308,0.0646830530401035,0.050665521683125804,0.010819165378670788,0.10070580134274401,0.07789473684210527,0.035913806863527534,0.09869773817683344,0.0942132950741272,0.1143141153081511,0.07616707616707617,0.052415210688591986,0.1265126512651265,0.0399002493765586,0.046038543897216275,0.09189842805320435,0.06674907292954264,0.069021101992966,0.061224489795918366,0.054027978774722624,0.11776136805285659,0.0322180916976456,0.05377643504531722,0.01098901098901099
