cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-13,0.9163879598662207,0.9715302491103203,1.0,0.8803418803418803,1.0,0.9934924078091106,,1.0,0.975,0.9948717948717949,1.0,0.9463087248322147,1.0,,,0.9833333333333333,0.9938271604938271,0.9977477477477478,,1.0,,0.8541666666666666,,0.9764705882352941,0.9897959183673469,1.0,1.0,1.0,1.0,0.9923076923076923,0.9940179461615155,0.9881422924901185,,0.9883720930232558,
-12,0.9291139240506329,0.9739837398373984,1.0,0.8770053475935828,1.0,0.9984496124031008,0.9953271028037384,,1.0,0.9833679833679834,1.0,0.9411764705882353,1.0,,,0.9875,,0.9961315280464217,,1.0,,0.8465116279069768,0.9861111111111112,0.981651376146789,0.9941176470588236,0.9615384615384616,1.0,0.9944444444444445,0.9797297297297297,0.9877300613496932,0.9900744416873449,1.0,,0.9795918367346939,
-11,0.9300225733634312,0.9750733137829912,,0.8842105263157894,1.0,0.9985795454545454,0.9958847736625515,,0.9908256880733946,0.9882629107981221,0.9849624060150376,0.8807339449541285,0.9923076923076923,,,,0.9833333333333333,0.9965753424657534,,1.0,1.0,0.8902077151335311,1.0,0.9562043795620438,1.0,0.9805825242718447,1.0,0.985981308411215,0.9942528735632183,0.993103448275862,0.988,1.0,,0.9833333333333333,
-10,0.9240196078431373,0.9581005586592178,1.0,0.8392857142857143,1.0,0.9984202211690363,,0.9821428571428571,1.0,0.9954441913439636,0.975609756097561,0.9230769230769231,,,,,0.9803149606299213,1.0,1.0,,,0.9005681818181818,,0.9856115107913669,0.995049504950495,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,,0.9894736842105263,
-9,0.9108910891089109,0.9633967789165446,,0.88,1.0,0.997134670487106,0.9976525821596244,1.0,0.9887640449438202,0.997867803837953,1.0,0.9393939393939394,0.9914163090128756,,,,0.9956709956709957,0.9981481481481481,,1.0,,0.846820809248555,,0.9545454545454546,1.0,0.987012987012987,1.0,0.9764150943396226,0.99375,0.9937888198757764,0.985738255033557,1.0,,0.9807692307692307,
-8,0.910958904109589,0.9706390328151986,1.0,0.8679245283018868,1.0,0.9962962962962963,,0.9393939393939394,1.0,0.9975,1.0,,,,,,0.9888888888888889,0.996,,1.0,,0.9074733096085409,1.0,0.954954954954955,1.0,1.0,1.0,0.9802631578947368,0.9923664122137404,0.9794520547945206,0.9920398009950249,1.0,,0.9910714285714286,
-7,0.9221105527638191,0.9854280510018215,1.0,0.900497512437811,1.0,1.0,0.982725527831094,,0.9883720930232558,0.9951876804619827,0.9910714285714286,0.9908751555371216,,,,0.9919354838709677,1.0,0.9962825278810409,,1.0,0.9523809523809523,0.8755364806866953,1.0,0.9437869822485208,0.9858156028368794,1.0,1.0,0.9192546583850931,1.0,0.9963235294117647,0.982840800762631,1.0,,0.9690721649484536,1.0
-6,0.9674620390455532,0.9797687861271677,1.0,0.8660287081339713,0.9852941176470589,0.9979777553083923,0.9861538461538462,1.0,0.9941860465116279,0.9891041162227603,0.981203007518797,0.9748784440842788,1.0,1.0,0.9166666666666666,0.9607843137254902,0.9910394265232975,0.9934426229508196,,1.0,,0.8802816901408451,,0.9484029484029484,0.9954337899543378,0.968421052631579,1.0,0.9639175257731959,1.0,0.991304347826087,0.9849690539345711,1.0,,0.9913793103448276,1.0
-5,0.9166666666666666,0.971830985915493,1.0,0.933920704845815,1.0,0.9986187845303868,0.9844290657439446,,0.9897959183673469,0.9896670493685419,0.9581151832460733,0.9845626072041166,0.9972375690607734,,,1.0,0.9948805460750854,0.9964093357271095,,1.0,,0.8848039215686274,,0.9765013054830287,1.0,0.9824561403508771,0.9777777777777777,0.9403669724770642,1.0,0.9813084112149533,0.9762340036563071,1.0,,1.0,1.0
-4,0.9318181818181818,0.9700854700854701,0.9787234042553191,0.9821428571428571,1.0,0.9960835509138382,0.9765886287625418,,1.0,0.9895712630359212,0.9540229885057471,0.9910952804986642,0.9965156794425087,,,0.9825436408977556,0.9929078014184397,0.991130820399113,,1.0,,0.8795811518324608,,0.937007874015748,0.9933333333333333,0.9636363636363636,1.0,0.9423076923076923,0.9880239520958084,0.990909090909091,0.97893850042123,0.9979166666666667,,0.9813084112149533,1.0
