cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-3,0.021739130434782608,0.029574861367837338,0.5526315789473685,0.5248868778280543,0.2222222222222222,0.02281021897810219,0.005136986301369863,,0.08064516129032258,0.029619181946403384,0.011111111111111112,0.01264591439688716,0.003816793893129771,,,0.03636363636363636,0.026041666666666668,0.03355704697986577,,0.08333333333333333,,0.04946996466431095,,0.028985507246376812,0.23391812865497075,0.10416666666666667,0.11538461538461539,0.045454545454545456,0.5586206896551724,0.011695906432748537,0.06085376930063579,0.009009009009009009,0.15384615384615385,0.07086614173228346,0.004
-2,0.02830188679245283,0.02857142857142857,0.6976744186046512,0.5353982300884956,,0.018209408194233688,0.0035026269702276708,0.023809523809523808,0.09090909090909091,0.040787623066104076,0.03125,0.013238289205702648,0.008968609865470852,,,0.05851063829787234,0.026052104208416832,0.05486284289276808,,0.0660377358490566,,0.04332129963898917,,0.02416918429003021,0.272108843537415,0.125,0.125,0.005780346820809248,0.5958904109589042,0.03636363636363636,0.0732159406858202,0.00804289544235925,0.11764705882352941,0.037383177570093455,0.018018018018018018
-1,0.027624309392265192,0.02901023890784983,0.5833333333333334,0.5114942528735632,0.14545454545454545,0.02446043165467626,0.003780718336483932,,0.06547619047619048,0.02702702702702703,0.02127659574468085,0.009081735620585268,0.004464285714285714,,,0.06944444444444445,0.022684310018903593,0.03926701570680628,,0.039603960396039604,0.34782608695652173,0.05084745762711865,,0.02857142857142857,0.281767955801105,0.125,0.17391304347826086,0.02617801047120419,0.6028368794326241,0.011235955056179775,0.08761904761904762,0.015772870662460567,0.21428571428571427,0.05319148936170213,0.009950248756218905
0,0.034375,0.01761252446183953,0.6382978723404256,0.56,0.16666666666666666,0.029411764705882353,0.006211180124223602,,0.0736196319018405,0.03143712574850299,0.011111111111111112,0.007391763463569166,0.00975609756097561,,,0.0477326968973747,0.024886877828054297,0.03187250996015936,,0.10784313725490197,,0.03951367781155015,,0.01935483870967742,0.26126126126126126,0.10526315789473684,0.14285714285714285,0.03314917127071823,0.5763888888888888,0.0058823529411764705,0.07034728406055209,0.007633587786259542,0.1111111111111111,0.0967741935483871,0.017391304347826087
1,0.04030226700251889,0.0380794701986755,0.5333333333333333,0.503030303030303,0.19402985074626866,0.02886002886002886,0.005050505050505051,,0.06134969325153374,0.027218934911242602,0.04265402843601896,0.016891891891891893,,,,0.034666666666666665,0.03180212014134275,0.037383177570093455,,0.12318840579710146,0.32,0.030405405405405407,0.021505376344086023,0.021341463414634148,0.29605263157894735,0.0975609756097561,0.08,0.027906976744186046,0.6524822695035462,0.020202020202020204,0.08832565284178187,0.008791208791208791,0.08695652173913043,0.0625,0.003937007874015748
2,0.012875536480686695,0.03494176372712146,0.7719298245614035,0.5329949238578681,0.1724137931034483,0.013210039630118891,0.005145797598627788,0.0196078431372549,0.08205128205128205,0.03067484662576687,0.04782608695652174,0.012647554806070826,0.0034965034965034965,,,0.1016260162601626,0.025423728813559324,0.03423423423423423,,0.1015625,,0.056179775280898875,0.024390243902439025,0.017699115044247787,0.2568306010928962,0.10714285714285714,0.15789473684210525,0.04040404040404041,0.6444444444444445,0.010309278350515464,0.07415902140672782,0.013513513513513514,0.0975609756097561,0.061946902654867256,0.004132231404958678
3,0.03357314148681055,0.021775544388609715,0.7894736842105263,0.5147058823529411,0.14754098360655737,0.012178619756427604,0.001697792869269949,0.017241379310344827,0.10365853658536585,0.03443526170798898,0.01818181818181818,0.010582010582010581,0.006711409395973154,,,0.09262166405023547,0.03114754098360656,0.020155038759689922,,0.09259259259259259,0.17391304347826086,0.0480225988700565,0.022727272727272728,0.022508038585209004,0.26582278481012656,0.07377049180327869,0.06896551724137931,0.0430622009569378,0.5496688741721855,0.023696682464454975,0.08021390374331551,0.020253164556962026,0.12,0.06363636363636363,0.0199203187250996
4,0.03404255319148936,0.02517162471395881,0.6666666666666666,0.5287958115183246,0.1527777777777778,0.0140485312899106,0.001838235294117647,0.05084745762711865,0.04950495049504951,0.032418952618453865,0.04780876494023904,0.0068846815834767644,,,0.03225806451612903,0.081377151799687,0.017973856209150325,0.016845329249617153,,0.14285714285714285,0.17647058823529413,0.018867924528301886,0.0273972602739726,0.015527950310559006,0.34210526315789475,0.1111111111111111,0.12,0.02857142857142857,0.5379310344827586,0.005128205128205128,0.08551617873651772,0.020316027088036117,0.047619047619047616,0.061224489795918366,0.013333333333333334
5,0.026200873362445413,0.028645833333333332,0.6046511627906976,0.4497354497354497,0.296875,0.016216216216216217,0.011428571428571429,,0.10697674418604651,0.045572916666666664,0.005988023952095809,0.014111006585136407,0.006493506493506494,,,0.10652920962199312,0.023423423423423424,0.04644412191582003,,0.10743801652892562,0.2765957446808511,0.051490514905149054,0.030303030303030304,0.03560830860534125,0.3263888888888889,0.14545454545454545,0.15384615384615385,0.07079646017699115,0.6214285714285714,0.018691588785046728,0.0904799370574351,0.013623978201634877,,0.04950495049504951,0.01593625498007968
6,0.015037593984962405,0.03434343434343434,0.5957446808510638,0.5025906735751295,0.20967741935483872,0.016,0.001639344262295082,0.03508771929824561,0.07009345794392523,0.025435073627844713,0.014563106796116505,0.01645021645021645,,0.0625,,0.11127596439169139,0.0150093808630394,0.040453074433656956,,0.10204081632653061,0.3090909090909091,0.051829268292682924,,0.023333333333333334,0.22929936305732485,0.12087912087912088,0.16129032258064516,0.0962962962962963,0.6258992805755396,,0.08836395450568679,0.010101010101010102,0.28125,0.05102040816326531,0.02586206896551724
7,0.02669902912621359,0.02756892230576441,,0.4793814432989691,0.21621621621621623,0.01556420233463035,0.007366482504604052,0.0425531914893617,0.058823529411764705,0.02788339670468948,0.021739130434782608,0.013257575757575758,0.003115264797507788,,0.05,0.09833024118738404,0.018835616438356163,0.036303630363036306,,0.1414141414141414,0.2558139534883721,0.03481012658227848,0.011494252873563218,0.045,0.32919254658385094,0.10576923076923077,0.125,0.09574468085106383,0.6035502958579881,0.009433962264150943,0.0843155031731641,0.013850415512465374,0.05714285714285714,0.06451612903225806,0.019305019305019305
8,0.016632016632016633,0.022004889975550123,0.6818181818181818,0.5,0.3088235294117647,0.012482662968099861,0.001697792869269949,0.02,0.07653061224489796,0.027644230769230768,0.034482758620689655,0.012999071494893221,,,,0.08258527827648116,0.021164021164021163,0.0372168284789644,0.25,0.13043478260869565,,0.059602649006622516,,0.029498525073746312,0.21568627450980393,0.174496644295302,0.21621621621621623,0.07633587786259542,0.5546875,0.0228310502283105,0.08780487804878048,0.0084985835694051,0.14705882352941177,0.021505376344086023,0.015384615384615385
9,0.04032258064516129,0.02736318407960199,0.5714285714285714,0.5265700483091788,0.33962264150943394,0.014285714285714285,0.009900990099009901,0.025,0.049019607843137254,0.040160642570281124,0.010416666666666666,0.014231499051233396,0.0033222591362126247,,,0.0374331550802139,0.036170212765957444,0.02962962962962963,,0.07207207207207207,0.13636363636363635,0.053691275167785234,0.0136986301369863,0.01907356948228883,0.35251798561151076,0.1048951048951049,0.11627906976744186,0.09523809523809523,0.6356589147286822,0.009345794392523364,0.08427876823338736,0.0110803324099723,0.13793103448275862,0.04854368932038835,0.007575757575757576
10,0.037333333333333336,0.024691358024691357,0.6551724137931034,0.5698924731182796,0.125,0.013740458015267175,0.006134969325153374,,0.07339449541284404,0.034818941504178275,0.05641025641025641,0.01053639846743295,0.011235955056179775,0.06666666666666667,,0.047244094488188976,0.019891500904159132,0.03220035778175313,,0.06666666666666667,,0.037267080745341616,0.022222222222222223,0.018575851393188854,0.3508771929824561,0.11805555555555555,0.375,0.06306306306306306,0.5763888888888888,0.03428571428571429,0.10434782608695652,0.0060790273556231,,0.09090909090909091,0.017605633802816902
11,0.010443864229765013,0.013333333333333334,0.6666666666666666,0.5163398692810458,0.32432432432432434,0.008960573476702509,0.00211864406779661,0.08771929824561403,0.06741573033707865,0.04738562091503268,0.033707865168539325,0.014084507042253521,0.008968609865470852,,0.02564102564102564,0.03939393939393939,0.0486815415821501,0.03672787979966611,,0.07692307692307693,0.1276595744680851,0.03435114503816794,0.014084507042253521,0.0273972602739726,0.34782608695652173,0.13043478260869565,0.14285714285714285,0.06896551724137931,0.576271186440678,0.015306122448979591,0.08100558659217877,0.012084592145015106,0.16666666666666666,0.06097560975609756,0.005025125628140704
12,0.03260869565217391,0.007017543859649123,,0.4774193548387097,0.20454545454545456,0.0189328743545611,0.004434589800443459,0.03225806451612903,0.03910614525139665,0.04900459418070444,0.03723404255319149,0.007494646680942184,,,0.02631578947368421,0.057926829268292686,0.03494623655913978,0.03511705685618729,,0.15,0.2,0.06074766355140187,0.014492753623188406,0.0125,0.3088235294117647,0.12781954887218044,0.05263157894736842,0.06896551724137931,0.5609756097560976,0.006369426751592357,0.08812729498164015,0.006920415224913495,0.12195121951219512,0.07894736842105263,0.012345679012345678
13,0.009900990099009901,0.014388489208633094,,0.5187165775401069,0.17391304347826086,0.01639344262295082,0.008438818565400843,0.02564102564102564,0.0611353711790393,0.023636363636363636,0.05389221556886228,0.011180124223602485,0.0047169811320754715,,,0.03870967741935484,0.02576112412177986,0.025222551928783383,,0.08823529411764706,0.29545454545454547,0.039525691699604744,0.031746031746031744,0.003968253968253968,0.3274336283185841,0.12142857142857143,0.23529411764705882,0.034782608695652174,0.648,0.01764705882352941,0.1037344398340249,0.031746031746031744,,0.1038961038961039,0.014285714285714285
14,0.02390438247011952,0.030120481927710843,,0.5024390243902439,0.20833333333333334,0.034954407294832825,0.0035714285714285713,,0.04455445544554455,0.042723631508678236,0.05389221556886228,0.008421052631578947,0.0037735849056603774,,,0.16576086956521738,0.02012072434607646,0.042105263157894736,,0.1037037037037037,0.20689655172413793,0.04961832061068702,,0.031914893617021274,0.33653846153846156,0.08974358974358974,0.08,0.0364963503649635,0.6557377049180327,0.005813953488372093,0.08302919708029197,0.013888888888888888,0.06818181818181818,0.09411764705882353,0.022556390977443608
15,0.023504273504273504,0.018779342723004695,0.6530612244897959,0.5333333333333333,0.19047619047619047,0.02465331278890601,0.007067137809187279,0.016129032258064516,0.06751054852320675,0.03464203233256351,0.031578947368421054,0.01594746716697936,0.010869565217391304,,,0.33015873015873015,0.034482758620689655,0.019886363636363636,,0.10526315789473684,0.24444444444444444,0.054945054945054944,,0.0226628895184136,0.4444444444444444,0.0875,0.23529411764705882,0.06870229007633588,0.5811965811965812,0.020512820512820513,0.10407993338884262,0.016901408450704224,0.07407407407407407,0.08823529411764706,0.0196078431372549
16,0.01809954751131222,0.017142857142857144,0.7428571428571429,0.4975609756097561,0.21739130434782608,0.023006134969325152,0.010619469026548672,,0.04326923076923077,0.03807106598984772,0.027649769585253458,0.0075675675675675675,0.0035335689045936395,,,0.1949685534591195,0.02330097087378641,0.031473533619456366,0.1111111111111111,0.07874015748031496,0.15151515151515152,0.034482758620689655,0.01694915254237288,0.020172910662824207,0.22807017543859648,0.07909604519774012,0.1111111111111111,0.1044776119402985,0.5142857142857142,0.017045454545454544,0.08448275862068966,0.014124293785310734,0.02857142857142857,0.12987012987012986,0.012
17,0.02813852813852814,0.015706806282722512,0.7391304347826086,0.47417840375586856,0.22580645161290322,0.0319634703196347,0.0019120458891013384,,0.052132701421800945,0.03754266211604096,0.015625,0.017287234042553192,0.01556420233463035,,0.021739130434782608,0.2832980972515856,0.029649595687331536,0.0211864406779661,,0.08490566037735849,0.2826086956521739,0.03900709219858156,,0.037383177570093455,0.21022727272727273,0.09497206703910614,0.20833333333333334,0.0273972602739726,0.5526315789473685,0.006369426751592357,0.10112359550561797,0.025078369905956112,0.14285714285714285,0.11688311688311688,0.016736401673640166
18,0.022964509394572025,0.011142061281337047,0.6666666666666666,0.4585152838427948,0.13513513513513514,0.05371900826446281,0.010416666666666666,0.06976744186046512,0.06329113924050633,0.051775147928994084,0.026595744680851064,0.013921113689095127,0.0034965034965034965,,0.022727272727272728,0.25667351129363447,0.035398230088495575,0.024355300859598854,,0.09900990099009901,,0.04276315789473684,,0.013289036544850499,0.32407407407407407,0.13537117903930132,0.11538461538461539,0.05263157894736842,0.6448598130841121,0.0136986301369863,0.11591695501730104,,0.18181818181818182,0.08080808080808081,0.027491408934707903
19,0.0170316301703163,0.017326732673267328,0.5454545454545454,0.44976076555023925,0.10526315789473684,0.06069802731411229,0.004815409309791332,,0.030456852791878174,0.06031746031746032,0.012048192771084338,0.019450800915331808,0.009259259259259259,,,0.2613168724279835,0.03991130820399113,0.026722925457102673,,0.10833333333333334,0.1,0.06405693950177936,,0.041935483870967745,0.23394495412844038,0.08465608465608465,0.14285714285714285,0.024390243902439025,0.6293103448275862,0.007407407407407408,0.0945179584120983,0.017361111111111112,0.10714285714285714,0.11267605633802817,0.018518518518518517
20,0.02708803611738149,0.007444168734491315,0.7878787878787878,0.413953488372093,0.10526315789473684,0.017828200972447326,0.006611570247933884,0.03508771929824561,0.05365853658536585,0.04129793510324484,0.047619047619047616,0.013458950201884253,0.00398406374501992,,,0.24849699398797595,0.04893617021276596,0.027941176470588237,,0.14049586776859505,0.2127659574468085,0.044444444444444446,,0.019672131147540985,0.22772277227722773,0.06280193236714976,0.034482758620689655,0.04794520547945205,0.6307692307692307,0.019230769230769232,0.12258687258687259,0.015723270440251572,0.17777777777777778,0.05952380952380952,0.013215859030837005
21,0.01728395061728395,0.02099737532808399,0.5483870967741935,0.42990654205607476,,0.041666666666666664,0.010416666666666666,,0.06432748538011696,0.050793650793650794,0.013245033112582781,0.01634877384196185,0.009569377990430622,,,0.25256673511293637,0.03296703296703297,0.037089871611982884,,0.057692307692307696,0.23684210526315788,0.022813688212927757,,0.0125,0.271523178807947,0.06666666666666667,0.12903225806451613,0.0782608695652174,0.6129032258064516,0.027932960893854747,0.132994923857868,0.003861003861003861,0.10638297872340426,0.0963855421686747,0.019230769230769232
22,0.04176904176904177,0.019933554817275746,,0.48058252427184467,,0.018648018648018648,0.010706638115631691,0.04878048780487805,0.0392156862745098,0.04477611940298507,0.014492753623188406,0.025684931506849314,,,,0.2823529411764706,0.03823529411764706,0.03421461897356143,,0.07207207207207207,0.2,0.04633204633204633,0.0975609756097561,0.01937984496124031,0.3008130081300813,0.08780487804878048,0.2727272727272727,0.09734513274336283,0.6722689075630253,,0.11021814006888633,0.004081632653061225,0.09615384615384616,0.06329113924050633,0.019230769230769232
