cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,1159,1539,96,615,1259,1594,2221,342,77,712,526,404,722,123,454,171,142,129,1791,21,151,103,1449,242,703,259,939,180,547,345,955,1156,19,687,972,406,24
-11,1206,1601,92,663,1267,1498,2296,317,74,762,545,418,785,127,496,181,120,143,1764,19,186,93,1016,248,721,272,1030,196,547,360,911,1307,14,667,1022,412,36
-10,1202,1629,106,650,1151,1462,2187,326,90,737,563,344,716,138,453,210,175,117,1753,18,159,94,1096,247,629,291,912,193,543,290,880,1276,17,666,1031,398,39
-9,1108,1688,100,599,1182,1479,2137,316,99,734,571,327,750,157,484,181,143,112,1739,19,147,101,1052,267,691,301,896,191,540,217,876,1246,12,618,1104,390,35
-8,838,1125,75,470,832,1106,1574,289,77,594,422,255,510,106,349,138,167,68,1225,10,136,73,735,181,464,211,587,165,356,168,591,919,14,472,706,319,30
-7,953,1288,104,537,919,1340,1968,262,65,653,440,304,614,116,378,152,129,98,1302,10,136,79,886,210,523,209,722,141,421,181,785,989,18,443,667,328,32
-6,1266,1754,108,675,1284,1558,2492,310,94,813,625,379,670,141,563,194,185,137,1865,23,194,102,1198,288,669,299,1009,211,574,381,981,1301,21,526,1124,433,37
-5,1292,1704,101,634,1258,1535,2383,287,96,832,563,411,782,133,556,189,128,152,1678,23,184,130,1254,288,692,288,1027,235,566,381,934,1322,15,744,1185,392,39
-4,1258,1641,83,636,1206,1571,2336,286,86,799,517,405,758,150,506,190,122,137,1323,21,163,125,1153,246,710,278,1015,192,543,404,855,1296,13,713,1039,417,66
-3,1174,1549,80,595,1158,2131,2153,301,70,771,417,460,733,134,457,201,154,125,1224,9,168,119,1095,293,614,257,1015,198,539,379,832,1251,6,691,1053,462,55
-2,1150,1393,106,546,1078,1329,2073,246,90,669,435,372,683,94,452,194,171,105,1116,21,149,90,1074,254,605,199,950,175,532,375,787,1110,5,619,1002,416,42
-1,1016,1337,91,534,1079,1386,1911,265,74,637,375,378,664,133,478,176,146,56,971,13,140,26,1001,209,575,196,957,178,526,378,720,1095,0,634,1047,397,28
0,1027,1332,96,622,1211,1665,2099,275,92,664,428,353,665,134,463,161,156,152,1141,15,184,45,1156,257,601,244,923,178,529,467,760,1105,0,663,1078,424,35
1,1129,1597,118,621,1166,1700,2292,317,91,774,516,449,763,142,515,209,145,145,1322,12,194,112,1217,304,636,236,1082,178,571,465,888,1259,37,756,1092,420,41
2,1327,1616,123,589,1198,1681,2358,405,98,777,460,439,711,166,529,203,137,144,1466,15,178,364,1206,298,660,275,694,177,546,469,1037,1319,25,643,998,473,29
3,1081,1564,109,584,1142,1627,2294,387,107,668,428,410,772,161,502,183,156,160,1606,10,196,399,1179,259,670,234,946,209,549,462,948,1342,17,680,1180,398,30
4,1270,1492,111,492,1167,1745,2284,389,100,806,389,404,545,156,488,175,161,138,1756,6,153,448,1142,265,710,210,954,180,523,495,961,1369,12,724,1076,317,48
5,1194,1552,87,608,1106,1447,2110,407,96,797,384,421,539,139,513,166,146,131,1740,17,186,552,1201,246,684,248,955,203,469,494,964,1352,12,487,1151,356,43
6,1103,1602,88,606,1041,1521,2111,381,99,719,401,376,781,147,463,153,152,142,1737,13,192,425,1094,250,580,189,888,187,852,520,871,1364,26,499,1205,382,38
7,1228,1591,108,713,1110,1534,1947,408,106,787,378,389,746,144,475,159,136,132,1661,12,170,414,1088,265,645,224,1020,161,553,572,935,1296,22,535,1196,347,39
8,1199,1708,102,704,1096,1566,2080,461,105,774,438,365,780,124,474,144,166,135,1764,15,202,491,1142,250,625,278,1040,198,593,505,1005,1319,29,523,1175,319,40
9,1150,1550,93,652,1050,1565,1958,426,103,675,383,388,800,152,502,137,165,136,1780,14,182,512,1136,230,593,185,937,208,544,465,943,1328,15,486,1106,319,24
10,1024,1499,98,659,1039,1354,1974,411,126,728,394,411,769,138,475,123,165,129,1426,8,176,411,1000,260,579,153,918,180,560,447,894,1312,15,472,1109,331,28
11,1026,1167,100,593,973,1303,1923,325,89,691,392,338,654,151,435,107,139,126,1470,11,175,435,914,211,505,174,871,179,538,424,967,1192,17,441,1019,273,26
12,882,1109,112,608,1000,1239,1677,346,91,617,337,345,626,72,409,108,117,120,1433,8,219,419,833,193,493,162,852,164,494,377,830,1060,11,430,1026,277,40
13,878,1156,95,605,977,1358,1771,325,97,616,359,306,628,78,441,118,168,166,1414,5,155,401,953,217,480,138,908,147,464,445,797,1091,21,361,1158,296,42
14,1078,1256,107,659,1045,1555,2144,337,81,632,334,500,734,64,447,126,200,143,1643,9,191,452,902,191,560,121,860,179,569,413,1118,1251,23,451,1125,285,34
15,1062,1396,82,591,1021,1576,2018,328,115,618,395,460,654,82,497,138,227,148,1787,13,213,447,978,177,572,131,938,174,648,446,1158,1336,18,540,1195,282,41
16,1218,1300,123,626,1035,1571,1857,364,95,592,430,334,762,92,487,141,233,153,1633,10,194,541,863,196,690,128,938,181,646,484,1057,1237,16,475,1195,310,38
17,1272,1490,106,628,1079,1546,2294,401,132,610,384,380,746,84,455,127,169,156,1618,18,190,727,982,201,666,233,977,184,699,467,1200,1347,17,494,1202,313,34
18,1055,1348,110,604,1036,1563,2030,444,113,649,382,388,763,109,491,135,198,137,1670,14,189,553,1049,206,768,196,931,150,724,535,1014,1278,17,510,1214,332,40
19,1013,1333,103,676,990,1495,2033,435,114,593,207,377,779,68,484,67,266,126,1582,11,174,567,1047,210,656,175,977,177,640,502,1167,1261,12,470,1216,347,33
20,1124,1412,114,610,970,1537,2077,451,114,707,148,440,827,64,485,68,376,179,1762,11,222,523,1030,231,743,181,898,224,679,583,1141,1284,18,474,1294,389,29
21,995,1388,98,646,746,1612,1995,447,114,654,245,403,791,83,499,155,462,133,1605,5,186,532,918,211,708,171,939,199,555,540,1265,1309,17,514,1319,314,35
22,908,1294,101,613,733,1459,2063,433,136,561,213,393,730,91,486,142,397,191,1589,5,188,476,992,211,744,180,953,176,639,525,1201,1312,12,489,1160,323,22
23,1022,1293,105,539,665,1493,1891,420,154,522,208,344,722,68,466,113,258,150,1503,2,169,418,970,191,627,152,858,162,598,507,1046,1311,16,438,988,320,30
24,915,1125,106,479,671,1428,1749,387,130,459,187,305,639,63,439,106,296,121,1402,7,147,430,952,201,556,152,937,141,554,430,978,1203,11,390,918,306,39
