cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.24203958691910502,0.2306503943296396,0.238430196801968,0.24850084250173457,0.19222787521756593,0.2752979373567609,0.22506704356019422,0.15660513332224624,0.25048178540345645,0.16783997252747251,0.2302378931198965,0.18313929986255964,0.31678707372018955,0.3510394408831909,0.29482128582848005,,0.24506240155095116,0.1322520485466914,0.22623638144203698,0.2623682669789227,0.17939411536972513,0.18120972132538207,0.12708091366627952,0.22748581297804096,0.2395727794663965,0.22963300989528293,0.17484132671341557,0.3231756338899196,0.19181934137291282,0.18952087007642562,0.1530141314624073,0.3346035684745362,0.18178024083196495,0.12906777130915062,0.2529566990524169,0.18561899434305862,0.2919128177586824,0.27956726858630226,0.15322515245880367,0.20246414957342532,0.23967352092352093
-12,0.16472069597069597,0.1477433738956493,0.14398567441330598,0.17059446577518866,0.13626957933888628,0.19685609505357637,0.16044836573682728,0.09608333333333334,0.17952605570530097,0.12040017349221567,0.1615951242346035,0.12982390873015873,0.23056873425877117,0.244469722985348,0.23706820390493857,,0.19056245686680467,0.08200607409468168,0.13996166263115414,0.14465842376801283,0.11825329794079793,0.14379062061934497,0.06312169312169312,0.16272865853658536,0.16347305389221556,0.13800879272870975,0.08873775468799815,0.21947278911564627,0.15540504774608818,0.12835752857844168,0.11017157445728873,0.24925747395072548,0.12087488129154797,0.09395809775097373,0.19749925619705297,0.1450118552063797,0.24684065934065932,0.19629393424036282,0.09798863060322978,0.13989187017433533,0.18569302721088435
-11,0.17182263248801802,0.1561592078691942,0.15622065727699533,0.16316718377624892,0.1336692821067821,0.20222237480545638,0.15826641307410538,0.09820797576981323,0.21757169410515137,0.11152526512788521,0.17013773532668883,0.12839334791631613,0.2069635685599541,0.25164812262883,0.2164570910033705,,0.16414620535714286,0.08745255348516219,0.12747534288796425,0.1713458544180615,0.1341401023219205,0.1318770966758158,0.10172926929392447,0.19674447991487098,0.1479619777812549,0.14819028417818741,0.1189863464150404,0.22882815546600807,0.14503386004514673,0.15044395216482961,0.11208979545965385,0.30972040192223677,0.10560273060273061,0.09457347356120362,0.1981163251817581,0.14435865665232928,0.23609294976571865,0.21432358231563003,0.10009116259116259,0.15288949663949664,0.16805019305019306
-10,0.16602288343191732,0.15352551488915125,0.15562918394449415,0.16586172944138394,0.14130867533416874,0.19900047314880528,0.15726324634242783,0.10737363709199846,0.19964735397140965,0.12591494194851086,0.16477474218761082,0.1293655760176411,0.200687185443283,0.26450617283950617,0.25072839843394334,,0.16999118165784832,0.07794183949504058,0.15428647497337591,0.1562969583916265,0.13939247441785513,0.13393074066361238,0.12836438923395443,0.15438596491228068,0.12470561203974956,0.1469954169933064,0.11134432747868872,0.25729519295870007,0.13728364962221049,0.13755185299461756,0.1070314374850012,0.2912105455208903,0.12456176180264815,0.10841076267905536,0.19245903406640794,0.1385666673880581,0.227029715280368,0.22141721881643858,0.09870118003341688,0.1450419763281035,0.15541666666666665
-9,0.16935800246922125,0.15590207448005614,0.16815393564421882,0.16698070115336303,0.2162821859513036,0.20723138144771544,0.15716737812038073,0.1055952380952381,0.19773832912339787,0.13081623317213437,0.17439259936972656,0.13351500649887746,0.18887590598116913,0.27232612636512354,0.25108830845771146,,0.18376176928808505,0.07749300975432755,0.16106620012870013,0.15857875040676864,0.12470760233918128,0.1470085138651914,0.07857142857142857,0.1922744928787225,0.13210235491523462,0.13032209919122245,0.11465481934330267,0.23637385820930124,0.14242278764602337,0.14179863631364786,0.11029048716260698,0.2475322182615849,0.12626468147580747,0.1109147299420337,0.19692279103604246,0.1449782709200185,0.2525919228450874,0.22386310360993905,0.08785332314744079,0.15983591938648117,0.18145921735030646
-8,0.1973342863193562,0.17669328318889554,0.2042470806237326,0.1998467419754787,0.2738584962780924,0.23812180628249066,0.19256426674255359,0.09893133997785161,0.23210721414314228,0.12743747350572276,0.20090822179732312,0.14004208371246588,0.25807741522712735,0.30057407031091243,0.2663971248876909,,0.2209227846982949,0.08513481054464661,0.1849320480404551,0.19313802338493696,0.15377435064935066,0.16379562129071454,0.09241259795057263,0.15753045404208196,0.1742009867009867,0.16638804457953393,0.13830997902070222,0.2741347491982816,0.1788219370662838,0.1413160733549083,0.12270746494884426,0.3310566748066748,0.1310319734388502,0.13969658659924145,0.213137496941794,0.16334821428571428,0.3046074442435202,0.29408859425761696,0.10034427929956735,0.16925465838509318,0.15783052351375332
-7,0.22352843434553232,0.20677254958971375,0.2587975730832874,0.22232871849485267,0.22158737738966966,0.31690426431805746,0.24053380939786653,0.11647462430547786,0.2378895402653502,0.15356740215815753,0.3283472077696844,0.18631978653530376,0.40166450979943047,0.3753500129634431,0.32328019081094655,,0.24438369267359497,0.1346439087024861,0.26082370641584074,0.28559131986127784,0.18297144439171018,0.23815944399664946,0.16700007844983134,0.24275829465360152,0.48259166076997667,0.19854606785837395,0.16722559050145255,0.3444994786235662,0.2141699413858347,0.20209194789026722,0.1590277777777778,0.45479767014101774,0.18618065783014237,0.14738661422015614,0.29839225513214135,0.23049151334707485,0.340266308835673,0.35545714285714286,0.17433158483007424,0.19337152038729602,0.2138704318936877
-6,0.17859054172127567,0.14304392659553447,0.1824856007138801,0.1997495446265938,0.1399462028814621,0.24822690633430988,0.22029558954763281,0.10103042497408694,0.17046695221298394,0.22499168840468517,0.18281152711226617,0.2524255772441988,0.1999507083951386,0.27828923846978904,0.2483206137212815,0.4440181031090122,0.18070302445302447,0.0854107926065163,0.14596655040449547,0.1426244075829384,0.11683367040509897,0.1418625678119349,0.08853012290953052,0.17489939637826962,0.1730502484681816,0.13731158748340877,0.1343946068615672,0.2478506542662485,0.14879161569742455,0.1513611007230117,0.11496464763972908,0.31282155429190356,0.17354296201962693,0.1460942475058374,0.20244099763611312,0.1659613255259509,0.21170333643218678,0.22827430528013537,0.10976864262654214,0.2180074555074555,0.18406148867313915
-5,0.1669104638274289,0.1533294003751437,0.18153145386096503,0.17440703236157784,0.14415562351342168,0.21466979631186275,0.162061314592062,0.10198672911787665,0.17625425170068026,0.14050921625694057,0.1743486356489994,0.14106518313540103,0.20577273530684512,0.26799797036387246,0.2474686330618534,0.19459251362236438,0.17963212538684237,0.07960834652974391,0.14860867659947416,0.15762097942625325,0.10212833545108005,0.1434818072936026,0.07200091575091576,0.13685388685388686,0.15848132432290846,0.1255052175191064,0.1293361642085086,0.23464417362521628,0.14110449735449734,0.13282288577564166,0.10540790679246217,0.27090359278744547,0.12890783984533985,0.1148619414726243,0.20669908588435376,0.1626810434237425,0.21812052254530132,0.25700023629489605,0.100054210465851,0.15329599853409379,0.1329985119047619
-4,0.17516893675430262,0.15109285239519538,0.1965030796741506,0.18065933433618572,0.13979008850460378,0.21692104793819755,0.16364288924970874,0.1122484410430839,0.1707290580465763,0.11179444997066851,0.17832225913621264,0.14562581431513472,0.21011151097210184,0.29247873405053787,0.2587655563007676,0.19932998324958123,0.16572245189608534,0.08322765774114357,0.1497015610651974,0.1409011477818817,0.11265315144625489,0.14431567328918324,0.10997135696383817,0.20133574263038548,0.15736042247701684,0.13906865377730038,0.12753069629715366,0.23410141548028143,0.13762053643006025,0.14062922754329005,0.10531454608109661,0.24912864385297845,0.12761172733814735,0.10649480260258704,0.21254135561588053,0.16977373401792006,0.2175234110380554,0.26140932563501595,0.10996537708866476,0.14768111035883547,0.3105047262350633
-3,0.1642048615941021,0.15923546472413327,0.20330410031540888,0.18396313907999462,0.13570512298419937,0.16445492473699216,0.16508608423449062,0.09540122613736379,0.1373367895545315,0.09839038134292968,0.17538585104304602,0.15586710650329877,0.21075715146339363,0.2873204309656823,0.23708445642407905,0.18760032102728733,0.17242703533026116,0.08305740909244094,0.14329022641205383,0.15445770222658095,0.11529066171923313,0.14039800995024876,0.09392551892551892,0.16411064425770308,0.15626797009775734,0.12348493969859331,0.1328291373727355,0.251609010458568,0.14103459998489082,0.1313937836514929,0.11859257835031724,0.2689986135016255,0.12038585167327683,0.10907825118351434,0.20133717843871504,0.16452974992125122,0.23381555153707054,0.2356034197874359,0.10142074413863404,0.15529361721181184,0.1507034632034632
-2,0.16497361086402182,0.16319306530149905,0.16900930086738425,0.17739873412023155,0.14393583390293915,0.21532451518307247,0.17030102952145407,0.09576378105590062,0.19189620292561468,0.11008456105501296,0.1742918685419509,0.16639022209674384,0.20786769496614826,0.29484184040258804,0.21463526685842121,0.12365459882583169,0.1812457974203802,0.07949181875393328,0.15204959649404096,0.13772108843537414,0.1485447837671654,0.13670826232110755,0.1032398092257247,0.1687192118226601,0.14164304903610545,0.1469704973197167,0.12572492962089787,0.2497874149659864,0.13568191627104015,0.14465367965367965,0.10893520360790557,0.2693419675562533,0.10938049268543307,0.11962492828456685,0.19275255321766951,0.16726087253117336,0.21239019879796578,0.23701717097335653,0.10271333019804568,0.1511904761904762,0.11218944099378882
