cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,0.07654017857142857,0.06839787196930054,0.0706997084548105,0.08404227472024083,0.05431190372264139,0.08850550221843431,0.07256136546854586,0.02332427536231884,0.08168859649122807,0.046707771056305254,0.07414238721804511,0.04921441774491682,0.1372781584958707,0.15235145385587864,0.1199256275178184,0.05710466004583652,0.014007208387942331,0.058364792370355655,0.08993637941006362,0.06018518518518518,0.05050014088475627,0.015873015873015872,0.08531746031746032,0.08639455782312926,0.06572115751698862,0.025812757946564333,0.1091156462585034,0.04767889788456516,0.06111929307805596,0.03037012738505276,0.14643587496348234,0.06000712250712251,0.03305220505088579,0.10890449570160192,0.0509191771946874,0.07446808510638298,0.0841123256690539,0.023565277174699667,0.04549702137600748,0.08383458646616541
-11,0.08574631646380525,0.07584258075161916,0.08890629589738569,0.07739795918367347,0.04965080750763859,0.09697979873648463,0.07651549228693144,0.031648675171736994,0.12549709391251146,0.03823787579547948,0.07835820895522388,0.05261820030503305,0.10662650602409639,0.1600269689987432,0.11433260393873085,0.0709020709020709,0.025709755360918154,0.04589806744979159,0.12476400251730649,0.07604679802955665,0.04908998988877654,0.07228915662650602,0.12139156180606957,0.09138957307060755,0.07776644569097399,0.038138941772333776,0.12371636552710256,0.04025913928736696,0.079533174843311,0.037680563409242786,0.20760157273918742,0.05212287712287713,0.03479404031551271,0.1108370314417902,0.05110284688381637,0.1075,0.11125413048489972,0.030535671058546876,0.0646172393007836,0.05680272108843538
-10,0.07641921397379912,0.07606692332896461,0.08131792813081366,0.08361665958351042,0.05264737473936944,0.09567162626157528,0.07862739611025606,0.03517672355866147,0.08718244803695151,0.05471821756225426,0.07974875032886082,0.042977640915785244,0.12374177313201704,0.1689260609904339,0.11826830054821026,0.07160321341250436,0.01753691983122363,0.06802282768777614,0.10928571428571428,0.09011904761904761,0.04762616769195716,0.06418219461697723,0.06362690707350901,0.052649228705566736,0.08161118208461712,0.03875012340803633,0.14292484766418415,0.043528374805071525,0.07309986629641058,0.03247983543550046,0.18267651888341543,0.05917492086184009,0.05034843205574913,0.11815052670486047,0.047631307929969106,0.0663265306122449,0.11415570089039477,0.03257079459002536,0.06510899814471242,0.047619047619047616
-9,0.0810547719996539,0.07855251544571933,0.0999237586962737,0.09102205398288347,0.05780790382401842,0.1015398620406698,0.07565441381230854,0.0273421926910299,0.06901544401544402,0.04853181076672104,0.08101614984206078,0.04687701638921151,0.09484860800650274,0.1738768491729898,0.13778801843317973,0.06722239216885897,0.020205043777594852,0.06757162893207774,0.12232603884927465,0.0666023166023166,0.05953565741583257,0.05660377358490566,0.11970172684458398,0.06345408976987925,0.06151318274533504,0.041954521784412425,0.11976630963972736,0.0447923997185081,0.06205322775761575,0.03822772971709142,0.1601316150260488,0.06470222137112218,0.03380464813911913,0.11656070598282488,0.05445518818881264,0.11142857142857143,0.1112228003784295,0.024126619649007707,0.07361393845048497,0.055222088835534214
-8,0.1029353431178104,0.08157142857142857,0.11014030612244899,0.1045226870948733,0.06474557331958054,0.1180822906641001,0.0904956498813604,0.021773003116286698,0.0818010372465818,0.045442430703624734,0.09359557502246181,0.056669928245270715,0.13278036742528107,0.18427695004382122,0.1507554945054945,0.10054788961038962,0.018574559115099653,0.07476694381456286,0.12132776497695853,0.0882936507936508,0.06324664848461568,0.045454545454545456,0.07289227166276346,0.08569979716024341,0.08302736982643524,0.04875228937728938,0.13178435287711018,0.05184554491899852,0.057982740021574976,0.03907081457224724,0.22260378510378512,0.06221858370855505,0.045459334176148336,0.11903649829852539,0.07159703504043126,0.1592505854800937,0.1581059390048154,0.02945192579338921,0.06217597926267281,0.048273155416012556
-7,0.09949539845220665,0.10081017331555737,0.16120641169853767,0.11166267480491386,0.07694932947884044,0.1274050024050024,0.09471226653205451,0.02661064425770308,0.06965174129353234,0.04818476977567887,0.11658501896333755,0.061169392162912686,0.13011516785101693,0.1789797862927925,0.15801134349521448,0.08089613798275216,0.024950738916256158,0.06790518898142217,0.12839366515837103,0.09376672017121455,0.07473264729620661,0.0,0.16147186147186146,0.13255494505494506,0.09383554699381527,0.061819701007181246,0.19956784083496415,0.04860213316095669,0.08776844070961717,0.05026794890618118,0.21403538050734314,0.08411860786530971,0.04300017879492222,0.1597480380008261,0.1208807012737981,0.12432188065099457,0.14605135069359942,0.04197971943466611,0.08077140036666196,0.08004926108374384
-6,0.07776788364499852,0.059700176366843036,0.09469619995935785,0.07331419565462119,0.05470544327055581,0.09982355804331954,0.06220852554891729,0.028708561888862394,0.03556998556998557,0.03394332939787485,0.08100944680499979,0.0448062752555265,0.0976890756302521,0.1587197956723871,0.12451737451737452,0.08163265306122448,0.01746506986027944,0.05966117216117216,0.07082602979842244,0.06896920444824636,0.05169652622259257,0.012345679012345678,0.07227891156462585,0.07369183414810791,0.05923964303852572,0.044349979916990225,0.13262897605934584,0.043038220267735884,0.05915802075019952,0.0286450120887207,0.14787644787644788,0.05909265114496503,0.04841505695889054,0.11074566148786082,0.0620701273352542,0.07547169811320754,0.09477210381937118,0.023635806253832003,0.055303740752318434,0.06428571428571428
-5,0.06975009324878777,0.07241690335457127,0.08960724178868223,0.07522187231606069,0.05313351498637602,0.10130219971200158,0.07588576472071618,0.022567733990147783,0.04929034248688677,0.03518837253777013,0.07561555679910464,0.061743341404358346,0.11319761319761319,0.15967620590873577,0.12154039698071009,0.056573275862068964,0.020119956379498365,0.06623779946761313,0.11691439581612992,0.0686737504919323,0.05392422926617455,0.057971014492753624,0.05641025641025641,0.08450298019611613,0.04726141984288624,0.043321520224856414,0.12387017255546426,0.04132136279926335,0.054003674086881344,0.03850583345851485,0.1476897689768977,0.05609597924773022,0.03895925110132158,0.12154909719379633,0.0672730786886038,0.1,0.162142152023692,0.022296206618240517,0.05709643727515377,0.05010277492291881
-4,0.07975913137532241,0.0725693920651682,0.08878899264851978,0.0807450141591854,0.055427008834665545,0.09263678200102267,0.07449428781050205,0.024436090225563912,0.047146010722169666,0.04556259904912837,0.07595251929941065,0.052734375,0.11555432984004413,0.18303833161171446,0.13945908460471568,0.06000971817298348,0.023451713849064842,0.06200670876085241,0.06487462006079027,0.06144503911074517,0.05194241631078661,0.02394957983193277,0.13489672977624784,0.06126760563380282,0.06751327795179082,0.04521694111359765,0.10870815231280348,0.040527880080118886,0.05970309810671257,0.034928492849284926,0.1181126901022189,0.05479133748489636,0.034742203903880546,0.12271594684385381,0.06908135394820271,0.13636363636363635,0.10316422594142259,0.025968391695072823,0.05445378151260504,0.2907834101382488
-3,0.07757527733755942,0.07672395273899034,0.09412172306270933,0.07873955023598729,0.04516671765065769,0.06037663400056762,0.07415153131403868,0.02633413613892762,0.0338474025974026,0.021839671120246658,0.07211709310589907,0.06400322841000808,0.12449460916442048,0.1752803005650386,0.10728182323513064,0.07188295165394402,0.027557808045612923,0.05787545787545788,0.10526606314859793,0.056255161023947155,0.05301750401595303,0.049003322259136214,0.09237097980553478,0.07644200951002687,0.038939453897902654,0.045043974328500117,0.13204537398085786,0.04246721020914569,0.04979607583774251,0.04206199460916442,0.1622077922077922,0.05288082083662194,0.03429406850459482,0.11505066902794174,0.06574326481495125,0.15022675736961452,0.10071389129920327,0.02304523550443028,0.0508209538702111,0.047619047619047616
