cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-13,0.022714036109493303,0.012471655328798186,0.07339449541284404,0.07029177718832891,0.045951859956236324,0.029218647406434668,0.033735795454545456,0.04436860068259386,0.08237232289950576,0.09168081494057725,0.015789473684210527,0.03118712273641851,0.009615384615384616,,,0.030303030303030304,0.05303030303030303,0.07098381070983811,,0.044505306401917154,,0.008264462809917356,0.10588235294117647,0.06633416458852869,0.10526315789473684,0.04647160068846816,0.06228956228956229,0.03577235772357724,0.03018867924528302,0.02834008097165992,0.046228710462287104,0.05287713841368585,0.07269547839120659,0.08475609756097562,0.05319148936170213,0.0898876404494382,,
-12,0.02888527257933279,0.013150204558737581,0.11038961038961038,0.08011178388448999,0.0391566265060241,0.034873188405797104,0.03346028291621327,0.0784313725490196,0.09010339734121123,0.11180327868852459,0.020833333333333332,0.028720626631853787,0.029180695847362513,0.03773584905660377,,0.0410958904109589,0.043010752688172046,0.05932932072226999,0.04054054054054054,0.04878658994245684,0.11538461538461539,0.01276595744680851,0.11940298507462686,0.05437306501547988,0.05761316872427984,0.05,0.07765830346475508,0.044145873320537425,0.06333333333333334,0.05415860735009671,0.05672609400324149,0.0712682379349046,0.07898184540520307,0.08583186360964139,0.08348134991119005,0.12576687116564417,,
-11,0.026921576277799453,0.01436703713743562,0.12828947368421054,0.07760141093474426,0.035686578743211794,0.03793730122671513,0.03836382113821138,0.08294930875576037,0.09874826147426982,0.08253500368459837,0.020795660036166366,0.03076923076923077,0.02320316921335597,,,0.0625,0.04246284501061571,0.0548604427333975,,0.04862475442043222,,0.013307984790874524,0.11854684512428298,0.07347300088521688,0.055441478439425054,0.05473204104903079,0.046228710462287104,0.047835051546391755,0.03724928366762178,0.044256120527306965,0.05421686746987952,0.06320141760189013,0.07157351042243129,0.0903954802259887,0.04411764705882353,0.0624048706240487,,0.15384615384615385
-10,0.026410564225690276,0.01752021563342318,0.11976047904191617,0.08225108225108226,0.0418342719227675,0.03894329309952175,0.03925845147219193,0.05263157894736842,0.09053497942386832,0.06782159970512348,0.01812977099236641,0.03310344827586207,0.018091079226450407,,,,0.044573643410852716,0.05727554179566564,0.02702702702702703,0.04639175257731959,0.08379888268156424,0.010330578512396695,0.09936575052854123,0.08189537113119694,0.05921052631578947,0.056768558951965066,0.07759562841530054,0.04585612116112747,0.04129793510324484,0.047058823529411764,0.06920415224913495,0.06546546546546547,0.08205521472392638,0.0802615933412604,0.051094890510948905,0.07982583454281568,,0.06666666666666667
-9,0.03290676416819013,0.0193029490616622,0.09119496855345911,0.07890295358649789,0.046251993620414676,0.04074961865330137,0.04326551635333505,0.046228710462287104,0.09103840682788052,0.07293594964827842,0.0242152466367713,0.04532163742690058,0.03154761904761905,0.02,,0.056,0.03991596638655462,0.06318252730109204,,0.04756326148078725,0.050314465408805034,0.002036659877800407,0.09856262833675565,0.07354981959478213,0.09018036072144289,0.060714285714285714,0.06907545164718384,0.048409405255878286,0.02564102564102564,0.05053191489361702,0.042042042042042045,0.0756634669678148,0.07871939736346516,0.10201342281879194,0.04906542056074766,0.08172362555720654,,0.08333333333333333
-8,0.024273948851322065,0.017153748411689963,0.05573770491803279,0.07557289127254997,0.03504043126684636,0.045384615384615384,0.037187681580476466,0.05214723926380368,0.056164383561643834,0.06822852445540485,0.02334267040149393,0.026058631921824105,0.023335621139327384,,,,0.04308390022675737,0.0535405872193437,0.057692307692307696,0.04272801972062449,,0.006289308176100629,0.10022779043280182,0.07116104868913857,0.08196721311475409,0.05121951219512195,0.08394160583941605,0.04666304937601736,0.06804733727810651,0.05476190476190476,0.05956678700361011,0.07592472420506165,0.07723664449688908,0.08422791081750619,0.0440771349862259,0.08739495798319327,,0.11904761904761904
-7,0.02296157450796626,0.016034031413612565,0.0375,0.06610470275066549,0.03812636165577342,0.03264975715056665,0.03728813559322034,0.0332409972299169,0.08709677419354839,0.051443123938879454,0.027237354085603113,0.022674167027260925,0.00764525993883792,0.044444444444444446,,0.06103286384976526,0.03896103896103896,0.040380827314510835,,0.03866906474820144,0.05357142857142857,0.0041390728476821195,0.07961165048543689,0.05105319528739736,0.09090909090909091,0.029146793852676205,0.06294706723891273,0.04642857142857143,0.04153354632587859,0.049746192893401014,0.045871559633027525,0.042583732057416265,0.06710138830458562,0.044375889890840056,,0.07429718875502007,0.019017882486517174,
-6,0.031704587840358074,0.019637847487885742,0.044642857142857144,0.07528089887640449,0.040892193308550186,0.03287279656979514,0.03630530226274907,0.0671462829736211,0.057863501483679525,0.07678883071553229,0.02379720641489912,0.04611149346180317,0.018914883026381283,0.010752688172043012,,0.05485232067510549,0.042328042328042326,0.07343029443064916,0.058823529411764705,0.04190216332099006,0.09655172413793103,0.003952569169960474,0.0967238689547582,0.06407255705090696,0.0656,0.04574520413182489,0.0806282722513089,0.04379038047379756,0.033942558746736295,0.04016393442622951,0.04054054054054054,0.056595559425337394,0.07178890182382615,0.0651085141903172,0.04072398190045249,0.07253086419753087,0.05771144278606965,
-5,0.028314917127071824,0.022704339051463168,0.06567164179104477,0.04676939713436064,0.03865791393143691,0.04617834394904458,0.04519368723098996,0.03731343283582089,0.05286343612334802,0.08885017421602788,0.024025974025974027,0.05132106792087426,0.03147482014388489,0.0297029702970297,,0.09183673469387756,0.054988662131519275,0.07315340909090909,0.09375,0.04920767306088407,0.07692307692307693,0.0036133694670280035,0.09822866344605476,0.06904699396166973,0.08490566037735849,0.046404895461499236,0.08930540242557883,0.05038629492777964,0.0675990675990676,0.057707509881422925,0.047021943573667714,0.06893339543549139,0.08318924111431317,0.06327372764786796,0.03761061946902655,0.08072487644151564,0.03642172523961661,0.058823529411764705
-4,0.03140096618357488,0.014921598381385938,0.0726643598615917,0.05199240986717268,0.037910699241786014,0.045574387947269306,0.03989155693261038,0.06956521739130435,0.06442577030812324,0.08376858175974287,0.019768234492160874,0.0482897384305835,0.024108488196885988,0.07446808510638298,0.005050505050505051,0.09032258064516129,0.04430064708810354,0.0869891263592051,0.046153846153846156,0.042958748221906116,0.07058823529411765,0.005420054200542005,0.06569343065693431,0.06891661939875213,0.05628517823639775,0.04373464373464373,0.07757575757575758,0.04242424242424243,0.041343669250646,0.06345381526104418,0.03551136363636364,0.068343616516374,0.07187017001545595,0.07602813852813853,0.0403899721448468,0.10015174506828528,0.03896848137535817,
