cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-13,1.0,1.0,1.0,1.0,1.0,0.9996718083360683,0.9978738483345145,1.0,0.9983552631578947,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9320139697322468,1.0,1.0,1.0,,
-12,1.0,1.0,1.0,1.0,1.0,0.9995473064735174,0.9986416734582994,1.0,1.0,1.0,1.0,1.0,0.9994391475042064,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.963570784490532,1.0,1.0,1.0,,
-11,1.0,1.0,1.0,1.0,1.0,0.9997728821258233,0.9994921279837481,1.0,0.9986111111111111,1.0,1.0,1.0,1.0,,,1.0,1.0,0.9990384615384615,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9518876207199297,1.0,1.0,1.0,,1.0
-10,1.0,0.9997305308542171,1.0,1.0,1.0,1.0,1.0,1.0,0.9959016393442623,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990205680705191,1.0,1.0,0.9530422071989768,1.0,1.0,1.0,,1.0
-9,1.0,1.0,1.0,1.0,1.0,1.0,0.9982005141388175,1.0,0.9971631205673759,1.0,0.9991039426523297,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9458496615603847,1.0,1.0,1.0,,1.0
-8,1.0,1.0,1.0,1.0,1.0,1.0,0.9988392338943702,1.0,0.9959072305593452,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9351926163723917,1.0,1.0,1.0,,1.0
-7,1.0,1.0,1.0,1.0,1.0,0.9997302400863232,0.9993224932249323,1.0,0.998389694041868,1.0,1.0,0.9999134648667359,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.9979381443298969,1.0,1.0,1.0,0.9968152866242038,1.0,1.0,1.0,0.9213178294573643,1.0,,1.0,1.0,
-6,1.0,1.0,1.0,1.0,1.0,0.9998412194347411,0.9998311666385278,1.0,0.9985185185185185,1.0,1.0,0.9998623726947427,1.0,1.0,,1.0,1.0,0.999291031549096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991809991809992,1.0,1.0,0.9203571428571429,1.0,1.0,1.0,1.0,
-5,1.0,1.0,1.0,1.0,1.0,1.0,0.9996414485478666,1.0,0.9983507421660253,1.0,0.9987029831387808,1.0,1.0,1.0,,1.0,1.0,0.9996450124245652,1.0,1.0,1.0,1.0,1.0,1.0,0.9981167608286252,1.0,1.0,1.0,1.0,0.9992101105845181,1.0,1.0,0.9264862940548237,1.0,1.0,1.0,1.0,1.0
-4,1.0,1.0,1.0,1.0,1.0,0.9998117115420825,0.9996128532713898,1.0,0.9979035639412998,1.0,0.998638529611981,0.9998563011927001,1.0,1.0,1.0,1.0,1.0,0.9992506556762832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9146492313129528,1.0,1.0,1.0,1.0,
