cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,368,646,57,349,194,809,533,20,118,769,182,84,351,0,24,107,175,6,750,56,0,1589,122,215,139,721,8,123,143,354,607,119,93,99,0
-11,325,738,48,357,166,797,550,21,150,785,177,82,371,0,20,101,150,1,795,46,0,889,134,252,139,661,10,118,125,359,619,134,98,97,0
-10,305,709,55,376,202,816,501,15,121,826,160,74,324,0,28,120,176,3,828,43,0,977,116,236,161,631,20,142,96,395,586,108,86,100,0
-9,360,700,62,340,180,786,540,17,129,832,177,83,306,0,25,111,171,5,836,51,0,971,110,206,154,606,15,156,135,366,573,111,80,119,0
-8,284,539,56,242,178,639,377,6,106,605,163,52,280,0,30,73,139,3,675,55,0,781,91,191,111,497,9,92,85,256,492,110,52,83,0
-7,348,607,54,397,161,591,735,8,87,1665,184,1680,557,35,59,646,602,3,1428,65,3,751,137,877,163,536,20,152,111,433,799,881,64,68,924
-6,356,690,68,401,245,1338,932,11,413,1378,469,910,480,16,61,412,436,6,1258,81,11,917,149,851,170,826,24,165,153,488,676,472,80,117,424
-5,389,745,68,299,202,955,839,16,238,1295,277,875,413,15,41,418,442,3,1261,59,6,1014,134,872,170,845,16,151,140,451,648,423,92,115,263
-4,402,934,65,245,198,992,725,56,193,1234,272,878,393,15,33,394,351,8,956,52,4,911,127,1582,161,994,17,155,141,442,653,432,171,110,394
-3,379,792,54,233,225,1617,790,22,218,1260,290,841,401,13,26,372,462,5,925,62,8,893,139,1059,182,958,27,147,149,427,593,417,193,96,433
-2,357,744,54,235,189,894,751,21,204,1164,247,832,382,10,27,383,401,5,846,55,5,831,122,1047,142,897,19,143,105,353,572,344,165,87,383
-1,393,796,54,205,200,857,697,22,191,1141,251,804,371,17,32,395,391,1,910,60,5,818,122,989,124,884,17,148,121,405,552,317,168,105,395
0,349,707,51,194,211,907,664,22,187,1145,268,778,380,10,27,372,463,0,904,74,8,890,153,1033,145,917,19,147,125,426,639,376,157,110,359
1,357,912,70,198,239,902,793,28,223,1150,281,850,406,9,64,454,449,3,998,72,17,924,166,968,141,922,23,153,137,432,622,375,183,101,367
2,887,846,66,168,196,915,808,28,194,1265,252,827,389,9,72,402,520,2,1015,104,106,856,159,836,200,726,20,144,131,485,741,472,145,96,425
3,406,849,59,180,223,960,1508,30,222,1246,273,850,394,17,68,398,456,3,1278,66,136,833,185,1070,187,917,17,158,157,532,674,397,181,105,394
4,419,737,58,164,211,1066,993,27,226,1328,258,948,439,8,55,458,480,6,1364,54,109,909,193,1127,205,1014,11,142,122,522,680,375,194,96,342
5,426,730,56,183,196,1020,952,35,253,1328,248,944,404,17,45,426,518,4,1374,77,133,968,184,1182,180,997,18,138,136,509,624,402,175,110,459
6,391,878,50,179,196,1018,900,28,242,1387,299,854,407,18,85,435,459,1,1205,101,114,957,180,1152,202,930,28,127,136,536,667,404,209,121,435
7,425,801,56,153,191,954,839,23,216,1346,259,857,420,7,63,412,427,4,1285,64,151,848,175,1049,188,1088,24,122,137,460,604,429,169,119,424
8,431,812,57,151,185,967,890,22,201,1380,265,801,437,9,69,460,424,2,1183,78,115,876,175,1196,194,1018,26,133,142,524,629,400,175,121,424
9,400,710,61,169,174,892,859,15,231,1297,243,800,605,12,77,414,457,1,1188,54,129,774,171,1185,188,980,21,111,113,503,795,357,176,98,478
10,361,641,68,146,160,860,844,26,202,1249,233,746,379,11,46,362,419,1,1237,63,117,755,176,933,135,909,31,100,119,523,595,354,142,96,480
11,334,670,67,128,153,769,865,16,207,1118,238,739,351,3,66,340,396,6,1159,45,133,728,144,986,126,871,28,110,128,456,523,405,167,98,435
12,341,649,54,126,175,806,777,21,213,1144,240,734,327,6,66,361,368,2,1168,58,109,747,147,1016,127,933,24,130,117,448,453,363,163,100,509
13,314,627,54,161,150,833,809,15,192,1121,218,696,376,9,72,438,364,4,1190,58,111,692,156,943,109,958,26,128,138,422,462,352,164,93,457
14,354,623,73,128,175,820,781,26,212,1180,222,776,406,6,52,306,414,3,1193,80,133,726,152,896,108,883,20,122,99,463,536,374,145,80,496
15,373,646,53,152,162,849,849,32,210,1229,287,812,415,11,64,417,418,0,1172,73,107,735,141,1060,111,932,31,134,119,407,581,395,179,96,496
16,349,695,62,140,165,853,792,25,191,1180,323,763,378,6,77,414,534,3,1285,71,120,752,126,1039,112,943,30,122,115,478,559,403,165,70,521
17,363,759,66,145,194,852,895,32,218,1025,294,627,388,13,77,342,338,0,1287,64,119,807,161,978,281,952,33,140,114,456,527,360,161,75,484
