cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,76,48,8,42,40,264,253,35,37,83,36,32,133,8,146,16,8,11,115,3,46,45,77,25,64,56,43,7,88,56,67,121,0,102,99,32,3
-11,79,55,5,51,43,282,251,54,36,79,41,50,125,7,147,36,12,7,133,13,48,49,52,31,63,48,35,7,93,65,71,155,3,80,120,25,7
-10,60,23,5,58,55,267,249,31,40,100,28,52,126,7,141,34,8,3,131,8,40,29,65,15,55,55,32,8,86,61,55,147,1,107,98,24,6
-9,73,33,5,65,49,244,250,46,30,89,36,45,121,8,136,15,7,3,138,5,47,56,55,35,57,81,39,9,95,42,63,117,1,118,85,20,2
-8,47,27,3,45,29,167,194,29,10,67,35,29,102,5,111,29,13,4,81,1,23,33,36,21,50,44,12,10,86,42,46,91,0,77,84,5,3
-7,37,29,8,59,30,190,204,21,39,51,25,24,77,8,127,15,9,5,99,3,20,23,67,22,35,36,24,6,81,59,37,98,0,51,73,10,4
-6,75,54,4,90,45,299,288,24,43,85,35,36,99,18,156,43,17,7,141,5,52,54,52,35,59,53,31,7,130,109,71,177,3,84,96,11,3
-5,64,47,5,63,76,278,305,23,42,100,34,31,114,9,159,19,9,4,140,2,42,35,82,52,45,44,43,7,130,61,55,119,1,90,104,13,8
-4,68,35,4,56,52,307,257,22,37,97,41,31,156,11,141,25,8,7,111,6,45,42,88,25,64,59,35,7,132,93,64,134,2,88,100,18,7
-3,53,40,3,62,54,557,237,21,36,60,21,29,84,6,155,35,16,6,111,6,45,51,70,27,55,32,24,4,101,87,63,112,0,94,142,14,8
-2,64,47,3,37,45,269,259,28,30,72,35,27,108,21,139,21,13,8,84,6,42,58,76,26,58,28,27,6,141,71,40,93,1,96,125,18,5
-1,56,45,2,63,30,215,218,14,23,85,29,29,111,11,142,31,16,0,94,2,36,15,83,25,51,34,35,9,113,45,50,119,0,77,111,16,9
0,60,37,4,54,35,357,320,18,45,91,23,29,126,8,134,27,16,21,91,4,44,4,84,28,36,24,38,10,125,89,65,142,0,128,119,22,0
1,68,57,9,45,47,330,318,31,45,125,26,33,98,11,158,30,15,32,83,5,45,28,90,37,46,35,34,10,138,84,63,150,1,111,150,13,9
2,74,39,4,60,53,381,262,48,45,118,34,46,124,11,157,34,15,20,81,3,31,36,98,32,49,27,36,12,137,85,74,136,1,117,149,21,5
3,61,49,7,52,38,366,228,48,35,104,20,42,108,13,123,23,21,33,113,6,44,41,95,42,44,42,37,11,182,101,72,149,0,101,141,16,7
4,97,32,2,54,34,363,276,46,45,123,25,46,49,12,132,29,26,30,132,2,50,45,118,42,63,32,39,8,172,98,63,148,0,92,116,18,6
5,78,42,4,69,61,399,296,49,48,120,23,17,57,4,136,27,19,26,128,6,38,44,112,32,59,38,31,11,152,91,72,189,2,75,155,13,7
6,63,49,6,53,69,342,313,55,39,137,30,23,134,10,144,9,22,21,126,7,44,42,108,30,64,36,46,5,143,65,68,175,2,77,142,17,9
7,68,42,6,62,50,349,274,46,51,139,25,25,126,8,138,21,24,26,142,9,38,61,109,30,50,54,31,12,100,99,61,182,0,82,189,23,6
8,63,42,4,68,69,395,259,51,34,145,25,28,134,12,143,23,17,29,137,5,47,37,119,24,51,34,27,5,112,61,67,146,4,69,136,16,4
9,65,34,6,67,52,366,306,46,49,115,17,26,149,14,166,22,14,44,134,3,46,42,119,16,77,34,27,7,94,64,64,175,6,83,135,13,6
10,40,37,2,44,60,297,229,46,51,104,34,33,154,11,153,19,19,30,127,4,43,35,122,30,61,40,31,14,90,76,63,175,2,84,173,15,2
11,52,36,7,47,43,254,263,48,25,76,18,43,137,12,153,16,7,16,122,6,39,40,128,24,43,37,34,6,95,85,58,136,1,55,146,15,1
12,65,37,9,36,46,264,262,40,20,82,20,29,132,6,148,24,12,15,95,3,33,35,100,29,59,161,23,7,96,57,58,167,1,83,144,7,8
13,45,26,5,53,44,288,267,45,33,120,28,36,95,7,135,20,14,12,154,6,36,56,140,19,51,33,29,6,120,70,58,179,3,62,144,14,4
14,68,23,1,66,63,308,305,36,33,118,20,44,147,10,113,15,27,22,122,2,47,53,143,31,62,30,33,12,145,89,67,193,4,89,157,11,6
15,68,36,4,48,59,272,278,30,57,127,20,50,131,10,152,24,13,17,118,1,43,46,102,28,52,30,21,11,136,93,74,224,1,100,197,19,13
16,62,39,2,36,48,298,264,49,46,119,30,40,158,8,153,25,15,27,134,1,42,60,140,10,73,21,34,4,117,81,82,220,2,77,187,11,17
17,82,46,3,34,60,325,318,62,36,109,29,35,156,8,156,17,13,28,119,7,42,51,134,15,75,36,22,11,138,79,79,200,4,114,174,24,12
18,59,50,6,38,64,326,267,38,32,125,28,40,116,9,162,19,16,25,106,7,39,50,124,13,62,32,29,11,226,61,73,213,2,96,173,13,12
19,98,47,4,25,60,328,303,39,39,128,17,52,111,9,156,14,11,44,111,2,49,52,138,4,66,33,18,4,163,76,85,215,2,93,163,16,9
20,50,42,8,42,59,305,301,41,39,137,8,37,105,7,177,15,13,26,138,3,43,62,148,11,49,38,30,7,175,98,93,196,2,107,182,20,9
21,59,47,9,41,28,402,298,34,46,126,16,34,112,2,180,30,15,22,126,3,39,61,133,9,84,38,37,7,190,72,75,242,3,80,152,20,15
22,77,45,6,27,29,334,269,60,34,107,13,39,113,6,164,15,22,31,122,2,41,49,169,7,69,37,36,15,154,85,81,228,3,137,155,15,9
23,64,37,12,31,28,313,228,52,45,111,19,31,100,6,141,26,8,20,126,6,29,46,158,7,68,34,27,9,170,75,74,207,1,86,157,19,9
24,47,57,14,26,29,315,260,51,32,76,14,39,119,6,153,16,22,11,104,2,36,46,144,10,51,36,27,7,163,53,74,191,1,96,141,13,16
25,50,42,9,17,28,300,221,47,29,79,14,35,109,11,141,23,18,5,115,0,24,46,161,10,52,24,26,9,152,70,64,177,1,87,141,12,6
26,57,36,9,34,50,322,281,54,44,105,11,29,102,5,137,14,25,18,107,5,29,38,177,8,64,22,38,7,168,76,75,179,5,85,157,21,6
27,72,29,19,31,47,279,271,49,39,106,12,42,112,4,148,29,17,27,71,3,39,47,164,10,71,28,34,2,150,59,66,165,0,103,177,11,8
28,53,59,10,32,46,295,304,49,35,100,19,39,122,4,145,12,14,26,106,7,35,50,165,16,74,49,44,7,167,73,67,237,2,109,173,6,7
