cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,61,50,8,40,30,200,197,6,36,55,24,31,49,0,4,14,11,2,94,11,0,64,20,43,48,44,1,59,44,51,103,38,11,28,0
-11,66,58,5,41,33,190,248,3,31,37,33,50,53,0,1,29,15,0,93,13,0,42,24,35,41,30,1,73,44,57,124,29,8,21,0
-10,47,25,5,45,44,175,208,3,37,51,24,51,37,0,0,29,10,0,107,10,0,53,8,32,45,29,0,63,46,36,100,49,7,21,0
-9,54,41,5,45,42,153,210,3,29,46,25,43,41,0,1,14,9,0,107,11,0,46,27,35,64,33,3,63,37,49,91,35,11,17,0
-8,38,30,3,35,24,111,157,8,10,44,27,29,48,0,0,27,12,0,63,10,0,26,16,34,39,11,4,49,36,36,87,32,6,3,0
-7,31,29,8,47,23,131,182,4,34,115,21,163,38,1,4,59,29,0,91,5,0,63,17,296,29,19,3,55,52,33,77,80,5,7,38
-6,72,53,4,64,31,238,316,10,74,121,35,200,35,2,1,104,46,1,141,14,0,43,33,138,43,37,5,94,86,61,120,94,5,11,30
-5,64,51,4,41,59,221,373,4,99,134,39,201,53,1,4,83,31,0,144,11,1,59,41,133,34,47,3,91,46,46,90,98,9,12,22
-4,79,41,4,44,42,264,308,8,83,130,51,189,73,0,1,91,24,2,80,14,1,70,21,196,43,54,2,108,73,51,103,101,7,17,33
-3,56,48,2,39,41,496,321,8,83,80,32,182,40,1,2,110,43,0,108,17,2,60,20,216,24,33,1,76,65,46,105,85,8,13,33
-2,62,51,3,33,28,241,330,10,91,102,44,160,39,1,5,98,41,2,92,12,3,69,16,199,22,41,6,95,57,40,83,68,6,19,19
-1,57,46,2,45,19,175,293,10,103,98,35,143,51,3,3,105,36,0,99,8,1,71,18,177,28,48,2,60,33,42,104,65,6,12,20
0,63,45,4,37,28,275,354,8,124,107,29,191,44,2,5,80,35,1,92,18,3,72,21,171,17,49,5,70,72,54,112,68,13,19,24
1,49,63,9,30,41,243,385,20,120,147,35,208,41,0,3,100,48,3,89,14,2,71,33,174,23,52,2,89,63,59,125,80,11,10,17
2,68,44,4,46,43,302,411,12,129,155,45,230,41,0,7,121,57,2,102,18,18,83,30,173,24,45,3,93,67,69,105,93,11,17,23
3,53,57,7,46,30,279,443,8,132,136,34,242,41,2,8,94,55,2,122,13,24,81,35,223,32,44,3,120,80,73,142,75,13,12,25
4,69,42,1,33,25,296,461,12,151,144,37,233,45,1,4,103,46,0,116,16,26,97,35,213,30,45,4,87,69,58,122,74,7,17,13
5,73,50,4,47,44,319,556,10,163,131,27,187,56,0,1,89,49,1,146,10,16,95,22,212,34,55,3,108,67,62,171,118,18,10,34
6,66,55,6,25,53,263,522,10,135,167,45,169,45,0,5,94,44,0,132,22,13,95,26,216,36,59,5,82,49,55,154,110,7,15,26
7,58,45,6,35,38,274,485,10,162,167,34,213,44,2,5,88,52,0,123,11,25,97,28,198,51,41,10,59,69,61,155,95,17,16,30
8,65,39,4,35,45,330,492,3,147,173,31,184,52,1,7,121,43,0,115,12,14,103,19,189,32,45,8,62,41,59,128,92,12,15,30
9,65,36,6,50,32,278,479,11,158,134,27,161,78,0,11,96,50,1,127,11,21,102,18,215,36,36,2,73,51,47,169,96,11,11,35
10,33,53,2,27,40,221,443,11,152,131,41,192,47,1,2,98,54,0,121,11,20,104,24,212,35,54,11,55,64,57,130,93,17,15,23
11,56,46,7,36,28,193,489,7,125,99,24,193,41,2,2,82,39,0,93,8,20,108,22,155,32,44,3,64,63,52,113,81,19,14,25
12,55,45,8,17,35,211,437,10,131,96,27,147,56,1,4,82,40,1,96,8,16,95,24,169,25,36,2,58,40,53,133,87,19,7,29
13,42,46,5,27,30,230,464,6,153,111,35,181,28,2,7,90,52,0,117,13,19,119,15,143,25,45,5,68,53,50,143,93,17,11,22
14,65,33,1,35,45,229,562,5,145,130,26,214,61,1,11,87,56,0,121,8,24,114,25,182,27,54,8,98,69,59,147,104,18,11,36
15,57,54,3,27,46,204,569,8,167,133,30,272,60,0,7,97,43,1,125,12,20,89,21,204,29,49,7,90,72,58,200,117,21,18,39
