cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.18537590113285274,0.14588144726712857,0.22432210353327856,0.22153264975715056,0.19904268049461507,0.17412739104713074,0.14583333333333334,0.26042726347914547,0.22727272727272727,0.2153325817361894,0.1793570219966159,0.2379471228615863,0.1080568720379147,0.1263803680981595,0.17333333333333334,,0.22935779816513763,0.22589928057553957,0.12345679012345678,0.09165302782324058,0.2422062350119904,0.2520245398773006,0.31788079470198677,0.28846153846153844,0.20031298904538342,0.27607361963190186,0.23365416528377034,0.18323353293413175,0.2384155455904335,0.21374865735767992,0.290990990990991,0.1232876712328767,0.18545081967213115,0.36108512628624884,0.23321067157313707,0.16585650398600038,0.15916955017301038,0.1810344827586207,0.2715491259795057,0.3002283105022831,0.2014388489208633
-12,0.19177738781649536,0.14482758620689656,0.21854695806261076,0.2318395374051319,0.1894536558847513,0.17141693811074918,0.16300712519994184,0.26968503937007876,0.2476894639556377,0.22783603431839847,0.19569672131147542,0.2684903748733536,0.17865707434052758,0.14017902381354502,0.19600725952813067,,0.2266244057052298,0.2467280659234125,0.20268006700167504,0.1354679802955665,0.30434782608695654,0.2757950530035336,0.3303964757709251,0.3090909090909091,0.18009478672985782,0.292642827784628,0.24385091293194508,0.25929368029739774,0.2306338028169014,0.19127272727272726,0.2948512951710905,0.1717171717171717,0.20042194092827004,0.3677215189873418,0.24028497409326424,0.17338072669826224,0.18204488778054864,0.20846036585365854,0.2812831952411302,0.2809558291093411,0.19767441860465115
-11,0.19390647142182332,0.14848566068078264,0.20319383259911894,0.23442353371094463,0.18953550453817405,0.16991717873363613,0.1573049252905368,0.27486187845303867,0.23603603603603604,0.2293103448275862,0.20188836434323798,0.23617511520737328,0.2014218009478673,0.14632004215703495,0.17939609236234458,,0.21898928024502298,0.20626398210290828,0.20382165605095542,0.12165775401069519,0.2305194805194805,0.27804790203493607,0.2905982905982906,0.2814207650273224,0.18112798264642083,0.29707278481012656,0.2413429054054054,0.2252410166520596,0.2369584438549956,0.1871301775147929,0.3015191545574637,0.17625899280575538,0.19945167923235094,0.3539518900343643,0.22867337009406422,0.1748440904650988,0.18322295805739514,0.18747684327528713,0.2809553739786298,0.27601476014760146,0.18947368421052632
-10,0.20863836017569545,0.13414958743678468,0.2166025288620121,0.21839080459770116,0.1760922004824444,0.17805804176837536,0.163173869056222,0.28216062544420756,0.2418426103646833,0.20242214532871972,0.22280092592592593,0.25213154689403167,0.185473411154345,0.1463500439753738,0.16911764705882354,,0.24643874643874644,0.2402111746590409,0.20124804992199688,0.1264131551901336,0.2495921696574225,0.265625,0.30952380952380953,0.24808184143222506,0.19739952718676124,0.29218106995884774,0.2342868262307842,0.21695533272561532,0.2276386404293381,0.16804979253112035,0.30663458233069785,0.17391304347826086,0.1958477508650519,0.35138888888888886,0.23794516230696502,0.16988960509742906,0.1715686274509804,0.1859635210150674,0.31497418244406195,0.27375087966220973,0.22167487684729065
-9,0.19343814080656185,0.14916688706691353,0.19395203336809178,0.22823489245476272,0.1604638619201726,0.1716201998947922,0.1642099462735914,0.276027397260274,0.263254113345521,0.23649247121346323,0.21845082680591818,0.22144522144522144,0.1752988047808765,0.1405135520684736,0.1767857142857143,,0.2358490566037736,0.25346020761245674,0.18225039619651348,0.10772578890097932,0.30201342281879195,0.2651905252317199,0.35609756097560974,0.23631123919308358,0.21775147928994082,0.2981316003249391,0.22741806554756194,0.26358695652173914,0.24480578139114725,0.16346153846153846,0.3240101707228478,0.1663619744058501,0.18637532133676094,0.45307443365695793,0.2433028679483139,0.17077175697865354,0.21261682242990654,0.18529289572081428,0.29560612004707726,0.27375886524822696,0.1735159817351598
-8,0.18440271257172666,0.14683782091421416,0.18705035971223022,0.21460219610864958,0.1577455919395466,0.16689404274670305,0.15426643098184156,0.28471683475562454,0.25961538461538464,0.22675933970460468,0.22335348393254853,0.21573604060913706,0.19165378670788252,0.14852095316351685,0.18727272727272729,,0.2046875,0.22108345534407028,0.1710758377425044,0.12783751493428913,0.2522851919561243,0.2800476001586672,0.4,0.2841726618705036,0.20214030915576695,0.3048957828405235,0.22214750056041246,0.22408376963350785,0.22113502935420742,0.1634782608695652,0.3595890410958904,0.14602587800369685,0.20939490445859874,0.4346764346764347,0.2309408702119747,0.15927189988623436,0.13902439024390245,0.14306712395884372,0.29257246376811596,0.2857142857142857,0.2127659574468085
-7,0.18232044198895028,0.13621038435603505,0.17915057915057914,0.21215220949263502,0.14708691499522444,0.17813765182186234,0.14950560316413974,0.29913860610806575,0.183585313174946,0.21645997745208567,0.17546826222684703,0.1859903381642512,0.15081206496519722,0.12032667876588021,0.15641476274165203,,0.18132464712269272,0.23302752293577983,0.18603623508616882,0.12272727272727273,0.2376237623762376,0.236715775533852,0.3245469522240527,0.23465703971119134,0.07539900935608146,0.2766287487073423,0.23952254641909815,0.19603753910323254,0.1992220061128091,0.16713352007469653,0.3367768595041322,0.11330472103004292,0.16789396170839468,0.42428035043804757,0.22190656565656566,0.14828636709824827,0.14450867052023122,0.146,0.2800089746466233,0.2813321647677476,0.21511627906976744
-6,0.19678899082568807,0.14636035105833764,0.185122089721749,0.22188328912466843,0.1728140314676296,0.1711836522642653,0.1449287303287468,0.2919334186939821,0.20458553791887124,0.17185821697099893,0.19954519613416713,0.17159763313609466,0.21015605014070093,0.14247407937075438,0.17863105175292154,0.17768595041322313,0.19594594594594594,0.23587063051290427,0.21871820956256358,0.12115232833464877,0.21966794380587484,0.2657784011220196,0.398876404494382,0.29859154929577464,0.10638297872340426,0.2900763358778626,0.2316780136163396,0.24602573807721423,0.2348993288590604,0.17015706806282724,0.346195358877496,0.17140536149471974,0.1851074986890404,0.3536404160475483,0.2288135593220339,0.1607429648767544,0.14316702819956617,0.1948917268184342,0.2980943738656987,0.2777777777777778,0.1941747572815534
-5,0.18017009847806625,0.1461693548387097,0.18346409173204586,0.22398643440727609,0.17686034658511723,0.18842303498860144,0.14891416752843847,0.2577049180327869,0.175,0.21456436931079323,0.19739787353105764,0.169424743892829,0.21080183861082738,0.14737222322557342,0.16024653312788906,0.22885572139303484,0.20545073375262055,0.2360601001669449,0.21063394683026584,0.13969404186795492,0.24779874213836478,0.26234213547646384,0.35714285714285715,0.28205128205128205,0.1001100110011001,0.29491133384734003,0.24282519567648156,0.23617693522906794,0.23043478260869565,0.18468146027201146,0.32365784741844333,0.19452313503305005,0.17147435897435898,0.4185022026431718,0.23331479421579532,0.16156593598991525,0.1486725663716814,0.1906899810964083,0.29665215433118153,0.2996632996632997,0.2109375
-4,0.17472283813747227,0.19801242236024844,0.19471488178025034,0.22492663559468323,0.19683985002678092,0.19126109431385935,0.14149489501059526,0.2833333333333333,0.14051094890510948,0.2340653454740225,0.19316860465116278,0.1793991416309013,0.21193794372863528,0.14843339751444076,0.14084507042253522,0.24623115577889448,0.2207931404072883,0.2408734220402593,0.2275482093663912,0.13302752293577982,0.21842105263157896,0.26755903143329823,0.34934497816593885,0.29464285714285715,0.11334056399132321,0.295616335706257,0.2272635203564918,0.23625429553264604,0.22703222703222703,0.1534090909090909,0.3391508205261787,0.18250950570342206,0.19020323084940072,0.4186173108328797,0.2219923145137452,0.16032417195207893,0.15481171548117154,0.19727891156462585,0.2968867498872011,0.2800947867298578,0.13857677902621723
