cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.27536704730831973,0.20191923230707717,0.3148295003965107,0.3097913322632424,0.28716094032549727,0.25676720804331016,0.24062952992337958,0.35384615384615387,0.2822966507177033,0.2631578947368421,0.27807486631016043,0.3336980306345733,0.2231638418079096,0.1964569611628435,0.2511111111111111,0.3211009174311927,0.318705035971223,0.26995645863570394,0.1566068515497553,0.3333333333333333,0.3470741530443023,0.4393305439330544,0.39080459770114945,0.28012519561815336,0.3883720930232558,0.31746031746031744,0.25748502994011974,0.32975460122699385,0.2648444863336475,0.40509059534081104,0.25859247135842883,0.27332704995287466,0.48175865294667913,0.3298068077276909,0.22694912311165133,0.33726415094339623,0.2512931034482759,0.381870781099325,0.38409311348205627,0.2949640287769784
-12,0.2809739794700406,0.19401658767772512,0.29054441260744984,0.3220035778175313,0.27237067908801177,0.2449237243556023,0.2415312167704694,0.37083888149134486,0.3123844731977819,0.2872444011684518,0.2863729508196721,0.3534351145038168,0.23501199040767387,0.20370077494860034,0.27223230490018147,0.2979397781299525,0.33397964129907903,0.32634032634032634,0.18803418803418803,0.3612040133779264,0.3636830395344857,0.4134366925064599,0.4106280193236715,0.25829383886255924,0.38560311284046694,0.32626034612490595,0.34572490706319703,0.3085972850678733,0.22954977805960686,0.3987167736021998,0.24343015214384509,0.2814102564102564,0.4810126582278481,0.3325777202072539,0.22410523820810618,0.3606651376146789,0.27172256097560976,0.39065335753176045,0.3619824341279799,0.27906976744186046
-11,0.2709529276693456,0.18882091212458288,0.2749067661161428,0.32340195016251355,0.2699951526902569,0.251636747624076,0.23326102675343457,0.36541143654114366,0.3009009009009009,0.2807174887892377,0.29908358789225215,0.33384262796027503,0.26066350710900477,0.2078853046594982,0.23623445825932504,0.2833078101071976,0.3006711409395973,0.30405405405405406,0.20397350993377483,0.2905844155844156,0.36627094972067037,0.4107142857142857,0.3683127572016461,0.26247288503253796,0.37972768532526474,0.32132321955330806,0.32865907099035935,0.32607709750566893,0.24023062139654067,0.39662183296840786,0.2733990147783251,0.2758178319435536,0.46563573883161513,0.3091144988647421,0.22954753199268738,0.369783412572636,0.2615783623564283,0.3734809027777778,0.3697530864197531,0.2578947368421053
-10,0.2958041958041958,0.1806734191075828,0.2930207778369739,0.3068817912413566,0.2554347826086957,0.2497115888830624,0.23924528301886794,0.37302725968436157,0.2840690978886756,0.2625745950554135,0.3151041666666667,0.36803874092009686,0.23865110246433205,0.21411073003429693,0.24816176470588236,0.30484330484330485,0.3224813022437307,0.2954796030871003,0.19218910585817062,0.3197389885807504,0.3533356258596974,0.43466666666666665,0.3939393939393939,0.2718676122931442,0.3819173811379579,0.31650485436893205,0.3017319963536919,0.3104875804967801,0.22739018087855298,0.40762463343108507,0.2786259541984733,0.2793190416141236,0.4791666666666667,0.3227229751024267,0.2276258020938872,0.3606364172068356,0.24742268041237114,0.3923776526634907,0.3602896801448401,0.28078817733990147
-9,0.2781012091356919,0.1953360768175583,0.2796352583586626,0.32544778641432914,0.24039863879436071,0.25208885265946607,0.24080749819754865,0.36671270718232046,0.31078610603290674,0.2818911685994648,0.31563678561067593,0.3522640061396777,0.2589641434262948,0.2126284388465363,0.2375,0.3247978436657682,0.3494809688581315,0.2874583795782464,0.17787418655097614,0.34060402684563756,0.3530292942743009,0.4180327868852459,0.378021978021978,0.3061465721040189,0.3874709976798144,0.3127120335262423,0.34782608695652173,0.32808884775566866,0.23562810503903478,0.4108236895847515,0.26683291770573564,0.2749120750293083,0.5393743257820928,0.32934131736526945,0.23287515619675112,0.3702127659574468,0.24428749480681347,0.3901470003972984,0.3736842105263158,0.2648401826484018
-8,0.25965447154471544,0.1878417497587649,0.3043731778425656,0.3008579599618684,0.23925501432664756,0.24710930981046608,0.2408944604438421,0.377847604084839,0.3076923076923077,0.2626728110599078,0.31784918867324213,0.32247557003257327,0.241112828438949,0.21588516746411482,0.25636363636363635,0.2875,0.3191800878477306,0.2691358024691358,0.1871275327771156,0.2979890310786106,0.3680382775119617,0.4550408719346049,0.3780821917808219,0.2925089179548157,0.3938979963570127,0.2990821580479069,0.31308900523560207,0.30452261306532663,0.23485477178423236,0.4437299035369775,0.26294820717131473,0.3006535947712418,0.5225885225885226,0.3045741911491261,0.21488372093023256,0.34402332361516036,0.20039196472317491,0.3840312931431201,0.37315350032113037,0.2925531914893617
-7,0.25972927241962773,0.1833970128516846,0.2920353982300885,0.30408410837040034,0.2282325715938675,0.2527337510750706,0.23982683982683983,0.3922036595067621,0.22894168466522677,0.31823461091753774,0.2699158832261257,0.3026204564666103,0.2246990291262136,0.19924489445683885,0.22495606326889278,0.2779587404994571,0.3211009174311927,0.29797979797979796,0.20894479385045422,0.2953795379537954,0.3530747007841519,0.41336971350613916,0.34794520547945207,0.27575757575757576,0.40115718418514945,0.3271474019088017,0.3013555787278415,0.30757159670459006,0.2514705882352941,0.43197810789679436,0.22457937088514995,0.2518822724161533,0.5344180225281602,0.3235479797979798,0.21762208067940553,0.34654300168634067,0.23106995884773662,0.3832348932303498,0.3678646934460888,0.3313953488372093
-6,0.26024955436720143,0.19025956649719025,0.29083885209713023,0.3193933823529412,0.25921632274518897,0.24835106850760708,0.2314267527507502,0.37628865979381443,0.26102292768959434,0.2825572217837411,0.29628610729023386,0.32777036048064084,0.2936527537663621,0.21364785172704295,0.2587646076794658,0.2750965250965251,0.3168918918918919,0.2957012592270951,0.19779353821907014,0.2720306513409962,0.3583916083916084,0.47752808988764045,0.3659090909090909,0.2923686818632309,0.3899782135076253,0.32055122828040744,0.3429220287660863,0.32864729771946266,0.23633049817739976,0.43687580025608197,0.26156941649899396,0.2651473040578099,0.45319465081723626,0.3077330508474576,0.22279313534066386,0.34068753206772706,0.29369002617039836,0.3841205083947905,0.38506633755013886,0.27184466019417475
-5,0.2532495667244367,0.18009976371751116,0.29560117302052785,0.31911715897776305,0.2509732081520495,0.25981996726677575,0.2319050077439339,0.3630952380952381,0.21428571428571427,0.28180354267310787,0.2871475054229935,0.2647272727272727,0.28833065214701153,0.21451531043816613,0.23728813559322035,0.3029350104821803,0.3287958115183246,0.3065150852645387,0.20433560818948213,0.2993710691823899,0.3443187407771766,0.45666235446313064,0.38396624472573837,0.2606490872210953,0.39823334560176665,0.324213660897078,0.33649289099526064,0.3138969873663751,0.24899598393574296,0.4252704031465093,0.2984251968503937,0.26222222222222225,0.5236784140969163,0.3117352614015573,0.22532529355760075,0.3427495291902072,0.27615062761506276,0.3915079612862941,0.37525944375259446,0.2578125
-4,0.24504033137126663,0.23094807543270474,0.2918054630246502,0.3121996303142329,0.2699657030867222,0.2559194948697711,0.22058823529411764,0.3980815347721823,0.18795620437956204,0.274374460742019,0.2844075429214748,0.276003276003276,0.29141767323585505,0.22021364009860311,0.20970266040688576,0.31189710610932475,0.3308457711442786,0.3217309501411101,0.17365710080941868,0.2618421052631579,0.3569747899159664,0.44839449541284404,0.4105504587155963,0.2890295358649789,0.4032951289398281,0.31427994344576854,0.3479381443298969,0.3202846975088968,0.22096128170894527,0.4393034825870647,0.2835583796664019,0.281767955801105,0.517691888949374,0.29825598581141,0.22154556908861822,0.3333333333333333,0.27130652219212337,0.38674758077743154,0.37875,0.20224719101123595
