cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,3409,3841,339,3051,2450,6744,9008,691,1679,5840,2029,7530,2983,38,709,2062,1894,2125,645,5821,509,1368,510,4535,1140,6089,1078,3938,434,1910,2235,3048,6530,110,3198,5154,1621,1819,129
-11,3296,4206,332,2966,2362,6333,8176,827,1337,5667,1385,7394,2777,32,672,2034,1817,1997,632,4914,504,1251,593,4451,1045,7092,1057,3618,400,1906,1579,2920,6348,88,3937,4878,856,932,128
-10,3229,4345,285,2756,2252,9328,8061,826,1073,5513,1360,7060,2714,35,579,1973,1775,2079,639,4323,514,1133,584,4253,1072,6257,1059,3440,368,1796,1654,2662,6370,80,4240,5291,1510,2044,123
-9,3190,4053,286,2781,2197,6093,8292,832,1155,5303,1329,6827,2555,38,579,1951,1768,2106,615,4471,445,1264,590,4239,978,6489,962,3643,371,1784,1573,2881,6134,71,3812,5022,1325,1860,128
-8,3038,3801,312,2674,2075,5696,7489,742,1146,4883,1244,6360,2417,37,602,1879,1706,1999,436,3942,466,1102,460,3766,953,5804,905,3440,325,1780,1518,2621,6092,0,3647,4893,1231,1597,105
-7,2722,3712,307,2572,2100,5967,7306,721,1210,4622,1138,6360,2377,36,598,1825,2001,1905,531,3532,406,1102,46,4097,876,5892,834,3439,364,1764,1461,2565,5770,0,3354,4793,1222,1665,85
-6,2941,3865,324,2756,2296,6740,8036,905,1260,5296,1379,6837,2609,30,611,1926,1935,1972,704,4747,466,1256,884,4458,1078,6049,923,3581,327,1841,1619,2572,6331,0,3973,5148,1311,1373,111
-5,3130,4446,357,2765,2240,6701,8261,1117,1384,5312,1379,7292,2720,33,742,1877,1910,2262,640,4753,462,1217,1219,4131,1054,5760,1021,3457,362,1838,1651,2931,6628,193,4134,5031,1435,1816,101
-4,3998,4081,318,2715,2187,6748,8502,1131,1400,5150,1372,7301,2591,45,706,1991,2259,2220,668,5187,496,1243,1374,4398,1095,5534,1012,3153,364,1924,1609,3097,6761,121,3994,5190,1043,1812,107
-3,3196,4002,321,2831,2305,6975,7917,1249,1423,5569,1404,7371,2506,26,752,1961,2319,2329,647,5809,475,1253,1459,4182,1006,6919,973,3636,401,1868,1654,3236,6824,98,4146,5146,807,1655,91
-2,3429,4028,292,2178,2159,6951,8255,1202,1480,5522,1409,7083,1847,36,638,1899,2203,2228,610,5853,488,1262,1530,4679,1152,6526,935,3581,380,1719,1662,3029,6744,76,3506,5204,665,1620,115
-1,2949,4490,323,2736,2158,6540,7881,1228,1481,5416,1257,7159,2664,37,760,1907,2229,2241,329,5923,410,1271,1566,4247,1107,6505,943,3518,369,1939,1671,2980,6594,87,3508,5277,776,1753,121
0,2863,4242,275,2362,2092,6454,7762,1208,1544,5282,1396,6538,2921,37,642,1886,2030,1982,321,5588,360,1323,1545,4267,1047,5987,921,3639,316,1686,1679,2906,6324,102,3366,5476,754,1649,104
1,3067,4158,322,2764,2141,6429,7899,1354,1570,5828,1375,7250,2878,27,678,1853,2237,2388,275,5517,468,1425,1635,4116,1076,6445,967,4036,353,1595,2023,3131,6523,119,3645,5465,717,1902,132
2,2965,4341,304,2448,2084,6417,7597,1299,1452,5507,1346,6648,3408,28,735,1999,2027,2071,294,5978,442,1218,1735,4266,1034,5949,925,3788,403,1773,1481,3082,6527,101,3385,5440,674,1891,112
3,2831,4309,257,2490,1943,5818,7089,1238,1420,5014,1289,6334,2789,39,700,1785,1789,2140,314,5729,402,1240,1499,3874,1015,5625,775,3639,350,1446,1525,2957,6989,110,3225,5260,651,2039,90
4,2727,3602,334,2438,1899,5816,7420,1206,1407,4990,1296,6198,2519,22,813,1903,1787,2116,265,5505,417,1306,1389,3701,1030,5367,809,3540,325,1567,1535,3060,6282,85,3337,5077,665,2095,101
5,2583,3310,315,2201,1972,5487,6820,1115,1273,4594,1202,5925,2281,18,470,1709,1633,1936,258,5321,330,1229,1451,3546,893,5023,689,3441,350,1522,1321,2744,5763,86,3110,4844,550,1795,88
6,2255,2890,315,2301,1846,5526,6250,1049,1347,4253,1121,5036,2113,19,436,1670,1515,1789,292,4830,333,1226,1405,3405,880,4675,783,3530,224,1447,1349,2410,5503,87,2640,4907,534,1734,107
7,2666,3702,297,2437,2045,6001,7475,1136,1472,5003,1195,6349,2407,27,456,1739,1878,2085,297,5636,368,1261,1409,3669,997,5278,649,3797,338,1551,1451,2890,6103,95,3426,5021,610,1940,87
8,2676,3378,300,2489,1949,6213,7494,1030,1420,5064,1192,6396,2479,25,472,1769,1846,2212,290,5863,352,1314,1487,3560,891,5201,540,3719,367,1757,1401,3009,6328,114,3261,5135,587,2056,93
9,2957,3554,306,2497,1977,6440,7187,1250,1574,5198,1325,6728,2631,29,529,1848,1960,2261,327,5841,392,1227,1565,3677,913,5974,482,3813,338,1831,1484,3162,6707,82,3415,5450,670,2234,137
10,2984,3886,317,2446,2078,6367,7629,1293,1483,4473,1363,4748,2689,30,527,1814,1657,1756,311,6200,287,1395,1806,3661,865,5955,788,3699,367,1839,1504,3028,6726,93,2805,5130,617,2049,102
11,3066,3860,329,2340,2133,6333,7652,1273,1548,4861,1237,7021,2506,25,520,1782,2026,2127,304,5722,348,1113,1784,3906,899,5671,751,3793,361,1976,1569,3081,6520,84,3511,5205,703,2060,117
12,2831,3863,286,2493,1911,6549,7331,1261,1618,5023,1092,6826,2594,40,511,1869,2006,2266,308,6009,423,1360,1816,3906,941,6126,724,3720,288,1858,1585,3035,6362,71,3271,5234,675,2131,120
13,2764,3918,308,2483,2020,6325,7706,1324,1388,5136,866,6801,2585,16,423,1969,1886,2332,319,6037,412,1231,1819,4034,961,6228,727,3965,426,1871,1644,3093,6594,94,3207,5560,723,1939,119
14,2884,3973,338,2671,1599,6394,7486,1387,1378,5039,836,6584,2578,2,452,1920,1991,2474,347,6125,389,1270,1861,3933,895,6216,784,3789,411,1864,1913,3210,6425,83,3420,5331,717,2180,110
