cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.022868820552744258,0.016849816849816852,0.00043554006968641115,0.046012269938650305,0.019056032306915698,0.031862378459237096,0.03614653122973849,0.0,0.014285714285714285,0.00752470799640611,0.022117476432197247,0.05405405405405406,0.07016060862214708,0.125,0.0,0.026954177897574125,0.025255102040816324,0.0,0.017254901960784313,0.0,0.041109969167523124,0.0,0.0003566333808844508,0.02277195281782438,0.006595881595881595,0.018074250976986537,0.002135383301302584,0.05822981366459628,0.030434782608695653,0.0,0.0712386018237082,0.011061700944969426,0.06832797427652733,0.008928571428571428,0.025974025974025976,
-18,0.055462184873949584,0.02548963133640553,0.013513513513513514,0.015937917222963952,0.009302325581395349,0.04529936974789916,0.04033085406514491,0.007194244604316547,0.01001082251082251,0.005275974025974026,0.0,0.11547619047619047,0.04830917874396135,0.0,0.0,0.018867924528301886,0.059577194106342095,0.0,0.012008733624454149,0.0,0.015926640926640926,0.0,4.1869033662703066e-05,0.01485148514851485,0.005917159763313609,0.029232333502796134,0.0030721966205837174,0.09375,0.01990049751243781,0.008928571428571428,0.08902691511387163,0.01246763480806034,0.07411504424778761,0.005402160864345739,0.02702702702702703,
-17,0.037096774193548385,0.01830458835014644,0.045454545454545456,0.014384920634920636,0.00423728813559322,0.028217545166697708,0.03247366999729948,0.0,0.0,0.01161081716637272,0.013986013986013986,0.03837953091684435,0.06659431728492501,0.0,0.0,0.041666666666666664,0.029220779220779224,0.0,0.01672044587855676,0.0,0.016260162601626018,0.014285714285714285,0.001128668171557562,0.041532905296950244,0.006535947712418301,0.024760876272755323,0.002589967284623773,0.11372180451127818,0.01600985221674877,0.0,0.060726310726310725,0.02147852147852148,0.04435483870967742,0.0,0.03817733990147783,
-16,0.03119621342512909,0.02834604715672677,0.025,0.015503246753246753,0.024781341107871717,0.03994418280132566,0.038288883020860844,0.0,0.0,0.013824884792626729,0.013326226012793178,0.08850931677018634,0.06084990958408679,0.0,0.021645021645021644,0.0,0.051677489177489176,0.0,0.01587671415257622,0.0,0.0,0.01639344262295082,0.004111295681063123,0.024369747899159667,0.006172839506172839,0.028759779773978558,0.004347826086956522,0.1111111111111111,0.028037383177570093,0.011187607573149742,0.0930383022774327,0.018558673469387756,0.09087694483734088,0.0,0.034482758620689655,
-15,0.02314445331205108,0.03031135531135531,0.013736263736263736,0.01569001386962552,0.0106951871657754,0.022499052671466464,0.032661782661782664,0.0,0.007407407407407408,0.009548872180451128,0.007874015748031496,0.05765306122448979,0.11088709677419355,0.0,0.02857142857142857,0.012987012987012988,0.057342060330108136,0.0,0.021451033243486076,0.0,0.024891774891774892,0.0,0.004398110441439974,0.012125220458553793,0.004518072289156626,0.013513513513513514,0.0027247956403269754,0.03225806451612903,0.022321428571428572,0.028846153846153848,0.05621227364185111,0.019935126368428167,0.08476491862567812,0.0,0.04225352112676056,
-14,0.036593947923997186,0.040268456375838924,0.0625,0.024456521739130436,0.01857142857142857,0.020844397238449285,0.06032920567804288,0.0,0.008547008547008548,0.06577034883720931,0.030612244897959183,0.10130581297388375,0.12736815156169995,0.0,0.0,0.013559322033898305,0.041741472172351884,0.0,0.02674591381872214,0.0,0.05357142857142857,0.06976744186046512,0.004378762999452655,0.07777777777777778,0.0,0.015197568389057751,0.004901960784313725,0.15789473684210525,0.07518796992481203,0.02515090543259557,0.1,0.03266142522582804,0.07925961082107262,0.0,0.044444444444444446,
-13,0.034759358288770054,0.028458561754272818,0.017211703958691912,0.017993456924754635,0.016,0.048507462686567165,0.04101878846776806,0.015503875968992248,0.014925373134328358,0.01948822233519742,0.022598870056497175,0.05111748716399879,0.09038507249821726,0.0,0.0,0.0052099063726970705,0.01828966880869995,0.0,0.028035456606885178,0.0,0.08118899733806566,0.009009009009009009,0.0022522522522522522,0.027992277992277992,0.00746322994029416,0.024345429490124023,0.010912698412698412,0.11335403726708075,0.033850931677018636,0.008836524300441826,0.06587669870732515,0.020537986186841148,0.050125313283208024,0.0,0.02531645569620253,0.09610319181902696
-12,0.0290905836018618,0.019461077844311378,0.0,0.005235602094240838,0.018726591760299626,0.028015798634355334,0.024613382330424132,0.0,0.019041303524062143,0.0238498789346247,0.023605675146771036,0.052518372468184256,0.06880860452289024,0.0,0.0,0.002398081534772182,0.022830776605944392,0.0,0.015232866795366794,0.0,0.01893939393939394,0.0,0.00382794001578532,0.018824771287825472,0.00273224043715847,0.002965673902069662,0.00415282392026578,0.07692307692307693,0.030042918454935622,0.008333333333333333,0.05748709122203098,0.017626515550869797,0.04055441478439425,0.0,0.0375,0.046511627906976744
-11,0.03857142857142857,0.018146327356853672,0.0,0.021743153219837157,0.014018691588785047,0.019128704113224235,0.02348934683898009,0.0,0.0036900369003690036,0.01207482993197279,0.004405286343612335,0.05708464992516215,0.06929046563192905,0.0,0.03125,0.012178720860729228,0.02714535901926445,0.0,0.015261927677712086,0.0,0.015503875968992248,0.0,0.0033975084937712344,0.013417521704814524,0.0045871559633027525,0.015070921985815602,0.0020634920634920633,0.044444444444444446,0.012711864406779662,0.021505376344086023,0.06553315105946685,0.02275132275132275,0.02142857142857143,0.0,0.011363636363636364,0.09207353827606993
-10,0.022602739726027398,0.022854203409758966,0.0,0.012048192771084338,0.013184245660881173,0.011867721575251134,0.030272108843537416,0.0,0.008706467661691543,0.017796882532540574,0.009345794392523364,0.05718232044198895,0.06539235412474849,0.0,0.0,0.00641025641025641,0.0299165120593692,0.0,0.021713977167540883,0.0,0.06191588785046729,0.009345794392523364,0.0011025358324145535,0.015235910878112711,4.919323101141283e-05,0.011773940345368918,0.0,0.10810810810810811,0.024390243902439025,0.003826530612244898,0.039285714285714285,0.014757709251101321,0.0523921832884097,0.004920634920634921,0.0,0.026767676767676767
