cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-19,240.3705519619166,188.6525162949795,644.8551076680671,484.1532937038452,586.33334427521,747.455953915274,449.67768257935785,100.71313184364655,113.25088785514205,158.00973583877996,305.0399946417153,97.05852645145795,264.88145187729543,360.547021915977,229.6523140716961,202.01958105418893,60.27860174968755,89.62211550809535,234.6396558424528,102.11973493100943,212.2806290484944,127.7675030686432,119.58941020852785,372.6513918067227,505.33224469563106,1212.2064075630253,143.05189799592782,119.84582031781311,286.6014618347339,166.37857413330502,491.23904341959303,205.0139928134722,218.9705007002801,555.2854927761158,279.22919214511586,870.592757936508,533.2548185470887,169.01789726931267,238.0893812532658,50.88550420168067
-18,244.74288527075572,186.27472527472528,636.2142857142857,488.1641233766234,575.34375,750.4114568973657,450.64461484426766,101.42857142857143,111.74234693877551,158.92857142857142,306.15601771183714,96.49428384417016,264.3671179406876,362.00943856669807,228.8081059390048,200.6343738758755,61.122424855734316,90.45025831878507,231.78666875243718,107.23985890652557,212.84263392857142,125.65951043338683,112.52222222222223,358.45535714285717,506.70004012841093,1157.955357142857,144.66046966731898,128.99229334972503,291.55357142857144,167.27118586706376,492.30622672514386,205.69078948465506,221.35714285714286,566.864723057841,273.79622509535847,889.1130952380952,521.6627703305818,169.36225550214385,241.50786642638707,53.93571428571428
-17,244.88951550344603,187.51304945054946,624.0848214285714,493.2853084415584,556.5357142857143,755.3693093192333,455.03154364314463,99.52884615384616,111.48469387755102,157.20833333333334,305.73466269047856,94.2035247335809,263.083598388657,361.16499762143945,222.8258025682183,195.9216982101671,61.250393101318366,90.32193196773606,228.74036222234605,108.24636243386244,206.56503652597402,127.90524678972713,115.99179894179895,357.22767857142856,511.6739279981656,1149.857142857143,141.55621636497065,129.70707154461124,292.8803571428571,169.02226619157207,496.3629933640279,204.94488753093336,227.94345238095238,573.0220615059098,271.1028667220275,888.5416666666666,519.6220668707275,168.74632344476984,244.27554335954565,55.21785714285714
-16,246.80461864254033,191.24107142857142,632.6071428571429,495.2547077922078,551.0580357142857,759.3085249530524,454.4805968840348,98.54114155075693,113.36479591836735,159.5,308.97964042173317,93.37456619687974,261.4891544668786,364.6251785249204,225.92921348314607,189.84592730636342,63.81806975702972,90.1896373627188,224.8170503446613,110.43143738977072,210.3828125,132.88312600321026,121.98637566137565,348.9642857142857,518.206489337308,1167.7767857142858,140.47316841976516,129.81957701222473,270.5638099705173,167.9238609799509,503.2501171457691,210.9262583044844,219.4669811320755,572.2645647891435,269.43022661428824,890.8333333333334,520.3938634108732,170.4775754533299,245.62208934032327,54.035714285714285
-15,249.0078991215361,190.6958041958042,633.1517857142857,498.63392857142856,627.2388392857143,762.7113120154429,464.81271288681955,98.71457388765081,114.4234693877551,157.1904761904762,314.5353324387021,93.64854883664917,259.67342202969394,366.6819980838635,232.31476725521668,192.98444211684549,61.90133620624309,90.79477662013538,220.98082784818365,113.60758377425043,212.5360186688312,136.39225521669343,122.32023809523808,336.82142857142856,511.32578537032794,1161.642857142857,141.55753118884542,131.20724481750054,269.52540873760387,164.40202845003398,509.0360504513198,214.65275894816537,221.92890835579516,571.8944307097397,265.29810047696265,902.047619047619,518.9941698032356,171.48973405529657,249.84363532110092,53.628571428571426
-14,247.1125088004639,189.15486596736596,647.28125,501.9270916583417,758.3578296703297,760.9748423794755,467.7171477851143,95.49514908168754,116.3954081632653,160.21642246642247,319.09686859605733,91.7410344284965,258.9754776109321,368.0975520456587,230.75779108531918,192.33249127906097,60.37165538792807,92.83837511549228,220.2707900909364,114.91170634920636,215.26988246128872,142.33366773675763,118.93981481481481,334.76648351648356,501.30610040040216,1158.5889423076922,140.21126208979376,133.76556250707603,266.7083422674886,162.20032949375152,514.5983636270004,213.51112048422812,223.77549415992812,563.1124262243807,261.46506896417264,918.7917216117216,526.3733363976944,170.1765305194011,253.2660741590214,53.38928571428571
-13,253.5331551531228,192.08370795870795,669.5,503.5954732767232,833.5350274725275,765.0731214863567,479.91107449053635,100.74000999001,118.90816326530613,161.36294261294262,330.5320073557878,89.46590689121176,268.76754946855374,372.537659450532,239.65384615384616,196.66666666666666,61.91899749544343,98.82539682539682,220.5546218487395,117.85303287981858,222.4298435939061,151.18571428571428,120.044708994709,337.4567307692308,505.8791208791209,1159.1119505494505,141.97266036617492,138.51992523379977,290.3917247386759,166.7648746238085,514.3301713534609,218.66558441558442,231.33041329739444,577.7105874894337,269.0243501392786,937.0178021978021,541.9277288047705,173.28291857212184,257.32530581039754,54.33571428571429
-12,256.6564039408867,192.24213286713288,678.5,500.60639134031993,765.4910714285714,766.6332467532467,490.58482142857144,98.76896180742335,115.38775510204081,162.61111111111111,335.0595238095238,89.99007936507937,264.1666666666667,361.10136743942974,239.36428571428573,200.08333333333334,62.11971879286694,99.5568783068783,218.0903361344538,117.05654761904762,224.57868303571428,146.5,117.43928571428572,352.49107142857144,508.7908163265306,1189.5625,143.10044642857142,140.4025974025974,304.7785714285714,170.31063898450947,515.6071428571429,220.42532467532467,235.69760781671158,587.0618131868132,271.1756860417295,943.8928571428571,538.5586352735287,174.1813186813187,260.13690476190476,56.31428571428572
-11,255.86822660098522,189.57537774725276,682.4353281853282,483.37922642029787,619.5446428571429,767.6207142857143,488.64620535714283,98.64151233382002,106.15306122448979,158.0515873015873,341.2940476190476,88.32165404040404,266.73682361208716,363.37283903460377,246.85,200.98214285714286,60.76895035792094,100.44179894179894,219.4576178297406,117.7797619047619,225.90545742753622,138.6703125,116.65357142857142,352.39285714285717,503.06632653061223,1219.2901785714287,143.38839285714286,140.61363636363637,308.0857142857143,167.85,528.1309523809524,224.21428571428572,234.61309523809524,586.0233516483516,273.060438144981,968.3571428571429,544.3746137974246,176.7233227299017,253.66517857142858,57.792857142857144
-10,252.57881773399015,184.52214972527472,661.1914816602317,467.3101512226512,562.375,766.9604081632652,468.9654017857143,100.60714285714286,104.40306122448979,136.21428571428572,340.5017857142857,78.08222101972102,269.88039631988676,359.4166666666667,253.37142857142857,193.21428571428572,58.43792794895736,97.74404761904762,233.64532334672998,114.73214285714286,226.34900685817806,142.82700892857142,120.82857142857142,352.17857142857144,502.4948979591837,1189.0535714285713,145.87723214285714,136.1931818181818,301.13928571428573,166.60484693877552,525.8214285714286,224.66558441558442,230.30357142857142,584.4725274725274,274.3222817473517,960.75,544.5124563834154,172.69013880855985,255.41964285714286,57.15
