cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.08247422680412371,0.02,0.0,0.03225806451612903,0.05,0.07116104868913857,0.09446254071661238,0.2,0.1891891891891892,0.03296703296703297,0.1111111111111111,0.34375,0.12781954887218044,0.0,0.0,0.17901234567901234,0.125,0.0,0.0,0.08888888888888889,0.0,0.0,0.10869565217391304,0.044444444444444446,0.07792207792207792,0.16,0.19444444444444445,0.07894736842105263,0.08333333333333333,0.0,0.10227272727272728,0.3392857142857143,0.08955223880597014,0.05970149253731343,0.0,0.12121212121212122,0.12871287128712872,0.0625,0.0,0.3333333333333333
-11,0.11214953271028037,0.0,0.0,0.05555555555555555,0.046511627906976744,0.08362369337979095,0.05830903790087463,0.10344827586206896,0.16666666666666666,0.0625,0.0,0.2,0.12,0.0,0.0,0.14634146341463414,0.1388888888888889,0.06666666666666667,0.0,0.1292517006802721,0.15384615384615385,0.0,0.10416666666666667,0.02040816326530612,0.11538461538461539,0.12903225806451613,0.0684931506849315,0.05172413793103448,0.14285714285714285,0.2857142857142857,0.043010752688172046,0.3384615384615385,0.1267605633802817,0.0872093023255814,0.0,0.16346153846153846,0.08943089430894309,0.038461538461538464,0.0,0.0
-10,0.07692307692307693,0.03571428571428571,0.2,0.02666666666666667,0.07272727272727272,0.09259259259259259,0.06070287539936102,0.06060606060606061,0.1,0.07,0.0,0.28846153846153844,0.15079365079365079,0.0,0.0,0.18867924528301888,0.08823529411764706,0.0,0.6666666666666666,0.06962025316455696,0.0,0.0,0.175,0.10344827586206896,0.07692307692307693,0.06666666666666667,0.08064516129032258,0.04411764705882353,0.125,0.0,0.06976744186046512,0.36065573770491804,0.10909090909090909,0.054878048780487805,0.5,0.1557377049180328,0.09183673469387756,0.0,0.0,0.3333333333333333
-9,0.09782608695652174,0.0,0.4,0.012658227848101266,0.04081632653061224,0.08032128514056225,0.08441558441558442,0.10869565217391304,0.2,0.056179775280898875,0.0,0.3111111111111111,0.14049586776859505,0.0,0.0,0.17105263157894737,0.0,0.1111111111111111,0.0,0.03164556962025317,0.2,0.0,0.0,0.05357142857142857,0.05454545454545454,0.14285714285714285,0.08196721311475409,0.06818181818181818,0.05128205128205128,0.0,0.08421052631578947,0.3333333333333333,0.09523809523809523,0.05970149253731343,0.1111111111111111,0.13709677419354838,0.12941176470588237,0.1,0.0,0.0
-8,0.031746031746031744,0.03333333333333333,0.0,0.03508771929824561,0.10344827586206896,0.08823529411764706,0.053061224489795916,0.13793103448275862,0.1,0.05970149253731343,0.02857142857142857,0.13793103448275862,0.14705882352941177,0.0,0.0,0.14285714285714285,0.10344827586206896,0.0,0.0,0.08421052631578947,0.0,0.0,0.17391304347826086,0.030303030303030304,0.0,0.19047619047619047,0.01694915254237288,0.04081632653061224,0.0,0.0,0.12790697674418605,0.38095238095238093,0.10869565217391304,0.027522935779816515,0.0,0.06493506493506493,0.19047619047619047,0.0,0.0,0.0
-7,0.11363636363636363,0.0,0.0,0.10126582278481013,0.06666666666666667,0.0975609756097561,0.06934306569343066,0.14285714285714285,0.1794871794871795,0.08450704225352113,0.0,0.12209302325581395,0.16883116883116883,0.0,0.0,0.13138686131386862,0.21875,0.0,0.0,0.045454545454545456,0.047619047619047616,0.0,0.04,0.0,0.014925373134328358,0.2727272727272727,0.04985337243401759,0.10204081632653061,0.08823529411764706,0.0,0.08602150537634409,0.4915254237288136,0.12244897959183673,0.05343511450381679,0.0,0.06535947712418301,0.05555555555555555,0.0,0.05263157894736842,0.5
-6,0.0380952380952381,0.0,0.0,0.035398230088495575,0.08888888888888889,0.11834319526627218,0.04906542056074766,0.2,0.08641975308641975,0.10909090909090909,0.024390243902439025,0.14150943396226415,0.15151515151515152,0.5,0.10526315789473684,0.14857142857142858,0.0990990990990991,0.021739130434782608,0.43333333333333335,0.08888888888888889,0.20588235294117646,0.3333333333333333,0.078125,0.018518518518518517,0.057692307692307696,0.2631578947368421,0.08163265306122448,0.05555555555555555,0.17307692307692307,0.0,0.05161290322580645,0.3853211009174312,0.05747126436781609,0.07727272727272727,0.125,0.07317073170731707,0.11764705882352941,0.13333333333333333,0.0,0.6666666666666666
-5,0.06060606060606061,0.0,0.0,0.02631578947368421,0.039473684210526314,0.090625,0.06547619047619048,0.08333333333333333,0.1388888888888889,0.06770833333333333,0.045454545454545456,0.1308411214953271,0.1826086956521739,0.0,0.0,0.1890547263681592,0.14606741573033707,0.06451612903225806,0.4,0.07936507936507936,0.15151515151515152,0.0,0.1111111111111111,0.08333333333333333,0.0975609756097561,0.03773584905660377,0.06930693069306931,0.05172413793103448,0.22580645161290322,0.0,0.10559006211180125,0.4426229508196721,0.08450704225352113,0.06535947712418301,0.0,0.07100591715976332,0.1693548387096774,0.14285714285714285,0.045454545454545456,0.125
-4,0.08108108108108109,0.0,0.0,0.0547945205479452,0.09615384615384616,0.08857142857142856,0.0585480093676815,0.2916666666666667,0.14606741573033707,0.10714285714285714,0.07547169811320754,0.12886597938144329,0.13924050632911392,0.0,0.07142857142857142,0.1638418079096045,0.11224489795918367,0.038461538461538464,0.39285714285714285,0.10869565217391304,0.029411764705882353,0.0,0.018518518518518517,0.0,0.09090909090909091,0.19230769230769232,0.06545454545454546,0.047619047619047616,0.16176470588235295,0.0,0.05952380952380952,0.40860215053763443,0.02564102564102564,0.07777777777777778,0.2,0.11214953271028037,0.11965811965811966,0.0,0.12121212121212122,0.2857142857142857
-3,0.14285714285714285,0.0,0.0,0.056338028169014086,0.05555555555555555,0.07023411371237458,0.06575963718820861,0.12,0.12643678160919541,0.04424778761061947,0.05714285714285714,0.1443850267379679,0.09195402298850575,0.0,0.0,0.1443850267379679,0.09401709401709402,0.044444444444444446,0.42105263157894735,0.04666666666666667,0.1,0.0,0.16666666666666666,0.03773584905660377,0.04285714285714286,0.21428571428571427,0.07662835249042145,0.13333333333333333,0.2553191489361702,0.2,0.04580152671755725,0.3448275862068966,0.10526315789473684,0.06329113924050633,0.0,0.1568627450980392,0.12941176470588237,0.047619047619047616,0.09090909090909091,0.125
-2,0.061224489795918366,0.0,0.0,0.022222222222222223,0.0,0.0935483870967742,0.06387665198237885,0.16129032258064516,0.1702127659574468,0.12056737588652482,0.0,0.13253012048192772,0.1574074074074074,0.0,0.037037037037037035,0.15060240963855423,0.1188118811881188,0.023255813953488372,0.34375,0.09322033898305085,0.2857142857142857,0.0,0.08695652173913043,0.01639344262295082,0.09210526315789473,0.07692307692307693,0.11553784860557768,0.023809523809523808,0.11320754716981132,0.125,0.09941520467836257,0.323943661971831,0.05,0.06993006993006994,0.0,0.17703349282296652,0.1592356687898089,0.0,0.10526315789473684,0.0
-1,0.047058823529411764,0.0,0.0,0.04597701149425287,0.1,0.09504132231404959,0.06598984771573604,0.15789473684210525,0.14018691588785046,0.09352517985611511,0.10526315789473684,0.14093959731543623,0.11403508771929824,0.0,0.08333333333333333,0.21142857142857144,0.1743119266055046,0.05128205128205128,0.33962264150943394,0.08527131782945736,0.15384615384615385,0.0,0.16279069767441862,0.0,0.04819277108433735,0.08,0.1111111111111111,0.058823529411764705,0.18032786885245902,0.1111111111111111,0.06993006993006994,0.4222222222222222,0.09375,0.04878048780487805,0.08333333333333333,0.12921348314606743,0.1888111888111888,0.08333333333333333,0.0,0.2222222222222222
0,0.01020408163265306,0.022222222222222223,0.0,0.013333333333333334,0.08571428571428572,0.08020050125313283,0.05112474437627812,0.35,0.10687022900763359,0.06666666666666667,0.0967741935483871,0.15763546798029557,0.1171875,0.0,0.0,0.18902439024390244,0.0915032679738562,0.0,0.352112676056338,0.047244094488188976,0.09523809523809523,0.0,0.13043478260869565,0.0,0.10714285714285714,0.21428571428571427,0.07172995780590717,0.14893617021276595,0.1694915254237288,0.0,0.11464968152866242,0.38202247191011235,0.0375,0.08695652173913043,0.0,0.11904761904761904,0.19148936170212766,0.10344827586206896,0.08333333333333333,0.0
1,0.07058823529411765,0.03076923076923077,0.0,0.06349206349206349,0.10638297872340426,0.08333333333333333,0.049723756906077346,0.18604651162790697,0.15748031496062992,0.06976744186046512,0.08571428571428572,0.1004566210045662,0.06060606060606061,0.0,0.125,0.17277486910994763,0.09523809523809523,0.0625,0.3670886075949367,0.08,0.058823529411764705,0.0,0.061224489795918366,0.16129032258064516,0.12222222222222222,0.05263157894736842,0.08108108108108109,0.034482758620689655,0.16417910447761194,0.0,0.05056179775280899,0.34523809523809523,0.0963855421686747,0.07106598984771574,0.2,0.1572052401746725,0.15934065934065933,0.08695652173913043,0.0,0.0
2,0.05714285714285714,0.0784313725490196,0.0,0.08108108108108109,0.05660377358490566,0.06839622641509434,0.05309734513274336,0.2727272727272727,0.15602836879432624,0.07106598984771574,0.061224489795918366,0.14522821576763487,0.0967741935483871,0.0,0.14285714285714285,0.18478260869565216,0.0880503144654088,0.03389830508474576,0.1839080459770115,0.125,0.13636363636363635,0.0,0.2,0.05263157894736842,0.061224489795918366,0.15151515151515152,0.1145374449339207,0.06666666666666667,0.12280701754385964,0.0,0.07386363636363637,0.4235294117647059,0.042105263157894736,0.07446808510638298,0.125,0.15702479338842976,0.15428571428571428,0.07142857142857142,0.08695652173913043,0.0
3,0.08080808080808081,0.017543859649122806,0.2857142857142857,0.041666666666666664,0.02631578947368421,0.07692307692307693,0.06055363321799308,0.3076923076923077,0.11594202898550725,0.08994708994708994,0.11428571428571428,0.12648221343873517,0.07339449541284404,0.0,0.0,0.1503267973856209,0.13013698630136986,0.01694915254237288,0.2345679012345679,0.08496732026143791,0.07407407407407407,0.0,0.0784313725490196,0.0,0.05263157894736842,0.06976744186046512,0.059233449477351915,0.05172413793103448,0.15,0.0,0.04128440366972477,0.3564356435643564,0.09278350515463918,0.06862745098039216,0.0,0.15492957746478872,0.16,0.058823529411764705,0.07692307692307693,0.14285714285714285
