cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WY
-13,0.14812360053739365,0.165041928721174,0.16186158401184308,0.1558733055265902,0.1580911330049261,0.19893768040505372,0.15624855196700801,0.08934402332361517,0.11790462122810719,0.1717434373452204,0.12305661484306249,0.24466619981325866,0.25697930296181754,0.23814935064935064,,0.1907990314769976,0.1664654594232059,0.19618706088992974,0.14107142857142857,0.12527054361567636,0.1760258358662614,0.1777304499781564,0.15856468093310197,0.10919698777214434,0.26115973741794307,0.13821495078478319,0.12874564459930313,0.10474014102898929,0.26016483516483513,0.1401973401973402,0.11001696192989069,0.20542997410444538,0.1280607323710772,0.20992311507936506,0.07438580527752503,0.15947658813003282,0.17893462469733656
-12,0.111524002313476,0.10494249041506917,0.11108899297423888,0.11282611596717154,0.0895,0.14231627377361974,0.11479854264894984,0.05391887524240465,0.09061400422237861,0.11498812821527503,0.08724552474552474,0.16374978035494642,0.15148925200285557,0.17692307692307693,,0.12118055555555556,0.09679514034352744,0.10568848959259919,0.08092334494773519,0.09358665161466885,0.08478021978021978,0.09751059322033898,0.09012659001956946,0.04977584025523956,0.18252147377938516,0.08998672639787622,0.09485098642787183,0.06971774858462046,0.20074357818837313,0.09461527854384998,0.08420374707259953,0.1697729540918164,0.0906730842595183,0.14693201376936316,0.051892488954344625,0.104094942324756,0.14085127201565556
-11,0.10877742946708464,0.1104328708227477,0.08196368848542761,0.10890863268040579,0.10343722611744084,0.1489871951410413,0.11263104122245915,0.04842788790157211,0.08951741770533717,0.11553869153195155,0.09048792756539235,0.14718158347676422,0.17098980156534116,0.1351063829787234,,0.12420212765957447,0.08680440199335547,0.13118917866874272,0.12035714285714287,0.09334190274557247,0.12114718614718614,0.09845965103598692,0.1058666911494675,0.07134004082822981,0.19985119047619046,0.0857926426921808,0.1154379075281565,0.07321286848072563,0.2550936768149883,0.07501679881736326,0.08159000442282176,0.17346081071246636,0.09341131934963387,0.1659051909051909,0.036910540915395286,0.11854620789047018,0.13223214285714285
-10,0.10657038242473556,0.10829889807162535,0.09606255545696539,0.0949567677538305,0.10480890986531599,0.1477883172048162,0.10934816549570649,0.07019874065328612,0.09314727034978752,0.11633069628277296,0.09200131665569454,0.14645276809910956,0.17231486344537816,0.2227232142857143,,0.15284391534391534,0.10831005586592178,0.11431291776776,0.10132275132275133,0.08987938858371149,0.09478653530377669,0.07174652469683526,0.09993055555555555,0.06625241645954157,0.2132094757094757,0.08569446646583162,0.09949621357977154,0.06859039990363769,0.24626669364629705,0.09272317021576647,0.08928571428571429,0.17405188162221408,0.08867951556192212,0.15984974572353214,0.0386012636012636,0.11450601592950346,0.1465576592082616
-9,0.11164005924950625,0.11120179514674927,0.1389309366130558,0.09868345461509,0.11419503919503919,0.15851254762429548,0.10517761096991549,0.06403718703976435,0.10142525687769308,0.12229064039408867,0.0983888292158969,0.13260008128429182,0.21273845489857574,0.1903420523138833,,0.1583128078817734,0.1082701222081753,0.11460299381711682,0.08139400921658986,0.1045505169719738,0.12341802492809203,0.08125184094256259,0.08181377303588748,0.07002990600968385,0.19826380797017013,0.09924553571428571,0.0978858209950647,0.07483818241255312,0.2033781033781034,0.1049688028077473,0.07874857142857143,0.16715574005153164,0.09774574402625372,0.16912938005390835,0.03510349507974211,0.13171875,0.1676419965576592
-8,0.12904323308270677,0.12392761759415707,0.17812330255296036,0.10486735317217907,0.11932262266608772,0.17599252734407617,0.132855063422749,0.047298365840801264,0.09813054499366286,0.14332616767637285,0.09964150432900433,0.18371264052646008,0.22668796122921028,0.1737704918032787,,0.17125850340136056,0.11048293811451707,0.14117675876935137,0.1727891156462585,0.11290942401358417,0.11682027649769584,0.12132296466973887,0.09660739832413652,0.0812021439509954,0.22254645760743322,0.10712150330984412,0.10127486437613019,0.08346653346653347,0.2630380036630036,0.09692014446227928,0.11097972972972972,0.18700628807231282,0.11098829648894669,0.19991521831284445,0.03704285714285714,0.13112868047982554,0.1129591836734694
-7,0.16242542450665443,0.14518559798410546,0.17013392857142856,0.12598957295610017,0.13792641144048862,0.20011859496650372,0.16587943392758683,0.08752473288484369,0.10460210930009588,0.24379593942840294,0.13711334961334962,0.2956759844106975,0.34811894845026237,0.27934595524956973,,0.20720992622401074,0.1823162102879785,0.20698279311724688,0.14485714285714285,0.1879885173247381,0.14231505102040815,0.43528534129056323,0.13320578231292515,0.10288984870424926,0.24681272509003602,0.1477385331431574,0.1375172117039587,0.1041949784554193,0.2778423499577346,0.14585503166783956,0.11058322411533421,0.2584641606204654,0.16943535627128645,0.2583902703412935,0.04423076923076923,0.1452417414132575,0.13138655462184873
-6,0.1168995290423862,0.09972121369294605,0.1185374149659864,0.08190689023374605,0.11297500508026825,0.21072609919023993,0.12986087427528237,0.0683881466255567,0.19196649575671854,0.130732944606414,0.2010509733847456,0.1408796152048606,0.22476260298840944,0.1684322033898305,0.3159681227863046,0.14109403254972877,0.09695923180592993,0.09865577747686753,0.075,0.0999125984850404,0.11497536945812807,0.12975814457178955,0.08544042029957523,0.08325515178827482,0.20529653114509513,0.0845249653259362,0.0946617203219316,0.07676731750392465,0.21341289633060204,0.09860522396609005,0.0886003861003861,0.17054645542427496,0.11477032162624021,0.1574662588147387,0.04053531118993873,0.11542596514090242,0.12341269841269842
-5,0.10853788946677684,0.10830640769649665,0.11016156462585033,0.10689265149437893,0.10443661971830986,0.16255573057105482,0.10974054621848739,0.07333866382373845,0.10552477413890457,0.12389359589989843,0.1037532923617208,0.14156481121058775,0.20586259348459882,0.1902432712215321,0.13912579957356078,0.12738095238095237,0.09562569213732004,0.11100115908432338,0.07783613445378151,0.09737072743207711,0.09503205128205128,0.11189709789495196,0.07943877551020408,0.08239374262101534,0.19305445935280188,0.08526272577996716,0.08199631952017447,0.06991275723953777,0.20003139717425433,0.0931672203765227,0.09156606304493628,0.1766914191419142,0.11011443337024732,0.15940922468278093,0.039968602825745686,0.11168831168831168,0.10262515262515262
-4,0.11724112891513772,0.10774729383278735,0.10717954990215264,0.1111651762230405,0.11488515406162465,0.15970676424251665,0.11251419399921388,0.07877018633540372,0.08315113240418118,0.12444671392526734,0.0978442146089205,0.14345851396310114,0.224924862514388,0.182286866359447,0.14036252692031587,0.10576923076923077,0.09461200987112696,0.09904831407124985,0.09158163265306123,0.10355223471346313,0.10808823529411765,0.10908113245298119,0.08752171588934919,0.07826298250485976,0.19192691029900333,0.08412563960724657,0.09149159663865547,0.06705794205794206,0.16116946778711483,0.09158977209560866,0.08001519756838905,0.17286212147835764,0.12118106482839541,0.20026279966724647,0.09600139082058415,0.10956663240835904,0.16852678571428573
