cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,467,729,47,160,43,667,607,13,181,808,266,1224,397,0,23,310,449,0,564,24,8,295,69,486,187,109,3,196,150,226,658,324,5,93,255
-11,506,741,51,252,51,980,611,22,161,852,147,1142,338,6,22,275,473,1,448,24,6,315,81,695,156,108,10,192,142,204,628,334,4,89,94
-10,442,644,42,215,49,1060,645,23,125,717,180,1170,279,2,16,275,484,1,454,19,1,299,71,571,152,161,1,209,184,216,619,310,39,120,256
-9,440,606,36,220,38,752,754,26,124,710,159,1055,283,1,10,273,472,0,410,15,9,288,71,548,164,174,8,192,136,157,663,321,27,119,263
-8,412,599,43,203,39,550,581,25,135,649,169,1045,221,2,13,343,495,0,384,20,5,252,58,549,176,141,6,185,154,183,589,261,35,107,192
-7,327,616,37,176,42,522,505,13,138,645,144,1005,220,2,12,362,381,0,392,27,6,282,78,516,135,142,6,154,131,177,593,251,20,88,238
-6,373,588,49,199,48,949,589,19,132,728,213,1080,243,1,10,309,426,0,556,17,2,318,97,547,162,175,1,202,147,188,741,374,26,102,192
-5,367,680,47,163,45,842,715,28,156,768,199,1299,300,4,29,396,506,2,586,39,23,312,82,535,174,173,6,212,133,191,781,400,36,125,282
-4,531,622,50,210,38,853,946,22,164,728,205,1220,237,3,34,398,521,2,569,29,23,331,84,440,186,148,8,207,140,197,777,352,31,119,249
-3,469,605,42,193,51,811,656,34,162,719,230,1193,299,1,32,635,549,1,683,24,34,340,80,579,181,152,8,188,146,212,885,337,20,100,241
-2,485,455,35,189,43,875,697,29,162,741,224,1163,243,1,35,486,478,3,673,28,27,367,98,525,160,135,7,149,151,205,876,329,29,94,224
-1,455,564,54,193,39,851,688,20,207,724,168,1194,342,0,31,537,530,3,711,21,30,307,77,554,170,156,8,121,138,196,831,341,30,101,247
0,404,493,35,196,45,888,714,30,185,688,193,1126,313,3,29,523,420,0,598,26,30,287,83,559,172,126,11,128,148,205,712,318,30,94,227
1,462,486,41,208,39,850,735,17,210,803,239,1192,325,1,16,442,522,2,649,27,24,282,86,619,192,194,8,90,160,239,760,331,36,94,284
2,475,445,36,193,32,828,679,22,155,791,181,1178,332,4,37,406,403,1,624,16,17,283,85,619,141,198,15,135,114,205,827,317,36,99,243
3,370,478,32,208,21,639,604,24,181,648,187,1096,281,2,38,285,457,0,504,17,17,304,73,552,159,234,5,110,147,210,798,286,30,106,294
4,440,373,38,180,32,702,649,35,204,652,185,1066,248,2,30,275,454,1,595,15,35,265,87,528,160,219,7,106,128,210,746,309,24,102,263
5,358,354,39,132,22,620,589,31,131,627,174,1020,224,1,39,243,400,0,630,19,24,228,75,497,136,179,3,115,103,200,670,280,48,86,215
6,401,312,42,182,30,697,481,24,184,552,156,843,189,3,34,231,321,0,581,15,19,198,59,393,119,208,4,102,105,128,558,235,32,63,193
7,477,424,38,203,36,756,637,22,202,654,179,972,249,1,38,294,406,2,686,18,25,233,69,487,124,232,15,122,126,201,610,340,41,83,268
8,509,424,35,208,34,747,715,17,188,753,145,1056,279,0,42,494,443,2,693,24,22,263,68,539,85,242,16,142,106,176,820,376,45,110,296
9,461,465,43,213,27,810,698,32,202,807,195,1055,305,3,49,405,511,0,689,22,32,245,63,768,72,262,14,127,126,194,768,287,53,90,302
10,442,512,38,196,38,733,703,25,191,617,217,730,318,3,53,310,343,1,727,23,23,244,60,739,169,247,9,150,102,180,759,286,29,75,240
11,466,480,46,215,43,770,714,19,198,661,172,1080,303,2,51,490,465,1,714,19,33,307,56,649,135,302,14,132,109,177,849,335,29,101,266
12,465,509,32,251,24,858,748,18,196,667,176,989,264,3,36,451,464,2,702,23,24,271,68,860,188,295,27,109,111,158,711,261,24,74,318
13,439,526,28,196,32,756,772,22,159,644,170,934,257,4,21,409,455,2,745,50,43,246,68,741,256,298,36,129,134,158,732,318,37,85,236
14,535,543,48,246,5,791,805,23,183,671,133,938,276,1,21,423,476,2,729,36,26,294,62,746,163,315,34,136,117,199,770,277,46,90,303
15,505,458,28,241,2,720,658,18,170,600,145,868,251,0,33,382,480,0,731,44,29,263,65,729,147,358,27,128,120,150,714,279,60,96,236
16,478,447,35,207,3,721,666,21,175,569,176,856,255,0,30,389,440,0,695,24,22,238,57,793,139,299,28,134,112,175,691,274,30,71,272
17,429,419,42,202,4,595,603,29,153,570,151,789,242,0,37,390,389,0,684,38,34,254,62,791,139,299,21,134,132,161,627,283,29,86,272
18,419,347,47,161,5,671,609,14,148,453,140,726,193,0,29,434,360,2,643,22,33,231,42,722,127,290,22,142,98,162,567,427,25,77,225
19,376,325,27,162,11,624,545,15,174,462,130,666,165,0,28,303,382,2,630,30,21,220,48,651,132,264,18,134,116,135,578,233,38,76,232
20,378,327,44,183,16,656,659,20,175,428,108,444,211,0,39,370,348,1,590,39,22,244,48,621,126,345,23,136,84,142,568,249,37,100,172
21,410,362,30,178,21,585,653,20,175,549,124,631,227,0,39,353,389,1,645,27,21,218,57,592,153,307,19,138,83,135,665,208,36,63,248
