cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-19,0.010507173166296221,0.0059893522626441875,0.019642857142857142,0.03463842058562555,0.13607213718820863,0.03020540112596763,0.008284855998474155,0.01845585172844648,0.002551020408163265,0.022839604591836735,0.02242395595840516,0.013510959939531367,0.0055658627087198514,0.01716877227081309,0.06292517006802721,,0.0803061224489796,0.029890574650912997,0.08858998144712431,0.008514892443463873,0.016211323238973008,0.03782976605276257,0.003401360544217687,0.03571428571428571,0.2066326530612245,0.026360544217687073,0.017749163157326425,0.09610309641097818,0.05550401978973408,0.06321160042964553,0.03492306013314417,0.12289915966386555,0.007339089481946625,0.03720238095238095,0.02430426716141002,0.022491872855336822,0.07444341372912801,0.04101394078758264,0.028634058413784674,0.11253811869575416,,0.012572886297376093
-18,0.009198390894819466,0.00275926697209496,0.006665569453587887,0.013904573687182382,0.11627375087966221,0.020625086769401637,0.006244288760280231,0.012314471243042672,0.002551020408163265,0.016227324263038547,0.014007970051926095,0.017697704081632654,0.057337220602526724,0.014676649880731512,0.07142857142857142,,0.12236101337086559,0.018157262905162064,0.05038265306122449,0.017857142857142856,0.013473699338890486,0.032358712715855574,0.006725417439703154,0.01941609977324263,0.09863945578231292,0.04789826378312519,0.014860825987199613,0.10692419825072887,0.04220116618075801,0.034929356357927786,0.024626517273576096,0.039358600583090375,0.0029817121653856345,0.019828385899814473,0.02486544068176721,0.018000312369845898,0.03239795918367347,0.04269671786240269,0.018818891192840772,0.0909468438538206,,0.0069241982507288625
-17,0.010292047853624208,0.00701530612244898,0.009050048590864918,0.021268507402961184,0.08964250035678607,0.024936224489795916,0.012744732039157125,0.012929035250463822,0.002551020408163265,0.03023149558330795,0.012802784665267977,0.013798701298701298,0.012175324675324674,0.04270186335403727,0.007653061224489796,,0.06755479969765685,0.015078976796197931,0.027933673469387754,0.01405467847516365,0.01131452581032413,0.03967391304347826,0.005612244897959183,0.049886621315192746,0.13151927437641722,0.02081632653061224,0.015836676550962266,0.059311224489795915,0.03522198353025421,0.024205705009276438,0.03369760066188638,0.13119533527696792,0.00396442360728075,0.01138560687432868,0.029657781479938913,0.023310521813515825,0.05958454810495627,0.03152511004401761,0.017532860601867865,0.08876050420168068,,0.007953181272509003
-16,0.010665904292751584,0.0032378335949764516,0.019740038872691934,0.021045918367346938,0.0598406029078298,0.015155541383219954,0.012663338716781675,0.013061224489795917,0.0035714285714285713,0.018642072213500786,0.014179421768707482,0.010912698412698412,0.009964923469387755,0.04146420472951086,,,0.06043956043956044,0.025184906177235993,0.02207613814756672,0.011407933960100893,0.01288936627282492,0.029895996860282575,0.08333333333333333,0.016763848396501458,0.0899234693877551,0.024713010204081634,0.011084707855745038,0.1455389848246991,0.033585087578338425,0.03409744179361885,0.016101245693082425,0.11245748299319729,0.004570578231292517,0.017586580086580084,0.022302780761427377,0.020103745555501436,0.08044825072886297,0.030367626502655856,0.016643059490084985,0.09154399464703913,,0.01987670068027211
-15,0.006715506715506715,0.002943485086342229,0.006602641056422569,0.01786768426378816,0.08685714285714285,0.012507503001200479,0.010417474974780787,0.010060765879385463,0.002551020408163265,0.0194515306122449,0.022299809754410236,0.006181318681318681,0.043245869776482024,0.020149832084732627,0.04846938775510204,,0.025427913100724158,0.013781927865485818,0.039965986394557826,0.014345348529021999,0.010383730957171601,0.038200723327305605,0.00510204081632653,0.008241758241758242,0.08673469387755102,0.02024872448979592,0.0164249910490512,0.11763682745825603,0.05688364055299539,0.04817616701853155,0.020939625850340135,0.20950255102040816,0.0030770039974752786,0.015502354788069073,0.026601303171871156,0.018502943650126155,0.06607142857142857,0.02231846226862838,0.015681075579838232,0.07996129486277269,,0.06052875695732839
-14,0.008199708454810495,0.03896103896103896,0.009044526901669759,0.04121911922663802,0.21419620479770857,0.023299319727891156,0.01717687074829932,0.004980563654033042,0.002551020408163265,0.021777003484320556,0.05516745159602302,0.0431455190771961,0.05985693246370713,0.05348639455782313,0.15731292517006804,,0.08229098090849243,0.03389830508474576,0.10584020842379506,0.05713323065075086,0.009256559766763848,0.05558726987298416,0.04443027210884354,0.041454081632653066,0.2576530612244898,0.02336734693877551,0.03244579081632653,0.09728664192949908,0.05502915451895044,0.011009667024704618,0.03235294117647059,0.1765873015873016,0.03125,0.02785982814178303,0.05060024009603842,0.029228855721393034,0.13278061224489796,0.07402107184337149,0.02045344765124985,0.10860969387755101,,0.009615384615384616
-13,0.018049672699268385,0.003129251700680272,0.009153661464585834,0.03619546621043627,0.0961217820461518,0.029035093767236623,0.012794348508634222,0.005023547880690737,0.008381924198250729,0.029582025117739403,0.022634901418194395,0.004002463054187192,0.014441490882067113,0.011923247559893522,0.017006802721088437,,0.04074344023323615,0.015796703296703296,0.03403169778549718,0.005335198595567259,0.006265664160401001,0.03337585034013605,0.0070930811348929815,0.027389903329752954,0.17920918367346939,0.015382272311909837,0.029106872430951176,0.1092412771560237,0.03914835164835164,0.046634443250984606,0.022340754483611624,0.1302721088435374,0.009764250527797325,0.021517302573203192,0.02953048307930767,0.027754770739464616,0.09614158163265306,0.033942743764172334,0.029316050744622173,0.05690421329822251,0.08711615487316422,0.03265306122448979
-12,0.014298057932850558,0.0036957090528519096,0.02403329752953813,0.021143592572164,0.10825271667108402,0.01758174860853432,0.008545585335962062,0.004851120776179324,0.002551020408163265,0.030829353017802867,0.0180152639568224,0.013552295918367346,0.014747865905364916,0.020800627943485087,0.29081632653061223,,0.0522108843537415,0.013799479523352967,0.045558608058608056,0.020384432842904605,0.004767480762796922,0.027819230458982012,0.007034632034632035,0.017479213907785337,0.16900510204081634,0.024855212355212354,0.014480077745383868,0.06998459761262996,0.04001363476425052,0.021291208791208792,0.019387755102040816,0.09218460111317253,0.00571206743566992,0.02277219788438936,0.023666397251970096,0.022388744395334365,0.05243328100470958,0.030542986425339366,0.018244303958589673,0.04839435774309724,0.030267512410369554,0.012390670553935858
-11,0.010726831716293074,0.005510204081632652,0.022843228200371057,0.028955606146841204,0.10478403690243221,0.017037172011661807,0.008844931415189026,0.009584548104956268,0.01020408163265306,0.021918961759461068,0.021222125213721854,0.003490870032223415,0.023418766984600627,0.019380668934240362,0.10856009070294784,,0.0246952947845805,0.017356329034681355,0.04247800037446171,0.015183046902971713,0.004090429275158339,0.029370683634670595,0.008342526199669057,0.04071003401360544,0.10714285714285714,0.027926960257787327,0.023075846192135388,0.09210246598639456,0.03633480419194705,0.0137433351719066,0.02711200759373517,0.042830290010741144,0.005797773654916512,0.022779111644657863,0.03036745001030715,0.021275258872021714,0.055434078393262066,0.027248677248677248,0.02071100069806595,0.07800590115564297,0.1444515306122449,0.018424036281179137
-10,0.00955473098330241,0.006086645184389545,0.007369614512471655,0.03388605442176871,0.0750577016520894,0.008093338858385993,0.011957908163265306,0.00600028743891923,0.002551020408163265,0.03768707482993197,0.019598653657705252,0.0041572184429327285,0.01818072361688038,0.021528123444499753,0.2780612244897959,0.002551020408163265,0.048514142499104906,0.016549744897959184,0.026680672268907562,0.008515549076773566,0.007054673721340388,0.025933025143759163,0.015391156462585036,0.030260380014074596,0.10816326530612246,0.015806322529011606,0.01984040567446491,0.10962301587301587,0.031122448979591835,0.02972610096670247,0.01948875997099347,0.10703656462585033,0.006622841444270015,0.032576823832981466,0.024401645474943903,0.02651495380761,0.0320578231292517,0.03314446171589029,0.018924109567781486,0.06004140786749482,0.019088669950738917,0.028846153846153848
