cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-19,37.0,36.0,34.0,36.0,36.0,36.0,34.0,35.0,33.0,34.0,36.0,36.0,35.0,35.0,,36.0,37.0,35.0,35.0,35.0,31.0,37.0,34.0,34.0,37.0,35.0,36.0,35.0,35.0,35.5,33.0,36.0,34.0,35.0,36.0,35.0,,34.5
-18,37.0,36.0,34.0,36.0,36.0,36.0,35.0,36.0,33.0,34.0,36.0,36.0,35.0,39.0,,32.0,38.0,35.0,34.0,36.0,33.0,36.0,34.0,35.0,35.0,34.0,37.0,36.0,36.0,34.0,33.0,37.0,33.0,35.0,35.0,35.0,,35.0
-17,37.0,36.0,34.0,36.0,35.0,36.0,34.0,35.0,34.0,35.0,36.0,36.0,36.0,35.0,,36.0,36.0,35.0,36.0,36.0,34.0,37.0,35.0,34.0,35.0,34.0,36.0,35.0,34.0,35.0,33.0,37.0,33.0,35.0,34.0,35.0,,35.0
-16,37.0,36.0,35.0,36.0,36.0,36.0,34.0,35.0,34.0,35.0,36.0,36.0,36.0,35.0,,35.0,37.0,34.0,35.0,36.0,33.0,36.0,35.0,34.0,36.0,35.0,36.0,36.0,34.0,34.0,33.0,36.0,34.0,35.0,35.0,36.0,,38.0
-15,37.0,36.0,34.0,36.0,37.0,36.0,34.0,35.0,33.0,34.0,35.0,36.0,35.0,38.0,,35.0,37.0,35.0,39.0,36.0,32.0,37.0,34.0,34.0,36.0,34.0,37.0,36.0,35.0,36.0,33.0,37.0,33.0,35.0,35.0,35.0,,30.0
-14,37.0,36.0,35.0,36.0,36.0,36.0,34.0,36.0,33.0,36.0,36.0,38.0,36.0,35.5,,35.0,37.0,35.0,27.0,36.0,34.5,35.0,35.0,34.0,35.5,35.0,37.0,35.0,34.0,35.0,34.0,37.0,34.0,37.0,37.0,37.0,,37.0
-13,36.0,36.0,35.0,36.0,36.0,37.0,35.0,36.0,34.0,36.0,36.0,38.0,36.0,37.0,,36.0,36.5,35.0,36.0,35.0,33.0,34.0,35.0,35.0,35.0,36.0,38.0,35.0,35.0,35.0,34.0,37.0,34.0,36.0,36.5,37.0,37.0,33.5
-12,37.0,37.0,35.0,36.0,36.0,37.0,34.0,36.0,34.0,35.0,35.0,37.0,36.0,35.0,38.0,36.0,36.0,35.0,34.5,35.0,33.0,35.0,35.0,35.0,36.0,36.0,37.0,37.0,35.0,35.0,34.0,37.0,34.0,36.0,35.0,35.0,37.5,38.0
-11,37.0,36.0,34.0,35.0,37.0,37.0,35.0,36.0,34.0,35.0,36.0,38.0,36.0,35.0,38.0,36.5,36.0,35.0,38.0,36.0,36.0,35.0,35.0,35.0,36.0,36.0,37.0,36.0,35.0,35.0,34.0,37.0,34.0,36.0,34.0,37.0,38.0,37.5
-10,37.0,36.0,34.0,36.0,36.0,36.0,34.0,34.0,34.0,35.0,36.0,38.0,36.0,38.0,34.0,34.0,37.0,35.0,31.0,35.0,34.0,35.0,37.0,35.0,35.0,36.0,38.0,36.0,35.0,34.0,34.0,37.0,34.0,36.0,36.0,36.0,38.0,37.0
