cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-19,38.060109289617486,37.426663306451616,36.346820809248555,37.33897621926643,37.72103861517976,37.78580072609923,35.83375257260462,37.14408602150537,35.7700394218134,36.39815668202765,37.0702875399361,36.27218934911242,36.69532803180915,36.65,,36.898148148148145,38.28820116054158,36.258649093904445,36.27536231884058,37.084402871437895,34.542682926829265,38.254448398576514,36.30122591943958,36.117009132420094,37.43103448275862,36.27956989247312,37.23954802259887,36.94774893197503,36.861182519280206,37.03445229681979,34.53237410071942,37.739719157472415,35.56146512794782,37.121609798775154,37.3562091503268,36.160789844851905,,35.95652173913044
-18,37.964467005076145,37.16309362279512,36.09863945578231,37.779516358463724,37.54694835680751,37.80733944954128,36.153825503355705,36.895074946466806,35.051532033426184,35.851495016611295,36.71729185727356,36.9320987654321,36.745098039215684,38.160714285714285,,33.89411764705882,38.666666666666664,35.94409937888199,36.61666666666667,37.35415135929463,33.81879194630873,37.776659959758554,36.298701298701296,36.597922395355944,36.66269841269841,36.1764705882353,38.063687150837985,37.5930975713677,37.166666666666664,36.31609195402299,34.029900332225914,38.17575757575757,34.92876712328767,36.85351089588378,36.47433628318584,36.48979591836735,,38.361111111111114
-17,38.17065994115175,37.153019023986765,36.80201342281879,37.01500441306266,36.8251582278481,37.743583706145515,35.598987476685316,36.855,35.67857142857143,36.666796418840015,37.2018691588785,36.701001430615165,37.22055137844612,36.55714285714286,,37.21348314606742,37.03938730853392,36.642276422764226,37.78260869565217,37.42235086836144,35.11585365853659,38.80492813141684,36.30848861283644,36.0394438138479,37.09782608695652,36.12557603686636,37.7910085054678,37.01379022147931,35.49122807017544,36.8648393194707,34.6864,37.99306868304978,34.96965291659095,36.41591422121896,36.54358974358974,36.92408759124088,,37.22222222222222
-16,37.993382352941175,37.35347837765243,37.31780821917808,37.67327550598926,36.73754940711463,37.40842610783672,35.96420172458845,36.015037593984964,35.278940027894,36.29309063893017,37.026022304832715,37.46344647519582,36.976477683956574,36.31481481481482,,36.857142857142854,37.78488372093023,35.86129753914989,36.9625,37.39149940968123,35.45977011494253,37.80708661417323,36.088,35.6587086272382,36.991471215351815,36.572544642857146,37.25299890948746,37.13943541488452,36.6123595505618,36.403458213256485,34.70942812982999,37.838910947249005,35.358477139299055,36.5444379046498,37.326829268292684,37.002881844380404,,37.03921568627451
-15,38.31772575250836,37.31528751753156,36.467948717948715,37.29696191698759,37.421657095980315,37.86631134799023,35.7129917184265,37.43535620052771,35.34305555555556,36.26063049853372,36.78710247349823,37.07518796992481,36.46753986332574,37.808510638297875,,36.021126760563384,37.4989604989605,36.42758620689655,38.41509433962264,37.46704799801044,35.61486486486486,39.16458333333333,36.04056795131846,36.02545551982851,37.65285996055227,36.4400871459695,38.41997851772288,37.13407550822846,36.46022727272727,37.35660377358491,34.641337386018236,37.70243619489559,35.07917352349607,36.894009216589865,36.480278422273784,36.61224489795919,,34.53488372093023
-14,38.22929577464789,37.19305171733123,37.18115942028985,37.712250712250714,37.090666666666664,37.87340529931305,36.21989860583017,37.701195219123505,35.5426731078905,37.09833147942158,36.794444444444444,38.71446912312235,36.63723776223776,35.98039215686274,,36.41975308641975,37.98067287043665,36.68538283062645,33.027027027027025,37.39978678038379,35.27173913043478,37.151125401929264,36.56464379947229,36.13982150446239,36.994082840236686,36.55403556771546,37.76157804459691,36.80028530670471,36.16774193548387,37.120358514724714,34.56892778993436,38.642857142857146,35.84130434782609,37.996008596868286,38.784386617100374,37.72222222222222,,39.46153846153846
-13,37.80754996299038,37.41251924063622,37.10526315789474,37.40734011627907,37.57559880239521,38.62249827467219,36.568917018284104,36.853711790393014,36.4471218206158,37.01679178190439,36.962249614791986,38.42804476629362,36.917743031951055,38.06086956521739,,37.288557213930346,37.800094966761634,36.14563106796116,37.0,36.4809019013966,35.59183673469388,36.155580608793684,36.82574568288854,36.700143884892086,36.97809076682316,37.45904234269885,38.34712411705348,36.97948016415869,36.8821752265861,37.4650974025974,35.27053824362606,38.4296875,35.74263400780973,37.473613894455575,38.051162790697674,37.25040387722132,38.27436582109479,37.20454545454545
-12,38.09439318665721,37.9698603283509,37.70501474926254,37.628825820812466,36.87679083094556,38.52290358330255,36.41062637922254,37.40931372549019,35.690993788819874,36.981856784404556,37.094798249878465,38.25819672131148,37.10639248994189,36.438202247191015,38.43188405797101,37.19431279620853,37.161490683229815,36.43904994760741,37.10606060606061,37.16699565732333,34.929577464788736,36.535980148883375,37.138041733547354,36.75278396436526,37.160714285714285,37.098584428715874,38.06870229007634,38.27193528313628,36.351851851851855,36.74018379281537,34.60909090909091,38.217096336499324,35.39281942977825,37.7146218487395,36.979683972911964,36.86165413533835,38.51965484180249,38.292307692307695
-11,38.12698974177573,37.33010912698413,36.93636363636364,37.32220183486238,37.665625,38.47186147186147,36.695039458850054,36.97813121272366,35.82192648922687,36.83263764659114,37.46222527472528,38.59843071318481,37.45999041686632,37.27272727272727,39.246073298429316,38.38947368421053,37.26635269492412,36.47194351542178,40.0,37.3769801980198,36.607142857142854,36.82009132420092,36.70648464163823,36.98603504928806,36.92818671454219,37.624164524421595,38.05889014722537,37.27582714382174,37.09090909090909,36.76935229067931,35.16062992125984,38.479215319943954,35.30645749726377,37.61220889202541,36.270207852194,37.437802907915994,38.48457047539616,38.672413793103445
-10,38.038586368553915,37.523011363636364,36.66549295774648,37.16070742022299,37.34525790349418,37.53014140411808,36.118336025848144,36.27833001988071,35.57997010463378,37.08967059780399,37.36974789915966,38.827838827838825,36.985014985014985,37.11827956989247,35.78350515463917,36.107438016528924,37.98992576882291,36.430670010748834,33.523809523809526,36.78770783847981,35.23030303030303,36.220543806646525,37.93010752688172,36.686023341873046,36.744014732965006,37.094763092269325,38.71754807692308,38.0491452991453,37.035714285714285,36.54372937293729,35.33152173913044,38.29611411706837,35.47045293701345,37.58658787255909,37.088235294117645,37.155523255813954,39.244152046783626,39.48979591836735
