cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.5761226725082147,0.526117393645665,0.520933014354067,0.5434957712444624,0.5809690091663029,0.5928040131465144,0.5505238856331025,0.4419568822553897,0.6047008547008547,0.48534201954397393,0.5650517147523135,0.5371621621621622,0.6236162361623616,0.5920889987639061,0.0,0.6334056399132321,0.6016042780748663,0.4518935516888434,0.6330749354005168,0.5033557046979866,0.5709876543209876,0.5772727272727273,0.4954545454545455,0.5821428571428572,0.5761904761904761,0.49331908070550506,0.33569859773610405,0.6314285714285715,0.6517894736842105,0.551373954599761,0.5150976909413855,0.6887298747763864,0.35826210826210825,0.43733509234828494,0.5869779677737587,0.4867881175118989,0.6802030456852792,0.6554878048780488,0.504713560551124,0.5352422907488987,0.0,0.5263157894736842
-11,0.5646663217796172,0.512617894468519,0.5140924464487034,0.550185873605948,0.5447402880838061,0.5799000172384071,0.5439503619441571,0.41915085817524844,0.6569037656903766,0.4838709677419355,0.5715986900863352,0.518579686209744,0.6409638554216868,0.5814550119113066,0.0,0.6017505470459519,0.547911547911548,0.4235849056603774,0.6044591246903386,0.543661971830986,0.5833333333333334,0.5487088156723063,0.48484848484848486,0.6193548387096774,0.5933908045977011,0.5007649158592555,0.460397284385215,0.6660600545950864,0.625369978858351,0.5639751552795031,0.5376034544800288,0.656957928802589,0.3153846153846154,0.4619631901840491,0.596827495042961,0.4595238095238095,0.6864988558352403,0.6607695709862893,0.4930820610687023,0.5255255255255256,0.0,0.580952380952381
-10,0.5752833243389098,0.5238339313172732,0.515375854214123,0.5667046750285063,0.5183547103051747,0.5880768540132878,0.5345638798407528,0.4409302325581395,0.6688888888888889,0.5076452599388379,0.5773480662983426,0.5597539543057997,0.5948509485094851,0.5909090909090909,0.0,0.6297968397291196,0.5965770171149144,0.41439322671683915,0.6073619631901841,0.5355892648774796,0.5866666666666667,0.560546875,0.4888888888888889,0.6148867313915858,0.5492957746478874,0.5044713308784851,0.45312140059894035,0.6663507109004739,0.6065217391304348,0.5736677115987461,0.5153467222432739,0.6518883415435139,0.36168691922802,0.4186991869918699,0.5591849935316947,0.46594594594594596,0.6892950391644909,0.6569795140543115,0.48002958579881655,0.5245664739884393,0.0,0.46153846153846156
-9,0.5484379102126542,0.48253557567917205,0.4991671293725708,0.5303488606573906,0.5053715308863026,0.5647412118000353,0.5312612938200216,0.44014732965009207,0.6477024070021882,0.4796084828711256,0.5692930551230146,0.523728813559322,0.5974395448079659,0.5851936653310437,0.0,0.6516129032258065,0.5781584582441114,0.4371172868582195,0.5926849542809642,0.47214854111405835,0.5105105105105106,0.5507478632478633,0.4375,0.6035087719298246,0.5470494417862839,0.44579587519830777,0.43256379100850545,0.6611489776046738,0.6002716161158895,0.5775220040622884,0.49631751227495907,0.59,0.34584450402144773,0.5096700796359499,0.5642643639986715,0.45183634020618557,0.610126582278481,0.5977859778597786,0.4452353616532721,0.5371342835708928,0.0,0.4369747899159664
-8,0.5185567010309279,0.48028673835125446,0.5014684287812041,0.5085369057000263,0.48856799037304455,0.5397635056805008,0.48936678614097967,0.35917901938426455,0.6089743589743589,0.40671641791044777,0.5487421383647799,0.4696485623003195,0.6161228406909789,0.5744003915810083,0.0,0.6322115384615384,0.5511363636363636,0.36866059817945385,0.5679287305122495,0.47648902821316613,0.5324074074074074,0.502493469484683,0.4121212121212121,0.5260416666666666,0.5314401622718052,0.4470404984423676,0.38333333333333336,0.6086404066073697,0.5785756327251325,0.5238987816307404,0.47507163323782237,0.657088122605364,0.31996179560649474,0.4498525073746313,0.5123773937412424,0.4255186721991701,0.620253164556962,0.6095505617977528,0.3932102834541859,0.5398550724637681,0.0,0.3956043956043956
-7,0.6673988076561029,0.6282299741602068,0.722007722007722,0.6679943767572634,0.6464305789769533,0.7289023162134944,0.6958738989337042,0.4883720930232558,0.751207729468599,0.6342975206611571,0.7609022556390977,0.6383928571428571,0.8483452031839128,0.7683700111898545,0.0,0.7535353535353535,0.7001434720229556,0.551857211770381,0.7529244948599787,0.7195674921520754,0.6380697050938338,0.7053888351080994,0.657487091222031,0.6996047430830039,0.8211091234347049,0.6493943472409152,0.6038570976920645,0.786235662148071,0.7829017382050373,0.7494908350305499,0.6454465075154731,0.864516129032258,0.5213549337260678,0.5957446808510638,0.7447482014388489,0.6770258495498113,0.8265895953757225,0.8550201655699426,0.647913862718708,0.6292725679228747,0.9036761284318288,0.5747126436781609
-6,0.5875593305021234,0.4857142857142857,0.5939806927881885,0.584966838614591,0.5265273311897106,0.6769172361427487,0.5902162353775257,0.4044665012406948,0.6360078277886497,0.6168639053254438,0.5539885412075805,0.6090151886330231,0.5996786718436203,0.6356007855740047,0.9481361426256077,0.6653771760154739,0.5629228687415426,0.4122448979591837,0.5877125193199382,0.5116653258246179,0.7197898423817863,0.5538694992412747,0.4578544061302682,0.5423728813559322,0.5433295324971493,0.49111549851924974,0.49976569821930644,0.6608629825889477,0.6104527499240352,0.5767613038906414,0.5511476338906206,0.6646153846153846,0.45359202936549553,0.5175829618623081,0.5991943605236657,0.5064935064935064,0.665943600867679,0.7040816326530612,0.5037011533826821,0.680672268907563,0.6667998401917699,0.512
-5,0.5806530214424951,0.49713431348118614,0.5697042848521424,0.5431410144674917,0.5286103542234333,0.6099290780141844,0.5425707397538383,0.41091219096334186,0.5850622406639004,0.45652173913043476,0.5531146119381414,0.524878640776699,0.5986223340839847,0.623059866962306,0.7201492537313433,0.6205035971223022,0.5558739255014327,0.4229044498102794,0.5885496183206107,0.513681592039801,0.5029940119760479,0.5510887772194305,0.5182724252491694,0.5911949685534591,0.5276190476190477,0.49529003470500743,0.4796834901625321,0.6334913112164297,0.6117908787541713,0.5772960638904735,0.5093622795115332,0.6912350597609562,0.3840811965811966,0.46090308370044053,0.5911409395973154,0.48352972683449386,0.695575221238938,0.7162743609212857,0.49113798244161005,0.5594309316200092,0.6588459099556119,0.41007194244604317
-4,0.573602853745541,0.5628169014084508,0.6306345733041575,0.5622748815165877,0.5338662179217502,0.613388996570747,0.5542459148138227,0.44794007490636706,0.6511627906976745,0.3977035490605428,0.5521148036253777,0.5363881401617251,0.6163717411860057,0.6475424173517579,0.7612612612612613,0.6709090909090909,0.5326251896813353,0.41264849755415794,0.5870967741935483,0.47837370242214533,0.5325301204819277,0.5658791129149152,0.4840499306518724,0.6616541353383458,0.5749844430616055,0.5213953488372093,0.4561608604161796,0.6237113402061856,0.6357159819520304,0.5552375500858615,0.5494264095679766,0.6905737704918032,0.385617509119333,0.46271094175285793,0.5855394249928836,0.51877404802972,0.5959595959595959,0.7241913616114662,0.502165944685105,0.5718321226795803,0.7707275803722504,0.5870967741935483
-3,0.5579748163693599,0.5303558967201675,0.5859756097560975,0.5590733590733591,0.5164882226980728,0.41525514008735487,0.5620923732197525,0.37037037037037035,0.6497797356828194,0.40458937198067635,0.5708636507434356,0.5204978038067349,0.6035469107551488,0.6315096822711036,0.7304347826086957,0.6396396396396397,0.5434027777777778,0.4057471264367816,0.5687960687960688,0.5166534496431404,0.5316770186335403,0.5421106407823676,0.445859872611465,0.6124567474048442,0.5269028871391076,0.49222520107238604,0.47111956263370575,0.6596942880128721,0.5937455171424473,0.5808170515097691,0.5238213399503722,0.7197740112994351,0.3728905824714208,0.46608187134502926,0.5549798503166379,0.4961904761904762,0.632183908045977,0.6896243291592129,0.4814135689281547,0.5704828660436138,0.676172607879925,0.48412698412698413
