cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.1233983286908078,0.09472880061115355,0.12664359861591695,0.13956331877729258,0.12611563833915407,0.09435882523989532,0.08834147377362497,0.22410714285714287,0.14315352697095435,0.08709016393442623,0.12722535822839776,0.12677388836329234,0.13744321868916287,0.0872289972899729,0.05665349143610013,0.09885931558935361,0.12658227848101267,0.15081723625557206,0.14906832298136646,0.076007326007326,0.1767497034400949,0.18866749688667497,0.32220039292730845,0.1619047619047619,0.060874704491725766,0.20401174168297456,0.17050691244239632,0.14705882352941177,0.1489058039961941,0.11059907834101383,0.24053398058252426,0.09871244635193133,0.11099691675231244,0.2618061309030654,0.14856361149110808,0.09886927744070602,0.05263157894736842,0.11863391252246855,0.20534277438043128,0.1699298115995567,0.09698720594304581,0.11278195488721804
-11,0.10589928057553957,0.08710801393728224,0.10435615126854955,0.1359170305676856,0.12963717896453322,0.1028182099721276,0.07534406344763238,0.1891679748822606,0.08971553610503283,0.1429483088704531,0.11895070104025328,0.1496924128503076,0.1335002635740643,0.08832391713747646,0.05622489959839357,0.07034220532319392,0.12035661218424963,0.16103603603603603,0.138758231420508,0.07003891050583658,0.15393939393939393,0.1660065438264164,0.2845849802371542,0.14942528735632185,0.06229720960415315,0.17322050771528125,0.15139977603583427,0.14285714285714285,0.13353788687299895,0.11150568181818182,0.22513227513227513,0.10508474576271186,0.1101956745623069,0.2971725331794576,0.14386859246672332,0.0905590416428979,0.092,0.1257801248199712,0.20580251102816424,0.1900262467191601,0.08076923076923077,0.15384615384615385
-10,0.09875813128326434,0.08687381103360811,0.11868256672345258,0.1388567014291232,0.13814955640050697,0.071360608943863,0.07714184145040881,0.19631410256410256,0.06765327695560254,0.16233254531126873,0.10913822133782336,0.14275668073136427,0.13393590797041907,0.08941344778254649,0.09545454545454546,0.09642857142857143,0.1234991423670669,0.13997627520759193,0.14285714285714285,0.0728200371057514,0.14232673267326731,0.16503240817683232,0.24854368932038834,0.20670391061452514,0.05488621151271754,0.16799601196410768,0.15510777881911902,0.13640098603122433,0.14362606232294617,0.10057887120115774,0.233502538071066,0.10817031070195628,0.11099079588521928,0.32032967032967036,0.13356379635449403,0.0819534100477126,0.05185185185185185,0.1420826744974023,0.1948831332912192,0.18609950626661603,0.09274935590725064,0.07692307692307693
-9,0.10699342498505679,0.10077332044465925,0.11617046117921774,0.1351510396233817,0.14435237679895332,0.09325588899645047,0.07213872832369943,0.20510894064613072,0.09034267912772585,0.15373021853805577,0.1209805794333015,0.15755855216465578,0.1284876234082129,0.08792924037460978,0.09876543209876543,0.1059245960502693,0.14776632302405499,0.15295987286452126,0.13026052104208416,0.07824871914299023,0.14182692307692307,0.1773985833869929,0.2825112107623318,0.19161676646706588,0.06008855154965212,0.19126506024096385,0.15811764705882353,0.12374886260236578,0.14799094510469724,0.0888529886914378,0.23996832101372756,0.08023255813953488,0.10557986870897156,0.3127208480565371,0.13089454129751357,0.09200933216681248,0.09670781893004116,0.14107365792759052,0.19963552021206096,0.20736754966887416,0.10391566265060241,0.1323529411764706
-8,0.09601506118606841,0.1057618437900128,0.12945166760881854,0.13580998781973203,0.13284132841328414,0.10694635488308116,0.07906558849955077,0.2040104620749782,0.09578544061302682,0.16489361702127658,0.12223756906077347,0.1324655436447167,0.14014977838911813,0.09900618788674292,0.09251101321585903,0.10975609756097561,0.12211221122112212,0.15434871376071865,0.12227538543328018,0.071323888617489,0.18615384615384614,0.17341565280552024,0.2515991471215352,0.19473684210526315,0.059639389736477116,0.15759955131800338,0.15498545358370802,0.1429872495446266,0.1422986708365911,0.1084864391951006,0.23275145469659186,0.08955223880597014,0.12196467991169978,0.3147815679233992,0.14385519212448397,0.09161536206391088,0.09698996655518395,0.16631853785900783,0.20469798657718122,0.2165691130121567,0.10695422535211267,0.12844036697247707
-7,0.08825597749648383,0.1088204592901879,0.12783265543288785,0.14456342668863262,0.13385464581416742,0.10600823045267489,0.07730870712401056,0.2154280338664158,0.14468085106382977,0.1726822363765039,0.11622885930190716,0.12197159565580618,0.14384085692425402,0.09664351851851852,0.07766990291262135,0.1062124248496994,0.11920529801324503,0.14645602049530315,0.10648994515539305,0.0761758691206544,0.17615176151761516,0.16883116883116883,0.27764127764127766,0.11702127659574468,0.059846903270702856,0.19405320813771518,0.1522373540856031,0.15763546798029557,0.14329454990814453,0.10744580584354382,0.21410719244654264,0.09170854271356783,0.10418963616317531,0.3329129886506936,0.13389391979301424,0.09157733537519143,0.12937062937062938,0.15582579185520362,0.20822709501954784,0.19052088221492258,0.10919781604367913,0.1
-6,0.09807073954983923,0.13772597526165556,0.11658456486042693,0.1339622641509434,0.13659147869674185,0.1055239760967789,0.08777844671884406,0.23421262989608313,0.11051930758988016,0.16551724137931034,0.12724420428795538,0.10213940648723258,0.14746149458071878,0.09364489290139848,0.09569377990430622,0.07474747474747474,0.1547049441786284,0.1488833746898263,0.1643059490084986,0.07795431976166832,0.20368474923234392,0.16614518147684607,0.2317596566523605,0.18556701030927836,0.0479539641943734,0.2254335260115607,0.1496098104793757,0.14581607290803644,0.1391706443914081,0.11515664690939881,0.23598192931171938,0.10558252427184465,0.12354188759278897,0.35304150085275726,0.13134907796829506,0.08885714285714286,0.13745704467353953,0.1882324802678785,0.2096,0.1782340862422998,0.09881061299176579,0.10256410256410256
-5,0.10153199158906578,0.15851565851565852,0.10884353741496598,0.14037458968912916,0.14737291755659973,0.09839181286549707,0.08189305185013339,0.20842911877394635,0.13055555555555556,0.17531645569620252,0.12903225806451613,0.11164713990351481,0.13862844896865792,0.09800664451827243,0.12053571428571429,0.09780439121756487,0.12315930388219545,0.16596638655462184,0.14593077642656688,0.08099956915122791,0.1787773933102653,0.1748702626199088,0.2752688172043011,0.1091703056768559,0.058394160583941604,0.2222222222222222,0.1502653159671973,0.16558441558441558,0.1517133956386293,0.10614101592115238,0.2340896513558384,0.10061349693251534,0.10953133228014744,0.331669439822518,0.12338198843293859,0.09114835849840698,0.09904761904761905,0.16314823313446536,0.2061805890873974,0.1607828089025326,0.09816849816849817,0.09523809523809523
-4,0.07817514901421366,0.1500658183413778,0.09878587196467992,0.15232940266769765,0.14452617914322805,0.10441475457449899,0.08180790960451978,0.21224832214765102,0.13090128755364808,0.16810344827586207,0.13429752066115702,0.14008321775312066,0.14337301056573493,0.08502581755593804,0.0990990990990991,0.10093457943925234,0.11805555555555555,0.14877663772691396,0.13749521256223668,0.07482394366197183,0.17752808988764046,0.1717557251908397,0.25,0.11822660098522167,0.06579764121663563,0.24126838235294118,0.16051618745755036,0.16218354430379747,0.15202593192868719,0.10153846153846154,0.24516129032258063,0.1188235294117647,0.10515773660490736,0.33751425313568983,0.12965879265091865,0.09775857412908452,0.11697247706422019,0.1431980906921241,0.20708955223880596,0.17815533980582524,0.09148618371919343,0.10344827586206896
-3,0.10685249709639953,0.16565246788370522,0.12459016393442623,0.14868913857677904,0.1476897689768977,0.09904868494683827,0.09110787172011661,0.23941493456505003,0.16414141414141414,0.1924969249692497,0.1358342157011042,0.16712141882673942,0.15437392795883362,0.09511993382961124,0.12209302325581395,0.11654135338345864,0.13178294573643412,0.13605167541380703,0.1254886630179828,0.08639398998330551,0.1334867663981588,0.18680445151033387,0.275,0.2011173184357542,0.06828334396936822,0.2566798072711345,0.15368120085775555,0.1610738255033557,0.15239591516103693,0.11937857726901063,0.24089709762532982,0.09930715935334873,0.11251212415130941,0.34456101601325234,0.11654135338345864,0.10207939508506617,0.12135922330097088,0.14601057714417107,0.2112918360963403,0.19134860050890584,0.10617626648161,0.09803921568627451
