cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,266,448,64,219,173,584,464,10,66,427,144,80,396,15,97,117,0,831,45,0,1129,139,189,196,462,2,225,93,336,494,106,95,50
-11,261,432,81,248,163,578,472,16,48,456,125,77,338,23,97,105,1,777,56,0,759,135,146,201,484,5,189,109,307,452,114,85,61
-10,263,410,70,245,160,569,444,10,67,504,118,78,357,30,95,136,1,801,43,0,781,136,176,195,504,4,207,88,276,433,98,121,63
-9,286,341,65,241,145,600,484,10,51,455,113,59,342,32,82,145,2,794,45,0,742,128,149,204,394,3,215,94,290,433,92,93,62
-8,181,305,72,173,128,431,401,12,58,404,102,64,241,18,61,106,0,566,34,0,557,94,129,161,271,5,151,83,235,317,71,82,49
-7,222,339,88,256,148,533,469,8,69,353,124,70,364,20,81,118,3,720,31,0,620,106,144,160,281,5,143,85,230,538,95,81,48
-6,261,398,80,301,172,630,493,8,73,541,127,95,351,27,105,172,3,809,54,0,776,175,177,201,469,5,199,109,362,479,110,148,49
-5,294,391,93,296,179,633,553,8,73,516,152,82,383,28,111,127,3,704,53,0,787,112,165,213,469,7,204,107,335,456,113,123,70
-4,264,427,71,325,160,628,489,11,62,509,127,89,335,11,80,103,1,631,59,0,720,148,219,192,498,8,223,112,315,416,94,135,60
-3,257,414,87,323,167,1222,439,0,50,490,117,97,330,11,95,185,0,521,40,0,750,162,150,195,459,5,197,100,302,412,109,119,47
-2,245,358,88,307,140,555,460,7,43,457,134,86,301,5,77,130,1,520,44,0,728,117,127,173,506,6,180,104,252,427,95,122,52
-1,261,397,86,263,156,586,460,8,59,487,111,76,314,8,88,127,2,506,42,0,660,127,163,170,491,5,249,97,307,399,128,141,60
0,206,362,84,278,171,595,485,5,49,447,109,87,325,12,60,135,1,530,49,0,740,192,147,141,474,3,192,100,318,392,111,116,50
1,271,399,78,302,162,617,480,13,46,479,139,96,410,26,100,155,5,671,53,9,731,206,181,197,576,4,200,103,315,456,107,104,58
2,444,385,90,324,199,626,507,7,59,468,128,92,386,46,115,160,1,663,64,89,712,201,156,184,425,4,209,124,319,470,98,106,50
3,313,375,71,272,161,655,460,7,66,465,180,92,342,41,108,160,3,806,44,83,785,184,185,194,571,9,215,105,322,463,111,139,62
4,382,343,60,271,187,628,487,12,51,500,194,95,392,35,90,164,1,910,60,69,730,209,167,172,506,8,219,129,357,542,105,132,63
5,337,317,102,278,171,627,445,5,59,473,172,65,346,26,74,137,1,888,51,72,777,206,156,164,508,10,190,119,337,468,95,112,47
6,284,369,66,221,143,606,399,12,65,488,250,74,405,54,93,163,1,784,80,74,744,170,156,184,580,12,172,117,367,453,124,156,66
7,315,369,81,259,160,585,432,7,78,486,201,60,398,39,107,156,1,865,66,84,630,214,157,153,568,15,170,123,345,461,95,121,57
8,304,329,86,254,149,552,426,2,67,482,219,60,382,49,109,173,0,880,46,85,710,179,166,176,672,11,164,131,391,490,113,140,64
9,260,358,65,238,145,541,390,10,74,391,206,49,346,78,73,143,2,807,48,92,679,206,170,175,592,7,213,116,381,627,120,129,63
10,300,291,77,245,139,483,381,13,68,441,182,72,362,52,93,150,0,754,51,60,609,169,147,171,601,12,140,110,359,468,93,143,62
11,240,214,71,288,138,526,414,3,53,387,191,70,375,47,83,137,1,736,42,74,591,171,137,146,625,10,157,94,345,408,96,126,51
12,301,240,86,220,133,488,334,6,46,406,200,69,272,38,69,140,0,700,40,69,550,165,118,141,648,12,170,108,317,444,83,130,45
13,266,242,69,221,129,474,373,11,59,404,152,69,312,56,65,134,3,772,45,74,570,208,152,135,713,14,148,95,298,337,104,146,48
14,273,241,64,245,125,562,375,1,72,424,145,81,383,57,73,155,2,830,54,76,599,182,150,113,653,15,173,90,364,397,108,136,52
15,287,245,93,244,123,490,381,10,73,481,116,86,342,45,111,161,1,899,55,66,571,166,184,142,682,21,196,106,361,427,94,147,67
16,324,247,85,275,134,547,397,5,74,443,132,68,366,61,85,200,2,844,49,67,616,147,149,89,693,15,186,114,360,458,114,142,58
17,299,272,71,235,131,541,370,6,90,436,139,83,383,60,117,148,1,875,51,67,594,169,149,207,643,19,200,104,377,421,123,134,47
18,284,306,79,249,117,548,366,10,86,463,131,80,337,66,70,162,0,891,49,83,596,151,163,184,628,37,193,107,317,436,99,133,70
19,272,282,69,270,110,533,379,5,81,468,60,75,340,52,53,142,1,843,57,57,638,160,146,164,642,36,139,139,337,423,99,122,62
20,276,311,74,280,75,554,378,7,89,495,37,86,346,41,57,149,0,845,82,57,628,161,166,175,679,48,217,124,364,407,99,143,60
21,290,256,90,262,10,548,340,9,81,458,83,77,385,31,99,163,3,953,79,64,587,138,141,161,617,60,163,106,335,409,99,119,59
22,263,270,83,260,16,503,360,5,66,449,62,68,340,42,82,136,1,923,95,52,618,168,158,149,685,44,210,129,363,415,107,148,57
23,230,246,99,236,28,474,351,0,57,436,58,57,327,52,95,132,0,855,58,74,571,129,158,133,634,43,141,120,334,377,80,132,54
24,202,226,71,267,35,430,298,6,47,386,49,52,305,50,94,125,1,879,69,66,587,128,150,129,632,39,203,103,283,336,71,131,49
25,243,212,75,212,31,477,334,8,45,329,47,55,214,28,59,122,0,791,73,51,564,90,141,133,599,39,184,102,296,344,60,150,50
26,234,197,79,213,94,413,274,5,46,350,30,47,96,50,62,115,2,781,93,43,584,114,133,154,626,42,184,111,316,284,74,128,37
27,199,155,69,195,78,384,273,7,35,293,42,43,361,42,61,121,3,749,75,69,512,123,136,123,622,24,157,120,288,332,73,143,32
28,151,183,74,216,95,312,245,7,29,322,38,52,268,38,44,127,1,686,66,61,496,101,116,145,613,19,171,94,304,288,61,104,18
