cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,643,692,47,320,167,1036,975,71,194,930,284,1271,467,0,81,324,315,408,75,625,128,141,126,504,78,881,222,146,37,295,582,315,1092,33,404,241,276,255,32
-11,713,739,52,430,154,960,961,87,167,986,163,1189,421,6,69,270,282,443,72,502,126,150,124,506,89,1086,193,140,47,274,378,285,1089,16,548,261,127,94,25
-10,614,650,42,393,130,1246,954,99,135,814,189,1184,347,2,57,282,284,445,79,509,132,123,140,454,77,943,195,109,20,290,396,298,1095,31,496,279,255,257,16
-9,609,600,36,395,138,920,987,101,130,822,172,1069,341,1,51,305,273,433,82,463,109,125,158,457,79,941,198,150,30,281,382,258,1039,13,481,263,197,263,30
-8,619,591,43,376,118,866,923,97,141,735,178,1076,276,2,67,261,346,453,32,417,119,103,99,407,62,917,203,119,25,251,384,267,1115,0,401,261,196,192,21
-7,503,616,37,355,137,886,862,86,149,732,146,1054,263,2,55,281,429,362,45,386,114,114,6,463,79,872,168,121,24,229,334,264,960,0,394,248,192,238,16
-6,566,588,50,373,139,1074,907,109,143,854,212,1114,296,1,56,284,339,384,54,506,117,125,152,513,98,841,177,148,21,275,358,252,1098,0,528,285,200,193,27
-5,627,761,47,363,150,1094,965,156,166,902,197,1208,361,4,84,294,396,467,56,596,125,134,192,450,83,885,192,146,38,284,369,267,1140,45,562,296,234,282,21
-4,706,666,50,387,133,1088,1036,149,180,825,213,1226,326,3,84,274,457,489,67,580,136,133,195,538,90,755,217,117,30,276,344,282,1116,38,495,302,184,249,29
-3,591,680,42,409,170,1087,887,179,165,858,235,1221,336,1,90,284,681,510,42,696,133,126,265,489,83,950,190,154,27,244,355,315,1152,27,529,267,122,241,12
-2,585,597,35,311,146,1102,940,167,165,869,225,1176,236,1,72,266,543,434,61,668,128,124,222,517,98,875,155,112,25,206,356,281,1105,23,483,327,93,224,29
-1,557,692,55,362,150,1002,982,148,207,856,161,1176,382,0,77,261,588,485,28,735,96,103,258,443,79,973,184,140,31,195,343,262,1104,18,463,318,94,247,17
0,485,675,35,336,151,998,950,167,198,816,192,1132,369,3,75,261,580,405,18,621,88,113,305,465,84,839,190,113,26,185,368,263,978,20,440,311,103,227,24
1,573,674,41,405,170,995,926,151,212,947,232,1196,373,1,57,245,477,482,15,664,130,121,298,439,90,903,207,169,33,158,465,319,1031,27,466,322,108,284,26
2,540,693,36,349,131,983,932,175,159,899,178,1176,374,4,75,268,441,368,26,689,131,114,289,486,92,835,156,187,48,197,287,281,1193,24,441,356,107,243,23
3,499,702,32,355,101,855,774,163,187,749,181,1116,353,2,72,215,317,445,9,610,107,109,243,464,75,784,176,171,24,157,350,271,1160,29,418,340,115,295,16
