cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WY
-13,0.02615315718763995,0.026010781671159028,0.02072538860103627,0.02531282586027112,0.022906403940886697,0.03030804902285525,0.02934294054955748,0.00816326530612245,0.0165119223464866,0.03299016486237883,0.01356702845409211,0.05339635854341737,0.08029023432853574,0.006087662337662337,,0.03389830508474576,0.04225352112676056,0.049107142857142856,0.027777777777777776,0.02461441213653603,0.0,0.05723023154215815,0.018893387314439947,0.008648971070682972,0.03391684901531729,0.01263633945198191,0.02497096399535424,0.015256376773744232,0.07101648351648351,0.04665379665379665,0.010554089709762533,0.07196806214933103,0.01974749388542492,0.05106646825396826,0.012738853503184714,0.0235609901580674,0.01694915254237288
-12,0.026850780798149218,0.01895107517919653,0.009836065573770493,0.008607459798492026,0.0077777777777777776,0.022881147288730225,0.02275580184924377,0.006140917905623788,0.014338494018296974,0.021666007123070832,0.00974025974025974,0.019592338780530662,0.04628381058142302,0.038461538461538464,,0.003968253968253968,0.017595307917888565,0.026774595267745952,0.0,0.016856527093596058,0.0,0.020202784503631964,0.013178816046966732,0.00447631882941856,0.031080470162748643,0.009872241579558653,0.016125647124667693,0.006733358984224702,0.05497972059486256,0.02726833976833977,0.0029274004683840747,0.06943256344453949,0.012869096365624763,0.03459552495697074,0.004123711340206186,0.012156166814551908,0.0136986301369863
-11,0.022895208240035828,0.0194156732460426,0.004777830864787387,0.012585337842148919,0.015830411919368976,0.02427913966375505,0.019944918265813787,0.0023923444976076554,0.023410035155001598,0.01772411696143516,0.012826961770623743,0.03033562822719449,0.06180330460906001,0.0,,0.010638297872340425,0.02616279069767442,0.035616971584274036,0.014285714285714285,0.01747487986020096,0.021212121212121213,0.023377862595419848,0.006457338719549516,0.005124359455068117,0.03331043956043956,0.009237875288683603,0.024451689389448725,0.009906462585034014,0.085967993754879,0.01750436769251445,0.010117204776647501,0.05891128738810858,0.015272433908402631,0.037237237237237236,0.0024271844660194173,0.00680057647270762,0.012053571428571429
-10,0.02516563989306056,0.018988587170405354,0.009316770186335404,0.009282217559921166,0.01387130194543571,0.021166682635495513,0.018485558157689305,0.002066115702479339,0.014792415822164106,0.018433997667224505,0.011465876673249945,0.02724545102593883,0.06020220588235294,0.06517857142857143,,0.009259259259259259,0.024441340782122904,0.025493548888543445,0.0,0.014338599065133576,0.0,0.008947057083703046,0.005158730158730159,0.005059770387028051,0.02922077922077922,0.007927699381639449,0.0215633423180593,0.007242230787761985,0.0923715095103197,0.019813848540403328,0.005994897959183673,0.06695286810376325,0.012638364370360724,0.032524271844660196,0.0,0.013218098627351295,0.012048192771084338
-9,0.023439214395435594,0.025189642162119226,0.020340586565752126,0.012942040086812205,0.01687726687726688,0.020545357221574984,0.018632897925409304,0.002577319587628866,0.02535631421942327,0.017682136375421313,0.00870032223415682,0.02209916683600894,0.07738454898575746,0.05080482897384306,,0.02586206896551724,0.031289506953223765,0.02526033192320208,0.0,0.02162638385584627,0.013422818791946308,0.012371134020618556,0.0037758071220728834,0.006967896814094479,0.018760195758564437,0.011741071428571427,0.021375216753368013,0.009627329192546583,0.06868131868131869,0.03636422721955024,0.0128,0.06230317778413971,0.011319351861347554,0.03444743935309973,0.0,0.016517857142857143,0.012048192771084338
-8,0.027236842105263157,0.02523573336240257,0.026208582292232482,0.01640631817785147,0.016572586481401072,0.022010937630458378,0.023040133083801206,0.0,0.019871446677530328,0.02008012507328513,0.005681818181818182,0.030230326295585412,0.08340676285934574,0.01639344262295082,,0.011904761904761904,0.02067669172932331,0.023515579071134628,0.012755102040816327,0.018354260690826223,0.023425499231950846,0.047811059907834096,0.008583690987124463,0.006358017939181799,0.03339140534262485,0.00523168908819133,0.0183996383363472,0.009535918626827717,0.08997252747252747,0.025230738362760838,0.008606821106821106,0.06681076832383571,0.015983961855223234,0.04027130139889784,0.0,0.016902944383860415,0.0
-7,0.03841867173670753,0.022630354719906955,0.014620535714285714,0.016155276615527663,0.01705645761954417,0.023818576860401956,0.03407330585239058,0.0,0.022818791946308724,0.049024873107137594,0.017094017094017096,0.062076211652881456,0.10053010223400227,0.018072289156626505,,0.01995305164319249,0.016044010471945095,0.030899859943977592,0.02,0.0529239092897433,0.017857142857142856,0.17670645281611339,0.011574074074074073,0.008039147151345682,0.03343337334933973,0.014319495533368365,0.026807228915662652,0.014501160092807424,0.08199492814877431,0.04152005629838142,0.005045871559633028,0.07866837628221166,0.015688272680951486,0.03215024800446737,0.0,0.014438853642528988,0.0
-6,0.02730245944531659,0.01806090693538826,0.005952380952380952,0.009868968963411249,0.016561674456411296,0.04360783555641472,0.019745420988223968,0.004796163069544364,0.07125176803394626,0.02169679300291545,0.05565221480297188,0.024186010281975385,0.06929898058930317,0.010895883777239709,0.0391086186540732,0.012658227848101266,0.008254716981132075,0.012342022116903634,0.0,0.019798343171281634,0.0,0.032510603736124896,0.0041638721216186005,0.006411569503052153,0.021167474822827305,0.0051490984743411935,0.014084507042253521,0.010706927001569859,0.05628785179907375,0.023857257417802726,0.012113899613899613,0.05503490870032223,0.017280077537174487,0.014804090972773548,0.0,0.01783678123472878,0.0
-5,0.022006999465318623,0.01959520784171356,0.007227891156462586,0.015697833836029615,0.009959758551307847,0.02543583308860827,0.01598739495798319,0.0,0.022250846979107848,0.018134176747622126,0.016681299385425813,0.02526274815103153,0.04821587019901128,0.007246376811594203,0.014925373134328358,0.03535353535353535,0.0073473038589317655,0.01587945523036801,0.0,0.014196783007681601,0.00641025641025641,0.03280196198651134,0.0054621848739495795,0.008043093270365998,0.013170876085240724,0.006229028342971372,0.007190567066521265,0.007849546521799181,0.04662480376766091,0.022231450719822812,0.011010507489380728,0.04853253182461103,0.013898117386489479,0.019720654219134465,0.0,0.011318542568542568,0.0
-4,0.026564844846783172,0.019548497365047716,0.0136986301369863,0.018148342977380327,0.01434173669467787,0.021662346902474972,0.018495872821767043,0.0034782608695652175,0.021276132404181188,0.019205815210861468,0.009276018099547511,0.023712067748764998,0.05899091955493029,0.008064516129032258,0.03015075376884422,0.00641025641025641,0.007174846906132894,0.011616823543429048,0.0,0.017603509734027967,0.0058823529411764705,0.028211284513805522,0.002806361085126286,0.004998611496806442,0.024584717607973424,0.00376849675010372,0.009562445667922342,0.006576756576756577,0.03606442577030813,0.027042801556420235,0.006332320162107397,0.04966906811925262,0.019232179524787327,0.03678250018906451,0.009735744089012517,0.012033230558410416,0.006058673469387754
