cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,3044,3236,304,2269,2211,5617,4802,1050,410,2798,1040,747,2313,374,1738,575,492,323,4702,63,600,405,5894,937,2108,1002,2496,298,1390,1413,2499,4758,94,1821,3220,873,94
-11,3167,3428,299,2397,2213,5627,5117,971,442,2941,1069,767,2362,406,1884,588,445,348,4536,83,675,461,3963,946,2102,966,2624,346,1408,1496,2431,5020,98,1764,3384,853,102
-10,3058,3461,322,2376,2178,5404,4783,990,439,3047,1031,693,2204,409,1891,614,593,300,4638,69,606,432,4325,908,2027,1117,2509,338,1371,1138,2433,5226,90,1744,3318,867,113
-9,3139,3365,302,2211,2152,5503,4808,972,417,3004,1077,640,2312,467,1903,546,577,332,4585,53,599,501,4102,913,1946,1132,2296,334,1477,795,2413,4875,69,1740,3607,842,110
-8,2387,2484,260,1707,1584,4068,3604,755,354,2367,857,495,1739,350,1357,438,493,216,3348,44,477,336,3110,697,1489,818,1634,297,1024,611,1693,3740,61,1368,2557,691,89
-7,2586,2742,320,2080,1702,4660,4265,622,369,2506,900,552,1791,381,1441,521,434,267,3797,43,503,387,3155,747,1702,873,1882,265,1114,714,2074,4743,79,1169,2152,684,85
-6,3191,3577,336,2603,2363,5772,5273,728,517,3224,1181,750,2077,475,1989,625,647,334,4859,81,754,483,4251,1126,2120,1153,2572,355,1466,1873,2696,5542,104,1349,3863,914,119
-5,3261,3630,336,2480,2466,5614,5269,728,498,3318,1087,766,2368,463,1953,630,517,362,4454,69,714,511,4657,1044,2088,1034,2684,407,1521,1646,2539,5487,107,1939,4129,847,137
-4,3277,3422,291,2327,2252,5754,5056,732,433,3201,980,734,2240,438,1948,578,371,347,3667,85,680,552,4265,973,2102,1047,2606,357,1507,1692,2355,5364,87,1848,3796,891,135
-3,2996,3259,283,2327,2245,8449,4759,681,383,2959,859,791,2085,391,1797,620,638,345,3342,43,657,522,4194,1066,1927,1060,2543,343,1420,1550,2329,5308,63,1770,3823,889,121
-2,3003,2972,322,2140,2096,4999,4685,661,395,2821,870,698,2031,329,1752,544,576,267,3067,66,605,512,4019,863,1843,872,2546,305,1407,1526,2186,4911,41,1699,3660,825,110
-1,2800,3070,291,2142,2091,5160,4359,671,401,2818,789,662,1978,413,1789,594,541,93,2763,49,594,153,3922,822,1772,904,2481,314,1472,1491,2194,4832,0,1626,3600,790,102
0,2705,2888,313,2312,2244,5910,4669,675,431,2743,822,644,2025,357,1685,517,587,374,3231,65,643,412,4283,965,1850,827,2502,323,1429,1548,2169,4970,0,1909,3754,846,84
1,3036,3368,343,2339,2208,5927,5013,903,454,3106,992,792,2303,476,1870,643,621,338,3736,68,658,897,4348,1051,1907,949,2752,305,1535,1605,2416,5565,144,1990,3857,866,112
2,3952,3598,361,2316,2251,6124,5016,1087,456,3083,934,818,2174,548,1930,662,658,343,3875,49,673,1355,4296,1058,1943,1057,1943,345,1480,1661,2684,5611,106,1911,3681,918,111
3,2918,3386,313,2305,2210,6084,4805,1096,453,2937,953,749,2241,488,1853,603,679,363,4559,58,676,1331,4354,997,1972,1034,2704,352,1580,1656,2725,5558,107,1833,3993,858,91
4,3377,3187,294,2039,2294,6298,4928,1084,483,3286,928,766,1633,468,1793,606,673,333,4931,51,655,1391,4357,1047,2186,946,2594,324,1493,1636,2639,5862,88,1824,3740,693,106
5,3014,3232,313,2384,2176,5752,4740,1124,483,3145,861,710,1504,450,1798,551,678,329,4909,65,688,1476,4485,1059,1934,939,2579,338,1290,1686,2580,5621,77,1249,3864,724,114
6,2678,3448,286,2253,2092,5746,4681,1183,477,3091,994,694,2508,508,1816,528,688,328,4783,50,727,1496,4272,1016,1879,932,2575,349,1675,1666,2558,5620,118,1425,4061,765,124
7,2896,3386,303,2565,2144,5696,4338,1166,544,3284,875,665,2356,448,1786,509,686,294,4748,50,639,1562,4138,1059,1885,937,2795,295,1256,2041,2505,5495,94,1408,4137,748,120
8,2976,3718,321,2614,2161,5761,4533,1199,426,3185,990,654,2340,450,1792,493,716,287,4765,57,774,1576,4210,975,1872,977,2950,352,1369,1590,2773,5677,111,1328,3982,678,119
9,2731,3259,289,2313,1956,5655,4283,1171,502,2894,870,655,2257,509,1867,435,655,321,5330,58,663,1597,4119,983,1878,836,2668,376,1258,1481,2639,6182,107,1367,4019,679,97
10,2619,3152,289,2365,1982,5046,4127,1147,527,2938,863,712,2222,409,1715,462,658,265,4207,29,653,1314,3799,1019,1793,779,2620,349,1214,1520,2617,5554,93,1270,3853,677,94
11,2461,2518,306,2261,1867,4954,4165,1038,398,2641,854,629,1995,558,1696,422,597,261,4193,38,613,1404,3579,857,1556,734,2507,291,1250,1414,2535,5171,94,1144,3705,564,89
12,2338,2495,337,2152,1931,4856,3677,1007,415,2610,788,652,1800,255,1578,374,547,270,4067,32,805,1334,3371,852,1496,826,2614,287,1213,1278,2335,4849,73,1193,3541,549,102
13,2311,2493,281,2291,1887,5084,3938,977,461,2642,777,596,1793,282,1585,418,639,316,4272,39,580,1332,3588,919,1518,635,2794,278,1191,1450,2204,4703,98,1087,3817,595,102
14,2646,2593,305,2454,2021,5572,4462,1026,460,2826,766,851,2177,259,1640,412,715,292,4536,40,684,1437,3616,896,1746,577,2618,309,1401,1405,2755,5187,100,1230,3803,568,85
15,2728,2897,304,2345,1951,5709,4212,1072,528,2959,851,831,2018,287,1788,530,735,294,5065,40,754,1406,3677,906,1796,551,2765,332,1500,1473,2737,5689,97,1324,3965,658,115
16,2908,2716,329,2394,2027,5812,3960,1174,467,2876,929,625,2217,323,1771,497,870,319,4690,34,723,1638,3640,797,1923,454,2756,314,1473,1501,2732,5589,99,1243,4012,632,122
17,3041,3050,316,2305,2131,5734,4911,1188,521,2781,822,740,2229,316,1658,497,639,303,4972,60,712,1802,3748,880,1848,916,2777,339,1597,1522,2928,5559,92,1364,3927,662,112
18,2756,2933,324,2231,2049,5884,4263,1168,518,2971,834,750,2162,342,1759,451,717,302,4723,46,676,1702,3896,846,1986,736,2791,304,1681,1606,2714,5546,78,1249,3920,682,116
19,2620,2955,278,2427,1979,5652,4362,1194,512,2765,451,747,2160,269,1746,329,740,315,4652,45,726,1781,3992,883,1881,725,2844,311,1339,1593,2864,5539,78,1214,4020,683,126
20,2788,3086,314,2445,1872,5593,4411,1289,526,3034,299,837,2162,209,1884,366,855,350,4826,45,793,1770,3921,917,1950,770,2753,376,1600,1959,2822,5474,81,1286,4126,731,108
21,2631,2939,317,2487,1463,5875,4091,1241,511,2819,489,711,2176,205,1811,566,996,311,4811,36,701,1745,3791,811,1961,762,2795,374,1437,1583,2894,5663,95,1242,4018,683,125
22,2529,2814,329,2339,1433,5401,4223,1227,494,2585,433,680,2064,235,1738,464,851,355,4773,42,707,1617,3853,793,1903,715,2907,330,1527,1722,2811,5639,81,1373,3827,647,75
23,2426,2682,355,2026,1342,5176,3797,1158,464,2492,430,589,1901,249,1675,428,684,295,4377,32,574,1527,3607,765,1869,595,2646,319,1368,1511,2571,5459,76,1150,3444,630,100
24,2245,2482,305,1894,1374,5100,3646,1099,425,2234,390,563,1886,208,1586,436,700,250,4249,40,571,1564,3636,724,1610,640,2743,271,1400,1307,2437,5184,62,1063,3315,578,108
