cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV,WY
-19,0.9974499089253187,0.9954637096774194,0.9971098265895953,1.0,1.0,0.9997983057684551,0.9972558884061286,0.9978494623655914,0.9973718791064389,0.9517665130568357,0.9976038338658147,1.0,0.9985089463220675,1.0,,1.0,1.0,0.9967051070840197,1.0,0.9991298673047639,1.0,0.3238434163701068,1.0,0.9998097412480974,0.9982758620689656,1.0,1.0,0.9996713769306605,0.07197943444730077,0.9938162544169611,0.99568345323741,1.0,0.9988292356581369,0.421259842519685,1.0,1.0,,1.0
-18,0.9941429129246389,0.9978290366350068,0.9965986394557823,0.9981033665244191,1.0,1.0,0.9975838926174496,1.0,0.9972144846796658,0.958139534883721,0.9990850869167429,1.0,0.9994553376906318,1.0,,1.0,0.9979550102249489,0.9929015084294588,1.0,0.9982855743325986,1.0,0.32595573440643866,1.0,1.0,0.998015873015873,0.9988465974625144,1.0,0.9991478483170004,0.08024691358024691,0.9952107279693486,1.0,0.9988980716253444,0.9988013698630137,0.4430992736077482,0.9982300884955753,1.0,,1.0
-17,0.9995796553173603,0.9950372208436724,1.0,0.9964695498676082,1.0,0.9997645396750647,0.9976019184652278,1.0,1.0,1.0,0.9981308411214953,1.0,0.9993734335839599,1.0,,1.0,1.0,0.996386630532972,0.9855072463768116,0.9974830103196577,1.0,0.31211498973305957,1.0,1.0,1.0,1.0,1.0,0.9987463435018805,0.07894736842105263,0.9886578449905482,1.0,1.0,0.9990914046883518,0.45936794582392776,1.0,1.0,,1.0
-16,0.9959558823529412,0.9951651893634166,0.9972602739726028,0.9983477901693515,1.0,1.0,0.9966030833551084,0.9949874686716792,1.0,1.0,0.9981412639405205,1.0,0.9993968636911942,1.0,,1.0,1.0,0.9970171513795675,1.0,0.9976387249114522,1.0,0.29133858267716534,1.0,1.0,0.9957356076759062,1.0,1.0,0.998289136013687,0.13202247191011235,0.9923150816522575,1.0,0.9988655700510494,0.9998220957125067,0.45968216597998823,1.0,1.0,,1.0
-15,0.998513563730955,0.994109396914446,1.0,1.0,1.0,0.9997779258272262,0.9976708074534162,1.0,0.9986111111111111,1.0,1.0,1.0,0.9982915717539863,1.0,,1.0,1.0,0.9961685823754789,1.0,0.9977617508082567,0.9864864864864865,0.34375,1.0,1.0,1.0,1.0,1.0,0.9990319457889641,0.13636363636363635,0.9830188679245283,0.9984802431610942,0.9988399071925754,0.9992686048637777,0.5806451612903226,1.0,1.0,,1.0
-14,0.9983098591549295,0.9968416896960126,1.0,0.9988603988603989,1.0,1.0,0.9984157160963245,1.0,0.9951690821256038,1.0,1.0,1.0,0.9956293706293706,1.0,,1.0,1.0,0.9990719257540603,0.972972972972973,0.9975124378109452,1.0,0.37942122186495175,1.0,1.0,1.0,1.0,1.0,0.9978601997146933,0.22903225806451613,0.9910371318822023,1.0,0.9993788819875776,0.9993478260869565,0.8731961928154743,1.0,1.0,,1.0
-13,0.9988897113249445,0.9982042072857876,1.0,0.9981831395348837,1.0,1.0,0.9975386779184248,1.0,0.9973226238286479,0.9998024496246543,0.9961479198767335,0.9996050032916393,0.9993201903467029,1.0,,1.0,1.0,0.9989212513484358,0.984375,0.9976442873969376,0.9931972789115646,0.12514092446448705,1.0,1.0,0.9984350547730829,0.9366838148001583,0.9989909182643795,0.9995440036479708,0.1782477341389728,0.9935064935064936,1.0,0.9982638888888888,0.9985800496982605,0.8016032064128257,1.0,1.0,1.0,1.0
-12,0.9975159687721789,0.9953442783631463,1.0,0.9326655537006121,1.0,0.999815293683044,0.9993209981327449,1.0,0.9984472049689441,0.9998069870681335,0.9907632474477395,0.9997267759562841,0.997764863656683,1.0,1.0,1.0,1.0,0.9979042961928047,0.9696969696969697,0.9986182392420055,1.0,0.1662531017369727,1.0,1.0,1.0,0.9706774519716885,1.0,0.9984443061605476,0.18981481481481483,0.9924812030075187,0.996969696969697,0.9995477159656264,0.9998240056318198,0.7959663865546218,1.0,1.0,1.0,1.0
-11,0.9978776087725504,0.9977678571428571,1.0,0.9295412844036697,1.0,0.9998032270759544,0.9983089064261556,0.9980119284294234,0.9980988593155894,0.9996024647187438,0.992445054945055,0.999439540423147,0.9976042165788213,1.0,1.0,1.0,0.998953427524856,0.9962839093273876,1.0,0.998019801980198,0.9940476190476191,0.18356164383561643,1.0,1.0,0.9982046678635548,0.9624678663239075,0.9988674971687429,0.9972991222147198,0.19696969696969696,0.9897314375987362,1.0,0.9990658570761326,0.9990879241152864,0.8069865913902611,1.0,1.0,1.0,1.0
-10,0.996754417598269,0.9974431818181818,1.0,0.922722029988466,1.0,0.9998759612999256,0.9975767366720517,1.0,0.9910313901345291,0.9997966653111021,0.9901960784313726,0.9998534798534798,0.998001998001998,1.0,1.0,1.0,1.0,0.9985668219276245,1.0,0.9967339667458432,0.9939393939393939,0.1540785498489426,1.0,1.0,1.0,0.9680798004987531,1.0,0.9982193732193733,0.19505494505494506,0.9925742574257426,0.998641304347826,1.0,0.9989384288747346,0.5876156217882836,0.996606334841629,1.0,0.9995126705653021,1.0
-9,0.9951401869158879,0.9983131852684847,0.993006993006993,0.9113627489262007,1.0,1.0,0.9988518943742825,1.0,0.9965010496850945,0.999789029535865,0.9913916786226685,0.9995476477683957,0.9983853606027987,1.0,1.0,0.9933333333333333,1.0,0.9963636363636363,1.0,0.998030388294879,1.0,0.16255707762557078,1.0,1.0,0.9981060606060606,0.968,1.0,0.9986445272788885,0.21329639889196675,0.9915110356536503,1.0,0.9985272459499264,0.9990537471612415,0.6788389513108615,0.9945280437756497,1.0,1.0,1.0
-8,0.9992094861660079,0.998766954377312,1.0,0.940754039497307,1.0,0.999341816586222,0.9984949473231564,1.0,1.0,1.0,0.9877582249426167,0.9995092425977425,0.9988432620011567,1.0,1.0,1.0,0.9994505494505495,0.9969195225259915,1.0,0.9955849889624724,0.9930555555555556,0.16837782340862423,1.0,0.9993348852677086,1.0,0.9588377723970944,1.0,0.9985559566787003,0.20743034055727555,0.9899328859060402,1.0,0.9994582881906826,0.9988125865822284,0.6717451523545707,0.9946308724832215,1.0,1.0,1.0
-7,1.0,0.9981458590852905,1.0,0.9313087490961678,1.0,1.0,0.9975956284153006,1.0,0.9993021632937893,1.0,0.9932998324958124,0.99951171875,1.0,1.0,1.0,1.0,1.0,0.9963295269168027,1.0,0.9980321416857986,1.0,0.21189979123173278,1.0,1.0,1.0,0.9697315819531697,1.0,0.998191027496382,0.1850828729281768,0.9945305378304466,1.0,0.9983862291554599,0.998582709050415,0.6925340198602428,1.0,1.0,1.0,1.0
-6,0.9974565493853328,0.9982389198708541,1.0,0.9205344585091421,1.0,1.0,0.9977964743589743,1.0,1.0,1.0,0.9882888744307091,0.9998482779547868,0.9984464008285863,1.0,1.0,1.0,1.0,0.9972495088408644,0.9861111111111112,0.9975890704527189,0.9942196531791907,0.1829155060352832,1.0,1.0,1.0,0.9599535693557748,1.0,0.9989554317548747,0.21052631578947367,0.9974683544303797,0.9984962406015038,0.9984034060670569,0.9984014209591474,0.7193096711169,0.9973404255319149,1.0,0.997822931785196,1.0
-5,1.0,0.9983012457531144,1.0,0.9174484052532833,1.0,1.0,0.998809287557055,0.9959677419354839,1.0,0.9997872793022761,0.9881500987491771,0.9994301994301994,0.9990435198469632,1.0,1.0,1.0,1.0,0.9989736572015053,1.0,0.9992211838006231,1.0,0.24593301435406698,1.0,1.0,1.0,0.9500260281103592,1.0,0.9982078853046595,0.2346368715083799,0.9909390444810544,1.0,0.9995300751879699,0.9991428081604663,0.8130281690140845,0.9934296977660972,1.0,1.0,1.0
-4,0.9982837528604119,0.9988378849506101,1.0,0.9289082335872325,1.0,1.0,0.9988181997242466,1.0,1.0,1.0,0.9915032679738562,0.9995714285714286,0.9974450689831375,1.0,0.994413407821229,1.0,0.9995037220843672,0.9842986741102582,1.0,0.9970114942528736,1.0,0.20354808590102708,1.0,0.9997206703910615,0.9971181556195965,0.947680690399137,1.0,0.9991866612444082,0.19607843137254902,0.989272030651341,1.0,0.9986382206082615,0.9989954796584631,0.6417867435158502,0.9936548223350253,1.0,1.0,1.0
-3,1.0,0.9987569919204475,1.0,0.9260656356092041,1.0,1.0,0.9985778138967899,1.0,1.0,1.0,0.9840459476707084,0.9997181907848387,0.9990398463754201,1.0,1.0,1.0,0.9995588883987648,0.9840690341851974,1.0,0.9980303328737443,1.0,0.15944700460829492,1.0,1.0,1.0,0.9559339008512769,0.9986666666666667,0.9969707169303265,0.20822622107969152,0.9857482185273159,0.9985775248933144,0.9995778809624314,0.9995002498750625,0.7029194738530639,0.9925465838509316,1.0,1.0,1.0
-2,0.9992895204262877,0.9982149232416994,1.0,0.9165727170236753,1.0,1.0,0.9988689915174364,0.997907949790795,1.0,1.0,0.9943573667711598,0.9995619798510732,0.999475890985325,1.0,1.0,1.0,0.9990627928772259,0.9831763122476447,0.9850746268656716,0.9980750721847931,1.0,0.1771689497716895,1.0,1.0,0.9986859395532195,0.9493062966915689,1.0,0.998975059788179,0.24064171122994651,0.9818930041152263,1.0,0.9978260869565218,0.9983951211683518,0.7700665965650193,0.9926829268292683,1.0,1.0,1.0
-1,0.9988614800759014,0.9990645463049579,1.0,0.9139784946236559,1.0,0.999819298879653,0.999259807549963,0.9979919678714859,0.9994419642857143,0.9997915363769022,0.9965800273597811,0.9995741660752306,0.9958696649839376,1.0,1.0,1.0,1.0,0.9844489519945909,0.9880952380952381,0.9950182027208277,1.0,0.23162790697674418,1.0,1.0,1.0,0.9346271705822268,0.9986666666666667,0.9979035639412998,0.23224043715846995,0.9883004926108374,1.0,0.9986666666666667,0.9990390775144138,0.8531598513011153,0.9976162097735399,1.0,1.0,1.0
