cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.09278350515463918,0.02,0.0,0.03225806451612903,0.05,0.0749063670411985,0.10423452768729642,0.25,0.1891891891891892,0.06593406593406594,0.1111111111111111,0.34375,0.15037593984962405,0.0,0.0,0.19135802469135801,0.125,0.0,0.0,0.0962962962962963,0.0,0.0,0.10869565217391304,0.044444444444444446,0.09090909090909091,0.16,0.19444444444444445,0.09210526315789473,0.10416666666666667,0.0,0.10227272727272728,0.35714285714285715,0.1044776119402985,0.05970149253731343,0.125,0.12121212121212122,0.13861386138613863,0.0625,0.0,0.3333333333333333
-11,0.12149532710280374,0.0,0.0,0.05555555555555555,0.046511627906976744,0.08710801393728224,0.0641399416909621,0.10344827586206896,0.19444444444444445,0.075,0.0,0.2,0.128,0.0,0.0,0.16463414634146342,0.16666666666666666,0.06666666666666667,0.0,0.1360544217687075,0.15384615384615385,0.0,0.10416666666666667,0.02040816326530612,0.11538461538461539,0.12903225806451613,0.0684931506849315,0.08620689655172414,0.14285714285714285,0.2857142857142857,0.053763440860215055,0.35384615384615387,0.1267605633802817,0.09302325581395349,0.0,0.16346153846153846,0.0975609756097561,0.038461538461538464,0.0,0.0
-10,0.07692307692307693,0.03571428571428571,0.2,0.02666666666666667,0.07272727272727272,0.1,0.06389776357827476,0.09090909090909091,0.1,0.07,0.0,0.28846153846153844,0.15079365079365079,0.0,0.0,0.18867924528301888,0.08823529411764706,0.0,0.6666666666666666,0.06962025316455696,0.0,0.0,0.175,0.10344827586206896,0.09230769230769231,0.06666666666666667,0.0967741935483871,0.04411764705882353,0.125,0.0,0.06976744186046512,0.39344262295081966,0.10909090909090909,0.06097560975609756,0.5,0.1557377049180328,0.10204081632653061,0.0,0.0,0.3333333333333333
-9,0.11956521739130435,0.0,0.4,0.012658227848101266,0.04081632653061224,0.08433734939759036,0.08766233766233766,0.15217391304347827,0.2,0.06741573033707865,0.0,0.3333333333333333,0.15702479338842976,0.0,0.0,0.17763157894736842,0.0,0.1111111111111111,0.0,0.04430379746835443,0.4,0.0,0.02127659574468085,0.07142857142857142,0.05454545454545454,0.14285714285714285,0.09836065573770492,0.06818181818181818,0.05128205128205128,0.1111111111111111,0.09473684210526316,0.35714285714285715,0.09523809523809523,0.06716417910447761,0.1111111111111111,0.14516129032258066,0.1411764705882353,0.1,0.0,0.0
-8,0.047619047619047616,0.03333333333333333,0.0,0.03508771929824561,0.13793103448275862,0.09411764705882353,0.053061224489795916,0.13793103448275862,0.1,0.05970149253731343,0.02857142857142857,0.13793103448275862,0.14705882352941177,0.0,0.0,0.14285714285714285,0.13793103448275862,0.0,0.0,0.10526315789473684,0.0,0.0,0.17391304347826086,0.030303030303030304,0.027777777777777776,0.19047619047619047,0.03389830508474576,0.04081632653061224,0.0,0.0,0.12790697674418605,0.42857142857142855,0.10869565217391304,0.045871559633027525,0.0,0.06493506493506493,0.19047619047619047,0.0,0.0,0.0
-7,0.11363636363636363,0.0,0.0,0.10126582278481013,0.06666666666666667,0.0975609756097561,0.07664233576642336,0.14285714285714285,0.1794871794871795,0.08450704225352113,0.0,0.12790697674418605,0.19480519480519481,0.0,0.0,0.145985401459854,0.21875,0.0,0.0,0.05303030303030303,0.047619047619047616,0.0,0.04,0.0,0.014925373134328358,0.2727272727272727,0.05278592375366569,0.10204081632653061,0.08823529411764706,0.0,0.08602150537634409,0.4915254237288136,0.12244897959183673,0.05343511450381679,0.0,0.0718954248366013,0.06666666666666667,0.0,0.05263157894736842,0.5
-6,0.0380952380952381,0.0,0.0,0.05309734513274336,0.08888888888888889,0.12130177514792899,0.056074766355140186,0.24,0.09876543209876543,0.11515151515151516,0.024390243902439025,0.1509433962264151,0.16161616161616163,0.5,0.10526315789473684,0.15428571428571428,0.0990990990990991,0.021739130434782608,0.43333333333333335,0.08888888888888889,0.20588235294117646,0.3333333333333333,0.078125,0.018518518518518517,0.07692307692307693,0.2631578947368421,0.08673469387755102,0.05555555555555555,0.19230769230769232,0.0,0.05161290322580645,0.3853211009174312,0.05747126436781609,0.07727272727272727,0.125,0.07317073170731707,0.12605042016806722,0.13333333333333333,0.0,0.6666666666666666
-5,0.0707070707070707,0.0,0.0,0.02631578947368421,0.039473684210526314,0.090625,0.06944444444444445,0.08333333333333333,0.1574074074074074,0.06770833333333333,0.045454545454545456,0.1308411214953271,0.19130434782608696,0.0,0.0,0.19402985074626866,0.14606741573033707,0.06451612903225806,0.4,0.07936507936507936,0.15151515151515152,0.0,0.1111111111111111,0.08333333333333333,0.0975609756097561,0.05660377358490566,0.08415841584158416,0.05172413793103448,0.22580645161290322,0.0,0.11801242236024845,0.4426229508196721,0.08450704225352113,0.0718954248366013,0.0,0.07692307692307693,0.1774193548387097,0.14285714285714285,0.045454545454545456,0.125
-4,0.08108108108108109,0.0,0.0,0.0547945205479452,0.09615384615384616,0.08857142857142856,0.06791569086651054,0.2916666666666667,0.14606741573033707,0.10714285714285714,0.07547169811320754,0.12886597938144329,0.1518987341772152,0.0,0.07142857142857142,0.1638418079096045,0.1326530612244898,0.038461538461538464,0.39285714285714285,0.11594202898550725,0.029411764705882353,0.0,0.037037037037037035,0.0,0.10227272727272728,0.19230769230769232,0.07636363636363637,0.047619047619047616,0.17647058823529413,0.14285714285714285,0.07738095238095238,0.41935483870967744,0.02564102564102564,0.08888888888888889,0.2,0.11214953271028037,0.1452991452991453,0.0,0.15151515151515152,0.2857142857142857
-3,0.14285714285714285,0.0,0.0,0.056338028169014086,0.05555555555555555,0.07525083612040134,0.06575963718820861,0.16,0.13793103448275862,0.04424778761061947,0.05714285714285714,0.1497326203208556,0.10344827586206896,0.0,0.0,0.16042780748663102,0.10256410256410256,0.044444444444444446,0.42105263157894735,0.06,0.1,0.0,0.16666666666666666,0.03773584905660377,0.04285714285714286,0.21428571428571427,0.08045977011494253,0.13333333333333333,0.2553191489361702,0.2,0.04580152671755725,0.3448275862068966,0.10526315789473684,0.0759493670886076,0.0,0.16176470588235295,0.12941176470588237,0.047619047619047616,0.09090909090909091,0.25
