cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.7412068409164246,0.6743589743589744,0.7135231316725978,0.7072762754390856,0.6785864535128313,0.7257248819959542,0.6570106618386643,0.5821596244131455,0.7571801566579635,0.6454413892908828,0.6972515856236786,0.6869772998805257,0.7585089141004863,0.7505551443375278,0.7601918465227818,0.7353689567430025,0.5760697305863708,0.764808362369338,0.6567164179104478,0.6585365853658537,0.7045687885010267,0.6169154228855721,0.7786885245901639,0.7269503546099291,0.6736909323116219,0.651336898395722,0.7935064935064935,0.75850622406639,0.7486072423398329,0.6736422521175884,0.8306878306878307,0.48253968253968255,0.6091954022988506,0.7078651685393258,0.6202964652223489,0.7023172905525846,0.7875526438933084,0.6641414141414141,0.6722606120434353,0.6287878787878788
-12,0.5824685361006845,0.5123311802701116,0.5243619489559165,0.535695674830641,0.5771428571428572,0.5647474315068494,0.5595907191237931,0.4438430311231394,0.6075471698113207,0.4715127701375246,0.5634962805526036,0.5402658326817826,0.6236162361623616,0.5997423925293833,0.634508348794063,0.6199677938808373,0.4392212725546059,0.6202830188679245,0.47896995708154505,0.5168918918918919,0.5745636772075341,0.41361256544502617,0.5829268292682926,0.5796407185628742,0.5027494108405341,0.35693707354056103,0.6314285714285715,0.6587807097361238,0.6665057915057915,0.5214489990467112,0.6965034965034965,0.3398184176394293,0.43733509234828494,0.5896572827417381,0.4456271924519173,0.5836758661186142,0.6734380988884631,0.5192790326260552,0.5340501792114696,0.6071428571428571
-11,0.5737145295498186,0.5034906450712091,0.5158124318429662,0.5396378976973106,0.5467289719626168,0.5599696904091794,0.5518262586377097,0.43611705924339755,0.637546468401487,0.49454545454545457,0.5738372093023256,0.5179407176287052,0.6409638554216868,0.5897095435684647,0.604355716878403,0.54375,0.4148148148148148,0.591743119266055,0.4479768786127168,0.5057851239669422,0.5439531166755461,0.43157894736842106,0.6147368421052631,0.5903614457831325,0.4992289899768697,0.4728400342172797,0.6660600545950864,0.6315062183325656,0.6509747979077508,0.5432769083359948,0.6683417085427136,0.30869849574885544,0.4619631901840491,0.5945205479452055,0.4278507742843735,0.5745257452574526,0.6757886735081718,0.5066871300153475,0.514488468361916,0.6162162162162163
-10,0.5793933987511151,0.5095913261050876,0.5193156732891833,0.5565031982942431,0.5256377873200303,0.5618860510805501,0.5595781071835804,0.45387453874538747,0.6560636182902585,0.5026362038664324,0.5761096216860292,0.556198347107438,0.5948509485094851,0.5978132884777123,0.627151051625239,0.562962962962963,0.41517662450937637,0.6079545454545454,0.4680161943319838,0.5194585448392555,0.5610229276895944,0.44352617079889806,0.5859213250517599,0.548854041013269,0.5059952038369304,0.46522781774580335,0.6663507109004739,0.6134969325153374,0.656731757451182,0.5223320831912718,0.6571798188874515,0.3538961038961039,0.4186991869918699,0.5608945300695074,0.43680838672102507,0.6017423771001866,0.6793300653594772,0.4885209713024283,0.5204847085978073,0.555
-9,0.5473451327433628,0.4777840269966254,0.4997301672962763,0.5202372644801116,0.587905077825976,0.5384447595157597,0.5465502909393184,0.4506839452843773,0.6345776031434185,0.4661095636025998,0.5678560536749009,0.5177705977382876,0.5974395448079659,0.5928744379107576,0.6455223880597015,0.5519203413940256,0.4237658366098733,0.5921052631578947,0.4231391585760518,0.47192982456140353,0.5555945282357068,0.4,0.5806451612903226,0.5315533980582524,0.4492344883158743,0.4472361809045226,0.6611489776046738,0.6104023552502453,0.6859366314619233,0.5014430014430015,0.6002604166666666,0.34207317073170734,0.5096700796359499,0.565512978986403,0.42565280464216637,0.5532276330690826,0.6243362831858407,0.455264253017062,0.5246949447995352,0.5148514851485149
-8,0.5192528735632184,0.46153846153846156,0.49394155381325733,0.500903342366757,0.6273907103825137,0.541654571843251,0.5075534266764923,0.35827876520112256,0.5988023952095808,0.42117117117117114,0.5464627151051625,0.45774647887323944,0.6161228406909789,0.5867640548915449,0.6184486373165619,0.5417439703153989,0.36107711138310894,0.5920245398773006,0.45663010967098705,0.45681818181818185,0.502134724857685,0.3906810035842294,0.5298245614035088,0.5225225225225225,0.45821489482660605,0.3949626349294215,0.6086404066073697,0.5889531149646756,0.639751552795031,0.4793429566948731,0.6651162790697674,0.3086312118570183,0.4498525073746313,0.5160034602076125,0.4036769327467002,0.5514974433893353,0.6419753086419753,0.4057759626604434,0.5286944045911047,0.4906832298136646
-7,0.6723779854620976,0.6061433447098976,0.7212389380530974,0.6623480167430735,0.7283772056696558,0.6942793462109955,0.6291515591007977,0.5258552108194113,0.7408207343412527,0.6318234610917538,0.766042780748663,0.6323907455012854,0.8470962239280453,0.7666037412047366,0.7627416520210897,0.6872964169381107,0.5396536007292616,0.7622377622377622,0.6941669352239768,0.5647840531561462,0.6640447112399089,0.6287339971550497,0.6712328767123288,0.6727272727272727,0.6282545805207329,0.602863202545069,0.786235662148071,0.77130570758405,0.7712793733681462,0.6473601260835303,0.8514996342355523,0.5140314852840521,0.5957446808510638,0.722798695523273,0.6373026237682536,0.7495784148397976,0.8609271523178808,0.6533874045801527,0.6454605699138503,0.6918604651162791
-6,0.5911111111111111,0.48797071129707115,0.5927152317880795,0.5164007092198581,0.5448643635520519,0.6185348631950573,0.6018708240534522,0.4175257731958763,0.6137566137566137,0.48697711128650356,0.5567038346478107,0.49589603283173733,0.6004194423883543,0.6348778433024431,0.6494156928213689,0.5666023166023166,0.40642596886386223,0.5835866261398176,0.49236641221374045,0.43243243243243246,0.5625,0.4400564174894217,0.5363636363636364,0.5718533201189296,0.49001089720305124,0.5044919145538032,0.6608629825889477,0.6284280936454849,0.6909347111319869,0.5506052021632758,0.6928236083165661,0.38910505836575876,0.5175829618623081,0.5978638847491307,0.45821477500263463,0.573114417650077,0.7292368125701459,0.5109673347009626,0.6396045536249251,0.5825242718446602
-5,0.5807035175879397,0.49328512396694213,0.5712609970674487,0.5248158821645853,0.540645752232654,0.5849289684990735,0.5478884623156193,0.43716931216931215,0.5767857142857142,0.47665056360708535,0.5504488811469919,0.5078066914498142,0.5980246913580247,0.6310268990018609,0.637904468412943,0.570230607966457,0.4166952937135005,0.5832968954962834,0.49930216329378924,0.41296060991105465,0.5614151099355266,0.46936114732724904,0.5548523206751055,0.5598377281947262,0.4994475138121547,0.4903237811685895,0.6334913112164297,0.6482617586912065,0.6909090909090909,0.5150460084556081,0.6787401574803149,0.3761111111111111,0.46090308370044053,0.5866421246384433,0.4518447018447018,0.6252354048964218,0.7401197604790419,0.49513496547394853,0.556931681981622,0.48828125
-4,0.5799354057327413,0.47525252525252526,0.5682878081279147,0.538980121002593,0.5320921117099461,0.5822115863994416,0.5604786865789734,0.4568345323741007,0.6295620437956204,0.3943054357204487,0.5508356545961003,0.5290159798149706,0.6111252222504445,0.6460046037487669,0.6744913928012519,0.5391211146838156,0.4082058414464534,0.5719661335841957,0.4982043747959517,0.4204244031830239,0.5836837678721615,0.4717647058823529,0.6536697247706422,0.620253164556962,0.5152712899748473,0.47023208879919276,0.6237113402061856,0.6396581196581197,0.6835564053537285,0.5002556237218814,0.6767275615567911,0.3734806629834254,0.46271094175285793,0.5857856746252083,0.4876674463108654,0.6023481368044921,0.735833673053404,0.494500082088327,0.5431411530815109,0.6254681647940075
