cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,99,78,19,278,133,295,342,44,61,466,41,353,91,2,49,142,78,166,46,243,32,4,13,278,53,273,81,243,22,92,191,202,597,14,217,440,105,111,17
-11,86,76,22,207,129,250,322,61,63,524,30,375,72,4,61,147,106,162,41,252,34,7,9,285,48,273,89,214,19,121,85,198,537,11,264,448,80,24,15
-10,78,69,18,203,157,757,335,54,55,454,23,332,82,1,46,136,80,157,55,178,25,5,13,298,36,252,79,196,24,104,87,191,521,10,346,486,105,116,9
-9,75,71,25,205,133,251,352,53,47,465,25,335,80,0,37,143,82,167,38,196,18,4,7,326,32,271,79,214,16,115,93,196,532,8,313,502,110,126,12
-8,88,74,25,198,113,231,330,55,55,451,30,335,104,3,62,134,81,148,19,174,22,4,16,273,37,215,87,203,14,111,104,190,530,0,324,477,75,130,16
-7,86,84,25,184,123,261,339,62,46,408,31,364,96,1,54,114,84,140,27,157,30,4,4,316,36,300,78,195,12,122,95,158,537,0,312,451,91,117,14
-6,75,93,28,210,111,267,343,81,67,419,41,324,72,2,56,122,92,127,40,231,42,4,75,353,48,279,66,223,18,117,93,142,571,0,350,505,96,63,20
-5,83,85,11,210,121,241,314,80,57,448,36,418,97,0,50,128,112,182,32,204,32,9,88,310,54,245,77,177,21,112,101,225,564,12,394,524,103,95,18
-4,89,117,26,193,119,271,357,99,76,431,33,409,82,5,57,123,99,154,34,242,32,8,86,290,49,281,91,201,15,114,93,259,593,10,365,512,83,135,12
-3,80,80,24,204,128,259,328,90,79,476,38,390,88,1,44,112,89,179,47,245,27,5,78,327,51,292,87,214,16,132,92,220,550,10,319,503,84,99,15
-2,104,101,21,142,133,274,396,101,57,484,31,344,64,1,43,127,79,162,43,245,23,3,68,366,54,271,81,208,19,108,82,237,537,6,299,522,62,88,12
-1,76,99,20,196,146,261,328,117,53,455,40,374,76,0,34,129,92,164,38,231,25,7,72,331,55,270,95,200,12,96,100,222,569,12,270,508,90,125,23
0,86,94,26,166,139,280,450,108,64,384,28,316,113,1,29,128,72,183,38,267,25,3,64,371,53,213,77,205,16,117,96,229,566,14,291,531,78,108,16
1,89,75,24,227,125,239,395,108,62,476,31,367,108,2,33,109,96,217,31,200,32,7,83,343,43,260,75,236,9,96,209,245,599,17,303,489,72,134,19
2,72,97,28,189,110,288,391,99,56,467,49,348,91,0,39,133,108,170,35,247,21,6,94,316,53,215,63,213,20,133,80,245,593,14,309,547,50,141,16
3,88,100,16,164,113,240,346,82,71,448,39,354,63,0,41,118,84,194,37,300,25,3,57,285,50,209,63,185,17,55,93,223,599,10,271,519,61,151,18
4,92,83,27,196,131,221,332,84,56,399,38,333,52,1,37,130,106,150,24,200,24,9,60,306,56,225,71,212,19,103,88,203,579,11,295,521,50,172,17
5,80,86,23,168,114,253,333,79,62,388,36,299,39,0,26,124,79,156,31,190,18,4,59,308,46,194,57,190,20,77,75,212,596,10,264,470,41,124,17
