cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,32,36,34,83,37,128,92,9,31,192,16,17,47,3,19,28,2,182,0,0,245,27,42,65,105,9,55,35,125,152,46,10,76
-11,38,42,38,90,34,146,123,8,32,175,16,16,38,5,20,19,1,172,2,0,211,26,46,37,114,5,46,35,106,141,46,10,35
-10,38,50,40,110,38,141,111,9,22,171,14,21,29,5,22,27,2,181,0,0,250,25,51,70,103,4,45,39,106,162,65,20,53
-9,36,58,27,89,44,149,133,6,27,179,24,28,50,7,18,36,3,180,0,0,221,44,49,62,102,6,53,28,125,160,65,19,48
-8,24,47,13,72,27,140,83,3,16,131,19,12,32,8,16,20,2,132,0,0,173,30,30,58,75,10,40,26,100,119,42,13,39
-7,26,36,12,76,27,94,106,6,24,110,25,9,17,1,23,16,2,137,0,0,114,36,36,43,77,7,41,25,71,107,33,11,32
-6,53,55,14,99,38,155,122,12,31,160,27,25,27,4,10,34,3,172,0,0,179,28,50,77,104,7,39,29,110,125,50,18,41
-5,48,80,22,98,34,161,162,4,19,211,21,29,50,6,25,31,5,185,1,0,220,39,47,78,128,16,67,30,125,140,58,14,47
-4,46,47,21,76,31,189,121,6,28,220,16,21,32,1,16,20,3,105,0,0,208,27,50,63,101,7,64,24,118,109,59,19,57
-3,45,38,19,77,40,629,136,3,21,172,14,21,33,3,22,21,1,84,1,0,233,30,45,76,87,6,49,23,103,111,56,20,47
-2,40,41,28,64,39,141,115,2,16,192,16,31,41,3,23,25,1,100,0,0,216,24,38,67,93,10,67,43,115,106,40,17,41
-1,37,50,20,56,37,137,137,4,17,175,16,20,36,3,18,35,3,83,1,0,215,25,39,79,104,8,57,25,91,122,37,13,31
0,45,54,30,66,40,202,129,7,26,147,20,21,35,1,22,20,3,104,1,0,248,29,71,64,95,7,58,32,90,156,68,28,40
1,47,45,20,52,31,178,137,5,20,191,26,26,41,6,20,20,4,111,1,1,254,42,66,65,89,7,61,27,106,150,69,15,53
2,46,59,17,54,43,180,109,5,17,182,22,36,30,14,24,26,1,127,2,3,227,41,60,59,62,10,81,18,139,159,64,21,60
3,42,62,26,26,37,184,130,9,19,205,24,26,40,0,23,30,5,150,1,4,248,39,66,71,97,9,79,28,153,141,58,20,60
4,71,26,23,31,38,171,121,3,23,199,27,42,46,5,10,31,7,145,0,0,246,41,65,76,94,7,61,27,118,138,50,20,56
5,72,33,20,38,37,186,132,3,20,209,21,28,44,5,20,19,1,181,0,1,287,42,42,62,90,8,60,33,148,144,55,14,72
6,67,20,24,52,48,185,138,8,17,165,22,29,47,2,15,38,0,176,1,1,257,39,45,63,108,6,54,32,136,159,72,18,55
7,45,19,20,40,43,180,153,8,21,171,10,21,53,1,12,34,5,158,2,1,258,30,52,66,111,3,44,23,160,149,80,24,71
8,56,21,27,25,28,191,138,5,18,193,33,28,36,5,16,37,7,166,0,3,245,33,49,56,111,5,54,32,159,140,67,8,46
9,53,26,29,29,25,187,139,4,21,192,19,32,39,0,13,32,6,166,0,0,217,45,42,56,90,9,47,27,127,160,73,25,55
10,66,20,15,28,32,158,112,6,26,172,28,32,27,5,18,36,2,157,1,1,217,37,53,57,116,13,35,32,148,140,64,21,44
11,66,18,21,25,20,148,93,7,19,145,19,24,17,2,18,41,2,118,0,1,222,39,51,64,90,9,49,27,111,155,69,22,28
12,59,17,24,17,31,179,123,5,21,171,15,14,25,1,16,40,6,122,0,1,190,35,32,45,110,9,54,9,123,117,56,18,32
13,50,14,21,27,33,127,118,3,17,174,20,27,40,5,15,27,2,140,0,3,230,37,47,39,111,6,42,17,99,127,69,22,39
14,61,19,22,29,31,141,117,8,22,179,18,25,38,7,20,45,2,155,0,1,187,25,50,69,86,13,30,20,112,124,47,25,41
15,67,15,22,29,31,142,122,8,25,187,30,36,41,8,28,37,2,154,1,0,192,34,55,52,115,9,37,20,110,136,60,21,69
16,56,14,19,25,31,140,90,7,19,189,18,23,29,9,25,36,3,139,0,0,201,24,50,45,90,14,66,23,111,136,61,14,50
17,83,20,22,31,20,121,112,2,24,146,22,41,33,11,26,32,1,150,1,1,176,32,48,73,79,15,57,21,110,136,59,24,64
18,47,23,33,29,23,143,96,10,30,151,23,44,27,3,15,27,0,116,0,2,208,37,57,69,99,18,77,36,131,129,61,14,45
19,66,25,17,43,28,158,148,4,34,155,11,58,34,5,17,25,4,140,0,3,187,34,47,70,108,12,56,24,124,136,49,17,57
20,66,18,21,33,24,142,102,11,18,172,11,33,35,0,18,40,1,162,1,0,179,24,47,72,79,10,48,28,76,141,59,16,41
21,52,23,29,31,3,163,106,2,30,175,12,26,48,1,35,30,2,156,1,3,159,29,42,84,93,25,54,25,110,134,49,33,63
22,62,27,20,29,4,124,127,7,22,134,11,28,36,7,25,27,3,151,0,0,175,27,46,82,110,18,41,20,121,139,58,17,48
23,57,22,23,27,3,94,93,7,9,134,14,23,26,1,24,11,3,141,0,2,149,27,50,63,87,14,53,28,87,145,48,28,60
24,72,22,23,19,6,122,116,6,18,158,8,31,32,5,24,27,2,120,0,1,167,31,33,77,96,17,55,25,102,138,55,18,34
25,62,13,30,23,7,116,115,4,18,138,4,26,25,4,27,36,0,141,0,1,185,19,42,84,72,12,70,16,94,136,45,21,29
26,51,15,22,18,24,118,98,3,24,129,9,21,15,2,12,23,2,146,0,0,177,34,51,91,100,10,55,23,81,130,44,31,38
27,36,19,33,36,15,72,157,7,15,157,10,25,33,12,23,37,2,139,1,0,159,20,45,78,93,9,51,16,101,121,50,34,23
28,59,20,38,33,14,83,107,4,13,162,14,32,27,6,17,34,1,161,1,2,167,17,53,77,101,10,50,17,104,132,53,27,38
