cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.6416464891041163,0.7105606258148631,0.3157894736842105,0.51010101010101,0.7297297297297297,0.6549391069012178,,0.9047619047619048,0.5607476635514018,0.6064638783269962,0.7801418439716312,0.8018018018018018,0.5594855305466238,,,0.8933333333333333,0.4264705882352941,0.6863636363636364,,0.5915492957746479,,0.5987261146496815,,0.6239316239316239,0.5915492957746479,0.7538461538461538,0.2,0.5508021390374331,0.34104046242774566,0.6444444444444445,0.6815847395451211,0.6715976331360947,,0.6446280991735537,
-18,0.6314496314496314,0.6861198738170347,,0.4782608695652174,0.7014925373134329,0.6773255813953488,0.5337837837837838,,0.51,0.5986696230598669,0.7913043478260869,0.7641509433962265,,,,,0.541871921182266,0.6528776978417267,,0.6938775510204082,,0.54421768707483,0.8571428571428571,0.5916666666666667,0.6397849462365591,0.7263157894736842,0.1794871794871795,0.49047619047619045,0.33116883116883117,0.6242774566473989,0.6554949337490257,0.6747572815533981,,0.6262626262626263,
-17,0.6451612903225806,0.6907801418439716,0.3142857142857143,0.3961038961038961,0.7636363636363637,0.6613418530351438,,,0.5283018867924528,0.62877030162413,0.8062015503875969,0.7653061224489796,0.5545851528384279,,,,0.42424242424242425,0.6963946869070209,0.7142857142857143,0.5517241379310345,0.5555555555555556,0.5980707395498392,0.75,0.6530612244897959,0.5597826086956522,0.7924528301886793,0.34615384615384615,0.4426229508196721,0.34177215189873417,0.6418918918918919,0.6289905090595341,0.704225352112676,,0.7264150943396226,
-16,0.6622807017543859,0.6911544227886057,,0.4258064516129032,0.7758620689655172,0.6063218390804598,0.5525114155251142,0.8478260869565217,0.5384615384615384,0.6474654377880185,0.6935483870967742,0.8165137614678899,0.5550847457627118,,,,0.39148936170212767,0.708994708994709,,0.65625,,0.5645161290322581,,0.6068376068376068,0.5945945945945946,0.8214285714285714,0.23333333333333334,0.5317919075144508,0.3987341772151899,0.7393939393939394,0.635,0.7069767441860465,,0.6938775510204082,
-15,0.6098130841121495,0.6897637795275591,0.24390243902439024,0.4444444444444444,0.7454545454545455,0.6545454545454545,0.5364705882352941,,0.4842105263157895,0.6126126126126126,0.7685185185185185,0.7142857142857143,,,,,0.4672489082969432,0.708171206225681,,0.56,,0.6158940397350994,0.7164179104477612,0.625,0.6219512195121951,0.7816091954022989,0.28125,0.4789473684210526,0.38,0.717948717948718,0.648528099910794,0.6633165829145728,,0.6396396396396397,
-14,0.6430868167202572,0.722972972972973,0.2564102564102564,0.336,0.7894736842105263,0.6273148148148148,0.5555555555555556,0.7837837837837838,0.589041095890411,0.7281553398058253,0.7476635514018691,0.8695906432748538,,,,0.7830882352941176,0.5462555066079295,0.6970443349753694,,0.75,,0.592814371257485,,0.6403508771929824,0.6434108527131783,0.8103448275862069,0.16666666666666666,0.5428571428571428,0.391304347826087,0.7823834196891192,0.6952277657266811,0.7633851468048359,,0.6568627450980392,
-13,0.6271551724137931,0.7112781954887218,0.3484848484848485,0.455,0.711864406779661,0.710161662817552,0.5489296636085627,0.7878787878787878,0.5916666666666667,0.6957605985037406,0.7551020408163265,0.882903981264637,0.5800604229607251,0.36363636363636365,,0.7115839243498818,0.4936247723132969,0.625544267053701,,0.2602040816326531,0.55,0.5588235294117647,0.6507936507936508,0.7862068965517242,0.583732057416268,0.7654320987654321,,0.5084745762711864,0.3216374269005848,0.7613168724279835,0.6921708185053381,0.7824175824175824,,0.6698113207547169,0.8037037037037037
-12,0.6716738197424893,0.7205479452054795,0.3617021276595745,0.45930232558139533,0.676056338028169,0.6945137157107232,0.5694915254237288,,0.4857142857142857,0.704191616766467,0.6594202898550725,0.8780284043441938,0.5570652173913043,,0.7391304347826086,0.8466666666666667,0.5238095238095238,0.6587837837837838,,0.29411764705882354,,0.6129032258064516,,0.7131782945736435,0.5561497326203209,0.8108108108108109,0.21621621621621623,0.5151515151515151,0.3841059602649007,0.7644444444444445,0.6681776971894833,0.7631578947368421,0.4,0.6666666666666666,0.8339100346020761
-11,0.636,0.6814921090387375,0.3333333333333333,0.350597609561753,0.8225806451612904,0.667107001321004,0.5930434782608696,,0.5359116022099447,0.6994413407821229,0.620253164556962,0.872093023255814,0.6459627329192547,,,0.7537993920972644,0.5204991087344029,0.5860566448801743,,0.3698630136986301,,0.6379821958456974,,0.7300275482093664,0.6538461538461539,0.8803418803418803,0.2608695652173913,0.46113989637305697,0.4084507042253521,0.7598039215686274,0.6772684752104771,0.78,,0.6292134831460674,0.7835820895522388
-10,0.6181818181818182,0.6864864864864865,0.30952380952380953,0.44651162790697674,0.7536231884057971,0.7403846153846154,0.5716814159292035,,0.5379310344827586,0.6790450928381963,0.6178010471204188,0.8767985611510791,0.5978260869565217,,,0.7103825136612022,0.5,0.6348195329087049,,0.38333333333333336,,0.6064516129032258,,0.7351351351351352,0.6447368421052632,0.7816091954022989,,0.5428571428571428,0.4076086956521739,0.7568807339449541,0.6845289541918755,0.6758349705304518,0.717948717948718,0.7666666666666667,0.83984375
-9,0.5535307517084282,0.6857142857142857,0.3055555555555556,0.35909090909090907,0.76,0.6631989596879063,0.5718849840255591,,0.5921052631578947,0.6626826029216467,0.6726190476190477,0.8634577603143418,0.6119402985074627,,,0.6940509915014165,0.4763636363636364,0.6494117647058824,,0.2542372881355932,,0.631578947368421,,0.7201166180758017,0.5792682926829268,0.8166666666666667,0.5,0.515625,0.38235294117647056,0.6962025316455697,0.6660600545950864,0.774712643678161,0.8888888888888888,0.7394957983193278,0.8555133079847909
-8,0.5956416464891041,0.6901140684410646,0.3023255813953488,0.3645320197044335,0.75,0.6695906432748538,0.549165120593692,0.8260869565217391,0.5375,0.684971098265896,0.6555555555555556,0.8724035608308606,0.6074766355140186,,,0.6867469879518072,0.4929328621908127,0.5763546798029556,,0.34,0.5,0.5882352941176471,,0.7097791798107256,0.6628571428571428,0.7582417582417582,0.3333333333333333,0.43243243243243246,0.35714285714285715,0.7021276595744681,0.6284658040665434,0.6988304093567251,0.7142857142857143,0.7102803738317757,0.8795811518324608
-7,0.6476190476190476,0.6362038664323374,0.2972972972972973,0.32954545454545453,0.8888888888888888,0.6798780487804879,0.5441767068273092,,0.5329341317365269,0.7185185185185186,0.7142857142857143,0.8555442522889115,0.6090909090909091,,,0.6120092378752887,0.5233853006681515,0.6244343891402715,,0.37,,0.6283783783783784,,0.7850746268656716,0.6,0.8571428571428571,0.375,0.5584415584415584,0.40458015267175573,0.7257142857142858,0.6398104265402843,0.7507788161993769,0.7,0.7159090909090909,0.8432203389830508
-6,0.5442359249329759,0.6814814814814815,,0.39195979899497485,0.75,0.648074369189907,0.5902912621359223,,0.5789473684210527,0.6705426356589147,0.7136563876651982,0.8503861003861004,0.5443037974683544,,,0.7146529562982005,0.5114345114345115,0.6164948453608248,,0.256198347107438,,0.6119402985074627,0.6288659793814433,0.7202572347266881,0.5942028985507246,0.8166666666666667,0.23809523809523808,0.5247524752475248,0.40816326530612246,0.7166666666666667,0.659253375694996,0.7369565217391304,0.8076923076923077,0.6666666666666666,0.8324607329842932
-5,0.5838150289017341,0.6666666666666666,0.3191489361702128,0.38650306748466257,0.8095238095238095,0.671562082777036,0.5496794871794872,0.8909090909090909,0.550561797752809,0.6892382103990327,0.6445497630331753,0.8741319444444444,,,,0.6681127982646421,0.44939965694682676,0.6397849462365591,,0.34146341463414637,0.7435897435897436,0.5741324921135647,0.7317073170731707,0.7236024844720497,0.5903614457831325,0.8468468468468469,0.34210526315789475,0.5324074074074074,0.3082706766917293,0.6935483870967742,0.6452362509682417,0.7865168539325843,0.8055555555555556,0.712,0.8297872340425532
-4,0.6200787401574803,0.6597938144329897,0.16,0.3476190476190476,0.75,0.6420079260237781,0.5400696864111498,,0.47619047619047616,0.6895640686922061,0.5876777251184834,0.8642297650130548,0.5697211155378487,,,0.6399132321041214,0.4774624373956594,0.5842105263157895,,0.42276422764227645,0.6904761904761905,0.5942857142857143,0.7023809523809523,0.6949152542372882,0.5321637426900585,0.8736842105263158,0.41379310344827586,0.4927536231884058,0.36428571428571427,0.7696335078534031,0.655436447166922,0.7124735729386892,0.8064516129032258,0.7142857142857143,0.875
-3,0.6879271070615034,0.6923076923076923,,0.34375,0.8260869565217391,0.7111416781292985,0.5318761384335154,0.8055555555555556,0.5185185185185185,0.6537949400798935,0.6483050847457628,0.8632326820603907,0.5620915032679739,,,0.5583892617449664,0.46709470304975925,0.6420118343195266,,0.375,0.8163265306122449,0.643646408839779,0.65,0.7142857142857143,0.5743243243243243,0.8512396694214877,0.46153846153846156,0.5,0.4178082191780822,0.7416267942583732,0.6599063962558502,0.753731343283582,0.85,0.64,0.8589211618257261
-2,0.6387096774193548,0.535064935064935,0.34285714285714286,0.4126984126984127,0.6231884057971014,0.6896103896103896,0.599271402550091,0.8301886792452831,0.5454545454545454,0.7014157014157014,0.6666666666666666,0.8598726114649682,0.5798319327731093,,0.7428571428571429,0.6254416961130742,0.4724264705882353,0.5723076923076923,,0.371900826446281,0.6444444444444445,0.6302083333333334,0.6020408163265306,0.7734627831715211,0.5259259259259259,0.8241758241758241,0.4,0.5714285714285714,0.40397350993377484,0.7425742574257426,0.6506309148264984,0.7536945812807881,,0.7446808510638298,0.8392857142857143
-1,0.6870748299319728,0.5872340425531914,0.2777777777777778,0.41968911917098445,0.7166666666666667,0.6711590296495957,0.5726643598615917,0.8545454545454545,0.548936170212766,0.7101449275362319,0.7166666666666667,0.8824593128390597,0.5581395348837209,,,0.5786963434022258,0.4387755102040816,0.622286541244573,,0.3473684210526316,,0.6296296296296297,,0.7296416938110749,0.6470588235294118,0.7798165137614679,0.26666666666666666,0.3884297520661157,0.34057971014492755,0.689119170984456,0.6473469387755102,0.7512953367875648,,0.6534653465346535,0.7813765182186235
0,0.7046632124352331,0.5456730769230769,0.4,0.3641025641025641,0.6323529411764706,0.6919060052219321,0.5589285714285714,0.8571428571428571,0.5779816513761468,0.6955307262569832,0.6715686274509803,0.8319327731092437,,0.4444444444444444,0.5517241379310345,0.5513866231647635,0.4879032258064516,0.6164383561643836,,0.41904761904761906,0.64,0.622356495468278,0.6987951807228916,0.7383720930232558,0.5802469135802469,0.8260869565217391,0.2,0.3779527559055118,0.2905405405405405,0.73,0.623550401427297,0.7486187845303868,0.8333333333333334,0.7021276595744681,0.8061674008810573
1,0.6213151927437641,0.628992628992629,,0.41346153846153844,0.6533333333333333,0.6812749003984063,0.5593803786574871,0.813953488372093,0.5523012552301255,0.6788235294117647,0.6071428571428571,0.8736654804270463,0.6,,,0.6532567049808429,0.5253164556962026,0.6349206349206349,,0.4144144144144144,0.7,0.631578947368421,,0.7310704960835509,0.5112359550561798,0.7428571428571429,0.23333333333333334,0.4111111111111111,0.42857142857142855,0.7370689655172413,0.6789797713280563,0.7109375,0.8333333333333334,0.7446808510638298,0.8321428571428572
2,0.6111111111111112,0.5596816976127321,0.3055555555555556,0.39896373056994816,0.6153846153846154,0.6699576868829337,0.5404411764705882,0.7708333333333334,0.5027322404371585,0.7212121212121212,0.6542553191489362,0.8674588665447898,0.5678233438485805,,,0.6303030303030303,0.47390396659707723,0.635593220338983,0.6666666666666666,0.28703703703703703,,0.6331168831168831,0.7738095238095238,0.6908077994428969,0.5873015873015873,0.8142857142857143,0.2765957446808511,0.44776119402985076,0.2982456140350877,0.7474747474747475,0.6404586404586404,0.7569832402234636,0.6388888888888888,0.6161616161616161,0.8613445378151261
3,0.6183844011142061,0.5910224438902744,0.34375,0.3592233009708738,0.6666666666666666,0.7140672782874617,0.5720338983050848,0.7272727272727273,0.5639810426540285,0.658465991316932,0.6051282051282051,0.8644724104549855,,0.7142857142857143,,0.6818181818181818,0.5181818181818182,0.578125,,0.36893203883495146,0.8235294117647058,0.615625,0.7222222222222222,0.7309941520467836,0.535031847133758,0.8260869565217391,0.3333333333333333,0.3944954128440367,0.3401360544217687,0.6945812807881774,0.6429163214581607,0.7207207207207207,0.8333333333333334,0.7075471698113207,0.8426573426573427
4,0.6873508353221957,0.5225806451612903,0.34210526315789475,0.32222222222222224,0.782608695652174,0.6889580093312597,0.5650485436893203,0.8888888888888888,0.6063348416289592,0.6632200886262924,0.576530612244898,0.8605341246290801,0.45934959349593496,,0.6333333333333333,0.7024128686327078,0.5105162523900574,0.6089850249584027,,0.39655172413793105,0.9038461538461539,0.6549295774647887,0.686046511627907,0.7241379310344828,0.5,0.8208955223880597,0.20833333333333334,0.4,0.375,0.6878048780487804,0.6461675579322638,0.7624633431085044,0.6666666666666666,0.6568627450980392,0.8517110266159695
5,0.6203966005665722,0.5601374570446735,0.28205128205128205,0.3923076923076923,,0.6798561151079137,0.5302713987473904,0.8688524590163934,0.49056603773584906,0.7043740573152338,0.6648351648351648,0.8702928870292888,,,,0.7102803738317757,0.4724770642201835,0.6191950464396285,,0.24468085106382978,0.725,0.6612244897959184,0.6266666666666667,0.7014925373134329,0.5882352941176471,0.7478260869565218,0.17647058823529413,0.38596491228070173,0.36893203883495146,0.75,0.641566265060241,0.7597402597402597,0.7291666666666666,0.6627906976744186,0.8497652582159625
6,0.7154255319148937,0.6363636363636364,,0.39226519337016574,0.723404255319149,0.7212020033388982,0.6024691358024692,0.8076923076923077,0.5613207547169812,0.6908127208480566,0.6134969325153374,0.8501259445843828,0.5958549222797928,,0.4411764705882353,0.697986577181208,0.47368421052631576,0.6,,0.30120481927710846,0.5294117647058824,0.6401869158878505,0.7966101694915254,,0.5423728813559322,0.8372093023255814,0.35294117647058826,0.45098039215686275,0.33980582524271846,0.6859504132231405,0.6032110091743119,0.6966292134831461,0.8125,0.7333333333333333,0.8638743455497382
7,0.6901709401709402,0.5239520958083832,,0.42786069651741293,0.7291666666666666,0.6920684292379471,0.5035460992907801,,0.5662100456621004,0.6758720930232558,0.6782178217821783,0.8590021691973969,,,,0.7142857142857143,0.48326359832635984,0.6185567010309279,,0.25,0.6944444444444444,0.642023346303502,0.7647058823529411,0.7423728813559322,0.5371900826446281,0.8205128205128205,0.3142857142857143,0.5084745762711864,0.344,0.7,0.6328852119958635,0.7601078167115903,0.8780487804878049,0.7283950617283951,0.8233082706766918
8,0.5911949685534591,0.5568181818181818,0.2857142857142857,0.4057971014492754,0.7142857142857143,0.6867088607594937,0.55637707948244,,0.5654205607476636,0.6858974358974359,0.6447368421052632,0.8384539147670962,0.5245283018867924,,,0.4589285714285714,0.4851301115241636,0.6180758017492711,,0.3435114503816794,0.6470588235294118,0.6014234875444839,,0.7235494880546075,0.5,0.8253012048192772,0.1935483870967742,0.38571428571428573,0.33962264150943394,0.6764705882352942,0.6705202312138728,0.7493670886075949,0.7777777777777778,0.6666666666666666,0.8384879725085911
