cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.3341404358353511,0.25684485006518903,0.07017543859649122,0.1111111111111111,0.08108108108108109,0.3261163734776725,,0.047619047619047616,0.35514018691588783,0.3726235741444867,0.20567375886524822,0.1891891891891892,0.4340836012861736,,,0.09333333333333334,0.5637254901960784,0.29545454545454547,,0.29577464788732394,,0.35668789808917195,,0.358974358974359,0.11971830985915492,0.1076923076923077,0.4666666666666667,0.41711229946524064,0.05202312138728324,0.3111111111111111,0.24358033749082905,0.31952662721893493,,0.2396694214876033,
-18,0.3488943488943489,0.2807570977917981,,0.10869565217391304,0.029850746268656716,0.30377906976744184,0.4594594594594595,,0.43,0.37250554323725055,0.1565217391304348,0.1792452830188679,,,,,0.45320197044334976,0.33093525179856115,,0.2653061224489796,,0.41156462585034015,0.12698412698412698,0.36666666666666664,0.15053763440860216,0.07368421052631578,0.6153846153846154,0.48095238095238096,0.012987012987012988,0.35260115606936415,0.2587685113016368,0.3058252427184466,,0.31313131313131315,
-17,0.3333333333333333,0.28085106382978725,0.02857142857142857,0.09740259740259741,0.14545454545454545,0.3226837060702875,,,0.37735849056603776,0.33874709976798145,0.13953488372093023,0.20408163265306123,0.4410480349344978,,,,0.5656565656565656,0.286527514231499,0.14285714285714285,0.3793103448275862,0.05555555555555555,0.3536977491961415,0.23529411764705882,0.29931972789115646,0.10869565217391304,0.04716981132075472,0.46153846153846156,0.5191256830601093,0.03164556962025317,0.33783783783783783,0.28559102674719583,0.26291079812206575,,0.22641509433962265,
-16,0.32894736842105265,0.27586206896551724,,0.13548387096774195,0.1206896551724138,0.3706896551724138,0.4452054794520548,0.10869565217391304,0.3956043956043956,0.3087557603686636,0.27419354838709675,0.1651376146788991,0.4406779661016949,,,,0.5872340425531914,0.26807760141093473,,0.296875,,0.3774193548387097,,0.37606837606837606,0.1837837837837838,0.09523809523809523,0.6333333333333333,0.44508670520231214,0.02531645569620253,0.24242424242424243,0.2875,0.2744186046511628,,0.25510204081632654,
-15,0.37149532710280375,0.262992125984252,0.04878048780487805,0.10555555555555556,0.03636363636363636,0.3181818181818182,0.4588235294117647,,0.43157894736842106,0.34684684684684686,0.21296296296296297,0.2755102040816326,,,,,0.5283842794759825,0.2704280155642023,,0.4,,0.32450331125827814,0.26865671641791045,0.34615384615384615,0.14634146341463414,0.06896551724137931,0.4375,0.5052631578947369,0.03333333333333333,0.2692307692307692,0.280107047279215,0.32663316582914576,,0.2882882882882883,
-14,0.3279742765273312,0.22972972972972974,0.07692307692307693,0.184,0.07894736842105263,0.34953703703703703,0.4415954415954416,0.1891891891891892,0.3835616438356164,0.2487864077669903,0.205607476635514,0.12514619883040937,,,,0.18382352941176472,0.43392070484581496,0.27832512315270935,,0.21428571428571427,,0.3413173652694611,,0.3333333333333333,0.11627906976744186,0.06896551724137931,0.6111111111111112,0.42857142857142855,0.02608695652173913,0.19689119170984457,0.25054229934924077,0.22279792746113988,,0.24509803921568626,
-13,0.35560344827586204,0.25263157894736843,0.045454545454545456,0.15,0.06779661016949153,0.27829099307159355,0.44954128440366975,0.18181818181818182,0.3416666666666667,0.2718204488778055,0.22448979591836735,0.10382513661202186,0.4169184290030212,0.5454545454545454,,0.25059101654846333,0.4918032786885246,0.3309143686502177,,0.6326530612244898,0.05,0.39705882352941174,0.3333333333333333,0.1839080459770115,0.14354066985645933,0.06172839506172839,,0.4576271186440678,0.029239766081871343,0.2222222222222222,0.25444839857651247,0.2087912087912088,,0.22641509433962265,0.18888888888888888
-12,0.30042918454935624,0.236986301369863,0.02127659574468085,0.12209302325581395,0.07042253521126761,0.286783042394015,0.42203389830508475,,0.3952380952380952,0.27664670658682633,0.3079710144927536,0.11194653299916457,0.43478260869565216,,0.21739130434782608,0.12666666666666668,0.455026455026455,0.3091216216216216,,0.6176470588235294,,0.34516129032258064,,0.2739018087855297,0.09090909090909091,0.05405405405405406,0.5675675675675675,0.45454545454545453,0.033112582781456956,0.21777777777777776,0.271985494106981,0.20789473684210527,0.2,0.26881720430107525,0.16262975778546712
-11,0.338,0.2697274031563845,0.0196078431372549,0.11553784860557768,0.06451612903225806,0.30779392338177014,0.40347826086956523,,0.3756906077348066,0.27262569832402234,0.33544303797468356,0.11359570661896243,0.3447204968944099,,,0.22796352583586627,0.46345811051693403,0.3877995642701525,,0.5273972602739726,,0.32344213649851633,,0.23140495867768596,0.09615384615384616,0.03418803418803419,0.5434782608695652,0.5077720207253886,0.028169014084507043,0.22058823529411764,0.25724976613657624,0.2175,,0.29213483146067415,0.19402985074626866
-10,0.3613636363636364,0.28468468468468466,0.07142857142857142,0.06976744186046512,0.057971014492753624,0.2375,0.4247787610619469,,0.36551724137931035,0.27851458885941643,0.35602094240837695,0.10971223021582734,0.39492753623188404,,,0.25956284153005466,0.4788732394366197,0.3354564755838641,,0.5666666666666667,,0.35161290322580646,,0.24054054054054055,0.16447368421052633,0.09195402298850575,,0.4095238095238095,0.043478260869565216,0.23394495412844038,0.23509075194468454,0.3104125736738703,0.1794871794871795,0.15833333333333333,0.14453125
-9,0.4191343963553531,0.28214285714285714,0.1111111111111111,0.12272727272727273,0.02,0.31339401820546164,0.4249201277955272,,0.3355263157894737,0.301460823373174,0.30952380952380953,0.12868369351669942,0.376865671641791,,,0.2776203966005666,0.49272727272727274,0.30823529411764705,,0.652542372881356,,0.3059210526315789,,0.2478134110787172,0.1402439024390244,0.10833333333333334,0.36666666666666664,0.4583333333333333,0.051470588235294115,0.2848101265822785,0.278434940855323,0.21149425287356322,0.037037037037037035,0.21008403361344538,0.13307984790874525
