cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.9177777777777778,0.9684343434343434,1.0,0.8918918918918919,1.0,0.9946164199192463,,0.9767441860465116,0.9907407407407407,0.9924528301886792,1.0,0.9098360655737705,1.0,,,0.9868421052631579,0.9951219512195122,0.9984871406959153,,1.0,,0.8351063829787234,,0.975,0.9861111111111112,0.9701492537313433,1.0,0.9946808510638298,0.9942528735632183,0.9836065573770492,0.9927166788055353,0.9912023460410557,,0.983739837398374,
-18,0.9377880184331797,0.9723926380368099,,0.8625,1.0,0.9985486211901307,0.9910714285714286,,1.0,0.9783080260303688,0.9913793103448276,0.905982905982906,,,,,0.9854368932038835,0.9946332737030411,,1.0,,0.8855421686746988,0.984375,0.96,1.0,0.9895833333333334,1.0,1.0,0.9808917197452229,1.0,0.9892058596761758,1.0,,0.9801980198019802,
-17,0.93,0.9710743801652892,0.9722222222222222,0.8555555555555555,1.0,1.0,,,0.9906542056074766,0.9976851851851852,0.9772727272727273,0.9074074074074074,0.9913419913419913,,,,0.9753694581280788,0.9981060606060606,1.0,1.0,1.0,0.8911174785100286,1.0,0.9865771812080537,1.0,0.9906542056074766,1.0,0.9838709677419355,1.0,0.9932885906040269,0.9897523484201537,1.0,,0.9814814814814815,
-16,0.9083665338645418,0.9610951008645533,,0.856353591160221,1.0,0.9957081545064378,0.9931972789115646,0.9787234042553191,1.0,0.9977011494252873,0.992,0.9478260869565217,0.9915966386554622,,,,0.9873949579831933,1.0,,1.0,,0.8732394366197183,,0.9512195121951219,0.9946236559139785,0.9882352941176471,1.0,0.9829545454545454,1.0,0.9939759036144579,0.9900990099009901,1.0,,0.98,
-15,0.9145299145299145,0.9679878048780488,1.0,0.9,1.0,0.9969788519637462,0.9976525821596244,,0.9895833333333334,0.9977528089887641,1.0,0.9423076923076923,,,,,0.9913419913419913,0.9941972920696325,,1.0,,0.867816091954023,1.0,0.9454545454545454,1.0,1.0,1.0,0.979381443298969,0.9868421052631579,0.9873417721518988,0.9885361552028219,1.0,,1.0,
-14,0.9147058823529411,0.9736842105263158,1.0,0.8741258741258742,1.0,1.0,0.9915254237288136,0.9736842105263158,1.0,0.9975786924939467,1.0,0.9872979214780601,,,,0.9927007299270073,1.0,1.0,,1.0,,0.912568306010929,,1.0,0.9923076923076923,1.0,1.0,0.958904109589041,1.0,0.9897435897435898,0.987152034261242,1.0,,0.9714285714285714,
-13,0.943089430894309,0.9837278106508875,1.0,0.8771929824561403,0.9833333333333333,0.9988465974625144,0.9819819819819819,1.0,0.9917355371900827,0.9913473423980222,0.9932432432432432,0.9846272098385856,0.9969879518072289,1.0,,0.9657534246575342,0.9945652173913043,0.9971056439942113,,1.0,1.0,0.8976897689768977,0.984375,0.9314775160599572,0.9952380952380953,0.9642857142857143,,0.9315789473684211,1.0,0.9959016393442623,0.9833770778652668,1.0,,0.9906542056074766,1.0
-12,0.9414141414141414,0.9798657718120806,1.0,0.8686868686868687,1.0,0.9975124378109452,0.9915966386554622,,0.9859154929577465,0.9905100830367735,0.968421052631579,0.9779411764705882,1.0,,0.92,0.9966777408637874,0.9964850615114236,0.9916247906197655,,1.0,,0.8611111111111112,,0.9675,0.9946808510638298,0.9910714285714286,1.0,0.9705882352941176,1.0,0.982532751091703,0.9865831842576028,1.0,1.0,0.9893617021276596,1.0
-11,0.9174311926605505,0.9680555555555556,0.9807692307692307,0.9881889763779528,1.0,0.997364953886693,0.9729272419627749,,1.0,0.9878587196467992,0.9575757575757575,0.9885057471264368,0.9969040247678018,,,0.9850299401197605,0.9894179894179894,0.9956616052060737,,1.0,,0.8798955613577023,,0.952755905511811,1.0,0.9915254237288136,0.9787234042553191,0.9146919431279621,0.993006993006993,0.9902912621359223,0.9718181818181818,0.9975062344139651,,1.0,1.0
-10,0.9263157894736842,0.9736842105263158,1.0,0.9817351598173516,1.0,0.9980806142034548,0.9775086505190311,,1.0,0.9882044560943644,0.955,0.9910873440285205,0.9963898916967509,,,0.991869918699187,0.993006993006993,0.991578947368421,,1.0,,0.9090909090909091,,0.9585492227979274,0.9934640522875817,0.9456521739130435,,0.9417040358744395,0.9945945945945946,0.9954337899543378,0.983843537414966,1.0,0.975,0.967741935483871,0.9961089494163424
