cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,40,48,8,27,30,197,144,4,36,51,24,31,49,4,14,8,2,79,11,0,64,20,36,48,39,1,59,44,51,90,38,9,28
-11,38,54,5,35,33,186,156,0,31,36,32,50,53,1,29,12,0,86,13,0,42,24,29,41,30,1,73,44,57,107,28,6,20
-10,29,20,5,41,44,173,145,3,37,51,24,51,37,0,29,8,0,88,10,0,53,8,30,45,29,0,63,46,36,83,49,7,20
-9,35,31,5,40,42,148,153,3,29,46,25,43,41,1,14,7,0,91,11,0,46,27,32,64,33,3,63,37,49,74,35,11,17
-8,22,27,3,31,24,108,108,8,10,44,27,29,48,0,27,12,0,53,10,0,26,16,30,39,11,4,49,36,36,69,32,6,2
-7,24,28,8,35,23,116,137,4,34,35,18,24,38,4,11,9,0,69,5,0,63,17,13,29,19,2,49,52,23,57,16,5,7
-6,43,51,4,54,31,199,193,10,37,50,30,36,35,0,38,17,1,108,14,0,43,30,32,43,27,4,84,86,51,105,25,5,11
-5,29,46,4,38,59,180,199,4,34,53,29,29,52,2,15,9,0,101,11,0,59,40,19,34,36,2,83,46,37,78,32,9,11
-4,36,35,4,39,42,222,154,7,32,43,39,30,71,1,19,7,2,60,14,0,70,20,37,43,32,2,101,73,45,83,27,6,15
-3,25,39,2,36,41,456,141,4,33,33,20,27,37,2,28,14,0,72,17,0,60,19,38,24,17,0,68,65,40,82,31,6,12
-2,28,41,3,29,28,201,155,7,28,38,32,25,39,2,19,11,2,60,12,0,69,16,37,22,19,4,87,57,27,61,20,4,17
-1,28,42,2,39,19,149,135,5,20,51,27,29,48,3,28,13,0,64,8,0,71,18,32,28,31,2,54,33,37,79,20,6,12
0,25,37,4,35,28,234,210,6,39,56,21,29,42,1,23,16,1,56,18,0,72,21,14,17,33,3,64,72,47,92,26,11,19
1,32,55,9,26,41,214,192,8,42,74,26,33,40,2,25,15,3,47,14,0,71,32,28,23,30,2,77,63,47,103,33,7,10
2,37,32,4,41,43,261,154,5,40,79,32,44,41,5,26,13,2,63,18,16,83,29,34,21,29,3,85,67,54,81,34,8,17
3,15,49,7,39,30,256,137,4,30,62,19,40,40,7,20,17,2,82,13,21,81,34,26,28,30,2,112,80,58,111,26,10,11
4,43,27,1,29,25,259,171,7,41,81,24,46,44,3,26,21,0,87,16,22,97,34,37,25,29,3,84,69,48,99,27,4,16
5,44,33,4,44,44,284,193,3,47,74,22,16,55,0,19,13,1,98,10,14,95,21,29,29,30,2,93,67,53,130,57,16,10
6,37,39,6,22,53,234,209,7,35,85,29,23,42,4,7,16,0,101,22,12,95,26,31,31,42,2,74,49,49,114,56,3,14
7,35,33,6,30,38,244,181,4,46,95,25,25,41,3,18,20,0,106,11,24,97,27,28,47,26,6,52,69,47,124,58,8,16
8,37,30,4,33,45,292,183,2,32,103,23,28,51,4,22,15,0,88,12,12,103,18,29,29,24,4,56,41,51,100,39,10,15
9,38,28,6,48,32,247,206,2,48,87,17,26,76,8,22,14,1,94,11,18,102,16,42,30,24,1,69,51,40,136,48,8,11
10,19,30,2,23,40,196,153,6,48,77,33,33,47,2,19,19,0,90,11,16,104,23,35,35,26,10,50,64,44,108,52,7,14
11,32,32,7,35,28,168,185,4,23,50,16,43,40,2,16,7,0,65,8,17,108,21,21,32,30,2,58,63,42,93,35,12,14
12,33,32,8,16,35,177,177,7,20,53,18,27,54,4,24,11,1,72,8,10,95,23,26,25,20,2,54,40,42,120,48,11,7
13,19,23,5,24,30,203,174,6,31,62,28,35,26,4,20,14,0,94,12,15,119,15,34,25,25,2,62,53,38,133,41,11,11
14,39,22,1,30,45,195,211,3,29,62,19,43,60,8,15,27,0,100,8,19,114,24,33,27,29,5,90,69,49,130,54,16,10
15,40,34,3,24,46,179,197,4,52,66,19,50,58,7,23,13,1,100,12,17,89,19,30,29,20,6,83,72,49,161,73,13,16
16,40,33,2,10,31,192,199,2,46,54,29,39,47,6,25,15,0,88,6,22,115,4,47,21,27,2,75,65,53,151,66,21,11
17,43,39,3,9,36,208,219,5,36,62,27,33,56,3,16,13,1,95,17,24,119,10,45,36,17,6,95,65,51,136,77,16,23
18,33,40,6,16,39,235,163,5,31,63,28,39,46,8,19,16,0,85,14,21,109,7,34,32,22,7,148,44,43,145,77,7,13
19,56,40,3,8,31,242,213,4,34,69,16,49,44,5,14,11,0,85,13,24,121,4,41,32,16,4,105,52,58,157,61,9,15
20,25,39,8,14,26,198,208,2,38,68,8,34,33,4,15,13,1,93,20,24,132,7,23,38,23,7,114,71,70,129,73,8,18
21,33,38,9,10,2,257,218,2,45,62,15,30,50,1,28,13,1,88,20,22,109,4,56,38,34,7,99,45,59,165,63,14,14
