cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,651,568,59,659,400,1462,779,183,127,796,187,89,546,115,393,141,122,64,926,7,190,95,1986,261,452,168,748,41,175,359,513,1203,21,348,827,129,16
-11,652,654,48,715,388,1538,826,185,164,861,190,89,589,106,416,132,112,61,914,10,198,112,1161,282,486,173,764,52,176,324,536,1215,24,366,874,125,10
-10,599,652,56,708,420,1507,768,206,134,936,168,77,548,113,450,151,137,61,983,9,203,106,1303,271,488,206,723,68,200,228,576,1300,27,322,826,129,20
-9,646,613,62,686,410,1488,799,193,137,926,184,87,574,125,471,132,135,86,977,6,177,103,1248,251,464,206,684,65,211,188,540,1233,11,311,947,145,20
-8,540,506,57,498,332,1133,594,158,115,698,172,55,480,117,329,91,120,53,787,8,165,95,1016,211,363,138,553,45,147,121,386,1028,14,281,715,105,11
-7,554,579,55,645,317,1212,695,111,96,857,168,50,430,111,357,147,103,60,803,10,189,87,957,231,430,211,628,42,183,148,460,1404,23,226,593,105,16
-6,613,678,70,754,481,1593,864,123,176,1002,214,94,551,149,439,136,145,67,993,13,269,101,1267,319,513,212,760,68,209,434,603,1379,23,274,1009,166,20
-5,613,745,68,706,495,1523,876,146,159,982,196,95,530,131,447,155,146,73,993,6,264,112,1346,283,501,182,786,54,203,436,542,1403,26,365,1055,147,26
-4,633,674,65,601,429,1566,839,143,120,898,186,70,540,123,452,130,62,79,747,7,231,106,1236,281,428,211,755,69,220,440,529,1319,23,365,955,150,17
-3,646,694,54,610,451,2126,798,160,131,902,194,87,520,118,409,149,150,74,719,6,235,87,1224,289,467,228,758,67,189,389,545,1334,19,311,990,118,16
-2,604,659,54,549,449,1403,756,125,131,876,169,76,508,90,374,112,150,55,623,8,224,102,1138,232,440,169,754,50,193,357,450,1249,14,346,932,113,12
-1,602,690,54,529,443,1422,723,127,128,886,167,84,479,109,450,165,132,16,630,9,217,38,1143,241,414,152,685,62,189,368,505,1235,0,293,924,116,11
0,599,602,51,583,441,1476,734,130,119,866,151,64,521,87,403,134,176,65,701,6,221,125,1199,258,441,174,763,61,189,332,489,1314,0,329,948,136,4
1,609,676,72,632,456,1425,816,195,136,886,188,74,546,143,394,155,181,58,777,12,205,257,1215,253,429,170,738,47,204,363,537,1396,39,334,941,143,15
2,1060,761,69,572,420,1484,824,196,116,912,167,81,529,157,458,158,199,63,752,9,245,371,1169,267,424,213,537,53,192,388,560,1450,14,353,914,116,15
3,617,672,61,569,477,1514,776,196,130,920,193,78,530,142,458,142,182,65,1002,11,206,366,1180,278,427,216,830,44,207,386,642,1400,27,376,952,131,8
4,692,663,59,518,466,1631,861,217,142,990,173,76,382,139,434,177,172,62,1093,13,225,310,1250,298,509,206,804,67,192,336,621,1455,22,315,911,108,13
5,543,678,56,650,443,1495,797,213,140,977,171,76,311,131,423,163,222,72,1043,9,245,335,1275,293,449,209,784,45,190,376,588,1397,22,188,948,113,12
6,493,734,50,578,450,1477,745,258,136,1007,200,66,701,162,467,143,185,66,1068,4,254,384,1283,298,454,203,758,67,168,369,632,1413,30,226,1004,111,11
7,531,716,56,617,419,1445,687,234,140,1012,164,78,576,118,438,128,208,74,1025,7,226,439,1212,285,426,192,841,50,190,392,524,1420,30,206,1016,114,16
8,537,778,58,646,441,1451,713,232,120,971,182,72,574,139,460,110,196,59,959,10,269,372,1184,285,422,198,844,50,181,363,619,1402,23,197,976,115,18
9,530,641,61,555,392,1438,671,210,138,937,163,72,563,133,466,122,207,63,1228,13,240,377,1108,282,454,187,802,52,158,315,597,1645,30,205,942,91,16
