cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,657,741,64,848,502,1727,1585,128,652,1527,535,1001,753,15,185,479,447,415,155,1448,93,602,112,1300,303,1508,208,1155,67,296,565,647,1642,18,619,1361,381,415,27
-11,586,860,68,792,469,1709,1302,185,412,1387,270,984,591,9,158,470,450,325,171,1263,83,526,124,1294,310,2034,199,1008,62,275,428,623,1565,28,798,1249,126,222,23
-10,681,831,61,704,436,2326,1380,161,359,1441,281,878,658,15,145,443,403,370,171,1111,80,495,101,1244,302,1608,220,953,70,256,411,570,1620,16,830,1432,278,443,9
-9,641,827,54,744,455,1628,1408,158,391,1435,294,954,631,12,157,446,406,385,157,1090,88,561,99,1197,261,1714,196,1033,71,235,366,629,1489,27,674,1368,211,419,19
-8,646,727,52,660,431,1567,1287,134,352,1269,244,852,579,15,135,435,400,356,116,1065,71,504,96,1094,279,1433,158,963,49,213,357,549,1437,0,659,1280,217,364,14
-7,614,815,56,663,446,1597,1203,152,385,1273,280,864,583,12,151,464,468,396,124,1003,58,495,8,1189,230,1602,164,997,72,230,358,538,1482,0,624,1334,208,406,5
-6,617,752,61,727,469,1611,1347,168,336,1391,277,858,631,9,125,441,485,429,130,1198,76,549,261,1195,265,1585,190,940,51,239,348,611,1615,0,722,1291,248,320,10
-5,613,837,78,689,413,1564,1337,218,432,1303,261,962,620,11,198,414,472,448,130,1202,74,555,316,1174,269,1403,191,933,55,248,363,616,1712,44,703,1285,258,414,12
-4,1088,792,54,662,463,1674,1425,190,379,1372,278,847,595,14,182,518,447,450,141,1286,94,525,370,1183,273,1446,193,888,63,250,399,642,1704,23,736,1307,163,420,13
-3,673,775,59,732,465,1714,1405,246,445,1505,266,992,572,10,200,451,434,425,135,1453,75,565,337,1160,310,1778,214,1015,54,229,354,770,1633,25,793,1327,109,374,10
-2,682,797,59,547,456,1840,1417,230,460,1494,282,1003,405,16,140,483,520,459,121,1540,77,588,366,1344,315,1837,226,1092,68,229,353,666,1683,23,591,1349,112,424,13
-1,515,887,62,743,434,1589,1300,250,442,1521,225,995,682,16,218,464,511,475,68,1536,62,570,360,1276,309,1651,195,1002,59,225,387,695,1601,25,632,1329,116,409,8
0,509,877,42,586,439,1679,1265,251,438,1497,317,860,711,13,170,469,430,347,83,1421,65,625,414,1280,301,1575,179,1073,56,223,345,677,1575,24,616,1425,113,430,16
1,575,830,64,652,421,1616,1316,267,466,1534,256,964,657,6,187,442,536,473,56,1271,88,646,416,1165,305,1674,215,1168,57,220,402,649,1691,31,641,1425,111,456,17
2,561,878,60,599,425,1602,1260,225,422,1563,251,862,776,12,171,514,424,400,57,1464,69,542,371,1139,290,1609,197,1048,59,215,332,697,1570,26,550,1354,99,412,22
3,541,794,57,614,372,1529,1212,229,403,1352,229,793,650,14,142,464,395,413,59,1595,68,524,375,1092,298,1429,151,997,55,200,326,670,1842,27,583,1237,90,449,15
4,491,704,68,579,355,1454,1263,257,404,1393,259,815,587,5,207,498,404,449,63,1438,70,539,367,1021,273,1342,154,976,57,185,341,646,1507,25,602,1217,96,514,11
5,480,704,64,554,399,1411,1240,197,373,1254,222,811,550,6,113,392,376,361,47,1315,58,484,360,996,251,1332,131,922,62,212,304,577,1371,25,557,1210,100,462,8
6,415,644,62,553,366,1507,1105,196,403,1261,247,731,518,8,101,420,404,369,62,1337,68,558,404,1005,223,1316,144,1029,42,216,333,593,1397,19,555,1213,87,495,11
7,423,699,63,562,375,1488,1227,213,435,1332,217,834,557,6,103,438,409,370,45,1371,60,476,310,1027,267,1357,132,1001,49,180,316,597,1490,25,563,1142,79,488,13
8,458,639,64,598,385,1642,1198,206,405,1322,281,834,596,9,94,428,364,429,59,1403,53,534,359,1023,268,1265,107,1021,52,235,296,569,1478,30,596,1223,86,496,9
9,500,660,55,604,376,1779,1175,258,443,1341,301,825,633,7,114,429,469,390,69,1457,71,433,364,1035,272,1425,106,967,64,237,309,629,1635,29,551,1294,95,518,14
10,525,757,61,590,423,1784,1308,258,398,1242,317,674,577,9,112,434,356,428,60,1602,47,587,413,1123,238,1413,182,1009,50,217,292,680,1574,32,512,1168,90,492,7
11,539,769,68,599,422,1772,1255,254,412,1304,273,897,608,9,118,431,437,419,63,1473,67,418,424,1113,266,1331,154,1019,58,243,334,656,1507,28,638,1224,98,475,16
12,497,734,50,604,376,1714,1122,243,430,1429,265,923,625,18,111,469,477,452,70,1603,69,557,411,1181,273,1556,139,1095,55,225,359,710,1526,18,595,1267,78,539,13
13,519,775,66,599,433,1680,1217,247,369,1406,179,934,565,6,101,533,426,454,81,1469,68,515,470,1198,292,1598,146,1125,65,191,349,692,1662,32,562,1368,93,504,14
14,512,777,58,653,323,1759,1165,259,387,1314,182,858,532,0,105,446,442,469,78,1600,70,520,463,1152,249,1625,157,1001,51,214,360,655,1536,23,592,1273,98,533,16
15,543,757,75,602,287,1642,1197,240,313,1274,177,790,569,0,71,449,437,446,58,1470,67,473,444,1088,224,1465,127,1095,52,253,350,648,1510,22,588,1281,97,440,9
16,430,660,72,548,265,1692,1122,228,382,1304,187,805,483,0,88,463,377,423,59,1527,59,448,383,1113,224,1419,130,1003,76,225,315,622,1557,26,524,1172,93,467,12
17,415,643,62,474,281,1579,1054,201,372,1148,173,741,557,1,85,420,371,375,54,1394,52,390,365,1051,198,1426,106,971,58,184,304,540,1321,24,514,1161,76,512,13
18,425,662,56,449,242,1516,1028,218,333,1005,156,693,494,0,68,366,350,364,50,1354,48,389,405,978,207,1212,129,986,52,222,287,605,1325,13,608,1120,82,430,10
19,391,567,56,430,292,1544,1035,208,349,1061,142,666,373,0,100,410,347,383,59,1394,58,425,351,953,183,1147,106,918,55,191,307,553,1234,19,473,1087,81,394,7
20,385,579,42,500,341,1391,961,214,306,947,141,550,471,0,79,355,273,336,50,1320,43,415,409,939,171,972,92,880,47,203,283,484,1174,16,436,1058,54,378,7
21,398,594,55,432,328,1437,962,206,336,961,129,515,455,0,73,333,281,401,44,1379,57,414,390,878,147,901,101,857,28,191,290,536,1280,26,420,985,32,419,8
