cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,0.10008052426869783,0.11296706591489628,0.10811043838136113,0.10661496350364963,0.10602422003284072,0.12822188627555792,0.11061473261097518,0.05908345481049563,0.11476785714285714,0.11878896344040575,0.08936771137026239,0.17466155496289426,0.1837940580162196,0.1523944805194805,,0.13196125907990314,0.1016858847810481,0.13934426229508196,0.09765625,0.08748902224824355,0.11120345744680851,0.1327203473132372,0.10455525833815307,0.07206848335067638,0.17546987339793685,0.09178388534184624,0.08898809523809524,0.07118781013319404,0.18841861263736262,0.09715996722575669,0.0722177723332077,0.1547158232628399,0.08639451326771212,0.11533346545393859,0.1498744419642857,0.050848782984531396,0.10921711672473867,0.11527693704600483
-12,0.08051694019061897,0.07166727459983693,0.0822954181672669,0.07388382431440582,0.058369708994708995,0.0905520260989011,0.07962851591413768,0.035779936974789914,0.06753207350901524,0.07948805676471882,0.06381209809607867,0.11036065717800037,0.10978812438984704,0.1241128663003663,,0.07983010912698413,0.07782688409253517,0.0753820184790334,0.0505770905923345,0.06343371332908164,0.05298763736263736,0.06795740012106537,0.05992768468688845,0.032867295977169204,0.1255721632007233,0.06005008710801394,0.06463157618581224,0.04572672181608311,0.14564556106354212,0.063121729739596,0.05395564988290399,0.13007355824066152,0.054595101500441306,0.06672628114459797,0.10462699010327023,0.033937776141384386,0.06794579533941236,0.0931690313111546
-11,0.07669776869471992,0.07615937221456932,0.053085095770151636,0.07278141549160977,0.0698006819675723,0.09229785736199679,0.0785778626860944,0.030918916609706082,0.07828416149068322,0.07881309228196422,0.06185554930633671,0.1028775817555938,0.12771594446264745,0.08444148936170212,,0.08201937689969604,0.07207059245102723,0.09479308583106268,0.07876275510204082,0.06363008686620715,0.08418560606060606,0.06993763631406762,0.06955984514628474,0.046451841875364004,0.1359961652930403,0.05657425354668426,0.08141532676348548,0.04903450963718821,0.19016515417642468,0.050182874354561105,0.054804981203007516,0.1293130503602358,0.05590687913230815,0.06772207284902597,0.11706751394251395,0.023979282246879337,0.07864830990283234,0.0861049107142857
-10,0.07358800054112553,0.07500630548829702,0.07037466843501326,0.06274735361434294,0.07041052722458847,0.09060298341643182,0.07514880952380952,0.045060999606454155,0.07196526151444184,0.07932149830113089,0.06480360505784234,0.10171372919086333,0.12664069608735215,0.1602120535714286,,0.09947503306878307,0.06788705065359477,0.08051016244364993,0.06332671957671958,0.06167703324686828,0.060011288998357955,0.04847863058266785,0.06493882275132275,0.04359877047566545,0.1428872053872054,0.055808526240684955,0.06985624438454627,0.04588973289568779,0.18655149736948604,0.061205976107947514,0.05830676020408163,0.13274570697844357,0.05262293054977092,0.07334157621381887,0.11065505085529358,0.02412578975078975,0.07834171289875173,0.09767641996557659
-9,0.07990096913812571,0.07910931743757674,0.0961902239709443,0.06649850791523045,0.07737363987363988,0.09403511290742025,0.07411605163129553,0.04098973674521355,0.0871308222742649,0.082794270158154,0.06640065438208101,0.09048275248933144,0.15076224266999377,0.1352489939637827,,0.1085283251231527,0.07798716613575103,0.08166240045506257,0.05087125576036867,0.06989482313813254,0.08112116490891659,0.0557161266568483,0.052822329222668704,0.04642882529753443,0.1308370717781403,0.06596819196428572,0.06883169934640523,0.05017775416802877,0.15085088522588522,0.07257775804788637,0.05247857142857143,0.12657234111079302,0.05873039317526683,0.07446174585808064,0.11658524258760107,0.021939684424838818,0.08710451905441206,0.10929432013769363
-8,0.09254035894660895,0.08560446812671099,0.10778376944837342,0.07136175713413039,0.0805832971486467,0.1110024062816616,0.09503697546434303,0.029561478650500787,0.07987772187396898,0.09695927789720539,0.06736377436880793,0.1258825747189471,0.1611308099794942,0.11669350117096018,,0.11341411564625851,0.08965524129114733,0.09814998530276309,0.11176658163265307,0.0771237133726239,0.07970910138248848,0.09279593894009217,0.06366556815859391,0.05339210569461143,0.15015697590011615,0.06871930386504377,0.06958634719710668,0.055390632095177555,0.19667181776556777,0.06478712174524982,0.07227819337194337,0.14125442130084498,0.06944535501212877,0.08905041717541719,0.13858273279638264,0.023151785714285715,0.08925410872313527,0.07059948979591836
-7,0.11243418791401075,0.10066488365706297,0.12582824248120303,0.08448624393969582,0.0912688067927901,0.12185188747145836,0.11892711663581804,0.05483280569845667,0.08876986269669855,0.17047862814160347,0.08638625152047574,0.2065307380202661,0.25138948991182997,0.1810321643717728,,0.13560529845741115,0.11681879338895611,0.140812575030012,0.09830357142857142,0.08586754924533128,0.09492586096938775,0.10608333333333334,0.08699156746031746,0.06719826295297994,0.16785714285714284,0.08214735139022052,0.09547117039586919,0.06971821138548227,0.20305896027049872,0.10290418157423971,0.07102719528178245,0.18983769076807605,0.10845552056681755,0.12165178571428571,0.1747297202969484,0.027644230769230768,0.09666407637655418,0.08211659663865546
-6,0.08320160201939418,0.06914181039449928,0.07439322628276117,0.05475299816778635,0.0764659749034749,0.12750456363004173,0.08928407781734395,0.04487303014731073,0.16723207480400695,0.08950089018938287,0.12293493370402053,0.09612604807548018,0.16014911399342344,0.10986682808716708,0.21416580578512398,0.09230899638336347,0.06751580959628906,0.06629014860977948,0.046875,0.06770893397722358,0.07315270935960591,0.07290221914008323,0.05509445562262464,0.05411923682703322,0.13649874114136515,0.0583545918367347,0.06469677439637826,0.051885823439952905,0.15396219273245457,0.06756717440777904,0.05946850868725869,0.12648865467239528,0.06893216884730463,0.07035450268817205,0.10452032643721103,0.025334569493711705,0.0793841575091575,0.07848324514991181
-5,0.07491308598269239,0.07525619987136804,0.06934756324404762,0.07227687140115163,0.06834286971830986,0.10286695391835579,0.07471095197652872,0.04583666488983653,0.05126495174663585,0.08384243075347345,0.06997078924162257,0.09678923206520716,0.1474317082734283,0.12161943581780538,0.09301705756929639,0.09167568542568542,0.06510664809792567,0.0753794190089829,0.048647584033613446,0.06588203463203464,0.06255723443223443,0.07253281171125694,0.05162627551020408,0.05476060008841081,0.12643671073401735,0.058915650841174796,0.053709872546346786,0.04660308572349339,0.14208693092621663,0.06383128520225295,0.06174197965571205,0.1278067538896747,0.06851166917954517,0.07953816549069917,0.10601962416172143,0.024980376766091054,0.07453054645927139,0.06444597069597069
-4,0.08313700108511039,0.07453551988447012,0.07275528169014084,0.07604785075524159,0.07703606442577031,0.09875732765173109,0.07813610518834399,0.05043090062111801,0.07545903133240267,0.08461018705002663,0.06509211926350851,0.09776870817771553,0.1641136021716379,0.11556739631336405,0.099033111988514,0.06737923534798534,0.06487485362997658,0.06629064193413922,0.05723852040816327,0.06876242755410321,0.07043067226890756,0.0573140440386681,0.055874565682213016,0.05127807182429758,0.12873408084163898,0.056580516731622094,0.06042858953926398,0.0442823545502117,0.11295299369747899,0.06640584882407312,0.05218465045592705,0.12577607918936334,0.07762749067561141,0.07378430355937109,0.13822328991151783,0.06379147625670574,0.0737228044903636,0.10794005102040816
