cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,82,67,4,57,44,227,373,8,124,127,35,202,40,1,1,101,37,1,163,11,1,44,27,136,39,46,6,88,62,54,101,99,10,13,32
-11,66,36,5,43,48,289,333,5,105,138,43,200,76,0,3,85,29,1,99,15,0,74,38,160,43,54,2,96,57,51,88,93,6,18,13
-10,73,47,4,40,39,566,349,8,123,107,39,178,52,1,2,122,29,1,81,15,1,55,15,200,29,43,2,100,81,46,112,106,9,12,37
-9,57,57,1,32,37,278,378,9,111,92,47,170,39,1,2,105,49,1,120,15,3,77,21,214,22,43,2,72,56,45,100,69,4,19,28
-8,66,43,4,48,26,209,344,11,123,114,38,164,50,2,6,108,37,1,110,7,2,58,20,188,28,40,5,85,52,38,85,70,8,12,21
-7,59,46,3,32,13,205,324,8,150,95,28,174,44,2,4,91,37,1,76,16,1,75,19,144,22,39,2,63,41,54,124,65,9,13,24
-6,50,48,8,38,44,361,372,18,141,116,33,202,43,1,3,102,48,3,91,15,3,63,28,189,22,61,4,80,80,49,109,76,12,16,18
-5,64,58,3,28,42,303,380,11,153,156,40,202,29,0,7,107,55,2,94,16,15,89,27,172,30,47,4,80,62,62,128,83,13,16,19
-4,64,50,4,47,34,366,417,12,180,138,36,272,51,0,7,124,40,0,107,15,17,80,36,142,26,48,2,113,78,68,134,85,8,11,19
-3,66,39,7,47,26,353,473,8,146,150,39,237,40,2,4,110,63,2,131,13,21,77,33,276,34,39,5,117,67,81,162,70,12,13,24
-2,73,50,2,35,34,361,496,12,198,135,33,218,53,1,3,97,59,0,122,16,27,108,23,187,27,52,2,93,62,60,226,95,14,15,21
-1,63,42,6,42,53,361,540,9,162,147,39,177,50,0,2,101,44,1,148,16,11,88,30,207,36,49,3,90,63,59,222,121,11,14,34
0,86,54,4,19,39,351,492,13,185,161,38,208,48,2,5,89,45,0,120,16,19,94,26,194,40,53,8,74,52,51,166,74,12,14,25
1,68,38,6,36,44,368,521,5,175,178,38,188,58,1,5,115,51,0,118,11,21,105,28,187,44,41,12,58,66,66,197,116,15,15,34
2,52,31,5,45,39,395,501,3,194,150,23,178,57,0,15,130,49,0,124,12,16,116,12,182,35,46,3,74,31,55,165,101,10,13,29
3,52,42,5,44,44,304,466,15,164,135,38,180,62,0,3,88,54,1,122,12,15,81,25,215,38,44,8,59,67,54,188,92,15,12,32
4,45,50,4,33,26,288,472,8,155,122,28,203,33,3,3,94,47,0,118,9,25,106,23,170,30,51,5,59,68,57,151,90,19,18,23
5,61,45,8,21,38,272,488,9,146,94,25,183,57,1,4,98,46,1,93,7,19,115,24,163,33,35,3,62,48,46,119,93,17,11,28
6,45,45,6,27,26,256,415,8,143,95,31,159,43,1,3,81,43,0,98,11,18,105,14,147,24,43,4,50,45,54,160,80,17,7,20
7,61,37,2,27,40,294,550,7,194,134,29,213,40,2,8,103,54,0,129,10,18,116,26,186,26,50,3,100,83,59,172,98,16,13,32
8,59,46,2,39,50,280,551,5,156,122,32,226,62,0,9,91,53,1,117,8,22,105,19,183,30,51,11,87,49,56,200,109,26,13,40
9,53,41,3,8,32,342,569,4,200,113,30,227,55,1,9,126,47,0,135,9,28,93,13,203,18,64,4,88,75,66,256,130,23,14,42
10,56,52,4,13,32,325,529,9,179,109,41,138,57,0,4,79,28,1,112,13,26,123,7,196,41,47,7,95,67,54,242,104,24,18,24
11,58,50,3,17,44,362,522,6,170,117,32,159,45,1,11,101,38,0,120,15,26,120,7,182,33,35,8,120,52,57,233,114,11,16,36
12,69,57,6,15,30,393,505,9,189,125,31,206,60,1,6,105,39,0,124,13,28,109,7,156,34,39,7,141,43,55,235,120,9,17,42
13,34,43,5,17,36,313,569,4,185,127,23,191,36,1,6,124,46,0,146,18,22,121,5,195,46,40,9,116,55,75,213,96,15,12,34
14,80,57,9,17,8,328,519,8,174,122,29,186,50,0,2,113,58,1,118,17,37,141,9,194,41,61,8,105,66,74,225,109,21,22,33
15,55,52,4,20,3,386,546,11,185,121,10,169,53,0,3,97,54,2,121,25,22,96,5,194,40,57,13,109,48,75,229,139,20,11,28
16,78,61,9,19,5,327,530,9,166,127,31,168,59,0,2,107,57,1,97,16,24,159,8,183,54,52,9,106,61,69,207,127,14,16,38
17,52,55,15,11,8,334,497,3,198,114,23,181,43,0,5,80,68,1,118,13,15,123,5,151,38,42,11,117,57,63,233,123,14,14,36
18,58,49,10,14,5,284,469,9,160,99,20,159,48,0,6,98,58,0,121,12,15,148,4,168,50,40,9,126,45,67,171,116,12,11,35
19,61,46,11,12,13,295,410,7,151,67,31,148,35,0,6,96,40,0,122,12,21,133,7,143,38,48,8,108,47,51,192,102,14,16,28
20,57,38,12,20,36,267,489,6,168,127,16,206,41,0,1,111,48,0,102,21,21,153,6,141,30,54,4,109,56,64,182,144,20,24,28
21,60,49,14,15,20,226,566,3,221,132,28,250,42,0,4,72,41,0,107,13,23,142,7,147,48,49,6,133,56,69,229,117,20,2,38
