cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-13,243.18789561279058,187.25892857142858,642.2455357142857,480.6821428571429,582.427150974026,735.2626839218834,442.639573935059,99.625,111.48724489795919,154.94246031746033,303.89183402295663,95.61581920903954,265.7402145942573,360.02481476461554,222.96528892455856,202.0832836451409,59.32041607001015,92.3125529939636,234.26212700848765,101.09438775510203,206.7734375,126.90946027287319,141.5,371.1607142857143,529.6703116639915,1169.0848214285713,139.4100415851272,120.89585095729903,279.26964285714286,166.58508279124777,488.3498646456056,205.32785162320988,217.0297619047619,553.0722353489208,286.17214187452106,862.2797619047619,531.0736932239407,170.64073777559577,236.64950578855397,49.55
-12,249.94697424424317,187.75824175824175,644.5446428571429,486.9561688311688,584.5706168831168,744.3678570117185,451.4979576982549,101.26298701298701,112.96173469387755,159.85714285714286,306.27200397203256,97.55564259602147,264.386328697095,361.9004656796305,231.8153290529695,201.32702123253924,61.413516791143344,92.98698852980502,233.83484111603124,106.61904761904762,214.49441964285714,125.99869582664527,136.70982142857142,365.07142857142856,539.1370050829321,1205.7767857142858,144.3348061399217,127.66397956619544,289.5857142857143,168.0876576764098,489.94153388189227,205.15870799398343,220.49404761904762,559.5889384491912,277.67957506396783,882.2678571428571,528.3801086676517,175.4754093525977,239.9365279598078,53.23571428571429
-11,251.5171750518389,186.2087912087912,628.3303571428571,490.92337662337656,565.2589285714286,746.3750610887301,454.825237477946,101.21150278293136,111.36224489795919,157.28968253968253,304.9942852263224,94.93279699229836,264.1105122262969,360.79677691759815,224.87945425361156,199.1679169954022,60.75659747058983,93.11296730911026,229.43002299948736,106.55114638447971,208.77455357142858,127.3560393258427,136.59821428571428,358.16964285714283,531.9815409309791,1147.7142857142858,143.73055283757338,132.32324520503235,292.86071428571427,169.89481216239463,495.539967187443,203.9209229233786,223.9375,572.2696285456117,274.0517172675413,894.5,518.5525748506547,173.76111989063858,242.8217644167759,54.34285714285714
-10,251.5548503492306,189.82967032967034,626.2544642857143,494.0249188311688,551.5089285714286,751.0952261834822,452.0693699362086,98.12366205223347,111.84183673469387,158.43055555555554,307.731258698963,93.63988580136478,262.01746886474257,363.3325880731799,223.8185794542536,192.39571752017,62.504440054798216,93.08372630819572,228.4443225300023,110.8374118165785,208.40777191558442,130.039275682183,141.46875,351.11160714285717,544.8290529695024,1162.7098214285713,140.44326382093934,132.1440754697196,282.22578397212544,170.07217681234357,499.20685287394605,208.56787811251408,225.42862758310872,571.86240655412,272.7675883693264,885.3035714285714,521.6502642479433,174.05683042867946,245.68765563564878,54.61071428571429
-9,254.55936238131616,191.3778305028305,633.1071428571429,496.37824675324674,570.8772321428571,756.0653912782342,460.48106972114726,99.48418888803504,114.33418367346938,158.37301587301587,311.3970697635509,93.92647348315101,260.59949553119947,365.4804440466889,228.05056179775283,191.36161328303302,63.07249421803343,92.66918310947896,220.62984054791218,110.04034391534391,211.14468344155844,134.88322632423757,145.75892857142858,344.95535714285717,532.3610888175494,1164.419642857143,140.57226944716243,133.23956559835244,269.5115518627714,165.97796064621724,506.85588141759206,213.21808005489632,219.47585354896677,572.566448298892,268.71855871777086,887.547619047619,517.6144484112416,175.43825525243466,246.4553325688073,53.58571428571429
-8,254.39990145044806,190.02965709885353,639.6297831632653,501.6247556015414,696.4317663363423,758.9304576027089,466.8480526200498,96.78609988912187,115.92756924198251,158.26394339787197,317.06806790296883,92.87216230539343,259.05336997522886,368.0120413955358,233.0327011271233,192.34117826358312,61.56140119371716,95.03956926712017,222.49685866586208,115.55641376921139,214.11826956525618,140.0407930377207,144.21747448979593,335.82412676609107,529.6798855237861,1163.03957760989,142.07278888323637,135.10270262090768,267.5267165543516,164.83652445634738,511.5716616619183,214.5938153924548,223.72220550956231,567.9357629575635,265.8831827401828,921.1447985347986,523.188428380056,176.68460354557757,252.36900227407477,54.48265306122449
-7,255.11636642033662,190.22444296774654,659.8657525510205,502.5469976452119,818.2423408065149,756.0367103591303,476.1790673918402,98.08893853399348,116.34028790087463,160.6090724751439,324.6960756513009,89.71887403091698,264.2045136092738,371.44753478064024,234.4416568183021,193.97108652044898,60.51507474347193,98.80961603570718,219.75912998936005,116.5601773116654,219.14020243149707,146.50911667335475,141.63073979591837,332.7919446624804,527.4809959636405,1159.3800652472528,139.70764317400432,138.3078416508552,274.5591618964659,163.22008415359326,515.1099691197869,214.77280883462785,226.20973519124632,567.9449644610853,263.01720018933304,919.9623443223443,534.3115356603064,175.88415658220586,254.834276996349,52.863775510204086
-6,260.5216836734694,191.76298701298703,674.0267857142857,504.01160714285714,804.2901785714286,760.2922077922078,481.66686332101074,99.81779758702835,118.79591836734694,162.55555555555554,332.75,90.52579365079364,266.8049719887955,365.3983589395354,241.47857142857143,198.24404761904762,62.439389368482935,101.86538461538461,219.4264705882353,116.74107142857143,223.85480925324674,151.2982142857143,142.19642857142858,344.9642857142857,527.8630952380952,1163.325892857143,143.33370535714286,141.24319727891157,302.63214285714287,169.6913028052058,513.1805073971336,219.86688311688312,233.95822102425876,582.2788461538462,271.8361950028202,941.047619047619,540.8302356105781,178.46127819548872,259.8422619047619,55.40714285714286
-5,263.0063775510204,191.43269230769232,681.1397804054053,491.13563384813386,699.96875,759.9754464285714,497.02016129032256,98.05454161223392,110.48469387755102,162.25396825396825,338.4916666666667,89.26190476190476,264.18207282913164,362.63659706306765,241.09285714285716,202.08928571428572,61.55054302422723,103.4793956043956,218.0437522835221,117.7202380952381,225.03583559782606,138.79107142857143,140.30357142857142,353.5357142857143,522.5178571428571,1212.40625,142.98214285714286,142.19557823129253,307.2785714285714,169.45112781954887,523.6071428571429,222.0194805194805,237.98809523809524,589.4395604395604,272.02786955085173,961.8452380952381,539.8312078688099,180.09615384615384,256.4375,57.65
-4,259.4834183673469,187.07091346153845,676.1364623552124,476.50514800514804,572.6875,759.516369047619,478.02073732718895,100.22385307000692,104.03571428571429,146.58333333333334,340.96190476190475,82.74675324675326,270.125266146203,361.0527544351074,249.9142857142857,198.10714285714286,59.600902583255525,102.09615384615384,225.1831384727804,116.43452380952381,226.82720302795033,142.46875,140.9375,352.04464285714283,515.6904761904761,1204.4017857142858,145.04241071428572,140.24319727891157,305.2857142857143,168.09962406015038,528.5059523809524,224.82467532467533,230.2202380952381,584.1868131868132,276.95756499934043,963.9642857142857,545.7918334359606,180.04956043956045,254.26339285714286,53.90714285714286
