cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,1775,3137,301,1077,926,3325,3087,115,372,2270,840,688,1570,70,455,486,35,3726,157,0,4377,467,843,824,2238,28,1002,597,1738,2189,779,292,531
-11,1799,3335,295,1107,885,3228,3222,86,385,2376,876,700,1582,91,466,438,22,3750,161,0,2894,470,850,804,2327,38,1026,641,1641,2178,746,341,529
-10,1738,3304,317,1175,859,3104,2951,103,390,2519,823,647,1446,105,497,590,33,3733,148,0,3058,431,871,884,2208,41,972,558,1608,2093,765,402,531
-9,1805,3241,298,1110,841,3202,3049,110,371,2486,881,597,1460,114,444,572,26,3741,139,0,2956,469,779,890,2007,51,1057,617,1655,2042,719,411,528
-8,1324,2377,257,847,707,2320,2257,97,307,1952,719,462,1130,82,353,489,15,2762,136,0,2215,364,651,661,1452,45,677,443,1184,1543,570,244,409
-7,1488,2663,319,1097,709,2565,2817,115,331,2028,734,514,1314,73,421,430,21,3076,146,0,2360,404,704,692,1625,31,764,544,1356,2284,670,317,399
-6,1842,3446,331,1329,992,3322,3390,120,471,2591,998,710,1421,101,502,638,31,3927,204,0,2923,564,839,954,2241,48,1037,733,1822,2166,749,435,543
-5,1959,3479,332,1247,952,3234,3438,124,442,2638,940,708,1637,91,508,510,29,3556,190,0,3244,472,857,902,2352,60,1091,637,1684,2090,730,438,506
-4,1919,3293,290,1225,865,3431,3231,121,393,2572,887,727,1422,59,457,365,29,2625,182,0,2990,484,903,819,2290,43,1067,690,1637,1874,711,398,532
-3,1752,3127,279,1206,918,6170,3011,85,354,2370,791,770,1370,45,500,628,26,2440,153,0,2955,544,782,852,2215,46,986,639,1530,1904,716,450,563
-2,1750,2832,321,1117,771,2939,2989,83,355,2278,812,690,1280,32,453,565,28,2235,153,0,2849,428,733,687,2241,52,984,620,1338,1759,603,399,527
-1,1670,2938,288,986,822,2938,2807,104,364,2257,739,656,1249,48,483,531,26,2187,167,0,2706,446,704,721,2187,51,1013,577,1414,1754,673,450,468
0,1485,2763,312,1067,958,3389,2992,90,390,2215,743,624,1265,46,418,580,29,2381,194,0,3046,611,758,647,2216,41,939,631,1500,1905,718,423,506
1,1749,3191,340,1046,910,3351,3223,118,409,2471,934,784,1512,148,514,613,29,2772,186,61,3087,688,841,730,2446,42,1053,624,1645,2145,755,476,535
2,2669,3078,357,1056,927,3435,3280,105,411,2418,901,804,1399,198,523,637,34,2956,274,525,3010,658,798,789,1675,53,1030,615,1836,2194,769,418,566
3,1847,3085,309,920,858,3453,3119,109,422,2386,929,722,1430,161,506,640,32,3633,183,568,3088,644,822,768,2411,54,1137,684,1832,2213,719,506,534
4,2213,2595,292,892,900,3583,3175,113,458,2627,909,747,1522,131,502,618,34,4024,167,589,3123,664,841,733,2260,49,987,681,1804,2246,764,507,503
5,2132,2582,312,935,856,3346,3001,98,478,2507,844,699,1487,125,455,628,24,3996,191,647,3284,641,811,731,2294,55,844,683,1852,2134,759,512,566
6,1904,2770,279,878,849,3335,3020,122,457,2486,974,690,1481,187,458,652,14,3845,275,514,3127,596,766,723,2269,68,1201,685,1786,2147,816,555,616
7,2043,2662,302,858,865,3250,2890,107,506,2575,861,655,1502,118,457,644,35,3844,199,571,2816,644,817,732,2499,69,840,702,1823,2081,814,479,583
8,2091,2665,320,866,859,3227,3057,102,405,2582,980,645,1513,171,483,692,32,3871,188,585,2971,591,822,753,2638,66,919,660,1994,2214,749,541,539
9,1918,2570,289,899,742,3165,2822,93,478,2312,860,644,1472,236,422,651,26,3654,152,575,2741,620,840,715,2375,76,944,603,1858,2715,753,512,535
10,1764,2250,288,845,759,2861,2755,128,505,2387,844,704,1415,166,451,657,21,3345,182,501,2612,622,782,686,2349,86,804,640,1825,2142,675,544,537
11,1696,1894,304,798,658,2636,2770,114,383,2077,836,622,1263,161,415,595,27,3292,131,525,2470,540,645,655,2267,72,845,581,1734,1990,701,526,442
12,1646,1900,326,728,745,2663,2412,102,390,2096,774,616,1120,174,364,540,22,3328,144,505,2301,538,628,602,2354,70,812,524,1588,1783,657,572,421
13,1621,1884,278,805,710,2719,2591,81,435,2075,763,593,1255,199,408,631,39,3427,152,522,2402,601,693,534,2529,79,786,621,1489,1817,648,591,475
14,1888,2017,299,828,801,3037,2873,92,432,2235,753,843,1426,188,404,706,23,3732,190,556,2440,551,790,533,2324,82,915,551,1692,1855,702,572,459
15,1990,2261,302,846,714,2997,2959,101,489,2324,835,821,1392,198,518,730,26,3977,187,514,2448,531,788,548,2467,120,992,592,1734,2108,765,615,542
