cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,65,70,18,116,29,207,204,7,60,391,34,326,62,2,12,75,165,6,200,1,5,194,35,126,70,145,13,46,26,132,153,145,15,43,111
-11,46,67,22,97,32,176,196,12,60,410,27,343,43,4,13,99,161,4,201,0,1,202,40,129,80,127,11,75,29,146,115,132,20,59,24
-10,46,60,18,92,43,671,178,24,51,365,21,316,45,1,11,76,157,0,133,1,1,222,30,143,62,102,13,61,24,140,120,149,41,48,116
-9,42,63,24,92,37,195,189,21,47,367,23,309,54,0,12,79,163,2,135,0,2,250,26,125,74,120,8,64,28,145,120,150,39,51,126
-8,49,70,25,75,42,160,216,23,53,358,26,309,59,3,19,75,146,1,133,0,3,199,33,93,75,113,9,62,44,125,123,101,37,28,130
-7,48,78,25,67,35,185,198,20,45,325,29,343,59,1,13,71,138,5,126,2,4,239,32,150,71,114,6,74,29,107,156,129,36,38,116
-6,39,85,28,83,38,223,218,31,66,352,39,306,44,2,14,84,126,3,174,0,5,258,44,141,56,125,13,76,22,93,167,126,49,46,63
-5,45,76,11,70,43,193,187,15,53,377,30,385,62,0,14,105,182,2,144,3,2,237,51,123,65,96,12,70,23,151,170,167,41,57,95
-4,50,100,26,64,33,218,203,24,76,346,31,386,56,5,14,80,151,0,187,1,7,219,38,125,70,103,10,73,24,178,164,138,55,54,135
-3,53,68,24,38,33,198,182,25,75,394,35,369,61,1,15,75,175,7,186,0,4,253,47,144,71,127,8,83,33,155,155,131,42,66,99
-2,85,62,20,48,38,214,217,23,57,397,30,323,63,1,10,64,152,5,197,0,2,286,46,127,64,109,12,65,20,177,158,143,44,52,87
-1,63,52,18,55,47,205,193,27,52,374,38,351,62,0,9,75,152,1,188,0,2,253,44,121,72,102,6,60,38,151,163,126,45,74,125
0,58,48,26,64,42,226,230,26,62,298,24,294,74,1,4,52,171,1,212,1,1,259,45,94,63,124,4,58,28,169,168,129,53,59,108
1,59,39,24,46,39,203,231,21,62,380,28,335,67,2,9,83,206,6,166,2,9,260,40,142,59,133,4,43,25,179,159,170,52,62,134
2,52,47,28,38,21,229,226,22,55,380,41,319,64,0,13,84,168,6,196,0,5,219,45,128,54,125,9,70,27,178,165,165,52,42,141
3,59,62,16,35,33,189,200,20,70,366,36,329,53,0,13,74,192,7,195,0,3,213,46,124,57,110,13,34,34,146,185,145,51,49,151
4,72,58,27,52,24,171,179,13,56,314,34,305,44,1,9,87,149,0,158,1,4,221,46,127,63,122,10,61,27,152,170,149,49,40,172
5,59,48,23,33,30,185,206,16,62,322,31,273,36,0,6,69,156,6,132,0,3,207,43,112,52,110,10,47,20,146,161,137,48,33,124
6,56,49,18,36,27,173,196,14,72,317,28,292,52,0,8,69,159,3,151,0,3,214,34,96,41,120,4,61,12,121,131,109,40,33,147
7,56,52,26,41,31,167,186,18,57,343,27,283,57,0,13,106,155,2,188,0,5,203,42,113,52,124,10,27,18,127,141,141,46,44,175
8,69,49,22,47,38,171,171,13,74,370,35,277,63,1,20,73,178,2,162,1,1,177,31,129,72,136,19,34,25,120,146,126,70,53,157
9,61,41,14,33,24,161,174,22,52,386,33,313,42,2,14,96,157,4,178,0,1,223,38,120,38,110,11,60,13,135,144,165,55,65,206
10,63,56,22,59,30,159,178,16,75,334,24,218,53,3,16,90,123,1,164,1,1,174,26,131,66,94,21,63,27,128,157,92,57,46,177
11,75,59,32,39,22,164,203,16,63,273,33,260,32,0,15,77,136,0,166,0,4,205,47,131,68,119,14,81,27,139,158,130,51,62,178
12,42,53,24,58,23,165,163,13,65,323,30,312,45,0,17,84,143,2,154,0,4,188,38,134,66,104,16,53,26,142,132,128,39,52,176
13,74,58,19,64,27,183,255,17,57,354,21,308,48,0,13,84,138,3,184,0,2,209,35,114,73,111,16,60,37,107,161,121,47,44,148
14,57,52,26,38,11,171,189,22,41,334,20,267,57,0,10,90,150,2,185,1,1,152,28,123,85,111,24,59,18,120,160,113,53,54,181
15,70,57,20,59,3,164,189,23,59,338,18,263,63,0,12,115,108,1,182,1,4,152,36,118,76,101,21,51,24,110,148,116,41,57,156
16,46,54,23,44,4,123,202,14,38,309,16,226,51,0,10,83,100,2,187,0,5,169,28,119,81,111,14,49,28,119,161,137,61,51,145
17,77,41,26,41,5,127,190,19,52,313,14,200,51,0,11,98,101,3,165,0,4,157,36,123,58,100,16,52,27,109,159,119,49,46,147
18,72,43,24,34,8,140,193,14,49,290,13,230,45,0,13,101,108,2,187,0,0,186,28,106,77,97,16,72,15,105,155,114,51,36,158
19,67,26,26,41,13,164,221,16,72,290,15,222,39,0,9,85,105,0,174,0,1,183,28,117,105,106,10,76,23,105,154,90,52,31,180
20,30,41,34,51,21,98,186,9,52,324,17,89,27,0,9,74,88,3,173,1,3,173,29,124,78,119,9,50,19,91,139,121,73,37,147
21,50,38,30,50,10,90,206,23,58,310,13,142,40,0,16,78,129,1,194,0,3,153,32,118,68,110,12,54,19,127,141,106,65,23,148
