AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
0.7153824282058573,0.6560966402416006,0.6838351822503962,0.6697857670524502,0.6614741641337386,0.7077075658826864,0.6962933439617377,0.5596330275229358,0.7351598173515982,0.623841059602649,0.6617647058823529,0.6616862326574173,0.646095717884131,0.7265711135611908,0.7451403887688985,0.75,0.7006507592190889,0.5670391061452514,0.7465007776049767,0.6074168797953964,0.6352657004830918,0.6801572617946346,0.5964912280701754,0.7574626865671642,0.7035256410256411,0.645367412140575,0.3901606425702811,0.7790834312573442,0.7373134328358208,0.7378516624040921,0.6557035803497085,0.8148148148148148,0.43917710196779963,0.5813528336380256,0.68561872909699,0.5957987464001355,0.6821829855537721,0.7745813653928725,0.6399235912129895,0.6419098143236074,0.6013513513513513
0.5766710353866317,0.5018813314037627,0.526071842410197,0.5365726227795193,0.5729756337681516,0.5620034194910992,0.5920209668025626,0.44021739130434784,0.6007677543186181,0.46110056925996207,0.5659018143009605,0.5330827067669173,0.6255980861244019,0.6013145238858608,0.628731343283582,0.5595854922279793,0.6188925081433225,0.4247871333964049,0.6025492468134415,0.4771748492678725,0.5025295109612141,0.5758354755784062,0.4094488188976378,0.5761124121779859,0.580952380952381,0.5059970014992504,0.4925527513446421,0.6287081339712919,0.6540198735320687,0.6628679962013295,0.5283687943262412,0.7040673211781207,0.3354964308890331,0.4388440860215054,0.5889328063241107,0.44245034697296004,0.5808736717827627,0.675319643549012,0.5163878065551226,0.5379596678529063,0.625
0.576057431121459,0.5125465838509317,0.519240379810095,0.5653108211818879,0.5516478655164787,0.5696377546317632,0.5918208877960398,0.4592641261498029,0.6505016722408027,0.5162635529608006,0.5755263157894737,0.5371596762325239,0.6363636363636364,0.5932657926102503,0.6167471819645732,0.593607305936073,0.5641748942172073,0.42287764049422083,0.6051502145922747,0.4520884520884521,0.5300146412884333,0.5539958526080715,0.4292565947242206,0.6120857699805068,0.5782312925170068,0.5071801566579635,0.48498016247874554,0.6715927750410509,0.6318816762530813,0.6462555066079295,0.5511515800749867,0.6734234234234234,0.3269689737470167,0.4664850136239782,0.5924610762086862,0.43925034607603025,0.5799019607843138,0.6886696155154814,0.5103174603174603,0.5258711721224921,0.5902439024390244
0.576734693877551,0.5032191604429564,0.5193370165745856,0.5266501394484041,0.5234172746528595,0.5545540796963947,0.5658407572383074,0.43812709030100333,0.6483516483516484,0.4790996784565916,0.5761052042529379,0.5389856169568509,0.5899880810488677,0.5922483062864345,0.6252285191956124,0.5957446808510638,0.5440976933514247,0.41508672851956435,0.6114457831325302,0.4506604506604507,0.4786885245901639,0.5539191621665849,0.45918367346938777,0.5795677799607073,0.5587905935050392,0.4998266897746967,0.45819272590926136,0.6429840142095915,0.6136567834681043,0.6706105063890203,0.5239917574330292,0.635036496350365,0.3540189125295508,0.42452830188679247,0.5588152327221438,0.42394122731201384,0.5948517067711248,0.6599768429177924,0.48650809514291427,0.5204962243797195,0.5919282511210763
0.5252243270189432,0.4645606583488187,0.4878286270691334,0.5212713936430318,0.6070582662245382,0.5277454404346139,0.5532584884994524,0.4249158249158249,0.6247422680412371,0.4502127659574468,0.5590374930050364,0.49629080118694363,0.6151761517615176,0.589141133513256,0.6231155778894473,0.4953271028037383,0.535575679172057,0.41752988047808764,0.584841628959276,0.4508670520231214,0.4889240506329114,0.5356073211314476,0.3743455497382199,0.5745140388768899,0.5237556561085973,0.45200816882232814,0.4195457148310746,0.6524390243902439,0.6029346376167185,0.6820539419087137,0.5056320400500626,0.6175438596491228,0.324370709382151,0.4927685950413223,0.5520046484601976,0.414298500783173,0.5546792849631966,0.6259054111631871,0.45338491295938105,0.5330490405117271,0.4608294930875576
0.6697422844416163,0.6069796427087661,0.5804721030042919,0.623589468027942,0.6869899183869419,0.6854028033413564,0.6873118279569892,0.5117521367521367,0.7421875,0.5677506775067751,0.8384643916913946,0.6212121212121212,0.9658244843158794,0.7078651685393258,0.7874493927125507,0.5542168674698795,0.7771345875542692,0.49767080745341613,0.8771513353115727,0.7924256951102588,0.5645161290322581,0.6384738527214514,0.7355769230769231,0.6971830985915493,0.6217821782178218,0.6108343711083437,0.5568335588633289,0.7366720516962844,0.7487212276214834,0.7045636509207366,0.6306005719733079,0.7900466562986003,0.531934306569343,0.5819397993311036,0.7106242248863167,0.5482796892341842,0.5548549810844893,0.8628296146044625,0.4741581832419734,0.6388888888888888,0.62
0.5846855059252507,0.49645563431923734,0.650094696969697,0.5605436573311368,0.6413373860182371,0.6193959414818311,0.6131340770364134,0.42061742006615216,0.6142131979695431,0.5054773082942097,0.5786010236412381,0.5100376411543287,0.605651384475715,0.6844673353212253,0.6497093023255814,0.5298245614035088,0.5447830101569714,0.4330450342976439,0.5620232838217584,0.4842583576760792,0.4620770128354726,0.5670503812229033,0.4440203562340967,0.5471698113207547,0.5845136921624173,0.49888712241653416,0.5031272994849154,0.7053140096618358,0.6760480797420111,0.7341157426143262,0.5454072339318241,0.7702863961813843,0.375886524822695,0.519163763066202,0.6244258872651357,0.5295733539359602,0.6716283265674334,0.7340127388535032,0.5671310017783047,0.6372643016938319,0.6406926406926406
0.5933588317107094,0.48823529411764705,0.576304241833252,0.5072660600298792,0.53687374749499,0.5865075334349077,0.5833693304535638,0.4328632740649908,0.5923566878980892,0.4899713467048711,0.5546875,0.49618805590851334,0.5995365261531671,0.6283185840707964,0.6301564722617354,0.4657039711191336,0.5612431444241316,0.40311260299054014,0.5841622035195103,0.49355036855036855,0.42,0.5701965219850135,0.44749403341288785,0.5444015444015444,0.5650263620386643,0.4853801169590643,0.4994052676295667,0.6334012219959266,0.6241285237950894,0.6775933609958507,0.5312747426761678,0.6627816627816627,0.37916880451513596,0.489880059970015,0.6011800699300699,0.45210213092724133,0.5985015425297487,0.7553696586027583,0.4913649025069638,0.5450403084472485,0.503731343283582
0.5900184842883549,0.5069870066192694,0.5821538461538461,0.5502628644256811,0.547699214365881,0.5854393899086636,0.6037757437070939,0.452991452991453,0.6079447322970639,0.42614075792730083,0.5532988357050452,0.5329712955779674,0.6093512565751023,0.6633230868791458,0.6756756756756757,0.483739837398374,0.5323529411764706,0.4319128484460109,0.5855234812580784,0.5099564405724953,0.42909987669543775,0.5684514267393396,0.4766666666666667,0.6076759061833689,0.6052366565961732,0.5204714640198511,0.4836244541484716,0.6310452418096724,0.6575255102040817,0.6887445887445888,0.5103342128408092,0.683151718357083,0.380039331366765,0.46087425796006476,0.5768437338834451,0.48582590403686265,0.6037822878228782,0.7358827025956014,0.5084333687889379,0.5683776695391533,0.5022222222222222
0.5611068408916219,0.4855804781858516,0.5747760165403171,0.5269861487024359,0.49940995987727166,0.4551206285197803,0.5934337491174394,0.4073213248111563,0.639344262295082,0.3638790035587189,0.5603783363565691,0.5207451312447079,0.5931549471064095,0.6289550856613675,0.623789764868603,0.5245901639344263,0.5776536312849162,0.3889980353634578,0.5826638477801268,0.48776172220583897,0.4362089914945322,0.5740380296451565,0.440324449594438,0.6196581196581197,0.6066066066066066,0.49949545913218973,0.47322586622197516,0.656060606060606,0.6293682795698925,0.669165885660731,0.5171951764180438,0.6988879384088965,0.3543388429752066,0.453458138325533,0.5664753706360593,0.4601716909562787,0.6107317073170732,0.7010351126446114,0.48998041283712523,0.5453221696396069,0.590443686006826
0.5685702375989996,0.5123371222622678,0.5584594222833562,0.5694085187101224,0.560088473826493,0.5635729107715526,0.5839685271699041,0.4098159509202454,0.6475903614457831,0.38144329896907214,0.5701830863121186,0.5325602140945584,0.6043650793650793,0.6433141394753679,0.64937106918239,0.42528735632183906,0.5770975056689343,0.44330250085645767,0.5895556573522676,0.4764044943820225,0.4484472049689441,0.5447761194029851,0.4376470588235294,0.5966029723991507,0.5790055248618785,0.5610236220472441,0.470542934154794,0.6639566395663956,0.6530833032816444,0.7120085015940489,0.5364630811303556,0.6939890710382514,0.3492333901192504,0.5060706401766004,0.5498326036569663,0.4559502092499195,0.6044066099148723,0.7210791037951532,0.509748427672956,0.5576073865917303,0.5566037735849056
