cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MN,MO,MS,MT,NC,ND,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WY
-12,510,464,65,531,278,1155,781,239,72,502,155,86,515,74,348,130,118,25,1093,10,143,64,1477,294,447,231,523,29,294,206,546,1049,17,292,951,93,15
-11,540,437,83,538,266,1147,813,221,60,555,139,83,483,101,378,128,109,32,982,4,168,83,1007,279,344,240,546,40,264,244,528,1004,23,279,1009,95,17
-10,555,426,71,546,284,1146,749,211,74,582,133,86,461,89,391,120,137,23,1023,7,136,86,1045,277,370,239,581,32,279,164,526,1054,18,262,992,113,14
-9,588,352,65,468,264,1145,795,205,59,529,129,62,487,97,372,115,146,29,986,6,170,121,994,249,319,252,469,25,297,111,512,974,15,259,1022,100,15
-8,409,322,73,386,207,872,634,143,65,456,109,66,347,67,263,89,107,33,704,7,111,70,770,202,283,203,314,36,207,99,364,713,12,211,742,94,8
-7,460,343,88,491,246,1009,707,126,74,415,133,75,447,78,276,106,122,29,944,6,100,94,792,198,342,196,339,41,201,112,451,1058,20,172,611,82,10
-6,550,412,81,612,280,1197,817,134,83,629,143,101,443,96,397,147,175,29,1077,8,170,95,1058,359,411,243,532,34,273,280,626,1186,18,190,1175,90,14
-5,568,412,94,589,326,1214,858,139,83,604,158,82,508,113,381,144,130,42,909,7,152,104,1126,301,391,238,549,41,292,284,590,1203,25,327,1207,114,17
-4,554,440,71,559,297,1182,776,144,66,594,132,90,467,87,439,121,105,31,889,16,175,129,1020,303,443,238,572,42,311,265,525,1198,15,289,1147,106,8
-3,499,430,88,571,302,1776,732,97,54,569,120,101,438,78,370,125,191,37,750,6,149,122,1067,333,367,243,527,32,282,242,524,1209,12,300,1056,86,12
-2,510,376,88,556,268,1066,780,131,50,539,136,87,428,66,402,112,133,42,742,10,142,112,1003,264,327,215,591,39,246,254,527,1174,7,291,1026,94,12
-1,499,417,88,551,298,1126,720,131,63,573,113,76,456,93,337,119,127,5,641,7,142,43,952,242,352,226,566,29,336,228,571,1085,0,293,985,101,16
0,434,380,84,562,299,1269,738,133,57,512,111,90,444,79,325,90,137,87,769,5,145,135,1019,306,342,173,542,40,294,220,513,1098,0,309,1046,85,13
1,529,414,79,604,290,1301,758,166,53,559,140,97,553,102,396,140,161,48,909,12,150,241,1033,322,382,248,647,33,281,237,537,1247,28,331,1062,83,8
2,708,489,91,624,317,1360,763,205,65,567,130,95,512,109,366,153,162,54,890,5,138,295,1001,328,337,244,495,44,279,271,580,1235,28,321,1011,89,9
3,543,403,72,619,279,1361,726,230,69,541,189,93,476,103,385,132,168,52,1074,7,155,253,1070,285,392,255,634,42,302,234,591,1217,22,301,1134,96,17
4,624,417,60,520,323,1339,752,201,57,586,199,95,410,95,392,122,168,37,1135,5,168,266,1024,323,394,220,571,31,319,274,596,1439,19,285,1022,75,7
5,529,390,102,608,272,1270,733,219,59,545,180,66,346,110,363,93,147,52,1148,6,154,252,1039,341,334,198,570,42,263,276,516,1271,10,205,983,62,15
6,459,411,68,539,242,1274,658,239,65,564,252,74,546,126,352,102,167,21,1020,4,164,287,1002,313,368,225,647,45,258,269,598,1203,21,259,1086,83,20
7,498,426,81,621,271,1246,678,217,84,588,205,61,543,124,380,119,163,16,1130,5,151,292,898,358,331,194,648,36,237,286,523,1230,13,237,1061,71,15
8,511,480,86,611,280,1250,674,230,69,566,220,61,535,108,357,111,174,15,1101,7,173,313,994,289,379,218,738,50,236,259,616,1266,13,231,1115,73,17
9,446,429,65,535,251,1189,625,258,80,476,207,49,468,146,373,74,144,20,1308,4,142,325,970,329,355,203,656,49,278,241,598,1391,17,265,1148,77,11
10,483,412,77,602,274,1121,613,235,69,512,188,72,490,118,322,94,150,13,966,1,158,268,841,311,332,185,662,46,219,229,631,1242,17,214,1072,64,14
11,404,274,72,597,263,1166,620,205,56,449,194,71,492,149,346,83,137,13,971,4,133,279,841,271,305,163,687,23,235,213,599,1107,15,193,1042,57,12
12,472,301,88,514,261,1105,530,224,48,469,203,69,382,61,329,71,142,19,893,0,151,291,790,288,277,155,713,37,245,199,558,1122,17,206,964,54,12
13,435,295,71,541,246,1153,580,176,61,456,154,69,396,73,296,66,135,27,995,3,152,299,810,339,311,162,778,38,218,202,480,1011,13,218,1083,59,12
14,446,296,64,578,239,1251,609,200,74,504,147,81,491,67,350,73,157,12,1056,2,151,270,882,314,314,125,709,44,243,210,602,1178,12,221,1029,60,12
15,452,315,93,562,234,1165,576,229,77,568,118,86,440,64,374,112,164,19,1221,7,172,284,830,301,376,143,762,43,286,224,603,1187,16,192,1069,73,12
16,501,303,85,578,266,1280,575,232,76,511,134,69,497,75,359,85,201,17,1103,3,166,311,891,280,336,89,755,47,269,251,606,1301,22,221,1098,65,10
17,464,334,71,540,254,1252,663,226,94,519,141,84,514,80,300,118,149,15,1193,4,170,312,861,296,319,208,707,43,298,258,634,1219,16,224,1014,55,16
18,447,360,79,498,240,1243,599,231,92,575,132,81,449,81,326,72,164,20,1134,2,163,347,851,285,348,184,686,44,266,241,573,1301,10,195,1055,78,7
19,441,341,70,575,211,1168,591,209,83,541,62,76,475,67,315,53,142,25,1053,4,172,349,905,297,301,165,701,36,200,261,568,1267,15,215,1050,73,12
20,447,370,74,572,206,1195,612,281,92,572,38,87,458,52,351,57,150,16,1094,4,168,336,889,305,351,176,747,48,300,277,594,1264,19,228,1069,70,12
21,455,306,90,600,150,1243,534,239,85,536,87,77,499,42,372,100,165,32,1187,3,177,338,907,262,335,165,695,60,247,259,568,1291,20,206,987,71,11
22,439,333,85,547,146,1170,565,271,68,523,64,68,460,54,360,82,138,25,1233,8,181,341,897,276,352,151,764,44,301,264,571,1347,15,249,1031,66,4
23,375,289,100,462,147,1071,530,212,58,513,62,58,412,63,347,95,135,10,1080,2,131,332,860,252,352,134,704,43,215,244,606,1233,14,201,903,60,7
24,339,276,71,513,148,1067,462,201,52,465,52,52,432,58,287,94,128,13,1127,7,140,348,841,246,313,130,695,39,269,195,501,1175,12,172,885,60,4
25,355,246,75,414,128,1028,528,188,49,388,50,55,338,40,304,62,123,19,1026,5,134,363,869,197,286,133,668,39,248,194,509,1061,3,163,831,51,3
26,355,242,80,398,203,1032,425,168,52,409,37,47,198,60,255,62,116,14,1012,3,175,326,831,223,266,154,683,42,247,219,474,1034,9,165,874,43,4
27,313,206,70,374,179,947,421,198,38,344,44,44,448,46,247,61,124,28,959,6,129,347,768,210,280,124,689,24,226,226,468,1111,11,162,905,37,9
28,252,225,76,400,178,881,379,205,34,376,42,53,388,43,298,44,127,13,869,5,131,361,714,217,253,147,664,19,243,188,531,1061,10,197,827,18,3
