cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-13,0.9302325581395349,1.0,,0.5945945945945946,,0.9763779527559056,1.0,,1.0,0.9772727272727273,0.9545454545454546,,,,,,0.9642857142857143,,1.0,1.0,0.9310344827586207,,,1.0,,,,1.0,,0.9724137931034482,1.0,,,
-12,0.953125,,,0.7413793103448276,0.9705882352941176,0.9957081545064378,,,0.9852941176470589,0.9365079365079365,1.0,,,,,1.0,0.975609756097561,0.970873786407767,1.0,,0.9154929577464789,,1.0,1.0,0.9583333333333334,1.0,0.9833333333333333,0.9591836734693877,1.0,0.9820627802690582,1.0,,,
-11,0.971830985915493,0.9824561403508771,,0.6615384615384615,,0.9913419913419913,0.9951690821256038,,0.9594594594594594,1.0,1.0,1.0,1.0,,,,1.0,0.954954954954955,1.0,,0.8958333333333334,,,1.0,1.0,,0.9605263157894737,,1.0,0.9897959183673469,1.0,,,
-10,0.9574468085106383,0.88,,0.6901408450704225,0.9791666666666666,0.9952830188679245,0.9945945945945946,,1.0,0.9827586206896551,1.0,0.9807692307692307,0.9512195121951219,,,1.0,,0.984,1.0,,0.9016393442622951,,,0.9782608695652174,0.9666666666666667,,1.0,,0.972972972972973,0.9754098360655737,,,,
-9,0.859375,0.9473684210526315,,0.734375,1.0,0.9947643979057592,0.9903381642512077,1.0,0.9850746268656716,1.0,0.9655172413793104,0.9565217391304348,,,,,1.0,0.9689922480620154,1.0,1.0,,,0.9696969696969697,0.9848484848484849,0.9722222222222222,1.0,,0.9795918367346939,1.0,0.9723502304147466,1.0,1.0,,
-8,1.0,1.0,,0.7288135593220338,1.0,0.9887005649717514,0.9893617021276596,,0.9818181818181818,0.9811320754716981,0.9705882352941176,1.0,1.0,,,,0.9722222222222222,0.9764705882352941,1.0,,0.9024390243902439,1.0,1.0,1.0,,1.0,0.9508196721311475,1.0,0.9777777777777777,0.9864864864864865,1.0,1.0,,
-7,,,,0.7352941176470589,1.0,0.9935064935064936,0.9719626168224299,,0.9473684210526315,0.9838709677419355,0.875,0.9707602339181286,,,,0.96875,1.0,0.9897959183673469,1.0,,0.9552238805970149,,0.9454545454545454,0.9666666666666667,0.95,1.0,0.9016393442622951,1.0,1.0,0.9777777777777777,0.991304347826087,1.0,,1.0
-6,0.9358974358974359,0.9482758620689655,,0.7127659574468085,1.0,0.9791666666666666,0.9798270893371758,,0.9807692307692307,0.9767441860465116,0.9459459459459459,0.9530516431924883,1.0,,,0.963963963963964,,0.9675324675324676,0.9841269841269841,1.0,0.9,1.0,0.9464285714285714,1.0,,1.0,0.9313725490196079,0.9662921348314607,1.0,0.9868421052631579,1.0,0.8333333333333334,,1.0
-5,0.9714285714285714,,0.8,0.7962962962962963,0.9855072463768116,0.9803921568627451,0.9856115107913669,,0.9869281045751634,0.972027972027972,1.0,0.9528301886792453,1.0,,1.0,0.9651162790697675,0.98,0.9814814814814815,1.0,,0.8108108108108109,1.0,0.9770114942528736,0.9714285714285714,0.9215686274509803,1.0,0.8932038834951457,,1.0,0.9852216748768473,0.9930555555555556,,,
-4,0.9761904761904762,1.0,1.0,0.9361702127659575,1.0,0.9902597402597403,0.9886685552407932,1.0,0.9779411764705882,0.9787234042553191,0.9807692307692307,0.9844559585492227,1.0,,,1.0,0.9491525423728814,1.0,1.0,,0.8636363636363636,1.0,0.9112903225806451,1.0,0.9622641509433962,1.0,0.9652173913043478,1.0,0.8947368421052632,0.984,1.0,0.875,,1.0
